 time                   v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)           
 2.352163693665439e-08  2.107734583708954e-03 -2.355675504854969e-06  2.319576445393162e-06  1.388100246176897e-02 -4.681597656291469e-05  6.321703780896572e-02  1.836874351713136e-01  1.574098662898789e-02  2.268735111008493e-03  6.625140541490933e-02  2.694335136270888e-02 
 2.567675695879478e-08  2.084705521131771e-03 -2.450011897039139e-06  2.415446521829106e-06  1.373050957097177e-02 -4.815113235990217e-05  6.788853171490331e-02  1.795571156934490e-01  1.557052352465991e-02  2.152535428796131e-03  6.583735617313610e-02  2.682899130279997e-02 
 2.768236125551990e-08  2.060206802541246e-03 -2.382605469904795e-06  2.447602757117198e-06  1.358697710142403e-02 -5.046596831855367e-05  7.158487932570766e-02  1.756831628341886e-01  1.540847910423284e-02  2.083040375830846e-03  6.540949819330566e-02  2.669949071999230e-02 
 2.986159632131443e-08  2.032449702582523e-03 -2.496480018519981e-06  2.519170755339840e-06  1.343312226672401e-02 -5.054517048978711e-05  7.506639319628688e-02  1.715458046889104e-01  1.523457368844118e-02  2.029976389401360e-03  6.493803432750697e-02  2.655073728738748e-02 
 3.198979127891234e-08  2.005474227836541e-03 -2.438909397914995e-06  2.536637074967026e-06  1.328844427614583e-02 -4.907833920111259e-05  7.805649128066409e-02  1.676604888227520e-01  1.507090806476203e-02  1.990667942195069e-03  6.448379894955450e-02  2.640365453133595e-02 
 3.461233070788959e-08  1.973451172342938e-03 -2.561370663239010e-06  2.600267798489963e-06  1.311977257847262e-02 -4.645833165903857e-05  8.132024832055111e-02  1.631369313736254e-01  1.487996693898990e-02  1.951568147216629e-03  6.394667111733704e-02  2.622690800971179e-02 
 3.745501821254913e-08  1.940900283586154e-03 -2.513459073617183e-06  2.615555943905609e-06  1.295071895210648e-02 -4.289810096334477e-05  8.444576694413228e-02  1.586023049451418e-01  1.468844389254078e-02  1.916688226178985e-03  6.340202663469159e-02  2.604576602299706e-02 
 4.109369526821883e-08  1.902911859446553e-03 -2.645237165910371e-06  2.679283422742829e-06  1.275482266528018e-02 -3.841527687856795e-05  8.795620504964539e-02  1.533497577752266e-01  1.446637755143041e-02  1.879014197465130e-03  6.276711888053851e-02  2.583321540708626e-02 
 4.527924528688338e-08  1.864275040987285e-03 -2.607336982704279e-06  2.697613757824180e-06  1.255678086768221e-02 -3.339308240627261e-05  9.144222647362082e-02  1.480369958877060e-01  1.424175733922646e-02  1.842598301907263e-03  6.212198022781876e-02  2.561639052852467e-02 
 5.096205362299887e-08  1.819654703701876e-03 -2.749706036293980e-06  2.767066358138867e-06  1.232846212482178e-02 -2.763008288497119e-05  9.541481846790165e-02  1.419154140890263e-01  1.398276124672790e-02  1.801354893887751e-03  6.137727861611992e-02  2.536556389348014e-02 
 5.800004603503942e-08  1.775019168868340e-03 -2.722277766096576e-06  2.792381284703143e-06  1.210045412769449e-02 -2.165220517974379e-05  9.935786071863899e-02  1.358054934693285e-01  1.372421224888571e-02  1.760506839439896e-03  6.063268889406290e-02  2.511446657429283e-02 
 6.786931928576164e-08  1.727847270933864e-03 -2.870770035487721e-06  2.866415995382338e-06  1.185903384368236e-02 -1.551655641858774e-05  1.035026932538873e-01  1.293550634024922e-01  1.345091245773654e-02  1.717225412207512e-03  5.984603223418138e-02  2.484895556278267e-02 
 7.943211113290807e-08  1.689444739232262e-03 -2.837630258877521e-06  2.886844027232846e-06  1.166188574627572e-02 -1.038557910871972e-05  1.068608071260589e-01  1.241163714397725e-01  1.322862078031315e-02  1.682008676688366e-03  5.920590213078714e-02  2.463273705674513e-02 
 9.363391768646173e-08  1.658927550885050e-03 -2.965243557725583e-06  2.943827652616430e-06  1.150360791832732e-02 -6.479926913074151e-06  1.095157646998587e-01  1.199627079166722e-01  1.305167017006917e-02  1.653878281912920e-03  5.869741935190264e-02  2.446084278919413e-02 
 1.084449711452184e-07  1.639624162335836e-03 -2.906667182656842e-06  2.943345881480668e-06  1.140179728606383e-02 -3.885635506365394e-06  1.111847500578016e-01  1.173504030617313e-01  1.293970201972718e-02  1.636137004555065e-03  5.837602483523636e-02  2.435208741837942e-02 
 1.267547467003313e-07  1.625943138727126e-03 -3.010930202276327e-06  2.981258864399404e-06  1.132693428795898e-02 -2.205634930187216e-06  1.123564870313890e-01  1.155126819189500e-01  1.285985662424881e-02  1.623473779210908e-03  5.814846065233167e-02  2.427496335177385e-02 
 1.470890292726052e-07  1.618075675367207e-03 -2.936173853837198e-06  2.967489033748204e-06  1.128091136190381e-02 -1.115806485637172e-06  1.130193257295575e-01  1.144773740876078e-01  1.281370793479047e-02  1.616286351636992e-03  5.801790006643827e-02  2.423060055714120e-02 
 1.736809506518885e-07  1.613298146322884e-03 -3.027440966434840e-06  2.994819503355414e-06  1.124853214209857e-02 -5.995294208887734e-07  1.134094736314274e-01  1.138721244755773e-01  1.278496672755992e-02  1.611885094728111e-03  5.793895109737730e-02  2.420364262123819e-02 
 2.050726070913844e-07  1.611122327285681e-03 -2.944204016897073e-06  2.974084108357864e-06  1.122860611544190e-02 -2.457870073700215e-07  1.135770207592120e-01  1.136297851126803e-01  1.277133011471137e-02  1.610016895588559e-03  5.790342655193711e-02  2.419140821768583e-02 
 2.497978726707359e-07  1.610110500527397e-03 -3.029450436991304e-06  2.996489282903226e-06  1.121190724885809e-02 -2.048281076368084e-07  1.136515287360131e-01  1.135559855118371e-01  1.276385082046118e-02  1.609174928561588e-03  5.788737151694950e-02  2.418584496262422e-02 
 3.088771697159648e-07  1.609809017382780e-03 -2.942715072393233e-06  2.972772299880882e-06  1.119770341572097e-02 -6.613226708052355e-08  1.136906589346475e-01  1.135849663624463e-01  1.276043372742794e-02  1.609123018688957e-03  5.788307840408465e-02  2.418454776036088e-02 
 4.116831127200123e-07  1.609926646425633e-03 -3.024675174822048e-06  2.992190211687393e-06  1.118125871843663e-02 -9.898294092020958e-08  1.137692861718890e-01  1.136788076535559e-01  1.275844834423210e-02  1.609446667152255e-03  5.788546439028216e-02  2.418633303209629e-02 
 5.862248369217975e-07  1.611033389971447e-03 -2.932841558802096e-06  2.963475782909183e-06  1.116868314235037e-02  4.069807687542263e-08  1.139566380795883e-01  1.138856533838972e-01  1.276165760101755e-02  1.610869879613760e-03  5.790305747566069e-02  2.419537203974597e-02 
 8.914562904563551e-07  1.614392828278414e-03 -3.005110130318234e-06  2.973153604283507e-06  1.117026458060477e-02 -2.167504261508317e-09  1.143698860673325e-01  1.143108045899306e-01  1.277689246099543e-02  1.614386294197730e-03  5.795497072300050e-02  2.422057626389864e-02 
 1.187431030069854e-06  1.618426537152629e-03 -2.906466169624220e-06  2.937391743549165e-06  1.118490186373264e-02  9.464964768698449e-08  1.148166844640655e-01  1.147632223404735e-01  1.279726217256552e-02  1.618526897049887e-03  5.801689425169116e-02  2.425015571279965e-02 
 1.593715515034927e-06  1.624276630472837e-03 -2.973071515337108e-06  2.941204525354158e-06  1.121005689761036e-02  1.402596046988680e-08  1.154491569960624e-01  1.153953452842833e-01  1.282716235898719e-02  1.624349323107877e-03  5.810651848850779e-02  2.429281779191326e-02 
 2.000000000000000e-06  1.630228229882400e-03 -2.869130922289793e-06  2.900082407997750e-06  1.123706152011008e-02  9.964033534212567e-08  1.160873613538564e-01  1.160355425085494e-01  1.285797387946155e-02  1.630353026001337e-03  5.819768966547266e-02  2.433616198882538e-02 
 2.055946945584041e-06  1.631048335888610e-03 -2.909187363705102e-06  2.908733009622018e-06  1.124074405078031e-02  5.717960447043213e-08  1.161753937932920e-01  1.161226960804987e-01  1.286215622885515e-02  1.631148790080619e-03  5.821024217112480e-02  2.434213132730306e-02 
 2.167840836752123e-06  1.632690722458635e-03 -2.904052935272758e-06  2.903596432397509e-06  1.124821785234961e-02  5.721214198379060e-08  1.163514076503333e-01  1.162987232265732e-01  1.287063736327008e-02  1.632791327609788e-03  5.823539603850179e-02  2.435408919232311e-02 
 2.391628619088288e-06  1.635976038193063e-03 -2.893799137725876e-06  2.893345201834839e-06  1.126317754786726e-02  5.724539317033566e-08  1.167034699014628e-01  1.166508039244404e-01  1.288760425659447e-02  1.636076831984013e-03  5.828571285966576e-02  2.437800894263135e-02 
 2.839204183760617e-06  1.642547312456866e-03 -2.873356848758790e-06  2.872900733597321e-06  1.129311782781805e-02  5.726856551564578e-08  1.174076545684824e-01  1.173550093248628e-01  1.292154573410737e-02  1.642648219700600e-03  5.838635953615161e-02  2.442585441450082e-02 
 3.734355313105275e-06  1.655688383608466e-03 -2.832723336387637e-06  2.832269660095302e-06  1.135301236771207e-02  5.726179405652142e-08  1.188160015970616e-01  1.187633784573052e-01  1.298943006623465e-02  1.655789310781577e-03  5.858764353448054e-02  2.452154172855647e-02 
 5.524657571794592e-06  1.681960281750419e-03 -2.752497912432689e-06  2.752042019455357e-06  1.147278137045333e-02  5.724907032812963e-08  1.216323391485580e-01  1.215797617685467e-01  1.312517366416163e-02  1.682061195323118e-03  5.899010909477817e-02  2.471287295854453e-02 
 7.524657571794592e-06  1.711293306584779e-03 -2.664493514159519e-06  2.664040118141686e-06  1.160654274621643e-02  5.723199098108942e-08  1.247780195396352e-01  1.247254918031163e-01  1.327677686267146e-02  1.711394226232583e-03  5.943955567188375e-02  2.492654730669753e-02 
 9.524657571794591e-06  1.740610055393933e-03 -2.578195811866454e-06  2.577740203161449e-06  1.174027006774896e-02  5.722080797766369e-08  1.279231992699603e-01  1.278707235775548e-01  1.342834164367832e-02  1.740710968454131e-03  5.988884480764266e-02  2.514015558120936e-02 
 1.152465757179459e-05  1.769911109178235e-03 -2.493584302122395e-06  2.493131172487652e-06  1.187396541200827e-02  5.720567648392136e-08  1.310679412642950e-01  1.310155162182902e-01  1.357987081507773e-02  1.770012030437004e-03  6.033798612506643e-02  2.535370229694380e-02 
 1.352465757179459e-05  1.799197146704676e-03 -2.410657886275328e-06  2.410202529071207e-06  1.200763213060970e-02  5.719724036366852e-08  1.342123089075503e-01  1.341599369074400e-01  1.373136790807086e-02  1.799298066454064e-03  6.078699025475395e-02  2.556719239105319e-02 
 1.552465757179459e-05  1.828468788035108e-03 -2.329396348417373e-06  2.328943453516563e-06  1.214127281669892e-02  5.718440479269687e-08  1.373563684798439e-01  1.373040482952121e-01  1.388283604931716e-02  1.828569719512506e-03  6.123586736346039e-02  2.578063063154364e-02 
 1.752465757179459e-05  1.857726716408806e-03 -2.249798835983904e-06  2.249343697344922e-06  1.227489058862018e-02  5.717860410305866e-08  1.405001856599845e-01  1.404479195806401e-01  1.403427876919048e-02  1.857827650934456e-03  6.168462809759869e-02  2.599402196485529e-02 
 1.952465757179459e-05  1.886971590769759e-03 -2.171845275118734e-06  2.171392581792751e-06  1.240848838086375e-02  5.716830722095911e-08  1.436438308645862e-01  1.435916178757570e-01  1.418569943059740e-02  1.887072541220865e-03  6.213328319374430e-02  2.620737144469767e-02 
 2.152465757179460e-05  1.916204121649133e-03 -2.095534916351190e-06  2.095079961996084e-06  1.254206946959571e-02  5.716526757809147e-08  1.467873739929002e-01  1.467352162656786e-01  1.433710170085927e-02  1.916305079771283e-03  6.258184365170780e-02  2.642068425901008e-02 
 2.352465757179460e-05  1.945425011388995e-03 -2.020847725467858e-06  2.020395198521346e-06  1.267563699535466e-02  5.715767968020829e-08  1.499308903773916e-01  1.498787871201490e-01  1.448848914724838e-02  1.945525990089266e-03  6.303032086671151e-02  2.663396572902507e-02 
 2.552465757179460e-05  1.974635011564106e-03 -1.947782959962865e-06  1.947328153449969e-06  1.280919434195046e-02  5.715753009476007e-08  1.530744553655117e-01  1.530224086466613e-01  1.463986567539839e-02  1.974736002839021e-03  6.347872648345400e-02  2.684722131007295e-02 
 2.752465757179460e-05  2.003834874108838e-03 -1.876320549790205e-06  1.875868151462703e-06  1.294274491704367e-02  5.715287222683457e-08  1.562181500359661e-01  1.561661592836107e-01  1.479123513312006e-02  2.003935891043821e-03  6.392707260307863e-02  2.706045673086020e-02 
 2.952465757179460e-05  2.033025402671746e-03 -1.806459687483069e-06  1.806004989702665e-06  1.307629239718270e-02  5.715584724291411e-08  1.593620563501039e-01  1.593101235498091e-01  1.494260169712794e-02  2.033126437492367e-03  6.437537164782917e-02  2.727367790059968e-02 
 3.152465757179460e-05  2.062207409097537e-03 -1.738180205711475e-06  1.737727895405300e-06  1.320984044499305e-02  5.715435545915790e-08  1.625062622463909e-01  1.624543870446190e-01  1.509396956923360e-02  2.062308475141396e-03  6.482363663827279e-02  2.748689093351227e-02 
 3.352465757179460e-05  2.091381756155893e-03 -1.671481183020683e-06  1.671026551625844e-06  1.334339304099039e-02  5.716070792548761e-08  1.656508570273926e-01  1.655990413538448e-01  1.524534324082074e-02  2.091482845860804e-03  6.527188089676036e-02  2.770010212222019e-02 
 3.552465757179460e-05  2.120549322341345e-03 -1.606342309921493e-06  1.605890043451280e-06  1.347695415741195e-02  5.716263931969369e-08  1.687959363477882e-01  1.687441800619032e-01  1.539672722233485e-02  2.120650449355450e-03  6.572011844568507e-02  2.791331808716864e-02 
 3.752465757179460e-05  2.149711040882665e-03 -1.542762503660102e-06  1.542307892608439e-06  1.361052808240006e-02  5.717264762877611e-08  1.719415980736820e-01  1.718899030747173e-01  1.554812640236978e-02  2.149812197891020e-03  6.616836368246679e-02  2.812654561479786e-02 
 3.952465757179461e-05  2.178867868368676e-03 -1.480721269624411e-06  1.480268998979373e-06  1.374411916838482e-02  5.717832324669717e-08  1.750879468352186e-01  1.750363131896834e-01  1.569954570328911e-02  2.178969069372085e-03  6.661663185356284e-02  2.833979192106553e-02 
 4.152465757179461e-05  2.208020817256891e-03 -1.420217327039545e-06  1.419762686129285e-06  1.387773211054754e-02  5.719233328937662e-08  1.782350900393410e-01  1.781835196474608e-01  1.585099046949383e-02  2.208122055214438e-03  6.706493858499427e-02  2.855306447079754e-02 
 4.352465757179461e-05  2.237170929984543e-03 -1.361229962913216e-06  1.360777635496967e-06  1.401137166114324e-02  5.720211431187023e-08  1.813831422268466e-01  1.813316353661454e-01  1.600246615389187e-02  2.237272219280930e-03  6.751330047149139e-02  2.876637112940309e-02 
 4.552465757179461e-05  2.266319309737184e-03 -1.303757660774764e-06  1.303302934993287e-06  1.414504291997931e-02  5.722047140718726e-08  1.845322216388527e-01  1.844807802260611e-01  1.615397853558752e-02  2.266420643648567e-03  6.796173454676163e-02  2.897971998545002e-02 
 4.752465757179461e-05  2.295467097385664e-03 -1.247779451384848e-06  1.247327009576253e-06  1.427875119424693e-02  5.723480126444050e-08  1.876824541490110e-01  1.876310786791189e-01  1.630553359100820e-02  2.295568490745401e-03  6.841025895048256e-02  2.919311961047832e-02 
 4.952465757179461e-05  2.324615497347637e-03 -1.193293547987491e-06  1.192838676898815e-06  1.441250204871044e-02  5.725791433691231e-08  1.908339700396702e-01  1.907826624768374e-01  1.645713765983649e-02  2.324716943770402e-03  6.885889226682350e-02  2.940657886292848e-02 
 5.152465757179461e-05  2.353765760829614e-03 -1.140278688449472e-06  1.139826068909285e-06  1.454630126598879e-02  5.727720519637429e-08  1.939869079511103e-01  1.939356690060058e-01  1.660879725254983e-02  2.353867275649119e-03  6.930765437181421e-02  2.962010720567886e-02 
 5.352465757179461e-05  2.382919208076598e-03 -1.088732776826826e-06  1.088277693969448e-06  1.468015502477448e-02  5.730559495518808e-08  1.971414117403742e-01  1.970902434609119e-01  1.676051940427061e-02  2.383020785313045e-03  6.975656573241386e-02  2.983371439506246e-02 
 5.552465757179462e-05  2.412077212935523e-03 -1.038634220601667e-06  1.038181353515296e-06  1.481406965907343e-02  5.733033819008860e-08  2.002976342679498e-01  2.002465375954915e-01  1.691231131830898e-02  2.412178868466685e-03  7.020564810083983e-02  3.004741075850946e-02 
 5.752465757179462e-05  2.441241224477216e-03 -9.899805738529567e-07  9.895252058948938e-07  1.494805191663984e-02  5.736448348394580e-08  2.034557345912066e-01  2.034047116723318e-01  1.706418060906928e-02  2.441342952773746e-03  7.065492394796022e-02  3.026120699382722e-02 
 5.952465757179462e-05  2.470412754539411e-03 -9.427498709419765e-07  9.422966792051826e-07  1.508210888259617e-02  5.739531040149066e-08  2.066158814951620e-01  2.065649335191226e-01  1.721613531641111e-02  2.470514572085213e-03  7.110441724900485e-02  3.047511448147696e-02 
 6.152465757179461e-05  2.499593397568313e-03 -8.969392703217241e-07  8.964835362545513e-07  1.521624802711129e-02  5.743584295969645e-08  2.097782510590546e-01  2.097273803059017e-01  1.736818393847617e-02  2.499695299360896e-03  7.155415276345653e-02  3.068914507584491e-02 
 6.352465757179461e-05  2.528784819538502e-03 -8.525263854252615e-07  8.520727838347409e-07  1.535047711716114e-02  5.747333855970617e-08  2.129430298899200e-01  2.128922378139533e-01  1.752033526327543e-02  2.528886822728966e-03  7.200415689410486e-02  3.090331134728486e-02 
 6.552465757179460e-05  2.557988776132892e-03 -8.095079294046257e-07  8.090517395574136e-07  1.548480438382165e-02  5.752090383888406e-08  2.161104129351502e-01  2.160597019819435e-01  1.767259861229055e-02  2.558090876292056e-03  7.245445696554793e-02  3.111762635979282e-02 
 6.752465757179460e-05  2.587207104358569e-03 -7.678610413176789e-07  7.674069354444662e-07  1.561923844516445e-02  5.756578884091914e-08  2.192806066088996e-01  2.192299785164138e-01  1.782498371225381e-02  2.587309319378804e-03  7.290508209362409e-02  3.133210397948478e-02 
 6.952465757179459e-05  2.616441739238867e-03 -7.275819314098882e-07  7.271251863565805e-07  1.575378842607885e-02  5.762114912573934e-08  2.224538267972088e-01  2.224032842126531e-01  1.797750089435955e-02  2.616544065356878e-03  7.335606243137464e-02  3.154675856762801e-02 
 7.152465757179458e-05  2.645694709137046e-03 -6.886472013013119e-07  6.881924865110841e-07  1.588846386815668e-02  5.767422294553227e-08  2.256303020515451e-01  2.255798470181357e-01  1.813016096949131e-02  2.645797165071909e-03  7.380743011870933e-02  3.176160546273055e-02 
 7.352465757179458e-05  2.674968147322744e-03 -6.510524928761773e-07  6.505950822949634e-07  1.602327486851482e-02  5.773820891960588e-08  2.288102713561996e-01  2.287599067610442e-01  1.828297536499868e-02  2.675070730021245e-03  7.425921847142265e-02  3.197666062337925e-02 
 7.552465757179457e-05  2.704264290321531e-03 -6.147738023020612e-07  6.143183622033634e-07  1.615823195964434e-02  5.780031422350508e-08  2.319939873833060e-01  2.319437156109994e-01  1.843595597997213e-02  2.704367019406427e-03  7.471146295809647e-02  3.219194091448882e-02 
 7.752465757179457e-05  2.733585491340047e-03 -5.798061250590995e-07  5.793479263229347e-07  1.629334633003454e-02  5.787385245431324e-08  2.351817147520791e-01  2.351315389467681e-01  1.858911545313262e-02  2.733688364587798e-03  7.516420037554918e-02  3.240746395931176e-02 
 7.952465757179456e-05  2.762934217996734e-03 -5.461247678860441e-07  5.456684731781291e-07  1.642862968111772e-02  5.794597556224620e-08  2.383737328723561e-01  2.383236557844285e-01  1.874246696495485e-02  2.763037256016107e-03  7.561746984811402e-02  3.262324841180606e-02 
 8.152465757179456e-05  2.792313062887097e-03 -5.137239933824802e-07  5.132648700324339e-07  1.656409434399689e-02  5.803003556117343e-08  2.415703342049948e-01  2.415203592903168e-01  1.889602439934346e-02  2.792416264356674e-03  7.607131197821514e-02  3.283931369048905e-02 
 8.352465757179455e-05  2.821724744355358e-03 -4.825783252065116e-07  4.821210318919493e-07  1.669975321849229e-02  5.811321379102447e-08  2.447718272170231e-01  2.447219576010572e-01  1.904980233642010e-02  2.821828130977211e-03  7.652576987380692e-02  3.305568039934128e-02 
 8.552465757179454e-05  2.851172115395162e-03 -4.526811908554347e-07  4.522209909303798e-07  1.683561995721726e-02  5.820890715348401e-08  2.479785346265301e-01  2.479287740976086e-01  1.920381609354005e-02  2.851275686830938e-03  7.698088826844146e-02  3.327236994640136e-02 
 8.752465757179454e-05  2.880658164062213e-03 -4.240062229406445e-07  4.235477705491589e-07  1.697170889779539e-02  5.830432764656445e-08  2.511907960870355e-01  2.511411481797957e-01  1.935808174285907e-02  2.880761943185692e-03  7.743671457757083e-02  3.348940491182129e-02 
 8.952465757179453e-05  2.910186018825160e-03 -3.965458997434323e-07  3.960844537474815e-07  1.710803502918508e-02  5.841280604674014e-08  2.544089663218451e-01  2.543594351747063e-01  1.951261614682804e-02  2.910290006364281e-03  7.789329793561321e-02  3.370680881476552e-02 
 9.152465757179453e-05  2.939758950172330e-03 -3.702728404214034e-07  3.698130499511668e-07  1.724461409915320e-02  5.852165934485428e-08  2.576334176859010e-01  2.575840072449453e-01  1.966743691711826e-02  2.939863170251497e-03  7.835069022584534e-02  3.392460647141912e-02 
 9.352465757179452e-05  2.969380372402937e-03 -3.451784432835203e-07  3.447155621709758e-07  1.738146262845901e-02  5.864418840742110e-08  2.608645380297356e-01  2.608152528001222e-01  1.982256251056493e-02  2.969484826879127e-03  7.880894513701850e-02  3.414282354581180e-02 
 9.552465757179452e-05  2.999053844001461e-03 -3.212341756963181e-07  3.207728475547535e-07  1.751859783586233e-02  5.876769937850621e-08  2.641027329567155e-01  2.640535773000555e-01  1.997801208370302e-02  2.999158558303807e-03  7.926811914102053e-02  3.436148699862775e-02 
 9.752465757179451e-05  3.028783062535434e-03 -2.984302103968179e-07  2.979656834651238e-07  1.765603775129854e-02  5.890552470789921e-08  2.673484231576768e-01  2.672994019255907e-01  2.013380565320823e-02  3.028888039652054e-03  7.972827041001009e-02  3.458062470147706e-02 
 9.952465757179451e-05  3.058571860807581e-03 -2.767367117103917e-07  2.762736233994574e-07  1.779380110733393e-02  5.904495095329343e-08  2.706020458972521e-01  2.705531638375448e-01  2.028996399963962e-02  3.058677127468943e-03  8.018945979374659e-02  3.480026575262103e-02 
 1.015246575717945e-04  3.088424197823190e-03 -2.561424676895528e-07  2.556760601573305e-07  1.793190744722233e-02  5.919928590381767e-08  2.738640520154001e-01  2.738153142997662e-01  2.044650859549928e-02  3.088529758145128e-03  8.065174960555335e-02  3.502043994321372e-02 
 1.035246575717945e-04  3.118344146321218e-03 -2.366161739227855e-07  2.361510777329476e-07  1.807037696831178e-02  5.935577489998595e-08  2.771349063638879e-01  2.770863180711503e-01  2.060346153879859e-02  3.118450028231698e-03  8.111520445641764e-02  3.524117813205515e-02 
 1.055246575717945e-04  3.148335874661435e-03 -2.181450644841297e-07  2.176765149499323e-07  1.820923048194377e-02  5.952763300971144e-08  2.804150838075873e-01  2.803666503489349e-01  2.076084552587075e-02  3.148442083281651e-03  8.157989000569782e-02  3.546251177766660e-02 
 1.075246575717945e-04  3.178403628965651e-03 -2.006961927651829e-07  2.002288129064980e-07  1.834848939599946e-02  5.970210924045059e-08  2.837050687841908e-01  2.836567954609386e-01  2.091868369149325e-02  3.178510193293929e-03  8.204587364006617e-02  3.568447307709799e-02 
 1.095246575717945e-04  3.208551700271112e-03 -1.842550640929482e-07  1.837840815962955e-07  1.848817565868649e-02  5.989229860866926e-08  2.870053499074801e-01  2.869572422263156e-01  2.107699952501025e-02  3.208658626207226e-03  8.251322288196476e-02  3.590709433626384e-02 
 1.115246575717945e-04  3.238784396320895e-03 -1.687869183641178e-07  1.683169476677227e-07  1.862831158041685e-02  6.008533930343127e-08  2.903164180438064e-01  2.902684813535497e-01  2.123581658204669e-02  3.238891713650327e-03  8.298200600655205e-02  3.613040816884891e-02 
 1.135246575717945e-04  3.269105995941165e-03 -1.542753674614691e-07  1.538016274246683e-07  1.876891981120282e-02  6.029423357759624e-08  2.936387594351432e-01  2.935909991345566e-01  2.139515847426578e-02  3.269213711013427e-03  8.345229031032986e-02  3.635444685237942e-02 
 1.155246575717945e-04  3.299520707166277e-03 -1.406836854615166e-07  1.402107803873813e-07  1.891002312518219e-02  6.050595442503551e-08  2.969728520326149e-01  2.969252732658776e-01  2.155504845675275e-02  3.299628850172558e-03  8.392414238950906e-02  3.657924220166058e-02 
 1.175246575717945e-04  3.330032604781535e-03 -1.279934581224713e-07  1.275165959397869e-07  1.905164426045952e-02  6.073327583842943e-08  3.003191567941239e-01  3.002717645454248e-01  2.171550915429662e-02  3.330141182070881e-03  8.439762612906845e-02  3.680482477334120e-02 
 1.195246575717944e-04  3.360645578691574e-03 -1.161658880167524e-07  1.156896601972272e-07  1.919380575516154e-02  6.096307513375701e-08  3.036781125452455e-01  3.036309114070619e-01  2.187656236929370e-02  3.360754620409803e-03  8.487280287462612e-02  3.703122389991617e-02 
 1.215246575717944e-04  3.391363256787685e-03 -1.051804659286868e-07  1.047000658562466e-07  1.933652984425367e-02  6.120788827164915e-08  3.070501255719950e-01  3.070031197175031e-01  2.203822866811045e-02  3.391472768816511e-03  8.534972914753855e-02  3.725846666032901e-02 
