 time                   v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)           
 2.000000000000000e-06  1.616947838024185e-03 -2.996803982346055e-06  2.978639275866755e-06  1.120714558006325e-02  4.591437955181443e-06  1.117098575544640e-01  1.149874146170979e-01  1.280579101884725e-02  1.620972639859644e-03  5.797908639016947e-02  2.420096103538612e-02 
 2.000630143767726e-06  1.616685101806385e-03 -2.982091238193811e-06  2.979900505476759e-06  1.120388686959545e-02  1.460316369400825e-06  1.117454632955248e-01  1.149490098260256e-01  1.280253570080221e-02  1.620041984637946e-03  5.798992373866373e-02  2.420543346621747e-02 
 2.001890431303178e-06  1.616198738419036e-03 -2.982402134715678e-06  2.982519144375986e-06  1.119925830950800e-02 -1.618990136191506e-06  1.118129457486688e-01  1.148743335799897e-01  1.279775840117113e-02  1.618495404370028e-03  5.799949174783901e-02  2.420966350605226e-02 
 2.004411006374080e-06  1.615277319947657e-03 -2.983836507627782e-06  2.985371463558589e-06  1.119372753271605e-02 -1.559445750212516e-06  1.119302568042094e-01  1.147314706467341e-01  1.279161018091420e-02  1.615807372331828e-03  5.798655947737266e-02  2.420573553254026e-02 
 2.009452156515886e-06  1.613414409664218e-03 -2.986488301643210e-06  2.988729856552724e-06  1.118352384064867e-02 -1.424260175322061e-06  1.121170240780997e-01  1.144665250799579e-01  1.278031681251318e-02  1.612397140258884e-03  5.795382392264393e-02  2.419483945777660e-02 
 2.017497259473246e-06  1.610831838487797e-03 -2.990272618861653e-06  2.991946527325071e-06  1.116989343047147e-02 -1.122839706987856e-06  1.123400483402007e-01  1.141155379677147e-01  1.276526337383033e-02  1.609922918300307e-03  5.791152579583541e-02  2.418053576157803e-02 
 2.027794102533756e-06  1.608371647352492e-03 -2.993701101911130e-06  2.994916790033299e-06  1.115690592402103e-02 -7.829634081281156e-07  1.125459483327803e-01  1.137841401043490e-01  1.275102706434083e-02  1.607631036997233e-03  5.787005185278889e-02  2.416641772808619e-02 
 2.045796622132466e-06  1.605643895872780e-03 -2.997684710691898e-06  2.998105005543963e-06  1.114215835149356e-02 -4.436132102615084e-07  1.127711662939700e-01  1.134186889220650e-01  1.273517288733791e-02  1.605204553259066e-03  5.782521956044072e-02  2.415114236580457e-02 
 2.081801661329887e-06  1.603225651341313e-03 -3.001026374282011e-06  3.001038375686782e-06  1.112813922459139e-02 -1.302780686737121e-07  1.129590487660446e-01  1.131020298098778e-01  1.272103433650320e-02  1.602925522029752e-03  5.778474461388888e-02  2.413721083867831e-02 
 2.130348285201899e-06  1.602400917673765e-03 -3.002220256205214e-06  3.001952225403288e-06  1.112173976886648e-02 -5.134156393980078e-08  1.130040907418438e-01  1.130060451882748e-01  1.271603433770503e-02  1.602241708732592e-03  5.777175358652734e-02  2.413253917377121e-02 
 2.196354994275070e-06  1.602121104055793e-03 -3.002443348750099e-06  3.002347164917476e-06  1.111778848341229e-02 -2.431292191387538e-08  1.129982012576166e-01  1.129869763764393e-01  1.271416220691648e-02  1.601943631934508e-03  5.776705628263758e-02  2.413061992120524e-02 
 2.293575302783258e-06  1.601898979638532e-03 -3.002732924342488e-06  3.002539835775870e-06  1.111383636576311e-02 -2.543544473587092e-08  1.129848523034834e-01  1.129776951574160e-01  1.271257912892732e-02  1.601826823563624e-03  5.776416663584215e-02  2.412929827093281e-02 
 2.488015919799634e-06  1.601630962746928e-03 -3.002877273471903e-06  3.002891409035119e-06  1.110904648830206e-02 -4.855338127324439e-09  1.129704285568590e-01  1.129664734237368e-01  1.271067297470808e-02  1.601552184125548e-03  5.775979150598504e-02  2.412740807702425e-02 
 2.876897153832386e-06  1.601466088446963e-03 -3.003016351341199e-06  3.002928512251533e-06  1.110557477346269e-02 -5.827156725378528e-09  1.129631016374206e-01  1.129621171925577e-01  1.270941521956095e-02  1.601488682532873e-03  5.775775611420844e-02  2.412649369497223e-02 
 3.517561461378191e-06  1.601508728432502e-03 -3.002688844126531e-06  3.002758813009670e-06  1.110516338282465e-02  5.323207305450864e-09  1.129702415158695e-01  1.129696599528027e-01  1.270954877705113e-02  1.601480279594044e-03  5.775803684275023e-02  2.412670058298511e-02 
 4.347833101703362e-06  1.601636233552891e-03 -3.002377507468915e-06  3.002298982051867e-06  1.110578665938871e-02 -4.048973813830281e-09  1.129835076190372e-01  1.129830594232374e-01  1.271020652786341e-02  1.601667171568501e-03  5.776037640995833e-02  2.412776057806841e-02 
 5.810556768986743e-06  1.601849071380385e-03 -3.001612446790790e-06  3.001681801076219e-06  1.110674469951446e-02  5.168540675074020e-09  1.130065106390254e-01  1.130059042209896e-01  1.271130411678266e-02  1.601820101166874e-03  5.776324190748634e-02  2.412917245313737e-02 
 8.736004103553505e-06  1.602280832670974e-03 -3.000325085762038e-06  3.000246643060648e-06  1.110870247068609e-02 -4.011812502452483e-09  1.130525364770240e-01  1.130520873937074e-01  1.271351931079025e-02  1.602311826553905e-03  5.777023551956738e-02  2.413244609641937e-02 
 1.458689877268703e-05  1.603139452545925e-03 -2.997507351641440e-06  2.997576685768841e-06  1.111259531186764e-02  5.154010829091947e-09  1.131446280989088e-01  1.131440232480520e-01  1.271793784620178e-02  1.603110473697485e-03  5.778297883820475e-02  2.413855162028870e-02 
 2.628868811095408e-05  1.604861188963163e-03 -2.992119508895035e-06  2.992041073242497e-06  1.112039811108378e-02 -4.005158786199947e-09  1.133287523527285e-01  1.133283023648254e-01  1.272678394728867e-02  1.604892184273096e-03  5.780970300042962e-02  2.415120176161110e-02 
