 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  1.882354679974061e-08  1.033866287754995e+00 -4.906427272532857e-05 -7.176822135711303e-11  1.235992142585314e-10  1.232105895401264e-10  1.140037082625602e+00  2.821233558374149e-01  1.292226970740826e+00  1.135750614754794e+00  2.837062903529171e-01  1.289340528375907e+00 
 5.000000000000000e-11  1.882354202370484e-08  1.033866287755052e+00 -4.906427272414039e-05 -7.176838741284014e-11  1.235992068528138e-10  1.232109840722121e-10  1.140037082625539e+00  2.821233558374456e-01  1.292226970740719e+00  1.135750614754854e+00  2.837062903529514e-01  1.289340528375991e+00 
 1.000000000000000e-10  1.882354386251173e-08  1.033866287755098e+00 -4.906427272387688e-05 -7.176840730795000e-11  1.235991265007273e-10  1.232113735447375e-10  1.140037082625528e+00  2.821233558374859e-01  1.292226970740633e+00  1.135750614754901e+00  2.837062903529845e-01  1.289340528376080e+00 
 2.000000000000000e-10  1.882354996006474e-08  1.033866287755162e+00 -4.906427272503931e-05 -7.176827076962704e-11  1.235990001648103e-10  1.232117549399567e-10  1.140037082625398e+00  2.821233558375468e-01  1.292226970740432e+00  1.135750614754893e+00  2.837062903530526e-01  1.289340528376101e+00 
 4.000000000000000e-10  1.882354857575541e-08  1.033866287755359e+00 -4.906427272475508e-05 -7.176818391825676e-11  1.235994967574633e-10  1.232119879350036e-10  1.140037082625566e+00  2.821233558377288e-01  1.292226970740316e+00  1.135750614755201e+00  2.837062903532527e-01  1.289340528376360e+00 
 8.000000000000000e-10  1.882354371896336e-08  1.033866287755564e+00 -4.906427272389482e-05 -7.176845136382766e-11  1.236005239036288e-10  1.232123452880396e-10  1.140037082626236e+00  2.821233558379715e-01  1.292226970740491e+00  1.135750614756002e+00  2.837062903534810e-01  1.289340528377033e+00 
 1.600000000000000e-09  1.882354746726711e-08  1.033866287755966e+00 -4.906427272480769e-05 -7.176840050627544e-11  1.236009659247283e-10  1.232119645501180e-10  1.140037082627358e+00  2.821233558383741e-01  1.292226970741449e+00  1.135750614757015e+00  2.837062903538790e-01  1.289340528377756e+00 
 3.200000000000000e-09  1.882354727536333e-08  1.033866287755956e+00 -4.906427272426838e-05 -7.176813144160106e-11  1.235990356756244e-10  1.232106100156863e-10  1.140037082628230e+00  2.821233558383665e-01  1.292226970741915e+00  1.135750614757846e+00  2.837062903538836e-01  1.289340528378865e+00 
 6.400000000000000e-09  1.882354623854079e-08  1.033866287755165e+00 -4.906427272432169e-05 -7.176832180452678e-11  1.235981481018472e-10  1.232094640275425e-10  1.140037082626842e+00  2.821233558376741e-01  1.292226970740664e+00  1.135750614756227e+00  2.837062903531955e-01  1.289340528377807e+00 
 1.140000000000000e-08  1.882354671244556e-08  1.033866287753186e+00 -4.906427272393361e-05 -7.176818517917118e-11  1.235979099038285e-10  1.232091332628707e-10  1.140037082621531e+00  2.821233558359105e-01  1.292226970736018e+00  1.135750614751106e+00  2.837062903513995e-01  1.289340528373097e+00 
 1.640000000000000e-08  1.882354645223704e-08  1.033866287752479e+00 -4.906427272384647e-05 -7.176829535221723e-11  1.235991302936428e-10  1.232102907469456e-10  1.140037082621055e+00  2.821233558353755e-01  1.292226970733594e+00  1.135750614750443e+00  2.837062903508305e-01  1.289340528371283e+00 
 2.140000000000000e-08  1.882354680319328e-08  1.033866287751818e+00 -4.906427272384882e-05 -7.176823851297128e-11  1.235992108574933e-10  1.232103796616882e-10  1.140037082620652e+00  2.821233558348745e-01  1.292226970732761e+00  1.135750614750263e+00  2.837062903503312e-01  1.289340528370327e+00 
 2.640000000000000e-08  1.882354655328468e-08  1.033866287749433e+00 -4.906427272297006e-05 -7.176838908160092e-11  1.235981767073162e-10  1.232094695773024e-10  1.140037082618215e+00  2.821233558326939e-01  1.292226970729938e+00  1.135750614747725e+00  2.837062903481455e-01  1.289340528367581e+00 
 3.140000000000000e-08  1.882354665937386e-08  1.033866287747184e+00 -4.906427272293099e-05 -7.176841965589043e-11  1.235985752868768e-10  1.232097812108881e-10  1.140037082616827e+00  2.821233558305427e-01  1.292226970728295e+00  1.135750614746641e+00  2.837062903460030e-01  1.289340528365915e+00 
 3.640000000000000e-08  1.882354677554612e-08  1.033866287744541e+00 -4.906427272291845e-05 -7.176834050939654e-11  1.235980994800935e-10  1.232093307553786e-10  1.140037082612370e+00  2.821233558279819e-01  1.292226970723860e+00  1.135750614741891e+00  2.837062903434475e-01  1.289340528361030e+00 
 4.139999999999999e-08  1.882354662663096e-08  1.033866287743119e+00 -4.906427272246850e-05 -7.176831969255601e-11  1.235987557493539e-10  1.232099763842198e-10  1.140037082609334e+00  2.821233558266265e-01  1.292226970720708e+00  1.135750614738861e+00  2.837062903421125e-01  1.289340528358003e+00 
 4.639999999999999e-08  1.882354665997017e-08  1.033866287742040e+00 -4.906427272223755e-05 -7.176841475003442e-11  1.235991171673068e-10  1.232102468604746e-10  1.140037082609236e+00  2.821233558256446e-01  1.292226970719793e+00  1.135750614738686e+00  2.837062903411222e-01  1.289340528357356e+00 
 5.139999999999999e-08  1.882354656727089e-08  1.033866287741454e+00 -4.906427272213143e-05 -7.176835926604118e-11  1.235992085252026e-10  1.232104743599717e-10  1.140037082609522e+00  2.821233558251798e-01  1.292226970719935e+00  1.135750614739076e+00  2.837062903406140e-01  1.289340528357648e+00 
 5.639999999999999e-08  1.882354672198654e-08  1.033866287739880e+00 -4.906427272170944e-05 -7.176826377472308e-11  1.235984310587528e-10  1.232096652148081e-10  1.140037082607026e+00  2.821233558237396e-01  1.292226970717476e+00  1.135750614736729e+00  2.837062903392066e-01  1.289340528355257e+00 
 6.139999999999999e-08  1.882354667238429e-08  1.033866287737879e+00 -4.906427272186848e-05 -7.176839420450913e-11  1.235983948624087e-10  1.232096342201785e-10  1.140037082604275e+00  2.821233558218396e-01  1.292226970714601e+00  1.135750614734020e+00  2.837062903372937e-01  1.289340528352249e+00 
