 time                   v(gate)                v(gfet,source)         i(vfet)                i(Lload)               v(dfet,source)         i(vig)                 v(fault_n)             v(tripped)            
 0.000000000000000e+00  2.093351110217388e-09  2.139610054729695e-09  3.250617552907897e-10  3.250626434692094e-10  4.999999999582569e+00 -5.736079852148429e-12  3.299999743125463e+00  4.583660654503456e-08 
 1.000000000000000e-11  2.093182183138254e-09  2.139368258974169e-09  3.252935698583315e-10  3.250626491070607e-10  4.999999999582515e+00 -5.728737796639738e-12  3.299999743125465e+00  4.583638602007056e-08 
 2.000000000000000e-11  2.093157619453834e-09  2.139347701313772e-09  3.253184388540831e-10  3.250626600575027e-10  4.999999999582462e+00 -5.728868768262174e-12  3.299999743125467e+00  4.583613035652467e-08 
 4.000000000000000e-11  2.096506329651859e-09  2.144078924695422e-09  3.207709653452184e-10  3.250625360247741e-10  4.999999999583637e+00 -5.871424006709258e-12  3.299999743125470e+00  4.583563014901038e-08 
 8.000000000000001e-11  2.093921494528139e-09  2.140203779431721e-09  3.242686119619975e-10  3.250619294136586e-10  4.999999999584666e+00 -5.740314473756669e-12  3.299999743125473e+00  4.583518643450080e-08 
 1.600000000000000e-10  2.091684235538960e-09  2.137333846972848e-09  3.281410698718901e-10  3.250614812044805e-10  4.999999999582501e+00 -5.674385007009564e-12  3.299999743125477e+00  4.583552546712222e-08 
 3.200000000000000e-10  2.094660674079041e-09  2.141392359229863e-09  3.240598900333680e-10  3.250606572108294e-10  4.999999999583019e+00 -5.787240261664883e-12  3.299999743125480e+00  4.583645838319300e-08 
 6.400000000000001e-10  2.093242697231990e-09  2.139411533410005e-09  3.251539038018336e-10  3.250594238224380e-10  4.999999999582840e+00 -5.730387301824957e-12  3.299999743125478e+00  4.583684320123849e-08 
 1.280000000000000e-09  2.093754133611347e-09  2.140093201067195e-09  3.248531443844627e-10  3.250517528752273e-10  4.999999999584259e+00 -5.750589078274554e-12  3.299999743125471e+00  4.583669741941437e-08 
 2.280000000000000e-09  2.093667713157221e-09  2.139955673246957e-09  3.249814861661093e-10  3.250271475574440e-10  4.999999999585763e+00 -5.747064065961260e-12  3.299999743125460e+00  4.583660446490744e-08 
 3.280000000000000e-09  2.093311230084993e-09  2.139526027212380e-09  3.249780444747330e-10  3.249935945359717e-10  4.999999999586430e+00 -5.734579884520905e-12  3.299999743125451e+00  4.583660148183358e-08 
 4.280000000000000e-09  2.093640694839083e-09  2.139987375452405e-09  3.248874502759236e-10  3.249497407264990e-10  4.999999999587597e+00 -5.746321035107402e-12  3.299999743125444e+00  4.583660653985355e-08 
 5.280000000000000e-09  2.093756542274894e-09  2.140135460781845e-09  3.248757374230138e-10  3.248981014780661e-10  4.999999999588308e+00 -5.750254357958853e-12  3.299999743125440e+00  4.583660587025029e-08 
 6.280000000000000e-09  2.093458776990242e-09  2.139761577868978e-09  3.248916136122659e-10  3.248464552907393e-10  4.999999999588013e+00 -5.739735591111725e-12  3.299999743125435e+00  4.583660732481593e-08 
 7.280000000000000e-09  2.093784503415241e-09  2.140188437304114e-09  3.247324076305347e-10  3.247909302617202e-10  4.999999999588648e+00 -5.751329073362330e-12  3.299999743125431e+00  4.583660594983073e-08 
 8.280000000000000e-09  2.093534547976950e-09  2.139862131657993e-09  3.247786484195103e-10  3.247371746506467e-10  4.999999999588270e+00 -5.742394380099311e-12  3.299999743125428e+00  4.583660672850473e-08 
 9.280000000000001e-09  2.093718161517988e-09  2.140100670535848e-09  3.246433122328085e-10  3.246820243218984e-10  4.999999999588625e+00 -5.748966542618375e-12  3.299999743125426e+00  4.583660614021663e-08 
 1.028000000000000e-08  2.093492280572096e-09  2.139810279516123e-09  3.246655166933010e-10  3.246298854731045e-10  4.999999999588185e+00 -5.740923795377606e-12  3.299999743125424e+00  4.583660687443834e-08 
 1.128000000000000e-08  2.093722865220693e-09  2.140108007412505e-09  3.245421154041139e-10  3.245766710957554e-10  4.999999999588548e+00 -5.749146547284062e-12  3.299999743125423e+00  4.583660624408320e-08 
 1.228000000000000e-08  2.093465108730930e-09  2.139773840715447e-09  3.245736457380133e-10  3.245270441265546e-10  4.999999999588034e+00 -5.739968586158592e-12  3.299999743125421e+00  4.583660710320500e-08 
 1.328000000000000e-08  2.093687168081004e-09  2.140061277182816e-09  3.244375323951942e-10  3.244767995957965e-10  4.999999999588355e+00 -5.747894185354624e-12  3.299999743125420e+00  4.583660624213164e-08 
 1.428000000000000e-08  2.093599003362423e-09  2.139937177135854e-09  3.244430279991661e-10  3.244268881319456e-10  4.999999999588332e+00 -5.744700559435351e-12  3.299999743125419e+00  4.583660686316264e-08 
