# Logfile created on 2026-09-23 04:47:54 +0200 by logger.rb/v1.5.3
2026-09-23 04:47:54 +0200: Memory Usage (408004K) : Starting running IHP-SG13G2 KLayout DRC runset on <results-root>/bgr-bias-bypass-build-20260923-r2/bank.gds
2026-09-23 04:47:54 +0200: Memory Usage (408004K) : Ruby Version for klayout: 3.2.3
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : Loading database to memory is complete.
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : IHP-SG13G2 KLayout DRC runset output at: <results-root>/bgr-bias-bypass-stock-drc-20260923-r1/reports/bank_g1_bgr_main.lyrdb
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : Evaluate switches.
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : tables selected: main
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : KLayout will use 128 thread(s) in tiling mode.
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : deep mode is enabled.
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : FEOL enabled: true
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : BEOL enabled: true
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : OFFGRID enabled: true
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : ANGLE enabled: true
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : PIN enabled: true
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : FORBIDDEN enabled: true
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : RECOMMENDED enabled: true
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : PreCheck DRC enabled: false
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : CONNECTIVITY_RULES enabled: true.
2026-09-23 04:47:54 +0200: Memory Usage (409248K) : Read in polygons from layers.
2026-09-23 04:47:54 +0200: Memory Usage (409620K) : activ_drw has 3157 polygons
2026-09-23 04:47:54 +0200: Memory Usage (410940K) : activ_pin has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (410940K) : activ_mask has 301 polygons
2026-09-23 04:47:54 +0200: Memory Usage (410940K) : activ_filler has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411204K) : activ_nofill has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411204K) : activ_opc has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411204K) : activ_iopc has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411204K) : activ_noqrc has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411468K) : biwind_drw has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411468K) : biwind_opc has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411468K) : pemwind_drw has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411468K) : gatpoly_drw has 2238 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411468K) : gatpoly_pin has 336 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411468K) : gatpoly_filler has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411468K) : gatpoly_nofill has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411512K) : gatpoly_opc has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411512K) : gatpoly_iopc has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411512K) : gatpoly_noqrc has 0 polygons
2026-09-23 04:47:54 +0200: Memory Usage (411512K) : cont_drw has 52492 polygons
