 v-sweep                v(b)                   v(c)                   v(e)                   i(vm_b)                i(vm_c)                i(vm_e)                i(vb)                  i(vc)                  i(ve)                  i(vdd)                 i(vdda)               
 3.000000000000000e-01  2.999999999728438e-01  9.999999901431759e-01  7.584343982323240e-09  7.565354592786733e-13  1.095060326744955e-10 -1.085572867394534e-10 -3.579167417885306e-10 -8.341105587050521e-10  3.603266788758631e-10  0.000000000000000e+00 -7.174401639864210e-10 
 3.010000000000000e-01  3.009999999720073e-01  9.999999898348102e-01  7.825318259815529e-09  7.798379997314697e-13  1.129318721452276e-10 -1.120064332707201e-10 -3.583622541141349e-10 -8.375363983609445e-10  3.637758254356779e-10  0.000000000000000e+00 -7.174115353853891e-10 
 3.020000000000000e-01  3.019999999711497e-01  9.999999895166213e-01  8.073958246518151e-09  8.037277440808843e-13  1.164668448057085e-10 -1.155653016968198e-10 -3.588085960719110e-10 -8.410713710289054e-10  3.673346938617476e-10  0.000000000000000e+00 -7.173824406032194e-10 
 3.030000000000000e-01  3.029999999702703e-01  9.999999891882956e-01  8.330507956202830e-09  8.282281110938428e-13  1.201144348454719e-10 -1.192373846695956e-10 -3.592557752969360e-10 -8.447189601978725e-10  3.710067768345541e-10  0.000000000000000e+00 -7.173536511324427e-10 
 3.040000000000000e-01  3.039999999693686e-01  9.999999888495118e-01  8.595219172596600e-09  8.533495091112009e-13  1.238782097245861e-10 -1.230262860548945e-10 -3.597038043663715e-10 -8.484827363238977e-10  3.747956782198212e-10  0.000000000000000e+00 -7.173246257392120e-10 
 3.050000000000000e-01  3.049999999684436e-01  9.999999884999369e-01  8.868351696834357e-09  8.791179589850984e-13  1.277618696082139e-10 -1.269357244744408e-10 -3.601527252349031e-10 -8.523663967076131e-10  3.787051166393990e-10  0.000000000000000e+00 -7.172956003460426e-10 
 3.060000000000000e-01  3.059999999674950e-01  9.999999881392242e-01  9.150173602793837e-09  9.055438690563911e-13  1.317692673171834e-10 -1.309695369605315e-10 -3.606025378416422e-10 -8.563737939228536e-10  3.827389291254599e-10  0.000000000000000e+00 -7.172667969974168e-10 
 3.070000000000000e-01  3.069999999665221e-01  9.999999877670221e-01  9.440961500561882e-09  9.326480560067907e-13  1.359043085813879e-10 -1.351316827271188e-10 -3.610532646043537e-10 -8.605088351844610e-10  3.869010748920786e-10  0.000000000000000e+00 -7.172380769155792e-10 
 3.080000000000000e-01  3.079999999655242e-01  9.999999873829630e-01  9.741000808292275e-09  9.604496017945330e-13  1.401710769398762e-10 -1.394262470610030e-10 -3.615049240514100e-10 -8.647756036793884e-10  3.911956392259316e-10  0.000000000000000e+00 -7.172089821334095e-10 
 3.090000000000000e-01  3.089999999645006e-01  9.999999869866706e-01  1.005058603272267e-08  9.889641189309017e-13  1.445737548109342e-10 -1.438574453369671e-10 -3.619575383249309e-10 -8.691782805543977e-10  3.956268375019256e-10  0.000000000000000e+00 -7.171804147072377e-10 
