 v-sweep                v(b)                   v(c)                   v(e)                   i(vm_b)                i(vm_c)                i(vm_e)                i(vb)                  i(vc)                  i(ve)                  i(vdd)                 i(vdda)               
 3.000000000000000e-01  2.999999997591328e-01  9.999998599599694e-01  1.032436492317689e-07  6.710234798368298e-12  1.555798086403155e-09 -1.477761354153070e-09  2.212765751398920e-09 -3.815771961941343e-10  5.293715201304077e-09  0.000000000000000e+00 -1.072400420215724e-08 
 3.010000000000000e-01  3.009999997514924e-01  9.999998562024908e-01  1.061749833213610e-07  6.923085368870652e-12  1.597542422297830e-09 -1.519718532787723e-09  2.211189479594715e-09 -4.233215313444970e-10  5.335672379903903e-09  0.000000000000000e+00 -1.072344129934426e-08 
 3.020000000000000e-01  3.019999997436532e-01  9.999998523382425e-01  1.091895766695479e-07  7.141473176708324e-12  1.640472932798375e-09 -1.562867429418032e-09  2.209607371294808e-09 -4.662520419970896e-10  5.378821276674681e-09  0.000000000000000e+00 -1.072287855505210e-08 
 3.030000000000000e-01  3.029999997356103e-01  9.999998483641903e-01  1.122897945718294e-07  7.365537867121130e-12  1.684623329250458e-09 -1.607241899320394e-09  2.208019599932789e-09 -5.104024371392880e-10  5.423195746577038e-09  0.000000000000000e+00 -1.072231599810663e-08 
 3.040000000000000e-01  3.039999997273582e-01  9.999998442772100e-01  1.154780695244051e-07  7.595429493689743e-12  1.730028318462358e-09 -1.652876759637602e-09  2.206425850439928e-09 -5.558074276699343e-10  5.468830606894157e-09  0.000000000000000e+00 -1.072175382973917e-08 
 3.050000000000000e-01  3.049999997188909e-01  9.999998400740985e-01  1.187569031333859e-07  7.831318059314807e-12  1.776723487417456e-09 -1.699807816706041e-09  2.204825952564728e-09 -6.025025971591284e-10  5.515761663822145e-09  0.000000000000000e+00 -1.072119205665400e-08 
 3.060000000000000e-01  3.059999997102029e-01  9.999998357515532e-01  1.221288680783198e-07  8.073352750215257e-12  1.824745525515826e-09 -1.748071894160298e-09  2.203219755176967e-09 -6.505246357055549e-10  5.564025741206088e-09  0.000000000000000e+00 -1.072063042951858e-08 
 3.070000000000000e-01  3.069999997012879e-01  9.999998313061800e-01  1.255966101314437e-07  8.321713110270856e-12  1.874132141307501e-09 -1.797706861835394e-09  2.201607079052831e-09 -6.999112502987912e-10  5.613660709021937e-09  0.000000000000000e+00 -1.072006894139790e-08 
 3.080000000000000e-01  3.079999996921404e-01  9.999998267344881e-01  1.291628502343498e-07  8.576552662509229e-12  1.924922115401535e-09 -1.848751665490823e-09  2.199987768427227e-09 -7.507012249550534e-10  5.664705512607195e-09  0.000000000000000e+00 -1.071950782774053e-08 
 3.090000000000000e-01  3.089999996827535e-01  9.999998220328900e-01  1.328303866336108e-07  8.838056154980567e-12  1.977155303935445e-09 -1.901246357378466e-09  2.198361629926506e-09 -8.029344132153034e-10  5.717200204564713e-09  0.000000000000000e+00 -1.071894687344948e-08 
