Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_1;CTX_L30_0;0.002;
C2;CTX_L10_1;CTX_L8_0;0.001;
C3;CTX_L10_1;FILL_L10_0;0.033;
C4;CTX_L10_1;FILL_L10_3;0.019;
C5;CTX_L10_1;FILL_L10_4;0.019;
C6;CTX_L10_1;FILL_L10_6;0.066;
C7;CTX_L10_1;FILL_L126_0;0.011;
C8;CTX_L10_1;FILL_L30_0;0.022;
C9;CTX_L10_1;FILL_L30_1;0.213;
C10;CTX_L10_1;FILL_L30_3;0.191;
C11;CTX_L10_1;FILL_L30_4;0.0;
C12;CTX_L10_1;FILL_L50_0;0.004;
C13;CTX_L10_1;FILL_L50_3;0.001;
C14;CTX_L10_1;FILL_L50_5;0.008;
C15;CTX_L10_1;FILL_L50_6;0.0;
C16;CTX_L10_1;FILL_L50_9;0.004;
C17;CTX_L10_1;FILL_L8_0;0.086;
C18;CTX_L10_1;FILL_L8_10;0.165;
C19;CTX_L10_1;FILL_L8_7;0.168;
C20;CTX_L10_1;P,PSEG_L10_0,PSEG_L50_0;0.002;
C21;CTX_L10_1;VSUBS;0.668;
C22;CTX_L30_0;CTX_L30_2;0.015;
C23;CTX_L30_0;CTX_L8_0;0.072;
C24;CTX_L30_0;CTX_L8_1;0.009;
C25;CTX_L30_0;FILL_L10_0;0.088;
C26;CTX_L30_0;FILL_L10_1;0.114;
C27;CTX_L30_0;FILL_L10_2;0.106;
C28;CTX_L30_0;FILL_L10_3;0.01;
C29;CTX_L30_0;FILL_L10_5;0.001;
C30;CTX_L30_0;FILL_L10_6;0.001;
C31;CTX_L30_0;FILL_L10_7;0.0;
C32;CTX_L30_0;FILL_L126_0;0.215;
C33;CTX_L30_0;FILL_L30_1;0.026;
C34;CTX_L30_0;FILL_L50_1;0.049;
C35;CTX_L30_0;FILL_L50_10;0.0;
C36;CTX_L30_0;FILL_L50_11;0.001;
C37;CTX_L30_0;FILL_L50_2;0.018;
C38;CTX_L30_0;FILL_L50_3;0.066;
C39;CTX_L30_0;FILL_L50_4;0.211;
C40;CTX_L30_0;FILL_L50_5;0.005;
C41;CTX_L30_0;FILL_L50_6;0.017;
C42;CTX_L30_0;FILL_L50_7;0.374;
C43;CTX_L30_0;FILL_L50_8;0.001;
C44;CTX_L30_0;FILL_L8_0;0.001;
C45;CTX_L30_0;FILL_L8_1;0.0;
C46;CTX_L30_0;FILL_L8_2;0.016;
C47;CTX_L30_0;FILL_L8_3;0.013;
C48;CTX_L30_0;FILL_L8_4;0.002;
C49;CTX_L30_0;FILL_L8_5;0.047;
C50;CTX_L30_0;FILL_L8_6;0.042;
C51;CTX_L30_0;P,PSEG_L10_0,PSEG_L50_0;0.136;
C52;CTX_L30_0;VSUBS;0.635;
C53;CTX_L30_2;CTX_L8_0;0.004;
C54;CTX_L30_2;CTX_L8_1;0.054;
C55;CTX_L30_2;FILL_L10_5;0.014;
C56;CTX_L30_2;FILL_L10_6;0.008;
C57;CTX_L30_2;FILL_L10_7;0.01;
C58;CTX_L30_2;FILL_L10_8;0.112;
C59;CTX_L30_2;FILL_L126_0;0.082;
C60;CTX_L30_2;FILL_L30_2;0.008;
C61;CTX_L30_2;FILL_L30_3;0.01;
C62;CTX_L30_2;FILL_L30_4;0.006;
C63;CTX_L30_2;FILL_L50_10;0.004;
C64;CTX_L30_2;FILL_L50_11;0.364;
C65;CTX_L30_2;FILL_L50_7;0.018;
C66;CTX_L30_2;FILL_L50_8;0.006;
C67;CTX_L30_2;FILL_L8_12;0.014;
C68;CTX_L30_2;FILL_L8_6;0.001;
C69;CTX_L30_2;P,PSEG_L10_0,PSEG_L50_0;0.017;
C70;CTX_L30_2;VSUBS;0.349;
C71;CTX_L8_0;CTX_L8_1;0.055;
C72;CTX_L8_0;FILL_L10_0;0.056;
C73;CTX_L8_0;FILL_L10_1;0.002;
C74;CTX_L8_0;FILL_L10_3;0.001;
C75;CTX_L8_0;FILL_L10_4;0.001;
C76;CTX_L8_0;FILL_L10_5;0.005;
C77;CTX_L8_0;FILL_L10_6;0.11;
C78;CTX_L8_0;FILL_L10_7;0.005;
C79;CTX_L8_0;FILL_L126_0;0.041;
C80;CTX_L8_0;FILL_L30_0;0.001;
C81;CTX_L8_0;FILL_L30_1;0.006;
C82;CTX_L8_0;FILL_L30_2;0.003;
C83;CTX_L8_0;FILL_L30_3;0.005;
C84;CTX_L8_0;FILL_L30_4;0.003;
C85;CTX_L8_0;FILL_L50_1;0.006;
C86;CTX_L8_0;FILL_L50_10;0.002;
C87;CTX_L8_0;FILL_L50_11;0.002;
C88;CTX_L8_0;FILL_L50_2;0.0;
C89;CTX_L8_0;FILL_L50_3;0.003;
C90;CTX_L8_0;FILL_L50_5;0.001;
C91;CTX_L8_0;FILL_L50_6;0.002;
C92;CTX_L8_0;FILL_L50_7;0.003;
C93;CTX_L8_0;FILL_L50_8;0.003;
C94;CTX_L8_0;FILL_L8_0;0.004;
C95;CTX_L8_0;FILL_L8_1;0.011;
C96;CTX_L8_0;FILL_L8_10;0.008;
C97;CTX_L8_0;FILL_L8_11;0.011;
C98;CTX_L8_0;FILL_L8_2;0.02;
C99;CTX_L8_0;FILL_L8_4;0.011;
C100;CTX_L8_0;FILL_L8_5;0.02;
C101;CTX_L8_0;FILL_L8_7;0.008;
C102;CTX_L8_0;FILL_L8_8;0.011;
C103;CTX_L8_0;FILL_L8_9;0.011;
C104;CTX_L8_0;P,PSEG_L10_0,PSEG_L50_0;0.051;
C105;CTX_L8_0;VSUBS;0.947;
C106;CTX_L8_1;FILL_L10_5;0.044;
C107;CTX_L8_1;FILL_L10_6;0.001;
C108;CTX_L8_1;FILL_L10_7;0.042;
C109;CTX_L8_1;FILL_L10_8;0.001;
C110;CTX_L8_1;FILL_L126_0;0.032;
C111;CTX_L8_1;FILL_L30_2;0.0;
C112;CTX_L8_1;FILL_L30_3;0.001;
C113;CTX_L8_1;FILL_L30_4;0.0;
C114;CTX_L8_1;FILL_L50_10;0.002;
C115;CTX_L8_1;FILL_L50_11;0.012;
C116;CTX_L8_1;FILL_L50_7;0.006;
C117;CTX_L8_1;FILL_L50_8;0.002;
C118;CTX_L8_1;FILL_L8_12;0.031;
