 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  1.104566946666496e-08  1.082256897406078e+00 -5.340820747832525e-05 -5.148538848942855e-11  6.344762797945336e-11  6.366248074903623e-11  1.182571989055282e+00  3.045446194941714e-01  1.335194011184734e+00  1.185894363060974e+00  3.094000243541614e-01  1.340688668549979e+00 
 5.000000000000000e-11  1.104567074701181e-08  1.082256897406091e+00 -5.340820747690960e-05 -5.148534913886409e-11  6.344748771508479e-11  6.366277383734742e-11  1.182571989055354e+00  3.045446194941738e-01  1.335194011184688e+00  1.185894363061027e+00  3.094000243541766e-01  1.340688668550079e+00 
 1.000000000000000e-10  1.104567049390692e-08  1.082256897406086e+00 -5.340820747690927e-05 -5.148533008170709e-11  6.344746191107309e-11  6.366295750119544e-11  1.182571989055357e+00  3.045446194941673e-01  1.335194011184645e+00  1.185894363061057e+00  3.094000243541744e-01  1.340688668550154e+00 
 2.000000000000000e-10  1.104567008790978e-08  1.082256897406106e+00 -5.340820747714128e-05 -5.148527207914767e-11  6.344719801626431e-11  6.366329403754978e-11  1.182571989055414e+00  3.045446194941767e-01  1.335194011184690e+00  1.185894363061132e+00  3.094000243541721e-01  1.340688668550362e+00 
 4.000000000000000e-10  1.104566891792002e-08  1.082256897406091e+00 -5.340820747731427e-05 -5.148530058310704e-11  6.344739382317666e-11  6.366286751241512e-11  1.182571989055552e+00  3.045446194941868e-01  1.335194011184746e+00  1.185894363061249e+00  3.094000243541662e-01  1.340688668550423e+00 
 8.000000000000000e-10  1.104566962444477e-08  1.082256897406128e+00 -5.340820747741691e-05 -5.148532175256059e-11  6.344775366987770e-11  6.366309844747786e-11  1.182571989055464e+00  3.045446194942135e-01  1.335194011184834e+00  1.185894363061388e+00  3.094000243542089e-01  1.340688668550445e+00 
 1.600000000000000e-09  1.104566932809166e-08  1.082256897406181e+00 -5.340820747785547e-05 -5.148537462266370e-11  6.344765901902805e-11  6.366279530455043e-11  1.182571989055286e+00  3.045446194942723e-01  1.335194011184476e+00  1.185894363061204e+00  3.094000243542577e-01  1.340688668550441e+00 
 3.200000000000000e-09  1.104567026117326e-08  1.082256897406209e+00 -5.340820747784420e-05 -5.148515818346455e-11  6.344792491961085e-11  6.366189498306640e-11  1.182571989056020e+00  3.045446194943051e-01  1.335194011184558e+00  1.185894363061560e+00  3.094000243542746e-01  1.340688668550014e+00 
 6.400000000000000e-09  1.104566917843796e-08  1.082256897407047e+00 -5.340820747772721e-05 -5.148541513676256e-11  6.344848355478022e-11  6.366388346406085e-11  1.182571989058120e+00  3.045446194950909e-01  1.335194011186993e+00  1.185894363063989e+00  3.094000243550964e-01  1.340688668553380e+00 
 1.140000000000000e-08  1.104566962996219e-08  1.082256897406574e+00 -5.340820747729088e-05 -5.148524819331804e-11  6.344724048988441e-11  6.366218083296918e-11  1.182571989057921e+00  3.045446194946532e-01  1.335194011186317e+00  1.185894363064016e+00  3.094000243546446e-01  1.340688668553683e+00 
 1.640000000000000e-08  1.104566931567305e-08  1.082256897405864e+00 -5.340820747713365e-05 -5.148536035381735e-11  6.344714817006943e-11  6.366183898402419e-11  1.182571989056633e+00  3.045446194939983e-01  1.335194011183393e+00  1.185894363062635e+00  3.094000243539833e-01  1.340688668551958e+00 
 2.140000000000000e-08  1.104566964711355e-08  1.082256897404971e+00 -5.340820747732273e-05 -5.148528670927203e-11  6.344717237488293e-11  6.366192149180952e-11  1.182571989054401e+00  3.045446194932017e-01  1.335194011180758e+00  1.185894363060334e+00  3.094000243531893e-01  1.340688668549326e+00 
 2.640000000000000e-08  1.104566962564656e-08  1.082256897402796e+00 -5.340820747710697e-05 -5.148533002320855e-11  6.344690647430012e-11  6.366170492242557e-11  1.182571989051283e+00  3.045446194911093e-01  1.335194011177475e+00  1.185894363057016e+00  3.094000243510983e-01  1.340688668546195e+00 
 3.140000000000000e-08  1.104566948236917e-08  1.082256897401584e+00 -5.340820747697036e-05 -5.148530641479557e-11  6.344759608109193e-11  6.366228952423697e-11  1.182571989050257e+00  3.045446194899367e-01  1.335194011176278e+00  1.185894363055974e+00  3.094000243499158e-01  1.340688668544698e+00 
 3.640000000000000e-08  1.104566945607709e-08  1.082256897401172e+00 -5.340820747698279e-05 -5.148538829886670e-11  6.344759529504536e-11  6.366263538472999e-11  1.182571989050268e+00  3.045446194895636e-01  1.335194011175959e+00  1.185894363055995e+00  3.094000243495604e-01  1.340688668544622e+00 
 4.139999999999999e-08  1.104566951332312e-08  1.082256897400610e+00 -5.340820747671596e-05 -5.148538591364519e-11  6.344755772744008e-11  6.366260188288286e-11  1.182571989051176e+00  3.045446194890634e-01  1.335194011176556e+00  1.185894363056964e+00  3.094000243490595e-01  1.340688668545050e+00 
 4.639999999999999e-08  1.104566959761996e-08  1.082256897400622e+00 -5.340820747673549e-05 -5.148529343123626e-11  6.344761513594512e-11  6.366239160187151e-11  1.182571989050057e+00  3.045446194890882e-01  1.335194011175501e+00  1.185894363055974e+00  3.094000243490829e-01  1.340688668544154e+00 
 5.139999999999999e-08  1.104566956666576e-08  1.082256897399956e+00 -5.340820747672413e-05 -5.148536780756480e-11  6.344763099240189e-11  6.366252544662970e-11  1.182571989050655e+00  3.045446194884569e-01  1.335194011175963e+00  1.185894363056401e+00  3.094000243484412e-01  1.340688668544784e+00 
 5.639999999999999e-08  1.104566963014615e-08  1.082256897399781e+00 -5.340820747675136e-05 -5.148532666216533e-11  6.344777272473089e-11  6.366254133019153e-11  1.182571989050268e+00  3.045446194882763e-01  1.335194011175910e+00  1.185894363056089e+00  3.094000243482817e-01  1.340688668544400e+00 
 6.139999999999999e-08  1.104566963800620e-08  1.082256897400284e+00 -5.340820747671297e-05 -5.148538862441858e-11  6.344768270884552e-11  6.366257494045888e-11  1.182571989049150e+00  3.045446194887354e-01  1.335194011174798e+00  1.185894363054893e+00  3.094000243487229e-01  1.340688668543331e+00 
 6.640000000000000e-08  1.104566969265036e-08  1.082256897400406e+00 -5.340820747714257e-05 -5.148535032471872e-11  6.344760106842193e-11  6.366240341967519e-11  1.182571989048277e+00  3.045446194888496e-01  1.335194011173831e+00  1.185894363053941e+00  3.094000243488244e-01  1.340688668542770e+00 
 7.140000000000000e-08  1.104566973688565e-08  1.082256897400987e+00 -5.340820747696142e-05 -5.148533587775796e-11  6.344776502689546e-11  6.366290654369333e-11  1.182571989048975e+00  3.045446194894428e-01  1.335194011174613e+00  1.185894363054641e+00  3.094000243494278e-01  1.340688668543367e+00 
 7.640000000000001e-08  1.104566957902590e-08  1.082256897401086e+00 -5.340820747697717e-05 -5.148527996010696e-11  6.344778101887751e-11  6.366257082049062e-11  1.182571989050031e+00  3.045446194895775e-01  1.335194011175345e+00  1.185894363055795e+00  3.094000243495661e-01  1.340688668544155e+00 
