plot_name	encoding	numeric_type	variable_count	point_count	scalar_count	finite_scalar_count	nonfinite_scalar_count	marker_offset_bytes	marker_bytes	payload_offset_bytes	payload_bytes	file_bytes	axis_first_s	axis_last_s	axis_strictly_increasing
Transient Analysis	binary	real	429	2284	979836	979836	0	18781	8	18789	7838688	7857477	0.00000000000000000e+00	4.00000000000000025e-09	TRUE
