 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(en_in)               v(en)                  v(mode_in)             v(mode)                v(r4_in)               v(r4)                  v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)            v(xt2f.vth)           
 0.000000000000000e+00  1.236899232568685e-09  1.041221541107971e+00 -3.769905596044264e-05 -2.154927134629357e-11  0.000000000000000e+00  2.047478229901820e-12  0.000000000000000e+00  2.047478016948046e-12  0.000000000000000e+00  2.047476600480735e-12  1.111063831394367e+00  2.442195773265159e-01  1.239615951046678e+00  1.111063831394402e+00  2.442195773265045e-01  1.239615951047026e+00  1.041213538579666e+00 
 5.000000000000000e-11  1.236899228771863e-09  1.041221541107984e+00 -3.769905595995684e-05 -2.154927738715719e-11  0.000000000000000e+00  2.048335176884028e-12  0.000000000000000e+00  2.050284406583458e-12  0.000000000000000e+00  2.046446345715935e-12  1.111063831394519e+00  2.442195773265282e-01  1.239615951046730e+00  1.111063831394544e+00  2.442195773265219e-01  1.239615951047016e+00  1.041213538579697e+00 
 1.000000000000000e-10  1.236899240519327e-09  1.041221541108006e+00 -3.769905595999958e-05 -2.154928307871732e-11  0.000000000000000e+00  2.049751659493810e-12  0.000000000000000e+00  2.050617817386222e-12  0.000000000000000e+00  2.045988378718278e-12  1.111063831394606e+00  2.442195773265481e-01  1.239615951046764e+00  1.111063831394633e+00  2.442195773265448e-01  1.239615951046982e+00  1.041213538579723e+00 
 2.000000000000000e-10  1.236896256300400e-09  1.041221541108013e+00 -3.769905595994082e-05 -2.154936310505015e-11  0.000000000000000e+00  2.056094380480978e-12  0.000000000000000e+00  2.047333030604791e-12  0.000000000000000e+00  2.048916591945726e-12  1.111063831394752e+00  2.442195773265509e-01  1.239615951046865e+00  1.111063831394785e+00  2.442195773265520e-01  1.239615951046999e+00  1.041213538579719e+00 
 4.000000000000000e-10  1.236901339742616e-09  1.041221541108085e+00 -3.769905595881796e-05 -2.154927378579065e-11  0.000000000000000e+00  2.051353866041617e-12  0.000000000000000e+00  2.047631289116728e-12  0.000000000000000e+00  2.045037750253442e-12  1.111063831395147e+00  2.442195773266153e-01  1.239615951047315e+00  1.111063831395197e+00  2.442195773266168e-01  1.239615951047372e+00  1.041213538579788e+00 
 8.000000000000000e-10  1.236898093754569e-09  1.041221541108282e+00 -3.769905596085409e-05 -2.154936588527656e-11  0.000000000000000e+00  2.050770287915852e-12  0.000000000000000e+00  2.050519631471028e-12  0.000000000000000e+00  2.048753527938985e-12  1.111063831395995e+00  2.442195773268155e-01  1.239615951047970e+00  1.111063831396031e+00  2.442195773268205e-01  1.239615951047991e+00  1.041213538579997e+00 
 1.600000000000000e-09  1.236900128990393e-09  1.041221541108290e+00 -3.769905595970197e-05 -2.154933731834430e-11  0.000000000000000e+00  2.050364365548211e-12  0.000000000000000e+00  2.048268483051626e-12  0.000000000000000e+00  2.052519612605330e-12  1.111063831396911e+00  2.442195773268884e-01  1.239615951048348e+00  1.111063831396881e+00  2.442195773268900e-01  1.239615951048241e+00  1.041213538579987e+00 
 3.200000000000000e-09  1.236899132747615e-09  1.041221541107844e+00 -3.769905595920879e-05 -2.154928062997558e-11  0.000000000000000e+00  2.049098405400952e-12  0.000000000000000e+00  2.046398209061845e-12  0.000000000000000e+00  2.048080455230306e-12  1.111063831396279e+00  2.442195773264511e-01  1.239615951047829e+00  1.111063831396257e+00  2.442195773264449e-01  1.239615951048048e+00  1.041213538579524e+00 
 6.400000000000000e-09  1.236898885872788e-09  1.041221541107636e+00 -3.769905596057952e-05 -2.154937342995479e-11  0.000000000000000e+00  2.049977644074182e-12  0.000000000000000e+00  2.045132830630282e-12  0.000000000000000e+00  2.046011363804334e-12  1.111063831395739e+00  2.442195773262826e-01  1.239615951047500e+00  1.111063831395756e+00  2.442195773262832e-01  1.239615951047648e+00  1.041213538579331e+00 
 1.140000000000000e-08  1.236899328718211e-09  1.041221541106212e+00 -3.769905595939779e-05 -2.154928845258267e-11  0.000000000000000e+00  2.050361015712444e-12  0.000000000000000e+00  2.045892036810832e-12  0.000000000000000e+00  2.048256529663117e-12  1.111063831394832e+00  2.442195773250596e-01  1.239615951046812e+00  1.111063831394798e+00  2.442195773250594e-01  1.239615951046752e+00  1.041213538577899e+00 
