 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  6.169202591513054e-08  1.069952574689501e+00 -6.054516154137121e-05 -1.429972621433753e-10  3.280728474570108e-10  3.257697338909029e-10  1.203035107134018e+00  3.378810510332209e-01  1.373210251884878e+00  1.202943456509864e+00  3.425858484892471e-01  1.374277602071872e+00 
 5.000000000000000e-11  6.169202610950023e-08  1.069952574689474e+00 -6.054516154192654e-05 -1.429972457452410e-10  3.280721458826613e-10  3.257696775098989e-10  1.203035107133937e+00  3.378810510331711e-01  1.373210251884794e+00  1.202943456509799e+00  3.425858484892140e-01  1.374277602071809e+00 
 1.000000000000000e-10  6.169202635935793e-08  1.069952574689452e+00 -6.054516154205163e-05 -1.429972276814163e-10  3.280717436291170e-10  3.257696154935347e-10  1.203035107133895e+00  3.378810510331074e-01  1.373210251884725e+00  1.202943456509803e+00  3.425858484891697e-01  1.374277602071775e+00 
 2.000000000000000e-10  6.169202687693775e-08  1.069952574689415e+00 -6.054516154129717e-05 -1.429971873101320e-10  3.280717930873620e-10  3.257700133957320e-10  1.203035107133934e+00  3.378810510329903e-01  1.373210251884707e+00  1.202943456509774e+00  3.425858484890748e-01  1.374277602071725e+00 
 4.000000000000000e-10  6.169202478453256e-08  1.069952574689374e+00 -6.054516154196162e-05 -1.429972374828581e-10  3.280716619776135e-10  3.257693912805254e-10  1.203035107133862e+00  3.378810510327450e-01  1.373210251884623e+00  1.202943456509721e+00  3.425858484888610e-01  1.374277602071454e+00 
 8.000000000000000e-10  6.169202667911214e-08  1.069952574689226e+00 -6.054516154246558e-05 -1.429971704045191e-10  3.280708969866458e-10  3.257681299197179e-10  1.203035107133624e+00  3.378810510321872e-01  1.373210251884253e+00  1.202943456509496e+00  3.425858484883541e-01  1.374277602071364e+00 
 1.600000000000000e-09  6.169202565987026e-08  1.069952574689082e+00 -6.054516154188017e-05 -1.429971797232579e-10  3.280711232315120e-10  3.257683438328066e-10  1.203035107133060e+00  3.378810510312786e-01  1.373210251883568e+00  1.202943456509147e+00  3.425858484875572e-01  1.374277602071151e+00 
 3.200000000000000e-09  6.169202584996371e-08  1.069952574688876e+00 -6.054516154213525e-05 -1.429971840159282e-10  3.280715233182366e-10  3.257683364602318e-10  1.203035107132217e+00  3.378810510297099e-01  1.373210251882691e+00  1.202943456508363e+00  3.425858484862079e-01  1.374277602069758e+00 
 6.400000000000000e-09  6.169202594047908e-08  1.069952574688432e+00 -6.054516154236020e-05 -1.429972141890947e-10  3.280717372778923e-10  3.257683810209411e-10  1.203035107131323e+00  3.378810510270185e-01  1.373210251881083e+00  1.202943456507127e+00  3.425858484838845e-01  1.374277602067872e+00 
 1.140000000000000e-08  6.169202585740098e-08  1.069952574688703e+00 -6.054516154186690e-05 -1.429972781965687e-10  3.280724951381608e-10  3.257695516882368e-10  1.203035107130809e+00  3.378810510247354e-01  1.373210251880105e+00  1.202943456506787e+00  3.425858484820123e-01  1.374277602067984e+00 
 1.640000000000000e-08  6.169202579387710e-08  1.069952574688196e+00 -6.054516154216397e-05 -1.429972016934595e-10  3.280727686980759e-10  3.257696367032397e-10  1.203035107131628e+00  3.378810510226714e-01  1.373210251881881e+00  1.202943456507433e+00  3.425858484801749e-01  1.374277602069768e+00 
