# Logfile created on 2026-09-22 21:31:53 +0200 by logger.rb/v1.5.3
2026-09-22 21:31:53 +0200: Memory Usage (408216K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/build/scratch/sense-fullassembly-20260922-r4/g1_sense_physical.gds
2026-09-22 21:31:53 +0200: Memory Usage (408216K) : Ruby Version for klayout: 3.2.3
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : Loading database to memory is complete.
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : IHP-SG13G2 KLayout DRC runset output at: /work/build/scratch/sense-fullassembly-stock-20260922-r3/drc/g1_sense_physical_g1_sense_physical_main.lyrdb
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : Evaluate switches.
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : tables selected: main
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : KLayout will use 128 thread(s) in tiling mode.
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : deep mode is enabled.
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : FEOL enabled: true
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : BEOL enabled: true
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : OFFGRID enabled: true
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : ANGLE enabled: true
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : PIN enabled: true
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : FORBIDDEN enabled: true
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : RECOMMENDED enabled: true
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : PreCheck DRC enabled: false
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : CONNECTIVITY_RULES enabled: true.
2026-09-22 21:31:53 +0200: Memory Usage (409600K) : Read in polygons from layers.
2026-09-22 21:31:53 +0200: Memory Usage (410924K) : activ_drw has 1011 polygons
2026-09-22 21:31:53 +0200: Memory Usage (410924K) : activ_pin has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (410924K) : activ_mask has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (411764K) : activ_filler has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (411764K) : activ_nofill has 4 polygons
2026-09-22 21:31:53 +0200: Memory Usage (411764K) : activ_opc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (411764K) : activ_iopc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412088K) : activ_noqrc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412088K) : biwind_drw has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412088K) : biwind_opc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412088K) : pemwind_drw has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412088K) : gatpoly_drw has 1566 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412088K) : gatpoly_pin has 50 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412088K) : gatpoly_filler has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412088K) : gatpoly_nofill has 4 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412172K) : gatpoly_opc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412172K) : gatpoly_iopc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412172K) : gatpoly_noqrc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412960K) : cont_drw has 41384 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412960K) : cont_opc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (412960K) : nsd_drw has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413224K) : nsd_block has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413224K) : metal1_drw has 3431 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413224K) : metal1_pin has 296 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413224K) : metal1_mask has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413224K) : metal1_filler has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413224K) : metal1_nofill has 4 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413504K) : metal1_slit has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413504K) : metal1_text has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413504K) : metal1_opc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413504K) : metal1_noqrc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413504K) : metal1_res has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413884K) : metal1_iprobe has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413884K) : metal1_diffprb has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413884K) : passiv_drw has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413884K) : passiv_pin has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (413884K) : passiv_sbump has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414148K) : passiv_pillar has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414148K) : passiv_pdl has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414148K) : metal2_drw has 1079 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414380K) : metal2_pin has 2 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414380K) : metal2_mask has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414380K) : metal2_filler has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414380K) : metal2_nofill has 4 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414640K) : metal2_slit has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414640K) : metal2_text has 10 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414640K) : metal2_opc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414640K) : metal2_noqrc has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414960K) : metal2_res has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414960K) : metal2_iprobe has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414960K) : metal2_diffprb has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414960K) : baspoly_drw has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (414960K) : baspoly_pin has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (415224K) : psd_drw has 371 polygons
2026-09-22 21:31:53 +0200: Memory Usage (415224K) : nldb_drw has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (415224K) : digibnd_drw has 0 polygons
2026-09-22 21:31:53 +0200: Memory Usage (415224K) : via1_drw has 1139 polygons
