LVSDB input file passed, bypassing LVS
(133, 0) -> (topvia2_drw)
(46, 0) -> (pwell pwell_sub)
(8, 0) -> (metal1_con)
(30, 0) -> (metal3_con)
(126, 0) -> (topmetal1_con)
(134, 0) -> (topmetal2_con)
(67, 0) -> (metal5_n_cap)
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L126_0,CTX_L134_0;CTX_L134_1;0.219;
C2;CTX_L126_0,CTX_L134_0;CTX_L30_0;0.122;
C3;CTX_L126_0,CTX_L134_0;CTX_L30_1;0.06;
C4;CTX_L126_0,CTX_L134_0;CTX_L30_2;0.004;
C5;CTX_L126_0,CTX_L134_0;CTX_L67_2;0.219;
C6;CTX_L126_0,CTX_L134_0;CTX_L67_3;0.069;
C7;CTX_L126_0,CTX_L134_0;CTX_L67_4;0.035;
C8;CTX_L126_0,CTX_L134_0;CTX_L67_5;0.001;
C9;CTX_L126_0,CTX_L134_0;CTX_L8_0;0.058;
C10;CTX_L126_0,CTX_L134_0;N;0.153;
C11;CTX_L126_0,CTX_L134_0;P;0.178;
C12;CTX_L126_0,CTX_L134_0;VSUBS;1.836;
C13;CTX_L134_1;CTX_L30_0;0.073;
C14;CTX_L134_1;CTX_L30_1;0.014;
C15;CTX_L134_1;CTX_L30_2;0.001;
C16;CTX_L134_1;CTX_L30_3;0.001;
C17;CTX_L134_1;CTX_L30_4;0.001;
C18;CTX_L134_1;CTX_L67_2;0.039;
C19;CTX_L134_1;CTX_L67_3;0.019;
C20;CTX_L134_1;CTX_L67_4;0.019;
C21;CTX_L134_1;CTX_L67_5;0.002;
C22;CTX_L134_1;CTX_L8_0;0.043;
C23;CTX_L134_1;N;0.085;
C24;CTX_L134_1;P;0.046;
C25;CTX_L134_1;VSUBS;1.328;
C26;CTX_L30_0;CTX_L30_1;0.145;
C27;CTX_L30_0;CTX_L8_0;0.033;
C28;CTX_L30_0;N;0.085;
C29;CTX_L30_0;P;0.031;
C30;CTX_L30_0;VSUBS;1.182;
C31;CTX_L30_1;CTX_L30_2;4.306;
C32;CTX_L30_1;CTX_L67_2;0.092;
C33;CTX_L30_1;N;0.006;
C34;CTX_L30_1;P;0.007;
C35;CTX_L30_1;VSUBS;0.609;
C36;CTX_L30_2;CTX_L30_3;4.306;
C37;CTX_L30_2;CTX_L67_3;0.092;
C38;CTX_L30_2;VSUBS;0.121;
C39;CTX_L30_3;CTX_L30_4;4.306;
C40;CTX_L30_3;CTX_L67_4;0.092;
C41;CTX_L30_3;VSUBS;0.121;
C42;CTX_L30_4;CTX_L67_5;0.005;
C43;CTX_L30_4;VSUBS;0.66;
C44;CTX_L67_2;CTX_L67_3;4.409;
C45;CTX_L67_2;P;0.239;
C46;CTX_L67_2;VSUBS;0.395;
C47;CTX_L67_3;CTX_L67_4;4.409;
C48;CTX_L67_3;VSUBS;0.052;
C49;CTX_L67_4;CTX_L67_5;4.409;
C50;CTX_L67_4;VSUBS;0.052;
C51;CTX_L67_5;VSUBS;0.571;
C52;CTX_L8_0;N;0.026;
C53;CTX_L8_0;P;0.005;
C54;CTX_L8_0;VSUBS;1.786;
C55;N;P;4.409;
C56;N;VSUBS;0.573;
C57;P;VSUBS;0.424;
@RESULTS@/final-remaining-contexts-20260923-r1/isense_vref/width12/pex/no_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.csv
Wrote expanded netlist to: @RESULTS@/final-remaining-contexts-20260923-r1/isense_vref/width12/pex/no_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.spice
