LVSDB input file passed, bypassing LVS
(19, 0) -> (via1_drw)
(29, 0) -> (via2_drw)
(49, 0) -> (via3_drw)
(66, 0) -> (via4_drw)
(46, 0) -> (pwell pwell_sub)
(8, 0) -> (metal1_con)
(10, 0) -> (metal2_con)
(30, 0) -> (metal3_con)
(50, 0) -> (metal4_con)
(126, 0) -> (topmetal1_con)
(134, 0) -> (topmetal2_con)
(125, 0) -> (topvia1_n_cap)
(67, 0) -> (metal5_n_cap)
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L10_1,CTX_L10_3,CTX_L126_1,CTX_L30_1,CTX_L30_3,CTX_L50_1,CTX_L50_3,CTX_L67_1,CTX_L67_3,CTX_L8_18,CTX_L8_20;10.315;
C2;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L134_0;1.782;
C3;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_0;0.033;
C4;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_1;0.036;
C5;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_10;0.031;
C6;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_11;0.033;
C7;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_12;0.031;
C8;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_13;0.033;
C9;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_14;0.031;
C10;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_15;0.033;
C11;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_16;0.031;
C12;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_2;0.036;
C13;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_22;0.034;
C14;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_23;0.036;
C15;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_24;0.036;
C16;CTX_L10_0,CTX_L10_2,CTX_L10_4,CTX_L126_0,CTX_L30_0,CTX_L30_2,CTX_L30_4,CTX_L50_0,CTX_L50_2,CTX_L50_4,CTX_L67_0,CTX_L67_2,CTX_L67_4,CTX_L8_17,CTX_L8_19,CTX_L8_21;CTX_L8_25;0.036;
