source_package	source_bytes	source_sha256	origin	release_date	role
ngspice-46.tar.gz	10504768	a0d1699af1940b06649276dcd6ff5a566c8c0cad01b2f7b5e99dedbb4d64c19b	https://sourceforge.net/projects/ngspice/files/ng-spice-rework/46/ngspice-46.tar.gz	2026-03-29	official complete source release; identity only, archive not published
