 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  5.438315825120442e-23  5.438315825120442e-23  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -3.008607703850472e-27 -6.017215407700945e-27  0.000000000000000e+00 
 5.000000000000000e-11  5.418616423970700e-23  5.438296145399013e-23 -2.500470775767057e-26 -2.813373681093940e-28 -5.691589058446900e-32 -2.783564421130856e-27 -5.567128842261713e-27 -1.138317811689380e-31 
 1.000000000000000e-10  5.417621690344492e-23  5.438275491597760e-23 -3.308898437959282e-26 -3.720228545932436e-28 -7.198440094565412e-32 -2.548766840823820e-27 -5.097533681647640e-27 -1.439688018913082e-31 
 2.000000000000000e-10 -1.953147318174153e-18 -2.286650211869174e-21  2.004301758239256e-17 -4.981318650931075e-18 -1.123627879545582e-22 -5.528780414776516e-20 -1.105756082955303e-19 -2.247255759091164e-22 
 4.000000000000000e-10 -2.081094826593503e-21 -4.154500411892577e-21  5.071120928065156e-17 -1.068398207655630e-17 -3.153499834284390e-22 -4.725643603091368e-20 -9.451287206182737e-20 -6.306999668568780e-22 
 8.000000000000000e-10 -2.115315108410749e-18 -1.572680443101403e-20  7.951302273702013e-17 -1.863199465660264e-17 -7.040843973719356e-22  2.725208288757577e-20  5.450416577515154e-20 -1.408168794743871e-21 
 1.600000000000000e-09  9.238165344626631e-19 -1.596276635842871e-20  1.009513947750609e-16 -3.082232630781073e-17 -6.170239095873805e-22  3.247544917715758e-20  6.495089835431516e-20 -1.234047819174761e-21 
 3.200000000000000e-09  1.866332681336646e-19 -1.233141400333016e-20  9.677205028028376e-17 -4.768762580006190e-17 -1.578699632963629e-22 -2.149624252988213e-20 -4.299248505976426e-20 -3.157399265927258e-22 
 6.400000000000000e-09 -4.444169486397047e-20 -1.072119915449517e-20  6.740036832269073e-17 -6.399440778425885e-17 -1.008125035775027e-22 -2.717681231359142e-20 -5.435362462718284e-20 -2.016250071550053e-22 
 1.140000000000000e-08 -3.638132616173543e-20 -1.132472987057318e-20  2.578525277535473e-17 -6.943630185668339e-17  1.706978561365779e-22 -1.551835774766168e-21 -3.103671549532335e-21  3.413957122731558e-22 
 1.640000000000000e-08 -1.932900960566303e-20 -1.201360070279067e-20  1.426588716022803e-17 -7.160658348728351e-17 -7.672493420107810e-24 -9.128847116739548e-22 -1.825769423347910e-21 -1.534498684021562e-23 
 2.140000000000000e-08 -1.631685051382890e-20 -1.249782595104852e-20  1.608367151987927e-17 -7.121197660730367e-17 -2.670370895498606e-23 -1.957630966267141e-21 -3.915261932534283e-21 -5.340741790997212e-23 
 2.640000000000000e-08 -1.293296535738027e-20 -1.267634255402484e-20  1.848533817920384e-17 -7.223315281542197e-17 -3.940977884488307e-23 -1.774622135927945e-21 -3.549244271855890e-21 -7.881955768976614e-23 
 3.140000000000000e-08 -1.281079980376815e-20 -1.274053257056389e-20  1.968233469705728e-17 -7.344454182296846e-17 -2.315849210586319e-23 -1.830915166986631e-21 -3.661830333973262e-21 -4.631698421172637e-23 
 3.640000000000000e-08 -1.278476172598775e-20 -1.276335627294634e-20  2.119076188566007e-17 -7.444255090673390e-17 -7.647525169970115e-24 -1.637637361234262e-21 -3.275274722468523e-21 -1.529505033994023e-23 
 4.139999999999999e-08 -1.277515475066817e-20 -1.277122608479847e-20  2.168167528457281e-17 -7.417659377755261e-17 -1.796944219333353e-23 -1.699475573323460e-21 -3.398951146646920e-21 -3.593888438666706e-23 
 4.639999999999999e-08 -1.276727625938176e-20 -1.277343853691372e-20  2.179183398211782e-17 -7.372766367124319e-17 -1.107837944309783e-23 -1.625058218239887e-21 -3.250116436479773e-21 -2.215675888619567e-23 
