 time            v(isense)      
 0.00000000e+00  9.99888028e-01 
 2.00000000e-11  9.99888028e-01 
 4.00000000e-11  9.99888028e-01 
 8.00000000e-11  9.99888028e-01 
 1.60000000e-10  9.99888028e-01 
 3.20000000e-10  9.99888028e-01 
 6.40000000e-10  9.99888028e-01 
 1.28000000e-09  9.99888028e-01 
 2.56000000e-09  9.99888028e-01 
 4.56000000e-09  9.99888028e-01 
 6.56000000e-09  9.99888028e-01 
 8.56000000e-09  9.99888028e-01 
 1.05600000e-08  9.99888028e-01 
 1.25600000e-08  9.99888028e-01 
 1.45600000e-08  9.99888028e-01 
 1.65600000e-08  9.99888028e-01 
 1.85600000e-08  9.99888028e-01 
 2.05600000e-08  9.99888028e-01 
 2.25600000e-08  9.99888028e-01 
 2.45600000e-08  9.99888028e-01 
 2.65600000e-08  9.99888028e-01 
 2.85600000e-08  9.99888028e-01 
 3.05600000e-08  9.99888028e-01 
 3.25600000e-08  9.99888028e-01 
 3.45600000e-08  9.99888028e-01 
 3.65600000e-08  9.99888028e-01 
 3.85600000e-08  9.99888028e-01 
 4.05600000e-08  9.99888028e-01 
 4.25600000e-08  9.99888028e-01 
 4.45600000e-08  9.99888028e-01 
 4.65600000e-08  9.99888028e-01 
 4.85600000e-08  9.99888028e-01 
 5.05600000e-08  9.99888028e-01 
 5.25600000e-08  9.99888028e-01 
 5.45600000e-08  9.99888028e-01 
 5.65600000e-08  9.99888028e-01 
 5.85600000e-08  9.99888028e-01 
 6.05600000e-08  9.99888028e-01 
 6.25600000e-08  9.99888028e-01 
 6.45600000e-08  9.99888028e-01 
 6.65600000e-08  9.99888028e-01 
 6.85600000e-08  9.99888028e-01 
 7.05600000e-08  9.99888028e-01 
 7.25600000e-08  9.99888028e-01 
 7.45600000e-08  9.99888028e-01 
 7.65600000e-08  9.99888028e-01 
 7.85600000e-08  9.99888028e-01 
 8.05600000e-08  9.99888028e-01 
 8.25600000e-08  9.99888028e-01 
 8.45600000e-08  9.99888028e-01 
 8.65600000e-08  9.99888028e-01 
 8.85600000e-08  9.99888028e-01 
 9.05600000e-08  9.99888028e-01 
 9.25600000e-08  9.99888028e-01 
 9.45600000e-08  9.99888028e-01 
 9.65600000e-08  9.99888028e-01 
 9.85600000e-08  9.99888028e-01 
 1.00560000e-07  9.99888028e-01 
 1.02560000e-07  9.99888028e-01 
 1.04560000e-07  9.99888028e-01 
 1.06560000e-07  9.99888028e-01 
 1.08560000e-07  9.99888028e-01 
 1.10560000e-07  9.99888028e-01 
 1.12560000e-07  9.99888028e-01 
 1.14560000e-07  9.99888028e-01 
 1.16560000e-07  9.99888028e-01 
 1.18560000e-07  9.99888028e-01 
 1.20560000e-07  9.99888028e-01 
 1.22560000e-07  9.99888028e-01 
 1.24560000e-07  9.99888028e-01 
 1.26560000e-07  9.99888028e-01 
 1.28560000e-07  9.99888028e-01 
 1.30560000e-07  9.99888028e-01 
 1.32560000e-07  9.99888028e-01 
 1.34560000e-07  9.99888028e-01 
 1.36560000e-07  9.99888028e-01 
 1.38560000e-07  9.99888028e-01 
 1.40560000e-07  9.99888028e-01 
 1.42560000e-07  9.99888028e-01 
 1.44560000e-07  9.99888028e-01 
 1.46560000e-07  9.99888028e-01 
 1.48560000e-07  9.99888028e-01 
 1.50560000e-07  9.99888028e-01 
 1.52560000e-07  9.99888028e-01 
 1.54560000e-07  9.99888028e-01 
 1.56560000e-07  9.99888028e-01 
 1.58560000e-07  9.99888028e-01 
 1.60560000e-07  9.99888028e-01 
 1.62560000e-07  9.99888028e-01 
 1.64560000e-07  9.99888028e-01 
