 frequency                ir                       ii                       vr                       vi                      
 1.73780082874937447e+00  1.79396834843956188e-15  1.55350405254697525e-14  9.02386961270096322e-04  1.15223538396095304e-06 
 1.77827941003892165e+00  1.79055988785981057e-15  1.58968981224391425e-14  9.02386961314172176e-04  1.17907439386514128e-06 
 1.81970085860998210e+00  1.78818141934392050e-15  1.62671844383875417e-14  9.02386961360468476e-04  1.20653856461984932e-06 
 1.86208713666286596e+00  1.78880483559309966e-15  1.66460958393749252e-14  9.02386961408763177e-04  1.23464245809194423e-06 
 1.90546071796324568e+00  1.79135948696201863e-15  1.70338332310284699e-14  9.02386961459167303e-04  1.26340097533773860e-06 
 1.94984459975804381e+00  1.77363278144188063e-15  1.74306021644216727e-14  9.02386961512346986e-04  1.29282936450374377e-06 
 1.99526231496887796e+00  1.78003635052312315e-15  1.78366130610674775e-14  9.02386961567858137e-04  1.32294322891142542e-06 
 2.04173794466952740e+00  1.77527263722776496e-15  1.82520811335089357e-14  9.02386961625811779e-04  1.35375853533029849e-06 
 2.08929613085403743e+00  1.78612821147977607e-15  1.86772267161914519e-14  9.02386961686763023e-04  1.38529162244370973e-06 
 2.13796208950222999e+00  1.77003458548194437e-15  1.91122752389930040e-14  9.02386961750933914e-04  1.41755920951184055e-06 
 2.18776162394955032e+00  1.77960266965412894e-15  1.95574573066334818e-14  9.02386961817547295e-04  1.45057840523646242e-06 
 2.23872113856833721e+00  1.77658045609832560e-15  2.00130090295469327e-14  9.02386961887602368e-04  1.48436671683221421e-06 
 2.29086765276777049e+00  1.77277219596747027e-15  2.04791718915326628e-14  9.02386961960099931e-04  1.51894205930914074e-06 
 2.34422881531991933e+00  1.78247580541121553e-15  2.09561930938623723e-14  9.02386962037149409e-04  1.55432276497148271e-06 
 2.39883291901948770e+00  1.78171008762689764e-15  2.14443255023405964e-14  9.02386962117529556e-04  1.59052759313770140e-06 
 2.45470891568502747e+00  1.77199970191957434e-15  2.19438280443513988e-14  9.02386962201129350e-04  1.62757574008691826e-06 
 2.51188643150957702e+00  1.75691573919486976e-15  2.24549654441605760e-14  9.02386962289281058e-04  1.66548684923703478e-06 
 2.57039578276886038e+00  1.76001249165003149e-15  2.29780087920159189e-14  9.02386962381540592e-04  1.70428102155993072e-06 
 2.63026799189537819e+00  1.75869789651589281e-15  2.35132353853285348e-14  9.02386962478352039e-04  1.74397882623927961e-06 
 2.69153480392691202e+00  1.76349549112914117e-15  2.40609289801357540e-14  9.02386962579160290e-04  1.78460131157658361e-06 
 2.75422870333816272e+00  1.76349549112914117e-15  2.46213800160942559e-14  9.02386962685186589e-04  1.82617001615126490e-06 
 2.81838293126444972e+00  1.74811337280700307e-15  2.51948856429498494e-14  9.02386962795875824e-04  1.86870698024071841e-06 
 2.88403150312660150e+00  1.75852848992644195e-15  2.57817499322957088e-14  9.02386962911783108e-04  1.91223475750635107e-06 
 2.95120922666638119e+00  1.75117624394427462e-15  2.63822839834514930e-14  9.02386963033574574e-04  1.95677642695181969e-06 
 3.01995172040201165e+00  1.74338354082953506e-15  2.69968063602147083e-14  9.02386963160473066e-04  2.00235560515984431e-06 
 3.09029543251358563e+00  1.75300583511034391e-15  2.76256427996931332e-14  9.02386963294143918e-04  2.04899645881404425e-06 
 3.16227766016837419e+00  1.72808273767033338e-15  2.82691266887608511e-14  9.02386963433254863e-04  2.09672371751234665e-06 
 3.23593656929627738e+00  1.72822503920547210e-15  2.89275992493467075e-14  9.02386963579582257e-04  2.14556268687908150e-06 
 3.31131121482590540e+00  1.72783201591794611e-15  2.96014095384343099e-14  9.02386963732570990e-04  2.19553926198226684e-06 
 3.38844156139201980e+00  1.72030358708274989e-15  3.02909150303971793e-14  9.02386963892665150e-04  2.24667994106353467e-06 
 3.46736850452531042e+00  1.73264316305835053e-15  3.09964810346635987e-14  9.02386964060530872e-04  2.29901183958786860e-06 
 3.54813389233574838e+00  1.72557552014646065e-15  3.17184818339171361e-14  9.02386964235724065e-04  2.35256270462054349e-06 
 3.63078054770100689e+00  1.71818939284640315e-15  3.24573002605801707e-14  9.02386964419354953e-04  2.40736092953905099e-06 
 3.71535229097171849e+00  1.71577704301262290e-15  3.32133278556325710e-14  9.02386964612422737e-04  2.46343556908755161e-06 
 3.80189396320560480e+00  1.70352555846353670e-15  3.39869656362353027e-14  9.02386964813595149e-04  2.52081635478219797e-06 
 3.89045144994279868e+00  1.71162319343928782e-15  3.47786238310326327e-14  9.02386965024870591e-04  2.57953371067507735e-06 
 3.98107170553496470e+00  1.71433369887050158e-15  3.55887220389708073e-14  9.02386965246138040e-04  2.63961876948548784e-06 
 4.07380277804111923e+00  1.69760988035991267e-15  3.64176898645727620e-14  9.02386965477841585e-04  2.70110338910694318e-06 
 4.16869383470334576e+00  1.68410478704889011e-15  3.72659668649985624e-14  9.02386965720203271e-04  2.76402016949859867e-06 
 4.26579518801591817e+00  1.68194993523107517e-15  3.81340027353338620e-14  9.02386965973778210e-04  2.82840246997022145e-06 
 4.36515832240165125e+00  1.67438084881441074e-15  3.90222578379854934e-14  9.02386966239676624e-04  2.89428442686973472e-06 
 4.46683592150962205e+00  1.67125699130493688e-15  3.99312029644534523e-14  9.02386966517898514e-04  2.96170097168271637e-06 
 4.57088189614874096e+00  1.66489407980516257e-15  4.08613201558940653e-14  9.02386966809665125e-04  3.03068784955358804e-06 
 4.67735141287197198e+00  1.66387764026845741e-15  4.18131026501804303e-14  9.02386967114865435e-04  3.10128163823816105e-06 
 4.78630092322637335e+00  1.64186155990342364e-15  4.27870549083721966e-14  9.02386967433943532e-04  3.17351976749759290e-06 
 4.89778819368445184e+00  1.63898164788275902e-15  4.37836934617485117e-14  9.02386967768564752e-04  3.24744053894420066e-06 
 5.01187233627271223e+00  1.63497687610814069e-15  4.48035467529893437e-14  9.02386968119062161e-04  3.32308314634946806e-06 
 5.12861383991363784e+00  1.63168361200921597e-15  4.58471554538128370e-14  9.02386968485990870e-04  3.40048769642508024e-06 
 5.24807460249771474e+00  1.61493268844431492e-15  4.69150728620220059e-14  9.02386968870239059e-04  3.47969523008806069e-06 
 5.37031796370251602e+00  1.60808188596692214e-15  4.80078653779607674e-14  9.02386969272472861e-04  3.56074774422119803e-06 
 5.49540873857623335e+00  1.59503757857920592e-15  4.91261122133463660e-14  9.02386969693913521e-04  3.64368821394030553e-06 
 5.62341325190347785e+00  1.58715000777437387e-15  5.02704063971209979e-14  9.02386970134894106e-04  3.72856061538028617e-06 
 5.75439937337155616e+00  1.58257602985920065e-15  5.14413546960424729e-14  9.02386970596746885e-04  3.81540994901180967e-06 
 5.88843655355587625e+00  1.57537286167575008e-15  5.26395777205633324e-14  9.02386971080582079e-04  3.90428226350112224e-06 
 6.02559586074356357e+00  1.55984166555489523e-15  5.38657110630313724e-14  9.02386971587176845e-04  3.99522468012575818e-06 
 6.16595001861480707e+00  1.54584190500267615e-15  5.51204047153544920e-14  9.02386972117197317e-04  4.08828541775873678e-06 
 6.30957344480191740e+00  1.52432049187883889e-15  5.64043239160336412e-14  9.02386972672530874e-04  4.18351381843497576e-06 
 6.45654229034653948e+00  1.51143203855341746e-15  5.77181494678001756e-14  9.02386973254065694e-04  4.28096037351298550e-06 
 6.60693448007594419e+00  1.49506736201246437e-15  5.90625778964345342e-14  9.02386973862689956e-04  4.38067675044614071e-06 
 6.76082975391980145e+00  1.49619899802999612e-15  6.04383221389805092e-14  9.02386974500402061e-04  4.48271582017736836e-06 
 6.91830970918934796e+00  1.48784386503827970e-15  6.18461114908056865e-14  9.02386975168312233e-04  4.58713168517210793e-06 
 7.07945784384136179e+00  1.45797409518630405e-15  6.32866926114530708e-14  9.02386975867419672e-04  4.69397970810401898e-06 
 7.24435960074988294e+00  1.43647978711677893e-15  6.47608291540641709e-14  9.02386976599389712e-04  4.80331654120919511e-06 
 7.41310241300915695e+00  1.42506178298779096e-15  6.62693027182910659e-14  9.02386977365554621e-04  4.91520015632375135e-06 
 7.58577575029181883e+00  1.41463311334119601e-15  6.78129131679337598e-14  9.02386978168467913e-04  5.02968987562138856e-06 
 7.76247116628689771e+00  1.39596450718371123e-15  6.93924788956379779e-14  9.02386979009017764e-04  5.14684640306670584e-06 
 7.94328234724279447e+00  1.37606939731860223e-15  7.10088374581698770e-14  9.02386979889313601e-04  5.26673185660130133e-06 
 8.12830516164097183e+00  1.33687548878325124e-15  7.26628458411138418e-14  9.02386980810798711e-04  5.38940980107952866e-06 
 8.31763771102668947e+00  1.32124942497230391e-15  7.43553810412076355e-14  9.02386981776026609e-04  5.51494528197131021e-06 
 8.51138038202374325e+00  1.30458659283391731e-15  7.60873404898588742e-14  9.02386982786107517e-04  5.64340485985026098e-06 
 8.70963589956078366e+00  1.28595864425790074e-15  7.78596424237219407e-14  9.02386983844372104e-04  5.77485664568492411e-06 
 8.91250938133743098e+00  1.24822840865540519e-15  7.96732266258518137e-14  9.02386984952263660e-04  5.90937033695212568e-06 
 9.12010839355907166e+00  1.23527896895778144e-15  8.15290546374623044e-14  9.02386986112224676e-04  6.04701725459144752e-06 
 9.33254300796988367e+00  1.20370158068414113e-15  8.34281103932007671e-14  9.02386987327807866e-04  6.18787038082060149e-06 
 9.54992586021433176e+00  1.16937980566139688e-15  8.53714009623019279e-14  9.02386988599568340e-04  6.33200439783142834e-06 
 9.77237220955807828e+00  1.13010458196310948e-15  8.73599564427087665e-14  9.02386989931502903e-04  6.47949572738758261e-06 
 9.99999999999996980e+00  1.11070413933919698e-15  8.93948313904406144e-14  9.02386991326498134e-04  6.63042257134430355e-06 
 1.02329299228075108e+01  1.07656532343305966e-15  9.14771047666535961e-14  9.02386992787440612e-04  6.78486495311196533e-06 
 1.04712854805089641e+01  1.04140329172663915e-15  9.36078804670362208e-14  9.02386994316772828e-04  6.94290476008556849e-06 
 1.07151930523760317e+01  1.00543488465443254e-15  9.57882883806005663e-14  9.02386995918158519e-04  7.10462578706269417e-06 
 1.09647819614318163e+01  9.57214993033139727e-16  9.80194844426218390e-14  9.02386997595372442e-04  7.27011378067244556e-06 
 1.12201845430195988e+01  9.21870002210112283e-16  1.00302651905187794e-13  9.02386999351523222e-04  7.43945648483952633e-06 
 1.14815362149687914e+01  8.88659534414165675e-16  1.02639000966621820e-13  9.02387001190385618e-04  7.61274368730706019e-06 
 1.17489755493952579e+01  8.34530740952826866e-16  1.05029770624367514e-13  9.02387003115290298e-04  7.79006726724353989e-06 
 1.20226443461740899e+01  7.85199542104736414e-16  1.07476228780867798e-13  9.02387005132343489e-04  7.97152124395818645e-06 
 1.23026877081237753e+01  7.37731815740605423e-16  1.09979671925927562e-13  9.02387007243321548e-04  8.15720182675115482e-06 
 1.25892541179416302e+01  6.80248771808139585e-16  1.12541427889570745e-13  9.02387009453331501e-04  8.34720746592520029e-06 
 1.28824955169312965e+01  6.46245481173562952e-16  1.15162854995007390e-13  9.02387011768812641e-04  8.54163890498524265e-06 
 1.31825673855640257e+01  5.83646358239681140e-16  1.17845343011545702e-13  9.02387014192540526e-04  8.74059923405369700e-06 
 1.34896288259164887e+01  5.34545552353243858e-16  1.20590314107504122e-13  9.02387016731176494e-04  8.94419394453065334e-06 
 1.38038426460287997e+01  4.77265796328119052e-16  1.23399223909002507e-13  9.02387019389383482e-04  9.15253098502628777e-06 
 1.41253754462274923e+01  4.10966833480630456e-16  1.26273561394083010e-13  9.02387022172490560e-04  9.36572081859720470e-06 
 1.44543977074592220e+01  3.39531462840991782e-16  1.29214851116171573e-13  9.02387025086937022e-04  9.58387648131485016e-06 
 1.47910838816820203e+01  2.68096092201353109e-16  1.32224652357044970e-13  9.02387028138607050e-04  9.80711364219925923e-06 
 1.51356124843620261e+01  1.89227160416610696e-16  1.35304560715017593e-13  9.02387031334050960e-04  1.00355506645478244e-05 
 1.54881661891247564e+01  1.22365767692145244e-16  1.38456209481369985e-13  9.02387034680041111e-04  1.02693086686935283e-05 
 1.58489319246110760e+01  3.28581020898888188e-17  1.41681269852107078e-13  9.02387038183349866e-04  1.05085115962240940e-05 
 1.62181009735892374e+01 -5.05983601371828851e-17  1.44981451245595550e-13  9.02387041853081051e-04  1.07532862756979224e-05 
 1.65958690743755426e+01 -1.41915288114774496e-16  1.48358503737783547e-13  9.02387045694785783e-04  1.10037624898899354e-05 
 1.69824365246173770e+01 -2.28841197293799814e-16  1.51814218168079800e-13  9.02387049717456868e-04  1.12600730446068644e-05 
 1.73780082874936852e+01 -3.22407844779298847e-16  1.55350426562870104e-13  9.02387053930642224e-04  1.15223538390919877e-05 
 1.77827941003891574e+01 -4.21219320274196507e-16  1.58969003723704086e-13  9.02387058341003190e-04  1.17907439380967460e-05 
 1.81970085860997628e+01 -5.30567885632937664e-16  1.62671868709602871e-13  9.02387062959975061e-04  1.20653856456040574e-05 
 1.86208713666286023e+01 -6.47695601579262314e-16  1.66460984625300837e-13  9.02387067796883713e-04  1.23464245802822668e-05 
 1.90546071796323986e+01 -7.53134262853477621e-16  1.70338360315311517e-13  9.02387072860943995e-04  1.26340097526945097e-05 
 1.94984459975803794e+01 -8.70167111109709790e-16  1.74306051846235253e-13  9.02387078164368361e-04  1.29282936443055813e-05 
 1.99526231496887192e+01 -1.00134879771687779e-15  1.78366162612638313e-13  9.02387083717814953e-04  1.32294322883299356e-05 
 2.04173794466952145e+01 -1.13526131854599366e-15  1.82520845878151737e-13  9.02387089532719067e-04  1.35375853524623724e-05 
 2.08929613085403147e+01 -1.27563161856497631e-15  1.86772304457833978e-13  9.02387095621515201e-04  1.38529162235365632e-05 
 2.13796208950222386e+01 -1.41779085216856005e-15  1.91122792094599442e-13  9.02387101997081942e-04  1.41755920941532534e-05 
 2.18776162394954419e+01 -1.56690930846678511e-15  1.95574615682679977e-13  9.02387108673741167e-04  1.45057840513302683e-05 
 2.23872113856833082e+01 -1.73036633849613097e-15  2.00130135691141344e-13  9.02387115665148620e-04  1.48436671672136919e-05 
 2.29086765276776383e+01 -1.89786879788156337e-15  2.04791767540311756e-13  9.02387122985071066e-04  1.51894205919035000e-05 
 2.34422881531991258e+01 -2.06886780927326153e-15  2.09561982872331302e-13  9.02387130650716962e-04  1.55432276484417133e-05 
 2.39883291901948077e+01 -2.25037002921091300e-15  2.14443311139338720e-13  9.02387138678184542e-04  1.59052759300197906e-05 
 2.45470891568502019e+01 -2.43631070179217701e-15  2.19438340450504345e-13  9.02387147083238972e-04  1.62757573994168175e-05 
 2.51188643150956956e+01 -2.63496364484583356e-15  2.24549718630821294e-13  9.02387155884309955e-04  1.66548684908133441e-05 
 2.57039578276885301e+01 -2.85155335759054718e-15  2.29780157032753729e-13  9.02387165100382305e-04  1.70428102139303168e-05 
 2.63026799189537073e+01 -3.06993200391986187e-15  2.35132427571621539e-13  9.02387174750995946e-04  1.74397882606037969e-05 
 2.69153480392690412e+01 -3.30336073165599098e-15  2.40609369290105683e-13  9.02387184855801827e-04  1.78460131138480184e-05 
 2.75422870333815446e+01 -3.53856484044956510e-15  2.46213884970116403e-13  9.02387195437448497e-04  1.82617001594614994e-05 
 2.81838293126444164e+01 -3.79328458834787829e-15  2.51948947273782087e-13  9.02387206517252238e-04  1.86870698002084352e-05 
 2.88403150312659342e+01 -4.05095878716621449e-15  2.57817596625866904e-13  9.02387218119748979e-04  1.91223475727064433e-05 
 2.95120922666637284e+01 -4.32288346828915704e-15  2.63822944601902593e-13  9.02387230268919538e-04  1.95677642669915146e-05 
 3.01995172040200295e+01 -4.62265181645424295e-15  2.69968175834012594e-13  9.02387242990632110e-04  2.00235560488951993e-05 
 3.09029543251357701e+01 -4.91828664383672787e-15  2.76256547587395572e-13  9.02387256311643071e-04  2.04899645852437406e-05 
 3.16227766016836540e+01 -5.23668971684140838e-15  2.82691395266039579e-13  9.02387270260818219e-04  2.09672371720181777e-05 
 3.23593656929626832e+01 -5.56442370479304227e-15  2.89276129659864971e-13  9.02387284867356421e-04  2.14556268654620120e-05 
 3.31131121482589634e+01 -5.93603399941244891e-15  2.96014243085713277e-13  9.02387300161455741e-04  2.19553926162542007e-05 
 3.38844156139201047e+01 -6.29874705995389639e-15  3.02909307693281305e-13  9.02387316176977983e-04  2.24667994068102297e-05 
 3.46736850452530092e+01 -6.68498730763827931e-15  3.09964979488527642e-13  9.02387332947340859e-04  2.29901183917784553e-05 
 3.54813389233573844e+01 -7.07708902331766199e-15  3.17184999815980310e-13  9.02387350508071506e-04  2.35256270418109670e-05 
 3.63078054770099712e+01 -7.48439667446615386e-15  3.24573196205769714e-13  9.02387368896362396e-04  2.40736092906799902e-05 
 3.71535229097170827e+01 -7.91590236285180660e-15  3.32133486608793380e-13  9.02387388151293379e-04  2.46343556858264120e-05 
 3.80189396320559467e+01 -8.37992056388486839e-15  3.39869879820232424e-13  9.02387408314164752e-04  2.52081635424101134e-05 
 3.89045144994278829e+01 -8.86292585546358258e-15  3.47786476750100979e-13  9.02387429426498855e-04  2.57953371009498556e-05 
 3.98107170553495422e+01 -9.38374947407130677e-15  3.55887476564235058e-13  9.02387451533703810e-04  2.63961876886373601e-05 
 4.07380277804110875e+01 -9.89793235437255725e-15  3.64177173084402530e-13  9.02387474683741253e-04  2.70110338844053484e-05 
 4.16869383470333474e+01 -1.04562964732025920e-14  3.72659962835116118e-13  9.02387498924239750e-04  2.76402016878683205e-05 
 4.26579518801590680e+01 -1.10245336080658229e-14  3.81340342714292795e-13  9.02387524307712852e-04  2.82840246920732480e-05 
 4.36515832240163917e+01 -1.16371755981559133e-14  3.90222915287209704e-13  9.02387550887007173e-04  2.89428442605341349e-05 
 4.46683592150961033e+01 -1.22600429699852576e-14  3.99312391539361237e-13  9.02387578718966132e-04  2.96170097080760326e-05 
 4.57088189614872888e+01 -1.29320111477010391e-14  4.08613589605909613e-13  9.02387607862209506e-04  3.03068784861548270e-05 
 4.67735141287195972e+01 -1.36302237942545479e-14  4.18131441336190221e-13  9.02387638379353874e-04  3.10128163723259758e-05 
 4.78630092322636074e+01 -1.43663835168450493e-14  4.27870994623052222e-13  9.02387670334681147e-04  3.17351976642049776e-05 
 4.89778819368443834e+01 -1.51230820943405730e-14  4.37837411285276184e-13  9.02387703798024354e-04  3.24744053779685329e-05 
 5.01187233627269819e+01 -1.59171924230504247e-14  4.48035978079002395e-13  9.02387738836329945e-04  3.32308314511920065e-05 
 5.12861383991362345e+01 -1.67384281348631481e-14  4.58472101615533178e-13  9.02387775525870239e-04  3.40048769510598533e-05 
 5.24807460249770017e+01 -1.76253055119562907e-14  4.69151315137596473e-13  9.02387813944471873e-04  3.47969522867370659e-05 
 5.37031796370250092e+01 -1.85475956425082411e-14  4.80079281483961149e-13  9.02387854173181125e-04  3.56074774270477451e-05 
 5.49540873857621861e+01 -1.94963877399138841e-14  4.91261795630535845e-13  9.02387896298373349e-04  3.64368821231466584e-05 
 5.62341325190346311e+01 -2.05049329295506344e-14  5.02704785113885447e-13  9.02387940408866385e-04  3.72856061363743618e-05 
 5.75439937337154106e+01 -2.15633039852766717e-14  5.14414319772109980e-13  9.02387986598363057e-04  3.81540994714357686e-05 
 5.88843655355586080e+01 -2.26538419642076383e-14  5.26396605392097502e-13  9.02388034964562991e-04  3.90428226149922949e-05 
 6.02559586074354741e+01 -2.38089577350372728e-14  5.38657998532600683e-13  9.02388085610494883e-04  3.99522467797960607e-05 
 6.16595001861479091e+01 -2.50155798853235467e-14  5.51204997206874384e-13  9.02388138642629123e-04  4.08828541545836098e-05 
 6.30957344480190088e+01 -2.62840151119686505e-14  5.64044258246851078e-13  9.02388194174319480e-04  4.18351381596890202e-05 
 6.45654229034652190e+01 -2.76019373915241395e-14  5.77182586715229004e-13  9.02388252323027551e-04  4.28096037086947055e-05 
 6.60693448007592536e+01 -2.89882863806906199e-14  5.90626949034482856e-13  9.02388313212210136e-04  4.38067674761235810e-05 
 6.76082975391978209e+01 -3.04438887836246119e-14  6.04384475104446147e-13  9.02388376971319239e-04  4.48271581713966105e-05 
 6.91830970918932877e+01 -3.19598270374574223e-14  6.18462459149344158e-13  9.02388443736579227e-04  4.58713168192267389e-05 
 7.07945784384134242e+01 -3.35587677438575760e-14  6.32868365647024566e-13  9.02388513646990020e-04  4.69397970462057210e-05 
 7.24435960074986269e+01 -3.52191894897012359e-14  6.47609833987638659e-13  9.02388586852098662e-04  4.80331653747494229e-05 
 7.41310241300913617e+01 -3.69758883884616085e-14  6.62694680167707226e-13  9.02388663507225353e-04  4.91520015232097603e-05 
 7.58577575029179769e+01 -3.87986558571078166e-14  6.78130902295834715e-13  9.02388743774795721e-04  5.02968987133057410e-05 
 7.76247116628687621e+01 -4.07100839584090268e-14  6.93926686945456339e-13  9.02388827825895135e-04  5.14684639846720563e-05 
 7.94328234724277280e+01 -4.27167863256174007e-14  7.10090407460772181e-13  9.02388915840823813e-04  5.26673185168959122e-05 
 8.12830516164094945e+01 -4.48109838081453549e-14  7.26630637085757874e-13  9.02389008000548110e-04  5.38940979581392429e-05 
 8.31763771102666567e+01 -4.70104098877766052e-14  7.43556145576032817e-13  9.02389104504131012e-04  5.51494527632938062e-05 
 8.51138038202371945e+01 -4.93101721022078110e-14  7.60875906822156695e-13  9.02389205555409468e-04  5.64340485380184010e-05 
 8.70963589956076021e+01 -5.17194861699050989e-14  7.78599104778860112e-13  9.02389311368878566e-04  5.77485663920084861e-05 
 8.91250938133740789e+01 -5.42464632783713763e-14  7.96735138123725803e-13  9.02389422169025401e-04  5.90937033000153375e-05 
 9.12010839355904892e+01 -5.68881489766866200e-14  8.15293624068836893e-13  9.02389538192327478e-04  6.04701724714483462e-05 
 9.33254300796986058e+01 -5.96459391751479051e-14  8.34284400901875740e-13  9.02389659682256706e-04  6.18787037283926499e-05 
 9.54992586021430867e+01 -6.25484839161631612e-14  8.53717541538651092e-13  9.02389786898827317e-04  6.33200438927908880e-05 
 9.77237220955805412e+01 -6.55868724131272729e-14  8.73603350981999247e-13  9.02389920110269195e-04  6.47949571821957175e-05 
 9.99999999999994600e+01 -6.87690871045351648e-14  8.93952371403981729e-13  9.02390059599467165e-04  6.63042256151679537e-05 
 1.02329299228074859e+02 -7.20895646779892707e-14  9.14775394851379507e-13  9.02390205664516110e-04  6.78486494259050119e-05 
 1.04712854805089378e+02 -7.55695012859616821e-14  9.36083462398660041e-13  9.02390358611837584e-04  6.94290474880666225e-05 
 1.07151930523760043e+02 -7.92162898320160347e-14  9.57887874312372649e-13  9.02390518766615912e-04  7.10462577497241897e-05 
 1.09647819614317882e+02 -8.30325459538934496e-14  9.80200192592247353e-13  9.02390686469911607e-04  7.27011376771641646e-05 
 1.12201845430195704e+02 -8.70317882974321055e-14  1.00303224944152435e-12  9.02390862077218081e-04  7.43945647095637172e-05 
 1.14815362149687616e+02 -9.12183604475855225e-14  1.02639614980805285e-12  9.02391045961015159e-04  7.61274367243068491e-05 
 1.17489755493952273e+02 -9.56104431195335669e-14  1.05030428747791707e-12  9.02391238523536643e-04  7.79006725129912552e-05 
 1.20226443461740587e+02 -1.00189984347104355e-13  1.07476933745213974e-12  9.02391440147032320e-04  7.97152122686689015e-05 
 1.23026877081237430e+02 -1.05002195360890532e-13  1.09980427373437394e-12  9.02391651274481177e-04  8.15720180844428357e-05 
 1.25892541179415971e+02 -1.10042861324946561e-13  1.12542237526013379e-12  9.02391872351526736e-04  8.34720744631742094e-05 
 1.28824955169312631e+02 -1.15299473256707391e-13  1.15163722420272849e-12  9.02392103846350047e-04  8.54163888396681023e-05 
 1.31825673855639934e+02 -1.20821735049517903e-13  1.17846272291392135e-12  9.02392346251668087e-04  8.74059921152719424e-05 
 1.34896288259164550e+02 -1.26609599269533052e-13  1.20591309900612738e-12  9.02392600081514118e-04  8.94419392039288216e-05 
 1.38038426460287639e+02 -1.32664868402864594e-13  1.23400290789351221e-12  9.02392865872347905e-04  9.15253095915448259e-05 
 1.41253754462274571e+02 -1.39001759050499246e-13  1.26274704973265098e-12  9.02393144192159546e-04  9.36572079088094598e-05 
 1.44543977074591879e+02 -1.45626769649208343e-13  1.29216076349329776e-12  9.02393435627701912e-04  9.58387645161504459e-05 
 1.47910838816819847e+02 -1.52596739497884437e-13  1.32225965152234096e-12  9.02393740796703092e-04  9.80711361036404734e-05 
 1.51356124843619909e+02 -1.59859708207411161e-13  1.35305967530863864e-12  9.02394060350641958e-04  1.00355506304445808e-04 
 1.54881661891247205e+02 -1.67489720009905696e-13  1.38457716818851271e-12  9.02394394966532509e-04  1.02693086321829256e-04 
 1.58489319246110398e+02 -1.75459066763597460e-13  1.41682884889827608e-12  9.02394745348367167e-04  1.05085115570923858e-04 
 1.62181009735892019e+02 -1.83813942257297913e-13  1.44983181733906790e-12  9.02395112243326025e-04  1.07532862337541868e-04 
 1.65958690743755056e+02 -1.92567384022131194e-13  1.48360358252894089e-12  9.02395496430452582e-04  1.10037624449506132e-04 
