 time                   v(clk)                 v(xt.icmp)             v(xt.vth_soft)         v(xt.vth_hard)         v(cmp_soft)            v(cmp_hard)            v(isense)              v(xt.icmp_h)          
 3.201405641442049e-07  8.433848652291139e-01  9.845090289600252e-01  7.910491144894185e-01  9.980780106536528e-01  1.199960551254486e+00  1.199989882974146e+00  1.989989900760725e+00  9.884820253117529e-01 
 3.201702820721025e-07  1.021692432614761e+00  9.691207982242647e-01  7.789228046743846e-01  9.980247164618049e-01  1.199662517774516e+00  1.199998614426863e+00  1.989989969070909e+00  9.884326526567027e-01 
 3.202000000000001e-07  1.200000000000000e+00  9.613595949280450e-01  7.703257724122038e-01  9.979442552675510e-01  1.200149691726228e+00  1.199993935933110e+00  1.989989967720472e+00  9.883522942509710e-01 
 3.202038356249264e-07  1.200000000000000e+00  9.608884663709764e-01  7.697184946008492e-01  9.979333157474984e-01  1.200380342101043e+00  1.199995416530024e+00  1.989989957616852e+00  9.883418082080597e-01 
 3.202115068747789e-07  1.200000000000000e+00  9.600834087307981e-01  7.687770547894250e-01  9.979147682961160e-01  1.201069669951445e+00  1.199999229949868e+00  1.989989930707221e+00  9.883240299150733e-01 
 3.202268493744841e-07  1.200000000000000e+00  9.589313870463765e-01  7.677925821753311e-01  9.978899259725903e-01  1.202045602785896e+00  1.200003669635358e+00  1.989989827280890e+00  9.883011389896639e-01 
 3.202575343738944e-07  1.200000000000000e+00  9.578579152415834e-01  7.671045442669164e-01  9.978579979871570e-01  1.202111679997074e+00  1.200003591300019e+00  1.989989312653749e+00  9.882761922722230e-01 
 3.202918428094921e-07  1.200000000000000e+00  9.577619027645530e-01  7.670872789476436e-01  9.979213126420010e-01  1.203124617368452e+00  1.200013674695831e+00  1.989987999034584e+00  9.883616908839689e-01 
 3.203430818573056e-07  1.200000000000000e+00  9.578160458762750e-01  7.672260684650253e-01  9.988676440421129e-01  1.201909034545522e+00  1.200047298505487e+00  1.989983741009756e+00  9.894089908551178e-01 
 3.204176311538122e-07  1.200000000000000e+00  9.579940054760955e-01  7.674787857820045e-01  1.005955694457079e+00  1.199823215049005e+00  1.200127566126711e+00  1.989970734719380e+00  9.967353855143964e-01 
 3.204960432282268e-07  1.200000000000000e+00  9.582550411564748e-01  7.677996111590184e-01  1.020735688800021e+00  1.199972729178589e+00  1.195176796560556e+00  1.989946979516579e+00  1.011650018739180e+00 
 3.205658556126199e-07  1.200000000000000e+00  9.584361783271188e-01  7.680608302728000e-01  1.033947076332339e+00  1.199994812546733e+00  1.202282963584375e+00  1.989917639800491e+00  1.024152651239975e+00 
 3.206316437092075e-07  1.200000000000000e+00  9.585982512048562e-01  7.683004988812818e-01  1.040316452957847e+00  1.199976923901083e+00  1.200827784881046e+00  1.989885040357892e+00  1.030444584940954e+00 
 3.206999558308819e-07  1.200000000000000e+00  9.587536150406963e-01  7.685479982199152e-01  1.041791928585752e+00  1.199983849655699e+00  1.199159300107563e+00  1.989849296080328e+00  1.031977369150169e+00 
 3.207861691958786e-07  1.200000000000000e+00  9.589326187054451e-01  7.688475195133601e-01  1.041486891872348e+00  1.199982298077628e+00  1.200740115419923e+00  1.989806660219736e+00  1.031765483151549e+00 
 3.208824387651827e-07  1.200000000000000e+00  9.591194436900671e-01  7.691784560353924e-01  1.041336396644744e+00  1.199982772825254e+00  1.199348668448972e+00  1.989767810006929e+00  1.031741745161816e+00 
 3.210070853710467e-07  1.200000000000000e+00  9.593390274221368e-01  7.695896144240629e-01  1.040914675923436e+00  1.199984390122267e+00  1.200588017165921e+00  1.989735964367686e+00  1.031525133408489e+00 
 3.212563785827747e-07  1.200000000000000e+00  9.597369752017816e-01  7.703824467239563e-01  1.040070074183106e+00  1.199983675380883e+00  1.199440661890721e+00  1.989726246885531e+00  1.031164065695407e+00 
 3.216161728546076e-07  1.200000000000000e+00  9.602412793339332e-01  7.714487216058279e-01  1.038768385231217e+00  1.199986874412994e+00  1.200538866403438e+00  1.989782287118697e+00  1.030639024725739e+00 
 3.222748262200680e-07  1.200000000000000e+00  9.610749471835054e-01  7.732262471408566e-01  1.036506715244520e+00  1.199986493123306e+00  1.199470808268014e+00  1.989909290891013e+00  1.029816871649244e+00 
 3.232748262200680e-07  1.200000000000000e+00  9.622484790698330e-01  7.755713983755799e-01  1.033300755383377e+00  1.199990748977188e+00  1.200521585916065e+00  1.990009808008685e+00  1.028626397270394e+00 
 3.242748262200680e-07  1.200000000000000e+00  9.633776402937211e-01  7.775939011430615e-01  1.030397877291487e+00  1.199989828439294e+00  1.199484358724349e+00  1.990032135628124e+00  1.027487121822064e+00 
 3.252748262200680e-07  1.200000000000000e+00  9.644664826837546e-01  7.793574635124274e-01  1.027711131743782e+00  1.199993334202948e+00  1.200508214437312e+00  1.990038233185569e+00  1.026353965539655e+00 
 3.262748262200681e-07  1.200000000000000e+00  9.655206177772760e-01  7.809160660785510e-01  1.025246120315355e+00  1.199991671191937e+00  1.199497603526711e+00  1.990041061872505e+00  1.025270557102944e+00 
 3.272748262200681e-07  1.200000000000000e+00  9.665357740717976e-01  7.822937939130218e-01  1.022944080413476e+00  1.199994928251781e+00  1.200495144068787e+00  1.990041175745658e+00  1.024204065645004e+00 
 3.282748262200681e-07  1.200000000000000e+00  9.675186315538230e-01  7.835236290809182e-01  1.020822473451382e+00  1.199992827367049e+00  1.199510548406814e+00  1.990039701353929e+00  1.023186632875280e+00 
 3.292748262200681e-07  1.200000000000000e+00  9.684648829350725e-01  7.846172244619054e-01  1.018842916245831e+00  1.199996019837732e+00  1.200482369209003e+00  1.990037782950890e+00  1.022189168961417e+00 
 3.302748262200681e-07  1.200000000000000e+00  9.693811673250977e-01  7.855997172684063e-01  1.017026922249119e+00  1.199993611528542e+00  1.199523199035371e+00  1.990036203931681e+00  1.021237534989782e+00 
 3.312748262200682e-07  1.200000000000000e+00  9.702631382065451e-01  7.864776772192126e-01  1.015345560883851e+00  1.199996821099265e+00  1.200469884318705e+00  1.990035435823598e+00  1.020306992333028e+00 
 3.322748262200682e-07  1.200000000000000e+00  9.711173595367008e-01  7.872724514367315e-01  1.013816572464249e+00  1.199994171914864e+00  1.199535561008153e+00  1.990035661218810e+00  1.019418629893151e+00 
 3.332748262200682e-07  1.200000000000000e+00  9.719394538049914e-01  7.879876399630770e-01  1.012413945637362e+00  1.199997439112219e+00  1.200457683935217e+00  1.990036848544276e+00  1.018551676626017e+00 
 3.342748262200682e-07  1.200000000000000e+00  9.727358726361101e-01  7.886416859926282e-01  1.011149173532791e+00  1.199994587528385e+00  1.199547639833036e+00  1.990038829758669e+00  1.017723330798645e+00 
 3.352748262200683e-07  1.200000000000000e+00  9.735022152157357e-01  7.892356008110679e-01  1.009997321807818e+00  1.199997933808488e+00  1.200445762682855e+00  1.990041391839941e+00  1.016916259851115e+00 
 3.362748262200683e-07  1.200000000000000e+00  9.742447996716181e-01  7.897850865538816e-01  1.008964451275981e+00  1.199994904312845e+00  1.199559440923234e+00  1.990044333442861e+00  1.016144439030000e+00 
 3.372748262200683e-07  1.200000000000000e+00  9.749592155843211e-01  7.902887843929081e-01  1.008027220697733e+00  1.199998341374493e+00  1.200434115279015e+00  1.990047508159513e+00  1.015393469916119e+00 
 3.382748262200683e-07  1.200000000000000e+00  9.756516407292438e-01  7.907599531132101e-01  1.007188291203453e+00  1.199995150792321e+00  1.199570969593483e+00  1.990050833515770e+00  1.014674654967358e+00 
 3.392748262200683e-07  1.200000000000000e+00  9.763176722736460e-01  7.911953026822477e-01  1.006427018455268e+00  1.199998684965559e+00  1.200422736534750e+00  1.990054288980066e+00  1.013976082210700e+00 
 3.402748262200684e-07  1.200000000000000e+00  9.769633479524150e-01  7.916061644807187e-01  1.005744545684445e+00  1.199995345601657e+00  1.199582231060896e+00  1.990057893848945e+00  1.013306843888734e+00 
 3.412748262200684e-07  1.200000000000000e+00  9.775842877795889e-01  7.919878970446087e-01  1.005123642185242e+00  1.199998980098016e+00  1.200411621354911e+00  1.990061685651997e+00  1.012657122298312e+00 
 3.422748262200684e-07  1.200000000000000e+00  9.781863906753808e-01  7.923504796690148e-01  1.004565098363775e+00  1.199995501421340e+00  1.199593230444401e+00  1.990065693464972e+00  1.012034187763366e+00 
 3.432748262200684e-07  1.200000000000000e+00  9.787653097910838e-01  7.926884681607911e-01  1.004055169625121e+00  1.199999237564411e+00  1.200400764736740e+00  1.990069920915185e+00  1.011429973751327e+00 
 3.442748262200685e-07  1.200000000000000e+00  9.793268048220913e-01  7.930109718145320e-01  1.003594749459827e+00  1.199995627175827e+00  1.199603972768631e+00  1.990074332572485e+00  1.010850253569849e+00 
