 frequency                ir                       ii                       vr                       vi                      
 1.00000000000000000e+00 -9.99999999982775556e-01  8.55613369868044038e-11  8.63725499171061273e+00  4.59706359048321200e-03 
 1.02329299228075410e+00 -9.99999999982777776e-01  8.75543166071156287e-11  8.63725499177330569e+00  4.70414295721046684e-03 
 1.04712854805089939e+00 -9.99999999982780330e-01  8.95937185660562740e-11  8.63725499184297263e+00  4.81371652280032734e-03 
 1.07151930523760619e+00 -9.99999999982782994e-01  9.16806244095035028e-11  8.63725499191413881e+00  4.92584238460763279e-03 
 1.09647819614318465e+00 -9.99999999982785659e-01  9.38161404031440105e-11  8.63725499198679536e+00  5.04057999324850244e-03 
 1.12201845430196312e+00 -9.99999999982788657e-01  9.60013991045671755e-11  8.63725499206637437e+00  5.15799018412175028e-03 
 1.14815362149688238e+00 -9.99999999982791765e-01  9.82375589295841900e-11  8.63725499214923076e+00  5.27813520966469597e-03 
 1.17489755493952908e+00 -9.99999999982794652e-01  1.00525805670111101e-10  8.63725499223898474e+00  5.40107877236016293e-03 
 1.20226443461741250e+00 -9.99999999982797982e-01  1.02867352439958704e-10  8.63725499232469929e+00  5.52688605851248821e-03 
 1.23026877081238117e+00 -9.99999999982801757e-01  1.05263440867454927e-10  8.63725499241908246e+00  5.65562377281001241e-03 
 1.25892541179416684e+00 -9.99999999982805310e-01  1.07715341420705490e-10  8.63725499251485829e+00  5.78736017369289694e-03 
 1.28824955169313360e+00 -9.99999999982809196e-01  1.10224354003905095e-10  8.63725499261744289e+00  5.92216510954464686e-03 
 1.31825673855640679e+00 -9.99999999982812637e-01  1.12791809095749707e-10  8.63725499272501729e+00  6.06011005572660959e-03 
 1.34896288259165331e+00 -9.99999999982816523e-01  1.15419067749436555e-10  8.63725499284117859e+00  6.20126815247513605e-03 
 1.38038426460288455e+00 -9.99999999982820631e-01  1.18107523273177500e-10  8.63725499295499333e+00  6.34571424368159977e-03 
