calibration_a_K_s,calibration_b_s,frequency_Hz,group,inferred_temperature_C,residual_C,role,seed,source_run,status,temperature_C
0.0001936716703268648,9.595534791665983e-09,1187809.804924511,nominal_and_between_knots,-40.452683757311064,-0.45268375731106403,independent,0,nominal_calibration.csv,passed,-40.0
0.0001936716703268648,9.595534791665983e-09,1289511.228499616,nominal_and_between_knots,-20.279298235495332,-0.2792982354953324,independent,0,nominal_calibration.csv,passed,-20.0
0.0001936716703268648,9.595534791665983e-09,1390896.029130926,nominal_and_between_knots,-0.12899767366712922,-0.12899767366712922,independent,0,nominal_calibration.csv,passed,0.0
0.0001936716703268648,9.595534791665983e-09,1517051.277091691,nominal_and_between_knots,25.0,0.0,calibration,0,nominal_calibration.csv,passed,25.0
0.0001936716703268648,9.595534791665983e-09,1642631.882293927,nominal_and_between_knots,50.075925228569474,0.07592522856947426,independent,0,nominal_calibration.csv,passed,50.0
0.0001936716703268648,9.595534791665983e-09,1767812.227404736,nominal_and_between_knots,75.13310941933031,0.13310941933031017,independent,0,nominal_calibration.csv,passed,75.0
0.0001936716703268648,9.595534791665983e-09,1891740.201170018,nominal_and_between_knots,100.00000000000006,5.684341886080802e-14,calibration,0,nominal_calibration.csv,passed,100.0
0.0001936716703268648,9.595534791665983e-09,2014910.843973111,nominal_and_between_knots,124.77468307137644,-0.22531692862355612,independent,0,nominal_calibration.csv,passed,125.0
0.0001936716703268648,9.595534791665983e-09,1340146.751094795,nominal_and_between_knots,-10.220417038858045,-0.2204170388580451,independent,0,t2f_interpolation_probe_20260921_01,passed,-10.0
0.0001936716703268648,9.595534791665983e-09,1454256.586305356,nominal_and_between_knots,12.484146625968606,-0.015853374031394196,independent,0,t2f_interpolation_probe_20260921_01,passed,12.5
0.0001936716703268648,9.595534791665983e-09,1705227.90903888,nominal_and_between_knots,62.598039481904095,0.09803948190409528,independent,0,t2f_interpolation_probe_20260921_01,passed,62.5
0.0001936716703268648,9.595534791665983e-09,1953375.371599143,nominal_and_between_knots,112.38990817541355,-0.11009182458644773,independent,0,t2f_interpolation_probe_20260921_01,passed,112.5
0.00019055691034577333,1.8489928458332392e-08,1195417.427064221,smoke20_eight_temperatures,-40.20614800466083,-0.20614800466083238,independent,51001,t2f_mc_s51001_20260921_01,passed,-40.0
0.00019055691034577333,1.8489928458332392e-08,1520632.849376088,smoke20_eight_temperatures,25.0,0.0,calibration,51001,t2f_mc_s51001_20260921_01,passed,25.0
0.00019055691034577333,1.8489928458332392e-08,1889784.016584744,smoke20_eight_temperatures,100.00000000000006,5.684341886080802e-14,calibration,51001,t2f_mc_s51001_20260921_01,passed,100.0
0.00019055691034577333,1.8489928458332392e-08,2011243.85879258,smoke20_eight_temperatures,124.90934926371852,-0.09065073628147502,independent,51001,t2f_mc_s51001_20260921_01,passed,125.0
0.00019055691034577333,1.8489928458332392e-08,1295910.777838856,smoke20_eight_temperatures,-20.142866887234703,-0.1428668872347032,independent,51001,t2f_mc20_mid_a_20260921_01_s51001,passed,-20.0
0.00019055691034577333,1.8489928458332392e-08,1396033.380554162,smoke20_eight_temperatures,-0.07749250659719564,-0.07749250659719564,independent,51001,t2f_mc20_mid_a_20260921_01_s51001,passed,0.0
0.00019055691034577333,1.8489928458332392e-08,1644493.075759124,smoke20_eight_temperatures,50.04682297172798,0.04682297172797689,independent,51001,t2f_mc20_mid_a_20260921_01_s51001,passed,50.0
0.00019055691034577333,1.8489928458332392e-08,1767781.171672102,smoke20_eight_temperatures,75.09572948460283,0.0957294846028276,independent,51001,t2f_mc20_mid_a_20260921_01_s51001,passed,75.0
0.0001871314716917248,2.152709350000074e-08,1211583.342546415,smoke20_eight_temperatures,-40.35284129163966,-0.35284129163966327,independent,51002,t2f_mc_s51002_20260921_01,passed,-40.0
0.0001871314716917248,2.152709350000074e-08,1540430.623529731,smoke20_eight_temperatures,25.0,0.0,calibration,51002,t2f_mc_s51002_20260921_01,passed,25.0
0.0001871314716917248,2.152709350000074e-08,1911978.713940977,smoke20_eight_temperatures,100.0,0.0,calibration,51002,t2f_mc_s51002_20260921_01,passed,100.0
0.0001871314716917248,2.152709350000074e-08,2033953.807892045,smoke20_eight_temperatures,124.89522489215085,-0.10477510784915012,independent,51002,t2f_mc_s51002_20260921_01,passed,125.0
0.0001871314716917248,2.152709350000074e-08,1313350.918007666,smoke20_eight_temperatures,-20.22999669577277,-0.22999669577276904,independent,51002,t2f_mc20_mid_a_20260921_01_s51002,passed,-20.0
0.0001871314716917248,2.152709350000074e-08,1414606.358814726,smoke20_eight_temperatures,-0.11816558220158413,-0.11816558220158413,independent,51002,t2f_mc20_mid_a_20260921_01_s51002,passed,0.0
0.0001871314716917248,2.152709350000074e-08,1665281.360734705,smoke20_eight_temperatures,50.063318624226156,0.06331862422615586,independent,51002,t2f_mc20_mid_a_20260921_01_s51002,passed,50.0
0.0001871314716917248,2.152709350000074e-08,1789166.218350069,smoke20_eight_temperatures,75.07123957179061,0.07123957179061335,independent,51002,t2f_mc20_mid_a_20260921_01_s51002,passed,75.0
0.0001922709740000894,1.2259805791667234e-08,1193067.11681089,smoke20_eight_temperatures,-40.3527513228851,-0.3527513228850978,independent,51003,t2f_mc20_20260921_01_s51003,passed,-40.0
0.0001922709740000894,1.2259805791667234e-08,1521746.180916409,smoke20_eight_temperatures,25.0,0.0,calibration,51003,t2f_mc20_20260921_01_s51003,passed,25.0
0.0001922709740000894,1.2259805791667234e-08,1895647.002093505,smoke20_eight_temperatures,100.00000000000006,5.684341886080802e-14,calibration,51003,t2f_mc20_20260921_01_s51003,passed,100.0
0.0001922709740000894,1.2259805791667234e-08,2018933.813671336,smoke20_eight_temperatures,124.88441370712485,-0.11558629287515032,independent,51003,t2f_mc20_20260921_01_s51003,passed,125.0
0.0001922709740000894,1.2259805791667234e-08,1294565.93810923,smoke20_eight_temperatures,-20.22839526623551,-0.2283952662355091,independent,51003,t2f_mc20_mid_a_20260921_01_s51003,passed,-20.0
0.0001922709740000894,1.2259805791667234e-08,1395806.491320221,smoke20_eight_temperatures,-0.10448512707318969,-0.10448512707318969,independent,51003,t2f_mc20_mid_a_20260921_01_s51003,passed,0.0
0.0001922709740000894,1.2259805791667234e-08,1647285.494858461,smoke20_eight_temperatures,50.10341872613856,0.10341872613855685,independent,51003,t2f_mc20_mid_a_20260921_01_s51003,passed,50.0
0.0001922709740000894,1.2259805791667234e-08,1771882.723955179,smoke20_eight_temperatures,75.0965555111897,0.09655551118970607,independent,51003,t2f_mc20_mid_a_20260921_01_s51003,passed,75.0
0.000185502981423006,1.857188912500079e-08,1226521.409736112,smoke20_eight_temperatures,-40.323099748720466,-0.3230997487204661,independent,51004,t2f_mc20_20260921_01_s51004,passed,-40.0
0.000185502981423006,1.857188912500079e-08,1560666.369424751,smoke20_eight_temperatures,25.0,0.0,calibration,51004,t2f_mc20_20260921_01_s51004,passed,25.0
0.000185502981423006,1.857188912500079e-08,1939115.646918066,smoke20_eight_temperatures,100.0,0.0,calibration,51004,t2f_mc20_20260921_01_s51004,passed,100.0
0.000185502981423006,1.857188912500079e-08,2063403.488622071,smoke20_eight_temperatures,124.87014887170955,-0.1298511282904542,independent,51004,t2f_mc20_20260921_01_s51004,passed,125.0
0.000185502981423006,1.857188912500079e-08,1329827.354332582,smoke20_eight_temperatures,-20.216253519976874,-0.21625351997687403,independent,51004,t2f_mc20_mid_a_20260921_01_s51004,passed,-20.0
0.000185502981423006,1.857188912500079e-08,1432716.841246198,smoke20_eight_temperatures,-0.11168027039570916,-0.11168027039570916,independent,51004,t2f_mc20_mid_a_20260921_01_s51004,passed,0.0
0.000185502981423006,1.857188912500079e-08,1687857.008129985,smoke20_eight_temperatures,50.084850932016195,0.0848509320161952,independent,51004,t2f_mc20_mid_a_20260921_01_s51004,passed,50.0
0.000185502981423006,1.857188912500079e-08,1813870.166347765,smoke20_eight_temperatures,75.05841926518912,0.05841926518911578,independent,51004,t2f_mc20_mid_a_20260921_01_s51004,passed,75.0
0.0001998966473899205,2.816984416667881e-09,1159213.143506385,smoke20_eight_temperatures,-40.66801247582035,-0.6680124758203476,independent,51005,t2f_mc20_20260921_01_s51005,passed,-40.0
0.0001998966473899205,2.816984416667881e-09,1485280.223178206,smoke20_eight_temperatures,25.0,0.0,calibration,51005,t2f_mc20_20260921_01_s51005,passed,25.0
0.0001998966473899205,2.816984416667881e-09,1856949.866995965,smoke20_eight_temperatures,100.00000000000006,5.684341886080802e-14,calibration,51005,t2f_mc20_20260921_01_s51005,passed,100.0
0.0001998966473899205,2.816984416667881e-09,1979541.929048763,smoke20_eight_temperatures,124.7727470248393,-0.22725297516069531,independent,51005,t2f_mc20_20260921_01_s51005,passed,125.0
0.0001998966473899205,2.816984416667881e-09,1259739.75666237,smoke20_eight_temperatures,-20.435446195282196,-0.4354461952821964,independent,51005,t2f_mc20_mid_a_20260921_01_s51005,passed,-20.0
0.0001998966473899205,2.816984416667881e-09,1360230.763148968,smoke20_eight_temperatures,-0.19854935927884299,-0.19854935927884299,independent,51005,t2f_mc20_mid_a_20260921_01_s51005,passed,0.0
