attempted_temperatures,calibration_status,cold_residual_C,completed_temperatures,failed_temperatures,fingerprints_status,frequency25_Hz,hbt_vce_max_V,hot_residual_C,image_id,maximum_abs_residual_C,not_completed_temperatures,run_id,seed,slope_Hz_C
4,passed,-0.4466915795463393,4,0,passed,1481692.485466912,1.0671595153626143,-0.1599789213132965,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,0.4466915795463393,0,t2f_mc100_20260921_01_s51047,51047,4976.6619793850805
4,passed,-0.9995576878280445,4,0,passed,1516022.510281238,1.074962230436812,-0.33969108700215145,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,0.9995576878280445,0,t2f_mc100_20260921_01_s51048,51048,4963.140923733919
4,passed,-0.6514826346379863,4,0,passed,1471867.461278847,1.0654851806675663,-0.2041848493535241,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,0.6514826346379863,0,t2f_mc100_20260921_01_s51049,51049,4898.755344001067
4,passed,-0.5456684021474842,4,0,passed,1476649.419709079,1.0664558916304245,-0.17624343747731075,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,0.5456684021474842,0,t2f_mc100_20260921_01_s51050,51050,4922.848426925161
4,passed,-0.9573383159089701,4,0,passed,1512787.784238642,1.0804313602638478,-0.3349105880633374,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,0.9573383159089701,0,t2f_mc100_20260921_01_s51051,51051,4987.170953886133
4,passed,-0.8247004773846385,4,0,passed,1518731.896834441,1.0712582625801135,-0.28392594834868135,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,0.8247004773846385,0,t2f_mc100_20260921_01_s51052,51052,4988.567082364745
4,passed,-1.4460631317797947,4,0,passed,1577615.217676389,1.0944458246965079,-0.4329062508694079,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,1.4460631317797947,0,t2f_mc100_20260921_01_s51053,51053,5051.728970865638
4,passed,-1.2213214755098818,4,0,passed,1517199.734793486,1.0856492785248668,-0.3886144722141154,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,1.2213214755098818,0,t2f_mc100_20260921_01_s51054,51054,4995.068817618731
4,passed,-0.27814175128322915,4,0,passed,1490061.614979068,1.066176545246436,-0.1397647901977166,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,0.27814175128322915,0,t2f_mc100_20260921_01_s51055,51055,4957.288634262812
4,passed,-1.2063522014338446,4,0,passed,1538724.453207053,1.08548633108852,-0.34877198431543377,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,1.2063522014338446,0,t2f_mc100_20260921_01_s51056,51056,5006.750467406828
4,passed,-1.8599460559364758,4,0,passed,1568694.197380555,1.086681384783593,-0.5768381692935378,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,1.8599460559364758,0,t2f_mc100_20260921_01_s51057,51057,5003.654347803174
4,passed,-0.7490503191742448,4,0,passed,1483116.342598021,1.0730440643519357,-0.28929562292282185,sha256:ab853b72c0b95f467d562afc77b09cfb7093a87910e26bf671ad46566dadd82e,0.7490503191742448,0,t2f_mc100_20260921_01_s51058,51058,4956.450056180826
