candidate_residual_C,candidate_status,fingerprints_status,frequency_Hz,linear_residual_C,linear_status,run_id,seed,simulation_status,temperature_C
0.045086341180880396,passed,passed,1272318.858373735,-0.5000429354096028,passed,t2f_mc20_mid_a_20260921_01_s51006,51006,passed,-20
0.011043162722503507,passed,passed,1372439.157198838,-0.24084255099508312,passed,t2f_mc20_mid_a_20260921_01_s51006,51006,passed,0
-0.025560117030863694,passed,passed,1621277.647850388,0.11127290035261694,passed,t2f_mc20_mid_a_20260921_01_s51006,51006,passed,50
-0.09183671067354737,passed,passed,1744779.91836829,0.10178207495181368,passed,t2f_mc20_mid_a_20260921_01_s51006,51006,passed,75
-0.11058741967483954,passed,passed,1294214.408618432,-0.6583539372742564,passed,t2f_mc20_mid_a_20260921_01_s51007,51007,passed,-20
-0.053010213969542974,passed,passed,1395060.457124691,-0.3057859470660027,passed,t2f_mc20_mid_a_20260921_01_s51007,51007,passed,0
0.0535692754369137,passed,passed,1645268.070210581,0.1906641610633173,passed,t2f_mc20_mid_a_20260921_01_s51007,51007,passed,50
-0.019251124336733483,passed,passed,1769062.002416759,0.17453273420920823,passed,t2f_mc20_mid_a_20260921_01_s51007,51007,passed,75
-0.2680726852793427,passed,passed,1317651.197798468,-0.8186516670191324,passed,t2f_mc20_mid_a_20260921_01_s51008,51008,passed,-20
-0.16107256513333823,passed,passed,1422061.181693736,-0.41543570474940594,passed,t2f_mc20_mid_a_20260921_01_s51008,51008,passed,0
0.027303164560478876,passed,passed,1680894.563682318,0.164338316238954,passed,t2f_mc20_mid_a_20260921_01_s51008,51008,passed,50
0.05026120181145188,passed,passed,1809233.922864669,0.24369916053734642,passed,t2f_mc20_mid_a_20260921_01_s51008,51008,passed,75
0.7864048123999865,passed,passed,1202953.702447146,0.2521653023345536,passed,t2f_mc20_mid_a_20260921_01_s51009,51009,passed,-20
0.3623099345507832,passed,passed,1301640.449323029,0.11396494812739277,passed,t2f_mc20_mid_a_20260921_01_s51009,51009,passed,0
-0.19046406742921818,passed,passed,1549236.778183958,-0.054534545988673244,passed,t2f_mc20_mid_a_20260921_01_s51009,51009,passed,50
-0.24428097840544183,passed,passed,1673471.069764289,-0.05100887897177131,passed,t2f_mc20_mid_a_20260921_01_s51009,51009,passed,75
-1.045282497903969,passed,passed,1409549.805649511,-1.609741347828006,passed,t2f_mc20_mid_a_20260921_01_s51010,51010,passed,-20
-0.496272542476877,passed,passed,1515434.798133667,-0.7555596785050014,passed,t2f_mc20_mid_a_20260921_01_s51010,51010,passed,0
0.27424603810160164,passed,passed,1775232.094953614,0.4118427831129523,passed,t2f_mc20_mid_a_20260921_01_s51010,51010,passed,50
0.20108615307897537,passed,passed,1902073.188447663,0.3933547500358259,passed,t2f_mc20_mid_a_20260921_01_s51010,51010,passed,75
0.55188311453335,passed,passed,1223004.375986095,0.014198544572636251,passed,t2f_mc20_mid_b_20260921_01_s51011,51011,passed,-20
0.25264364201041495,passed,passed,1320802.767411998,0.0031932323976064936,passed,t2f_mc20_mid_b_20260921_01_s51011,51011,passed,0
-0.1078623830242833,passed,passed,1565557.270384363,0.0285197066328422,passed,t2f_mc20_mid_b_20260921_01_s51011,51011,passed,50
-0.17482259600630812,passed,passed,1687824.068814274,0.018607464513294758,passed,t2f_mc20_mid_b_20260921_01_s51011,51011,passed,75
-0.007300916641828081,passed,passed,1293016.74788024,-0.553222883356753,passed,t2f_mc20_mid_b_20260921_01_s51012,51012,passed,-20
-0.03501753229590321,passed,passed,1393923.955175587,-0.2875289577969191,passed,t2f_mc20_mid_b_20260921_01_s51012,51012,passed,0
0.011552059798489722,passed,passed,1645055.943725926,0.14855139057922884,passed,t2f_mc20_mid_b_20260921_01_s51012,51012,passed,50
-0.052272998227891776,passed,passed,1769500.839296367,0.14143576252740786,passed,t2f_mc20_mid_b_20260921_01_s51012,51012,passed,75
-0.600614499254938,passed,passed,1379169.812179483,-1.1571322075377495,passed,t2f_mc20_mid_b_20260921_01_s51013,51013,passed,-20
-0.26817691994524395,passed,passed,1484547.759896297,-0.5241133933753233,passed,t2f_mc20_mid_b_20260921_01_s51013,51013,passed,0
0.14707084381503677,passed,passed,1744039.336807241,0.2843783691368529,passed,t2f_mc20_mid_b_20260921_01_s51013,51013,passed,50
0.07370254124384701,passed,passed,1871631.574939368,0.2669587567905296,passed,t2f_mc20_mid_b_20260921_01_s51013,51013,passed,75
0.40182715191961904,passed,passed,1252701.136826281,-0.13806169928052725,passed,t2f_mc20_mid_b_20260921_01_s51014,51014,passed,-20
0.16376650174523452,passed,passed,1353488.697481149,-0.08657977887390089,passed,t2f_mc20_mid_b_20260921_01_s51014,51014,passed,0
-0.12400495329584516,passed,passed,1605307.628612481,0.012288692471891238,passed,t2f_mc20_mid_b_20260921_01_s51014,51014,passed,50
-0.12013231156171855,passed,passed,1731275.899481688,0.0734221246836455,passed,t2f_mc20_mid_b_20260921_01_s51014,51014,passed,75
0.3629092910664795,passed,passed,1242390.744934384,-0.17755125291456864,passed,t2f_mc20_mid_b_20260921_01_s51015,51015,passed,-20
0.19274914899980458,passed,passed,1340879.243013327,-0.05730498998105915,passed,t2f_mc20_mid_b_20260921_01_s51015,51015,passed,0
-0.09412095697550171,passed,passed,1586116.720346804,0.042336420888219095,passed,t2f_mc20_mid_b_20260921_01_s51015,51015,passed,50
-0.14898622975580622,passed,passed,1708502.190299808,0.04450258739372259,passed,t2f_mc20_mid_b_20260921_01_s51015,51015,passed,75
-0.24821499061965469,passed,passed,1291888.474497718,-0.7984393420140137,passed,t2f_mc20_mid_b_20260921_01_s51016,51016,passed,-20
-0.12284426157915007,passed,passed,1393381.698192653,-0.3766458378233146,passed,t2f_mc20_mid_b_20260921_01_s51016,51016,passed,0
0.05220827116727378,passed,passed,1644686.798181305,0.18930006162064217,passed,t2f_mc20_mid_b_20260921_01_s51016,51016,passed,50
0.025917241688205195,passed,passed,1769083.322939968,0.21954394170680303,passed,t2f_mc20_mid_b_20260921_01_s51016,51016,passed,75
0.24841315678204623,passed,passed,1259197.453650909,-0.2937293042411184,passed,t2f_mc20_mid_b_20260921_01_s51017,51017,passed,-20
0.09901425180105575,passed,passed,1360127.158288028,-0.15198472379843508,passed,t2f_mc20_mid_b_20260921_01_s51017,51017,passed,0
-0.05528641280326951,passed,passed,1611845.127472771,0.08138373651329545,passed,t2f_mc20_mid_b_20260921_01_s51017,51017,passed,50
-0.09812004589231549,passed,passed,1737190.069005532,0.09548445027769503,passed,t2f_mc20_mid_b_20260921_01_s51017,51017,passed,75
-0.33762619257547044,passed,passed,1358755.305408703,-0.8894473015984445,passed,t2f_mc20_mid_b_20260921_01_s51018,51018,passed,-20
-0.17949389546496874,passed,passed,1462336.651283799,-0.43412763940857246,passed,t2f_mc20_mid_b_20260921_01_s51018,51018,passed,0
0.08516035135109945,passed,passed,1718850.059230499,0.22232708087142328,passed,t2f_mc20_mid_b_20260921_01_s51018,51018,passed,50
0.07621886167218861,passed,passed,1845683.338878073,0.26945556792095715,passed,t2f_mc20_mid_b_20260921_01_s51018,51018,passed,75
-0.09609254433056691,passed,passed,1286710.969733743,-0.6436002039538522,passed,t2f_mc20_mid_b_20260921_01_s51019,51019,passed,-20
-0.056896682623168715,passed,passed,1388222.734784905,-0.309729506886093,passed,t2f_mc20_mid_b_20260921_01_s51019,51019,passed,0
-0.001901755079146028,passed,passed,1640055.737294232,0.13506088463289245,passed,t2f_mc20_mid_b_20260921_01_s51019,51019,passed,50
-0.03681693518569773,passed,passed,1764971.147134172,0.1569269754884175,passed,t2f_mc20_mid_b_20260921_01_s51019,51019,passed,75
-0.34305028884020317,passed,passed,1327823.088818584,-0.8949682645521335,passed,t2f_mc20_mid_b_20260921_01_s51020,51020,passed,-20
-0.17948091264101507,passed,passed,1431204.077357296,-0.43411446587046854,passed,t2f_mc20_mid_b_20260921_01_s51020,51020,passed,0
0.09454690544555433,passed,passed,1687199.533489329,0.23173498170945095,passed,t2f_mc20_mid_b_20260921_01_s51020,51020,passed,50
0.029632648818918028,passed,passed,1813472.1485814,0.22323054289381616,passed,t2f_mc20_mid_b_20260921_01_s51020,51020,passed,75
