Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L134_1;CTX_L50_0;0.016;
C2;CTX_L134_1;CTX_L8_0;0.003;
C3;CTX_L134_1;CTX_L8_1;0.003;
C4;CTX_L134_1;CTX_L8_2;0.006;
C5;CTX_L134_1;FILL_L10_10;0.005;
C6;CTX_L134_1;FILL_L10_6;0.002;
C7;CTX_L134_1;FILL_L10_7;0.004;
C8;CTX_L134_1;FILL_L10_8;0.005;
C9;CTX_L134_1;FILL_L10_9;0.006;
C10;CTX_L134_1;FILL_L8_3;0.002;
C11;CTX_L134_1;FILL_L8_4;0.005;
C12;CTX_L134_1;FILL_L8_5;0.004;
C13;CTX_L134_1;P,PSEG_L134_0;0.607;
C14;CTX_L134_1;VSUBS;0.586;
C15;CTX_L50_0;CTX_L8_0;0.009;
C16;CTX_L50_0;CTX_L8_1;0.003;
C17;CTX_L50_0;FILL_L10_1;0.0;
C18;CTX_L50_0;FILL_L10_3;0.0;
C19;CTX_L50_0;FILL_L10_5;0.0;
C20;CTX_L50_0;FILL_L10_7;0.0;
C21;CTX_L50_0;FILL_L10_9;0.0;
C22;CTX_L50_0;FILL_L8_1;0.002;
C23;CTX_L50_0;FILL_L8_2;0.002;
C24;CTX_L50_0;FILL_L8_3;0.002;
C25;CTX_L50_0;FILL_L8_4;0.002;
C26;CTX_L50_0;FILL_L8_5;0.001;
C27;CTX_L50_0;P,PSEG_L134_0;0.092;
C28;CTX_L50_0;VSUBS;0.711;
C29;CTX_L8_0;CTX_L8_1;0.01;
C30;CTX_L8_0;P,PSEG_L134_0;0.007;
C31;CTX_L8_0;VSUBS;0.184;
C32;CTX_L8_1;CTX_L8_2;0.001;
C33;CTX_L8_1;P,PSEG_L134_0;0.011;
C34;CTX_L8_1;VSUBS;0.183;
C35;CTX_L8_2;FILL_L10_0;0.013;
C36;CTX_L8_2;FILL_L10_1;0.004;
C37;CTX_L8_2;FILL_L10_10;0.028;
C38;CTX_L8_2;FILL_L10_2;0.058;
C39;CTX_L8_2;FILL_L10_3;0.006;
C40;CTX_L8_2;FILL_L10_4;0.058;
C41;CTX_L8_2;FILL_L10_5;0.006;
C42;CTX_L8_2;FILL_L10_6;0.058;
C43;CTX_L8_2;FILL_L10_7;0.006;
C44;CTX_L8_2;FILL_L10_8;0.058;
C45;CTX_L8_2;FILL_L10_9;0.006;
C46;CTX_L8_2;FILL_L8_0;0.001;
C47;CTX_L8_2;FILL_L8_1;0.013;
C48;CTX_L8_2;FILL_L8_2;0.013;
C49;CTX_L8_2;FILL_L8_3;0.013;
C50;CTX_L8_2;FILL_L8_4;0.013;
C51;CTX_L8_2;FILL_L8_5;0.006;
C52;CTX_L8_2;P,PSEG_L134_0;0.029;
C53;CTX_L8_2;VSUBS;1.049;
C54;FILL_L10_0;FILL_L10_1;0.004;
C55;FILL_L10_0;FILL_L10_2;0.028;
C56;FILL_L10_0;FILL_L8_0;0.0;
C57;FILL_L10_0;P,PSEG_L134_0;0.0;
C58;FILL_L10_0;VSUBS;0.047;
C59;FILL_L10_1;FILL_L10_3;0.028;
C60;FILL_L10_1;FILL_L8_0;0.002;
C61;FILL_L10_1;P,PSEG_L134_0;0.002;
C62;FILL_L10_1;VSUBS;0.093;
C63;FILL_L10_10;FILL_L10_8;0.028;
C64;FILL_L10_10;FILL_L8_5;0.004;
C65;FILL_L10_10;P,PSEG_L134_0;0.004;
C66;FILL_L10_10;VSUBS;0.079;
C67;FILL_L10_2;FILL_L10_3;0.044;
C68;FILL_L10_2;FILL_L10_4;0.028;
C69;FILL_L10_2;FILL_L8_1;0.006;
C70;FILL_L10_2;P,PSEG_L134_0;0.004;
C71;FILL_L10_2;VSUBS;0.084;
C72;FILL_L10_3;FILL_L10_5;0.028;
C73;FILL_L10_3;FILL_L8_1;0.025;
C74;FILL_L10_3;P,PSEG_L134_0;0.005;
C75;FILL_L10_3;VSUBS;0.095;
C76;FILL_L10_4;FILL_L10_5;0.044;
C77;FILL_L10_4;FILL_L10_6;0.028;
C78;FILL_L10_4;FILL_L8_2;0.006;
C79;FILL_L10_4;P,PSEG_L134_0;0.012;
C80;FILL_L10_4;VSUBS;0.084;
C81;FILL_L10_5;FILL_L10_7;0.028;
C82;FILL_L10_5;FILL_L8_2;0.025;
C83;FILL_L10_5;P,PSEG_L134_0;0.02;
C84;FILL_L10_5;VSUBS;0.095;
C85;FILL_L10_6;FILL_L10_7;0.044;
C86;FILL_L10_6;FILL_L10_8;0.028;
C87;FILL_L10_6;FILL_L8_3;0.006;
C88;FILL_L10_6;P,PSEG_L134_0;0.015;
C89;FILL_L10_6;VSUBS;0.084;
C90;FILL_L10_7;FILL_L10_9;0.028;
C91;FILL_L10_7;FILL_L8_3;0.025;
C92;FILL_L10_7;P,PSEG_L134_0;0.016;
C93;FILL_L10_7;VSUBS;0.095;
C94;FILL_L10_8;FILL_L10_9;0.044;
C95;FILL_L10_8;FILL_L8_4;0.006;
C96;FILL_L10_8;P,PSEG_L134_0;0.011;
C97;FILL_L10_8;VSUBS;0.084;
C98;FILL_L10_9;FILL_L8_4;0.025;
C99;FILL_L10_9;P,PSEG_L134_0;0.014;
C100;FILL_L10_9;VSUBS;0.116;
C101;FILL_L8_0;FILL_L8_1;0.02;
C102;FILL_L8_0;P,PSEG_L134_0;0.0;
C103;FILL_L8_0;VSUBS;0.067;
C104;FILL_L8_1;FILL_L8_2;0.02;
C105;FILL_L8_1;P,PSEG_L134_0;0.004;
C106;FILL_L8_1;VSUBS;0.149;
C107;FILL_L8_2;FILL_L8_3;0.02;
C108;FILL_L8_2;P,PSEG_L134_0;0.014;
C109;FILL_L8_2;VSUBS;0.149;
C110;FILL_L8_3;FILL_L8_4;0.02;
C111;FILL_L8_3;P,PSEG_L134_0;0.016;
C112;FILL_L8_3;VSUBS;0.149;
C113;FILL_L8_4;FILL_L8_5;0.02;
C114;FILL_L8_4;P,PSEG_L134_0;0.013;
C115;FILL_L8_4;VSUBS;0.149;
C116;FILL_L8_5;P,PSEG_L134_0;0.004;
C117;FILL_L8_5;VSUBS;0.11;
C118;P,PSEG_L134_0;VSUBS;1.49;
