 time            v(vref)         iptat           v(pbias)        v(vdd)         
 1.00000000e-06  7.07204696e-04 -5.50242959e-06  1.50691699e-01  3.00000000e-05 
 1.00029331e-06  7.06973375e-04 -5.47892853e-06  1.50733018e-01  3.00087994e-05 
 1.00087994e-06  7.06500682e-04 -5.47989132e-06  1.50812438e-01  3.00263982e-05 
 1.00205320e-06  7.05572411e-04 -5.48389792e-06  1.50957110e-01  3.00615959e-05 
 1.00439971e-06  7.03809689e-04 -5.48930342e-06  1.51206711e-01  3.01319912e-05 
 1.00909273e-06  7.00706565e-04 -5.50048802e-06  1.51610787e-01  3.02727818e-05 
 1.01477086e-06  6.97666393e-04 -5.51001279e-06  1.51993097e-01  3.04431258e-05 
 1.02405221e-06  6.94008144e-04 -5.52300159e-06  1.52452808e-01  3.07215663e-05 
 1.03947871e-06  6.90317235e-04 -5.53477057e-06  1.52916114e-01  3.11843612e-05 
 1.06468862e-06  6.87658313e-04 -5.54442492e-06  1.53249669e-01  3.19406586e-05 
 1.09080373e-06  6.86826142e-04 -5.54655997e-06  1.53354316e-01  3.27241118e-05 
 1.12834463e-06  6.86527037e-04 -5.54823681e-06  1.53392413e-01  3.38503390e-05 
 1.17624471e-06  6.86490540e-04 -5.54767589e-06  1.53397971e-01  3.52873412e-05 
 1.26676880e-06  6.86497865e-04 -5.54829938e-06  1.53399134e-01  3.80030640e-05 
 1.42661209e-06  6.86512383e-04 -5.54753213e-06  1.53401508e-01  4.27983628e-05 
 1.74629868e-06  6.86542942e-04 -5.54800480e-06  1.53406577e-01  5.23889604e-05 
 2.19415225e-06  6.86586858e-04 -5.54704810e-06  1.53413815e-01  6.58245675e-05 
 2.95972857e-06  6.86661436e-04 -5.54723521e-06  1.53426175e-01  8.87918571e-05 
 4.49088121e-06  6.86811120e-04 -5.54559181e-06  1.53450902e-01  1.34726436e-04 
 7.55318649e-06  6.87110012e-04 -5.54432272e-06  1.53500360e-01  2.26595595e-04 
 1.36777971e-05  6.87708475e-04 -5.53976754e-06  1.53599307e-01  4.10333912e-04 
 2.59270182e-05  6.88905521e-04 -5.53267687e-06  1.53797312e-01  7.77810545e-04 
 5.04254604e-05  6.91302291e-04 -5.51650703e-06  1.54193701e-01  1.51276381e-03 
 7.52127302e-05  6.93730157e-04 -5.50151698e-06  1.54595336e-01  2.25638191e-03 
 1.00000000e-04  6.96161461e-04 -5.48520469e-06  1.54997522e-01  3.00000000e-03 
 1.04957454e-04  6.96648053e-04 -5.48241460e-06  1.55078041e-01  3.14872362e-03 
 1.14872362e-04  6.97621642e-04 -5.47616454e-06  1.55239118e-01  3.44617086e-03 
 1.34702178e-04  6.99570351e-04 -5.46367067e-06  1.55561545e-01  4.04106533e-03 
 1.74361809e-04  7.03472784e-04 -5.43876049e-06  1.56207276e-01  5.23085428e-03 
 2.53681073e-04  7.11298999e-04 -5.38909756e-06  1.57502612e-01  7.61043218e-03 
 3.53681073e-04  7.21203389e-04 -5.32684041e-06  1.59142475e-01  1.06104322e-02 
 4.53681073e-04  7.31146485e-04 -5.26498590e-06  1.60789379e-01  1.36104322e-02 
 5.53681073e-04  7.41124952e-04 -5.20354106e-06  1.62442780e-01  1.66104322e-02 
 6.53681073e-04  7.51135804e-04 -5.14251121e-06  1.64102194e-01  1.96104322e-02 
 7.53681073e-04  7.61176367e-04 -5.08190035e-06  1.65767185e-01  2.26104322e-02 
 8.53681073e-04  7.71244202e-04 -5.02171143e-06  1.67437361e-01  2.56104322e-02 
 9.53681073e-04  7.81337083e-04 -4.96194657e-06  1.69112359e-01  2.86104322e-02 
 1.05368107e-03  7.91452965e-04 -4.90260721e-06  1.70791848e-01  3.16104322e-02 
 1.15368107e-03  8.01589954e-04 -4.84369433e-06  1.72475517e-01  3.46104322e-02 
 1.25368107e-03  8.11746284e-04 -4.78520851e-06  1.74163077e-01  3.76104322e-02 
 1.35368107e-03  8.21920299e-04 -4.72715009e-06  1.75854252e-01  4.06104322e-02 
 1.45368107e-03  8.32110436e-04 -4.66951922e-06  1.77548777e-01  4.36104322e-02 
 1.55368107e-03  8.42315208e-04 -4.61231597e-06  1.79246400e-01  4.66104322e-02 
 1.65368107e-03  8.52533205e-04 -4.55554029e-06  1.80946876e-01  4.96104322e-02 
 1.75368107e-03  8.62763079e-04 -4.49919212e-06  1.82649969e-01  5.26104322e-02 
 1.85368107e-03  8.73003540e-04 -4.44327136e-06  1.84355451e-01  5.56104322e-02 
 1.95368107e-03  8.83253360e-04 -4.38777789e-06  1.86063099e-01  5.86104322e-02 
 2.05368107e-03  8.93511366e-04 -4.33271152e-06  1.87772701e-01  6.16104322e-02 
 2.15368107e-03  9.03776459e-04 -4.27807197e-06  1.89484056e-01  6.46104322e-02 
 2.25368107e-03  9.14047590e-04 -4.22385894e-06  1.91196967e-01  6.76104322e-02 
 2.35368107e-03  9.24323757e-04 -4.17007212e-06  1.92911248e-01  7.06104322e-02 
 2.45368107e-03  9.34604000e-04 -4.11671120e-06  1.94626716e-01  7.36104322e-02 
 2.55368107e-03  9.44887392e-04 -4.06377593e-06  1.96343191e-01  7.66104322e-02 
 2.65368107e-03  9.55173021e-04 -4.01126616e-06  1.98060497e-01  7.96104322e-02 
 2.75368107e-03  9.65459980e-04 -3.95918192e-06  1.99778452e-01  8.26104322e-02 
 2.85368107e-03  9.75747342e-04 -3.90752349e-06  2.01496870e-01  8.56104322e-02 
 2.95368107e-03  9.86034165e-04 -3.85629140e-06  2.03215556e-01  8.86104322e-02 
 3.05368107e-03  9.96319480e-04 -3.80548641e-06  2.04934307e-01  9.16104322e-02 
 3.15368107e-03  1.00660229e-03 -3.75510960e-06  2.06652910e-01  9.46104322e-02 
 3.25368107e-03  1.01688154e-03 -3.70516232e-06  2.08371141e-01  9.76104322e-02 
 3.35368107e-03  1.02715615e-03 -3.65564622e-06  2.10088763e-01  1.00610432e-01 
 3.45368107e-03  1.03742496e-03 -3.60656332e-06  2.11805521e-01  1.03610432e-01 
 3.55368107e-03  1.04768677e-03 -3.55791597e-06  2.13521147e-01  1.06610432e-01 
 3.65368107e-03  1.05794029e-03 -3.50970683e-06  2.15235353e-01  1.09610432e-01 
 3.75368107e-03  1.06818418e-03 -3.46193896e-06  2.16947832e-01  1.12610432e-01 
 3.85368107e-03  1.07841697e-03 -3.41461581e-06  2.18658254e-01  1.15610432e-01 
 3.95368107e-03  1.08863712e-03 -3.36774124e-06  2.20366265e-01  1.18610432e-01 
 4.05368107e-03  1.09884299e-03 -3.32131958e-06  2.22071484e-01  1.21610432e-01 
 4.15368107e-03  1.10903279e-03 -3.27535558e-06  2.23773497e-01  1.24610432e-01 
 4.25368107e-03  1.11920462e-03 -3.22985449e-06  2.25471865e-01  1.27610432e-01 
 4.35368107e-03  1.12935643e-03 -3.18482208e-06  2.27166107e-01  1.30610432e-01 
 4.45368107e-03  1.13948601e-03 -3.14026471e-06  2.28855705e-01  1.33610432e-01 
 4.55368107e-03  1.14959097e-03 -3.09618933e-06  2.30540099e-01  1.36610432e-01 
 4.65368107e-03  1.15966872e-03 -3.05260348e-06  2.32218683e-01  1.39610432e-01 
 4.75368107e-03  1.16971649e-03 -3.00951545e-06  2.33890797e-01  1.42610432e-01 
 4.85368107e-03  1.17973125e-03 -2.96693422e-06  2.35555727e-01  1.45610432e-01 
 4.95368107e-03  1.18970973e-03 -2.92486956e-06  2.37212701e-01  1.48610432e-01 
 5.05368107e-03  1.19964839e-03 -2.88333206e-06  2.38860878e-01  1.51610432e-01 
 5.15368107e-03  1.20954338e-03 -2.84233325e-06  2.40499346e-01  1.54610432e-01 
 5.25368107e-03  1.21939054e-03 -2.80188563e-06  2.42127113e-01  1.57610432e-01 
 5.35368107e-03  1.22918533e-03 -2.76200274e-06  2.43743102e-01  1.60610432e-01 
 5.45368107e-03  1.23892283e-03 -2.72269928e-06  2.45346141e-01  1.63610432e-01 
 5.55368107e-03  1.24859770e-03 -2.68399120e-06  2.46934956e-01  1.66610432e-01 
 5.65368107e-03  1.25820411e-03 -2.64589573e-06  2.48508160e-01  1.69610432e-01 
 5.75368107e-03  1.26773575e-03 -2.60843158e-06  2.50064247e-01  1.72610432e-01 
 5.85368107e-03  1.27718574e-03 -2.57161902e-06  2.51601575e-01  1.75610432e-01 
 5.95368107e-03  1.28654659e-03 -2.53548001e-06  2.53118359e-01  1.78610432e-01 
 6.05368107e-03  1.29581017e-03 -2.50003838e-06  2.54612655e-01  1.81610432e-01 
 6.15368107e-03  1.30496762e-03 -2.46531995e-06  2.56082344e-01  1.84610432e-01 
