 temp-sweep      v(vref)         iptat           itot            v(vbe)          v(dvbe)         v(pbias)        v(pcasc)       
-4.00000000e+01  1.03566942e+00  2.83215355e-06  1.50932297e-05  7.78107180e-01  4.23195692e-02  2.68373171e+00  2.27505631e+00 
-3.50000000e+01  1.03567627e+00  2.89340201e-06  1.54098160e-05  7.72386760e-01  4.32616222e-02  2.68328018e+00  2.26551829e+00 
-3.00000000e+01  1.03566925e+00  2.95461161e-06  1.57263506e-05  7.66643911e-01  4.42051354e-02  2.68286172e+00  2.25599982e+00 
-2.50000000e+01  1.03564856e+00  3.01577915e-06  1.60428194e-05  7.60878817e-01  4.51501124e-02  2.68247611e+00  2.24650066e+00 
-2.00000000e+01  1.03561442e+00  3.07690141e-06  1.63592085e-05  7.55091650e-01  4.60965567e-02  2.68212318e+00  2.23702054e+00 
-1.50000000e+01  1.03556703e+00  3.13797524e-06  1.66755040e-05  7.49282577e-01  4.70444716e-02  2.68180277e+00  2.22755926e+00 
-1.00000000e+01  1.03550660e+00  3.19899749e-06  1.69916921e-05  7.43451756e-01  4.79938609e-02  2.68151473e+00  2.21811659e+00 
-5.00000000e+00  1.03543330e+00  3.25996505e-06  1.73077594e-05  7.37599336e-01  4.89447281e-02  2.68125894e+00  2.20869235e+00 
 0.00000000e+00  1.03534734e+00  3.32087484e-06  1.76236924e-05  7.31725462e-01  4.98970773e-02  2.68103527e+00  2.19928635e+00 
 5.00000000e+00  1.03524888e+00  3.38172381e-06  1.79394779e-05  7.25830272e-01  5.08509122e-02  2.68084364e+00  2.18989844e+00 
 1.00000000e+01  1.03513810e+00  3.44250894e-06  1.82551026e-05  7.19913897e-01  5.18062369e-02  2.68068395e+00  2.18052844e+00 
 1.50000000e+01  1.03501518e+00  3.50322724e-06  1.85705537e-05  7.13976463e-01  5.27630555e-02  2.68055614e+00  2.17117622e+00 
 2.00000000e+01  1.03488028e+00  3.56387576e-06  1.88858182e-05  7.08018090e-01  5.37213721e-02  2.68046015e+00  2.16184164e+00 
 2.50000000e+01  1.03473357e+00  3.62445155e-06  1.92008835e-05  7.02038895e-01  5.46811911e-02  2.68039592e+00  2.15252457e+00 
 3.00000000e+01  1.03457520e+00  3.68495176e-06  1.95157371e-05  6.96038987e-01  5.56425168e-02  2.68036341e+00  2.14322490e+00 
 3.50000000e+01  1.03440534e+00  3.74537354e-06  1.98303668e-05  6.90018472e-01  5.66053539e-02  2.68036259e+00  2.13394252e+00 
 4.00000000e+01  1.03422415e+00  3.80571413e-06  2.01447605e-05  6.83977453e-01  5.75697071e-02  2.68039344e+00  2.12467731e+00 
 4.50000000e+01  1.03403179e+00  3.86597086e-06  2.04589068e-05  6.77916028e-01  5.85355815e-02  2.68045593e+00  2.11542917e+00 
 5.00000000e+01  1.03382843e+00  3.92614119e-06  2.07727948e-05  6.71834292e-01  5.95029830e-02  2.68055005e+00  2.10619799e+00 
 5.50000000e+01  1.03361425e+00  3.98622277e-06  2.10864143e-05  6.65732337e-01  6.04719178e-02  2.68067579e+00  2.09698366e+00 
 6.00000000e+01  1.03338946e+00  4.04621354e-06  2.13997565e-05  6.59610254e-01  6.14423940e-02  2.68083311e+00  2.08778602e+00 
 6.50000000e+01  1.03315430e+00  4.10611186e-06  2.17128148e-05  6.53468132e-01  6.24144210e-02  2.68102199e+00  2.07860489e+00 
 7.00000000e+01  1.03290907e+00  4.16591671e-06  2.20255850e-05  6.47306062e-01  6.33880114e-02  2.68124237e+00  2.06944004e+00 
 7.50000000e+01  1.03265416e+00  4.22562791e-06  2.23380668e-05  6.41124137e-01  6.43631817e-02  2.68149416e+00  2.06029114e+00 
 8.00000000e+01  1.03239003e+00  4.28524634e-06  2.26502651e-05  6.34922456e-01  6.53399531e-02  2.68177724e+00  2.05115772e+00 
 8.50000000e+01  1.03211730e+00  4.34477408e-06  2.29621901e-05  6.28701119e-01  6.63183523e-02  2.68209141e+00  2.04203917e+00 
 9.00000000e+01  1.03183666e+00  4.40421435e-06  2.32738578e-05  6.22460234e-01  6.72984109e-02  2.68243646e+00  2.03293472e+00 
 9.50000000e+01  1.03154892e+00  4.46357141e-06  2.35852895e-05  6.16199912e-01  6.82801643e-02  2.68281210e+00  2.02384334e+00 
 1.00000000e+02  1.03125500e+00  4.52285059e-06  2.38965128e-05  6.09920264e-01  6.92636517e-02  2.68321802e+00  2.01476378e+00 
 1.05000000e+02  1.03095598e+00  4.58205891e-06  2.42075648e-05  6.03621409e-01  7.02489181e-02  2.68365381e+00  2.00569430e+00 
 1.10000000e+02  1.03065326e+00  4.64120655e-06  2.45184990e-05  5.97303483e-01  7.12360199e-02  2.68411895e+00  1.99663248e+00 
 1.15000000e+02  1.03034876e+00  4.70030904e-06  2.48293973e-05  5.90966646e-01  7.22250352e-02  2.68461263e+00  1.98757476e+00 
 1.20000000e+02  1.03004530e+00  4.75939053e-06  2.51403852e-05  5.84611113e-01  7.32160764e-02  2.68513366e+00  1.97851584e+00 
 1.25000000e+02  1.02974698e+00  4.81848814e-06  2.54516538e-05  5.78237171e-01  7.42093093e-02  2.68568022e+00  1.96944785e+00 
 1.30000000e+02  1.02945984e+00  4.87765793e-06  2.57634899e-05  5.71845223e-01  7.52049776e-02  2.68624958e+00  1.96035916e+00 
 1.35000000e+02  1.02919266e+00  4.93698305e-06  2.60763168e-05  5.65435835e-01  7.62034373e-02  2.68683769e+00  1.95123276e+00 
 1.40000000e+02  1.02895815e+00  4.99658496e-06  2.63907501e-05  5.59009807e-01  7.72052032e-02  2.68743866e+00  1.94204405e+00 
