 temp-sweep      v(vref)         iptat           itot            v(vbe)          v(dvbe)         v(pbias)        v(pcasc)       
-4.00000000e+01  1.04074741e+00  3.66913321e-06  2.02116730e-05  7.83395388e-01  4.23367470e-02  2.59112251e+00  2.18281750e+00 
-3.50000000e+01  1.04086945e+00  3.74851192e-06  2.06291728e-05  7.77793083e-01  4.32791748e-02  2.58985399e+00  2.17246774e+00 
-3.00000000e+01  1.04097791e+00  3.82784193e-06  2.10467046e-05  7.72168556e-01  4.42230674e-02  2.58861180e+00  2.16213065e+00 
-2.50000000e+01  1.04107301e+00  3.90711909e-06  2.14642518e-05  7.66521990e-01  4.51684283e-02  2.58739583e+00  2.15180605e+00 
-2.00000000e+01  1.04115497e+00  3.98633926e-06  2.18817976e-05  7.60853559e-01  4.61152614e-02  2.58620597e+00  2.14149377e+00 
-1.50000000e+01  1.04122399e+00  4.06549834e-06  2.22993256e-05  7.55163429e-01  4.70635703e-02  2.58504214e+00  2.13119367e+00 
-1.00000000e+01  1.04128026e+00  4.14459227e-06  2.27168192e-05  7.49451758e-01  4.80133588e-02  2.58390427e+00  2.12090562e+00 
-5.00000000e+00  1.04132398e+00  4.22361699e-06  2.31342623e-05  7.43718697e-01  4.89646304e-02  2.58279231e+00  2.11062949e+00 
 0.00000000e+00  1.04135533e+00  4.30256850e-06  2.35516385e-05  7.37964391e-01  4.99173891e-02  2.58170622e+00  2.10036518e+00 
 5.00000000e+00  1.04137449e+00  4.38144284e-06  2.39689319e-05  7.32188975e-01  5.08716386e-02  2.58064596e+00  2.09011259e+00 
 1.00000000e+01  1.04138164e+00  4.46023607e-06  2.43861267e-05  7.26392583e-01  5.18273831e-02  2.57961152e+00  2.07987163e+00 
 1.50000000e+01  1.04137695e+00  4.53894428e-06  2.48032070e-05  7.20575340e-01  5.27846264e-02  2.57860289e+00  2.06964222e+00 
 2.00000000e+01  1.04136057e+00  4.61756362e-06  2.52201572e-05  7.14737367e-01  5.37433728e-02  2.57762006e+00  2.05942428e+00 
 2.50000000e+01  1.04133269e+00  4.69609025e-06  2.56369619e-05  7.08878778e-01  5.47036265e-02  2.57666306e+00  2.04921776e+00 
 3.00000000e+01  1.04129344e+00  4.77452037e-06  2.60536058e-05  7.02999684e-01  5.56653915e-02  2.57573190e+00  2.03902260e+00 
 3.50000000e+01  1.04124298e+00  4.85285024e-06  2.64700735e-05  6.97100192e-01  5.66286723e-02  2.57482660e+00  2.02883875e+00 
 4.00000000e+01  1.04118147e+00  4.93107613e-06  2.68863500e-05  6.91180402e-01  5.75934732e-02  2.57394720e+00  2.01866615e+00 
 4.50000000e+01  1.04110905e+00  5.00919439e-06  2.73024205e-05  6.85240412e-01  5.85597987e-02  2.57309373e+00  2.00850478e+00 
 5.00000000e+01  1.04102587e+00  5.08720141e-06  2.77182704e-05  6.79280315e-01  5.95276534e-02  2.57226624e+00  1.99835459e+00 
 5.50000000e+01  1.04093208e+00  5.16509367e-06  2.81338853e-05  6.73300201e-01  6.04970421e-02  2.57146478e+00  1.98821554e+00 
 6.00000000e+01  1.04082782e+00  5.24286776e-06  2.85492514e-05  6.67300158e-01  6.14679698e-02  2.57068938e+00  1.97808759e+00 
 6.50000000e+01  1.04071325e+00  5.32052040e-06  2.89643555e-05  6.61280267e-01  6.24404420e-02  2.56994011e+00  1.96797070e+00 
 7.00000000e+01  1.04058853e+00  5.39804856e-06  2.93791855e-05  6.55240611e-01  6.34144650e-02  2.56921701e+00  1.95786478e+00 
 7.50000000e+01  1.04045386e+00  5.47544951e-06  2.97937308e-05  6.49181270e-01  6.43900459e-02  2.56852011e+00  1.94776973e+00 
 8.00000000e+01  1.04030945e+00  5.55272104e-06  3.02079830e-05  6.43102321e-01  6.53671934e-02  2.56784944e+00  1.93768539e+00 
 8.50000000e+01  1.04015558e+00  5.62986166e-06  3.06219373e-05  6.37003846e-01  6.63459186e-02  2.56720500e+00  1.92761152e+00 
 9.00000000e+01  1.03999259e+00  5.70687096e-06  3.10355944e-05  6.30885925e-01  6.73262363e-02  2.56658673e+00  1.91754773e+00 
 9.50000000e+01  1.03982096e+00  5.78375019e-06  3.14489625e-05  6.24748646e-01  6.83081663e-02  2.56599455e+00  1.90749341e+00 
 1.00000000e+02  1.03964133e+00  5.86050292e-06  3.18620616e-05  6.18592105e-01  6.92917367e-02  2.56542824e+00  1.89744763e+00 
 1.05000000e+02  1.03945463e+00  5.93713616e-06  3.22749284e-05  6.12416411e-01  7.02769862e-02  2.56488746e+00  1.88740900e+00 
 1.10000000e+02  1.03926212e+00  6.01366170e-06  3.26876234e-05  6.06221697e-01  7.12639694e-02  2.56437166e+00  1.87737539e+00 
 1.15000000e+02  1.03906562e+00  6.09009806e-06  3.31002406e-05  6.00008122e-01  7.22527627e-02  2.56388003e+00  1.86734369e+00 
 1.20000000e+02  1.03886765e+00  6.16647308e-06  3.35129209e-05  5.93775890e-01  7.32434723e-02  2.56341135e+00  1.85730933e+00 
 1.25000000e+02  1.03867175e+00  6.24282762e-06  3.39258709e-05  5.87525263e-01  7.42362461e-02  2.56296383e+00  1.84726566e+00 
 1.30000000e+02  1.03848292e+00  6.31922101e-06  3.43393905e-05  5.81256588e-01  7.52312904e-02  2.56253490e+00  1.83720306e+00 
 1.35000000e+02  1.03830818e+00  6.39573872e-06  3.47539119e-05  5.74970334e-01  7.62288953e-02  2.56212088e+00  1.82710769e+00 
 1.40000000e+02  1.03815752e+00  6.47250356e-06  3.51700555e-05  5.68667144e-01  7.72294702e-02  2.56171643e+00  1.81695970e+00 
 1.45000000e+02  1.03804506e+00  6.54969094e-06  3.55887068e-05  5.62347910e-01  7.82335932e-02  2.56131397e+00  1.80673075e+00 
