 time            v(vref)         iptat           v(pbias)        v(vdd)         
 8.23761229e-02  1.03523176e+00  6.16613131e-06  1.46899660e+00  2.47128369e+00 
 8.24761229e-02  1.03523409e+00  6.16615616e-06  1.47199546e+00  2.47428369e+00 
 8.25761229e-02  1.03523642e+00  6.16618277e-06  1.47499422e+00  2.47728369e+00 
 8.26761229e-02  1.03523861e+00  6.16620614e-06  1.47799316e+00  2.48028369e+00 
 8.27761229e-02  1.03524081e+00  6.16623123e-06  1.48099199e+00  2.48328369e+00 
 8.28761229e-02  1.03524287e+00  6.16625311e-06  1.48399099e+00  2.48628369e+00 
 8.29761229e-02  1.03524492e+00  6.16627668e-06  1.48698989e+00  2.48928369e+00 
 8.30761229e-02  1.03524685e+00  6.16629707e-06  1.48998896e+00  2.49228369e+00 
 8.31761229e-02  1.03524876e+00  6.16631911e-06  1.49298793e+00  2.49528369e+00 
 8.32761229e-02  1.03525055e+00  6.16633802e-06  1.49598707e+00  2.49828369e+00 
 8.33761229e-02  1.03525233e+00  6.16635855e-06  1.49898611e+00  2.50128369e+00 
 8.34761229e-02  1.03525399e+00  6.16637600e-06  1.50198532e+00  2.50428369e+00 
 8.35761229e-02  1.03525564e+00  6.16639504e-06  1.50498443e+00  2.50728369e+00 
 8.36761229e-02  1.03525717e+00  6.16641106e-06  1.50798371e+00  2.51028369e+00 
 8.37761229e-02  1.03525868e+00  6.16642865e-06  1.51098289e+00  2.51328369e+00 
 8.38761229e-02  1.03526008e+00  6.16644328e-06  1.51398223e+00  2.51628369e+00 
 8.39761229e-02  1.03526147e+00  6.16645948e-06  1.51698147e+00  2.51928369e+00 
 8.40761229e-02  1.03526275e+00  6.16647277e-06  1.51998087e+00  2.52228369e+00 
 8.41761229e-02  1.03526402e+00  6.16648762e-06  1.52298018e+00  2.52528369e+00 
 8.42761229e-02  1.03526519e+00  6.16649964e-06  1.52597964e+00  2.52828369e+00 
 8.43761229e-02  1.03526634e+00  6.16651322e-06  1.52897901e+00  2.53128369e+00 
 8.44761229e-02  1.03526740e+00  6.16652404e-06  1.53197852e+00  2.53428369e+00 
 8.45761229e-02  1.03526844e+00  6.16653642e-06  1.53497794e+00  2.53728369e+00 
 8.46761229e-02  1.03526940e+00  6.16654612e-06  1.53797751e+00  2.54028369e+00 
 8.47761229e-02  1.03527034e+00  6.16655739e-06  1.54097699e+00  2.54328369e+00 
 8.48761229e-02  1.03527120e+00  6.16656604e-06  1.54397660e+00  2.54628369e+00 
 8.49761229e-02  1.03527205e+00  6.16657628e-06  1.54697612e+00  2.54928369e+00 
 8.50761229e-02  1.03527283e+00  6.16658398e-06  1.54997579e+00  2.55228369e+00 
 8.51761229e-02  1.03527359e+00  6.16659328e-06  1.55297535e+00  2.55528369e+00 
 8.52761229e-02  1.03527429e+00  6.16660011e-06  1.55597505e+00  2.55828369e+00 
 8.53761229e-02  1.03527498e+00  6.16660855e-06  1.55897466e+00  2.56128369e+00 
 8.54761229e-02  1.03527560e+00  6.16661460e-06  1.56197440e+00  2.56428369e+00 
 8.55761229e-02  1.03527622e+00  6.16662227e-06  1.56497404e+00  2.56728369e+00 
 8.56761229e-02  1.03527678e+00  6.16662761e-06  1.56797381e+00  2.57028369e+00 
 8.57761229e-02  1.03527733e+00  6.16663458e-06  1.57097348e+00  2.57328369e+00 
 8.58761229e-02  1.03527784e+00  6.16663929e-06  1.57397328e+00  2.57628369e+00 
 8.59761229e-02  1.03527834e+00  6.16664565e-06  1.57697299e+00  2.57928369e+00 
 8.60761229e-02  1.03527879e+00  6.16664980e-06  1.57997281e+00  2.58228369e+00 
 8.61761229e-02  1.03527924e+00  6.16665562e-06  1.58297254e+00  2.58528369e+00 
 8.62761229e-02  1.03527965e+00  6.16665927e-06  1.58597239e+00  2.58828369e+00 
 8.63761229e-02  1.03528006e+00  6.16666458e-06  1.58897214e+00  2.59128369e+00 
 8.64761229e-02  1.03528043e+00  6.16666781e-06  1.59197201e+00  2.59428369e+00 
 8.65761229e-02  1.03528081e+00  6.16667284e-06  1.59497177e+00  2.59728369e+00 
 8.66761229e-02  1.03528112e+00  6.16667548e-06  1.59797167e+00  2.60028369e+00 
 8.67761229e-02  1.03528147e+00  6.16668020e-06  1.60097145e+00  2.60328369e+00 
 8.68761229e-02  1.03528176e+00  6.16668243e-06  1.60397136e+00  2.60628369e+00 
 8.69761229e-02  1.03528208e+00  6.16668689e-06  1.60697115e+00  2.60928369e+00 
 8.70761229e-02  1.03528233e+00  6.16668876e-06  1.60997109e+00  2.61228369e+00 
 8.71761229e-02  1.03528263e+00  6.16669299e-06  1.61297089e+00  2.61528369e+00 
 8.72761229e-02  1.03528286e+00  6.16669455e-06  1.61597084e+00  2.61828369e+00 
 8.73761229e-02  1.03528314e+00  6.16669857e-06  1.61897065e+00  2.62128369e+00 
 8.74761229e-02  1.03528334e+00  6.16669984e-06  1.62197061e+00  2.62428369e+00 
 8.75761229e-02  1.03528361e+00  6.16670368e-06  1.62497042e+00  2.62728369e+00 
 8.76761229e-02  1.03528378e+00  6.16670472e-06  1.62797040e+00  2.63028369e+00 
 8.77761229e-02  1.03528403e+00  6.16670840e-06  1.63097022e+00  2.63328369e+00 
 8.78761229e-02  1.03528420e+00  6.16670928e-06  1.63397020e+00  2.63628369e+00 
 8.79761229e-02  1.03528443e+00  6.16671274e-06  1.63697004e+00  2.63928369e+00 
 8.80761229e-02  1.03528458e+00  6.16671346e-06  1.63997002e+00  2.64228369e+00 
 8.81761229e-02  1.03528479e+00  6.16671676e-06  1.64296987e+00  2.64528369e+00 
 8.82761229e-02  1.03528493e+00  6.16671736e-06  1.64596986e+00  2.64828369e+00 
 8.83761229e-02  1.03528514e+00  6.16672050e-06  1.64896971e+00  2.65128369e+00 
 8.84761229e-02  1.03528526e+00  6.16672100e-06  1.65196970e+00  2.65428369e+00 
 8.85761229e-02  1.03528545e+00  6.16672400e-06  1.65496956e+00  2.65728369e+00 
 8.86761229e-02  1.03528557e+00  6.16672440e-06  1.65796956e+00  2.66028369e+00 
 8.87761229e-02  1.03528575e+00  6.16672729e-06  1.66096942e+00  2.66328369e+00 
 8.88761229e-02  1.03528587e+00  6.16672761e-06  1.66396943e+00  2.66628369e+00 
 8.89761229e-02  1.03528603e+00  6.16673038e-06  1.66696930e+00  2.66928369e+00 
 8.90761229e-02  1.03528614e+00  6.16673063e-06  1.66996930e+00  2.67228369e+00 
 8.91761229e-02  1.03528630e+00  6.16673331e-06  1.67296918e+00  2.67528369e+00 
 8.92761229e-02  1.03528640e+00  6.16673349e-06  1.67596919e+00  2.67828369e+00 
 8.93761229e-02  1.03528655e+00  6.16673608e-06  1.67896906e+00  2.68128369e+00 
 8.94761229e-02  1.03528665e+00  6.16673621e-06  1.68196908e+00  2.68428369e+00 
 8.95761229e-02  1.03528679e+00  6.16673872e-06  1.68496895e+00  2.68728369e+00 
 8.96761229e-02  1.03528688e+00  6.16673880e-06  1.68796897e+00  2.69028369e+00 
 8.97761229e-02  1.03528702e+00  6.16674123e-06  1.69096885e+00  2.69328369e+00 
 8.98761229e-02  1.03528711e+00  6.16674127e-06  1.69396887e+00  2.69628369e+00 
 8.99761229e-02  1.03528724e+00  6.16674363e-06  1.69696876e+00  2.69928369e+00 
 9.00761229e-02  1.03528733e+00  6.16674364e-06  1.69996878e+00  2.70228369e+00 
 9.01761229e-02  1.03528745e+00  6.16674593e-06  1.70296866e+00  2.70528369e+00 
 9.02761229e-02  1.03528753e+00  6.16674591e-06  1.70596868e+00  2.70828369e+00 
 9.03761229e-02  1.03528765e+00  6.16674815e-06  1.70896858e+00  2.71128369e+00 
 9.04761229e-02  1.03528773e+00  6.16674810e-06  1.71196860e+00  2.71428369e+00 
 9.05761229e-02  1.03528785e+00  6.16675028e-06  1.71496849e+00  2.71728369e+00 
 9.06761229e-02  1.03528793e+00  6.16675021e-06  1.71796851e+00  2.72028369e+00 
 9.07761229e-02  1.03528804e+00  6.16675234e-06  1.72096841e+00  2.72328369e+00 
 9.08761229e-02  1.03528811e+00  6.16675224e-06  1.72396843e+00  2.72628369e+00 
 9.09761229e-02  1.03528822e+00  6.16675433e-06  1.72696833e+00  2.72928369e+00 
 9.10761229e-02  1.03528829e+00  6.16675422e-06  1.72996836e+00  2.73228369e+00 
 9.11761229e-02  1.03528839e+00  6.16675626e-06  1.73296826e+00  2.73528369e+00 
 9.12761229e-02  1.03528847e+00  6.16675613e-06  1.73596828e+00  2.73828369e+00 
 9.13761229e-02  1.03528856e+00  6.16675813e-06  1.73896818e+00  2.74128369e+00 
 9.14761229e-02  1.03528864e+00  6.16675800e-06  1.74196821e+00  2.74428369e+00 
 9.15761229e-02  1.03528873e+00  6.16675995e-06  1.74496811e+00  2.74728369e+00 
 9.16761229e-02  1.03528880e+00  6.16675981e-06  1.74796814e+00  2.75028369e+00 
 9.17761229e-02  1.03528889e+00  6.16676173e-06  1.75096804e+00  2.75328369e+00 
 9.18761229e-02  1.03528896e+00  6.16676157e-06  1.75396807e+00  2.75628369e+00 
 9.19761229e-02  1.03528905e+00  6.16676346e-06  1.75696798e+00  2.75928369e+00 
 9.20761229e-02  1.03528912e+00  6.16676329e-06  1.75996800e+00  2.76228369e+00 
 9.21761229e-02  1.03528920e+00  6.16676515e-06  1.76296791e+00  2.76528369e+00 
 9.22761229e-02  1.03528927e+00  6.16676498e-06  1.76596794e+00  2.76828369e+00 
 9.23761229e-02  1.03528935e+00  6.16676680e-06  1.76896785e+00  2.77128369e+00 
 9.24761229e-02  1.03528942e+00  6.16676663e-06  1.77196788e+00  2.77428369e+00 
 9.25761229e-02  1.03528950e+00  6.16676841e-06  1.77496779e+00  2.77728369e+00 
 9.26761229e-02  1.03528957e+00  6.16676824e-06  1.77796781e+00  2.78028369e+00 
 9.27761229e-02  1.03528965e+00  6.16677000e-06  1.78096773e+00  2.78328369e+00 
 9.28761229e-02  1.03528972e+00  6.16676982e-06  1.78396775e+00  2.78628369e+00 
 9.29761229e-02  1.03528979e+00  6.16677155e-06  1.78696767e+00  2.78928369e+00 
 9.30761229e-02  1.03528986e+00  6.16677137e-06  1.78996770e+00  2.79228369e+00 
 9.31761229e-02  1.03528993e+00  6.16677308e-06  1.79296761e+00  2.79528369e+00 
 9.32761229e-02  1.03529000e+00  6.16677290e-06  1.79596764e+00  2.79828369e+00 
 9.33761229e-02  1.03529006e+00  6.16677458e-06  1.79896755e+00  2.80128369e+00 
 9.34761229e-02  1.03529013e+00  6.16677440e-06  1.80196758e+00  2.80428369e+00 
 9.35761229e-02  1.03529020e+00  6.16677605e-06  1.80496750e+00  2.80728369e+00 
 9.36761229e-02  1.03529027e+00  6.16677588e-06  1.80796752e+00  2.81028369e+00 
 9.37761229e-02  1.03529033e+00  6.16677750e-06  1.81096744e+00  2.81328369e+00 
 9.38761229e-02  1.03529040e+00  6.16677733e-06  1.81396747e+00  2.81628369e+00 
 9.39761229e-02  1.03529046e+00  6.16677893e-06  1.81696739e+00  2.81928369e+00 
 9.40761229e-02  1.03529053e+00  6.16677876e-06  1.81996742e+00  2.82228369e+00 
 9.41761229e-02  1.03529059e+00  6.16678034e-06  1.82296734e+00  2.82528369e+00 
 9.42761229e-02  1.03529066e+00  6.16678017e-06  1.82596736e+00  2.82828369e+00 
 9.43761229e-02  1.03529072e+00  6.16678173e-06  1.82896728e+00  2.83128369e+00 
 9.44761229e-02  1.03529079e+00  6.16678156e-06  1.83196731e+00  2.83428369e+00 
 9.45761229e-02  1.03529084e+00  6.16678310e-06  1.83496723e+00  2.83728369e+00 
 9.46761229e-02  1.03529091e+00  6.16678294e-06  1.83796726e+00  2.84028369e+00 
 9.47761229e-02  1.03529096e+00  6.16678445e-06  1.84096718e+00  2.84328369e+00 
 9.48761229e-02  1.03529104e+00  6.16678429e-06  1.84396721e+00  2.84628369e+00 
 9.49761229e-02  1.03529109e+00  6.16678579e-06  1.84696713e+00  2.84928369e+00 
 9.50761229e-02  1.03529116e+00  6.16678563e-06  1.84996716e+00  2.85228369e+00 
 9.51761229e-02  1.03529121e+00  6.16678711e-06  1.85296708e+00  2.85528369e+00 
 9.52761229e-02  1.03529128e+00  6.16678696e-06  1.85596711e+00  2.85828369e+00 
 9.53761229e-02  1.03529133e+00  6.16678841e-06  1.85896703e+00  2.86128369e+00 
 9.54761229e-02  1.03529140e+00  6.16678827e-06  1.86196706e+00  2.86428369e+00 
 9.55761229e-02  1.03529144e+00  6.16678971e-06  1.86496699e+00  2.86728369e+00 
 9.56761229e-02  1.03529152e+00  6.16678957e-06  1.86796701e+00  2.87028369e+00 
 9.57761229e-02  1.03529156e+00  6.16679098e-06  1.87096694e+00  2.87328369e+00 
 9.58761229e-02  1.03529163e+00  6.16679085e-06  1.87396696e+00  2.87628369e+00 
 9.59761229e-02  1.03529168e+00  6.16679225e-06  1.87696689e+00  2.87928369e+00 
 9.60761229e-02  1.03529175e+00  6.16679212e-06  1.87996692e+00  2.88228369e+00 
 9.61761229e-02  1.03529179e+00  6.16679350e-06  1.88296684e+00  2.88528369e+00 
 9.62761229e-02  1.03529186e+00  6.16679338e-06  1.88596687e+00  2.88828369e+00 
 9.63761229e-02  1.03529190e+00  6.16679474e-06  1.88896680e+00  2.89128369e+00 
 9.64761229e-02  1.03529198e+00  6.16679463e-06  1.89196682e+00  2.89428369e+00 
 9.65761229e-02  1.03529202e+00  6.16679597e-06  1.89496675e+00  2.89728369e+00 
 9.66761229e-02  1.03529209e+00  6.16679586e-06  1.89796678e+00  2.90028369e+00 
 9.67761229e-02  1.03529213e+00  6.16679719e-06  1.90096671e+00  2.90328369e+00 
 9.68761229e-02  1.03529220e+00  6.16679709e-06  1.90396673e+00  2.90628369e+00 
 9.69761229e-02  1.03529224e+00  6.16679840e-06  1.90696666e+00  2.90928369e+00 
 9.70761229e-02  1.03529231e+00  6.16679830e-06  1.90996669e+00  2.91228369e+00 
 9.71761229e-02  1.03529235e+00  6.16679960e-06  1.91296662e+00  2.91528369e+00 
 9.72761229e-02  1.03529242e+00  6.16679950e-06  1.91596664e+00  2.91828369e+00 
 9.73761229e-02  1.03529245e+00  6.16680079e-06  1.91896657e+00  2.92128369e+00 
 9.74761229e-02  1.03529253e+00  6.16680070e-06  1.92196660e+00  2.92428369e+00 
 9.75761229e-02  1.03529256e+00  6.16680196e-06  1.92496653e+00  2.92728369e+00 
 9.76761229e-02  1.03529264e+00  6.16680188e-06  1.92796655e+00  2.93028369e+00 
 9.77761229e-02  1.03529267e+00  6.16680313e-06  1.93096649e+00  2.93328369e+00 
 9.78761229e-02  1.03529275e+00  6.16680306e-06  1.93396651e+00  2.93628369e+00 
 9.79761229e-02  1.03529277e+00  6.16680430e-06  1.93696644e+00  2.93928369e+00 
 9.80761229e-02  1.03529285e+00  6.16680423e-06  1.93996647e+00  2.94228369e+00 
 9.81761229e-02  1.03529288e+00  6.16680545e-06  1.94296640e+00  2.94528369e+00 
 9.82761229e-02  1.03529296e+00  6.16680539e-06  1.94596642e+00  2.94828369e+00 
 9.83761229e-02  1.03529298e+00  6.16680659e-06  1.94896636e+00  2.95128369e+00 
 9.84761229e-02  1.03529306e+00  6.16680654e-06  1.95196638e+00  2.95428369e+00 
 9.85761229e-02  1.03529309e+00  6.16680773e-06  1.95496632e+00  2.95728369e+00 
 9.86761229e-02  1.03529317e+00  6.16680768e-06  1.95796634e+00  2.96028369e+00 
 9.87761229e-02  1.03529319e+00  6.16680886e-06  1.96096627e+00  2.96328369e+00 
 9.88761229e-02  1.03529327e+00  6.16680882e-06  1.96396629e+00  2.96628369e+00 
 9.89761229e-02  1.03529329e+00  6.16680998e-06  1.96696623e+00  2.96928369e+00 
 9.90761229e-02  1.03529337e+00  6.16680995e-06  1.96996625e+00  2.97228369e+00 
 9.91761229e-02  1.03529340e+00  6.16681110e-06  1.97296619e+00  2.97528369e+00 
 9.92761229e-02  1.03529347e+00  6.16681107e-06  1.97596621e+00  2.97828369e+00 
 9.93761229e-02  1.03529350e+00  6.16681221e-06  1.97896615e+00  2.98128369e+00 
 9.94761229e-02  1.03529358e+00  6.16681219e-06  1.98196617e+00  2.98428369e+00 
 9.95761229e-02  1.03529360e+00  6.16681331e-06  1.98496611e+00  2.98728369e+00 
 9.96761229e-02  1.03529368e+00  6.16681329e-06  1.98796613e+00  2.99028369e+00 
 9.97761229e-02  1.03529370e+00  6.16681441e-06  1.99096607e+00  2.99328369e+00 
 9.98761229e-02  1.03529378e+00  6.16681440e-06  1.99396609e+00  2.99628369e+00 
 9.99380614e-02  1.03529378e+00  6.16681528e-06  1.99582419e+00  2.99814184e+00 
 1.00000000e-01  1.03529384e+00  6.16681508e-06  1.99768238e+00  3.00000000e+00 
 1.00010000e-01  1.03529345e+00  6.16681113e-06  1.99768255e+00  3.00000000e+00 
 1.00030000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.00070000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.00150000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.00250000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.00350000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.00450000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.00550000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.00650000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.00750000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.00850000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.00950000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.01050000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.01150000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.01250000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.01350000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.01450000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.01550000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.01650000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.01750000e-01  1.03529343e+00  6.16681104e-06  1.99768256e+00  3.00000000e+00 
 1.01850000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.01950000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.02050000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.02150000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.02250000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.02350000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.02450000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.02550000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.02650000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.02750000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.02850000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.02950000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.03050000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.03150000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.03250000e-01  1.03529344e+00  6.16681112e-06  1.99768255e+00  3.00000000e+00 
 1.03350000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.03450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.03550000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.03650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.03750000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.03850000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.03950000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.04050000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.04150000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.04250000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.04350000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.04450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.04550000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.04650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.04750000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.04850000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.04950000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.05050000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.05150000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.05250000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.05350000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.05450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.05550000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.05650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.05750000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.05850000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.05950000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.06050000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.06150000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.06250000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.06350000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.06450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.06550000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.06650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.06750000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.06850000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.06950000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.07050000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.07150000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.07250000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.07350000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.07450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.07550000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.07650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.07750000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.07850000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.07950000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.08050000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.08150000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.08250000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.08350000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.08450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.08550000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.08650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.08750000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.08850000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.08950000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.09050000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.09150000e-01  1.03529343e+00  6.16681105e-06  1.99768256e+00  3.00000000e+00 
 1.09250000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.09350000e-01  1.03529343e+00  6.16681106e-06  1.99768256e+00  3.00000000e+00 
 1.09450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.09550000e-01  1.03529343e+00  6.16681106e-06  1.99768256e+00  3.00000000e+00 
 1.09650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.09750000e-01  1.03529343e+00  6.16681106e-06  1.99768256e+00  3.00000000e+00 
 1.09850000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.09950000e-01  1.03529343e+00  6.16681106e-06  1.99768256e+00  3.00000000e+00 
 1.10050000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.10150000e-01  1.03529343e+00  6.16681106e-06  1.99768256e+00  3.00000000e+00 
 1.10250000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.10350000e-01  1.03529343e+00  6.16681106e-06  1.99768256e+00  3.00000000e+00 
 1.10450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.10550000e-01  1.03529343e+00  6.16681106e-06  1.99768255e+00  3.00000000e+00 
 1.10650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.10750000e-01  1.03529343e+00  6.16681106e-06  1.99768255e+00  3.00000000e+00 
 1.10850000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.10950000e-01  1.03529343e+00  6.16681106e-06  1.99768255e+00  3.00000000e+00 
 1.11050000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.11150000e-01  1.03529343e+00  6.16681106e-06  1.99768255e+00  3.00000000e+00 
 1.11250000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.11350000e-01  1.03529343e+00  6.16681106e-06  1.99768255e+00  3.00000000e+00 
 1.11450000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
 1.11550000e-01  1.03529343e+00  6.16681106e-06  1.99768255e+00  3.00000000e+00 
 1.11650000e-01  1.03529344e+00  6.16681111e-06  1.99768255e+00  3.00000000e+00 
