 time            v(vref)         iptat           v(pbias)        v(vdd)         
 2.32805764e-02  4.27494781e-01 -2.84368473e-06  1.56448144e-01  6.98417291e-01 
 2.33805764e-02  4.29054889e-01 -2.81794208e-06  1.57448997e-01  7.01417291e-01 
 2.34805764e-02  4.30618295e-01 -2.79217343e-06  1.58455789e-01  7.04417291e-01 
 2.35805764e-02  4.32188570e-01 -2.76641240e-06  1.59464611e-01  7.07417291e-01 
 2.36805764e-02  4.33762230e-01 -2.74062077e-06  1.60479578e-01  7.10417291e-01 
 2.37805764e-02  4.35342568e-01 -2.71482893e-06  1.61497073e-01  7.13417291e-01 
 2.38805764e-02  4.36926347e-01 -2.68900196e-06  1.62520924e-01  7.16417291e-01 
 2.39805764e-02  4.38516608e-01 -2.66316740e-06  1.63547777e-01  7.19417291e-01 
 2.40805764e-02  4.40110335e-01 -2.63729328e-06  1.64581199e-01  7.22417291e-01 
 2.41805764e-02  4.41710339e-01 -2.61140457e-06  1.65618074e-01  7.25417291e-01 
 2.42805764e-02  4.43313806e-01 -2.58547202e-06  1.66661730e-01  7.28417291e-01 
 2.43805764e-02  4.44923336e-01 -2.55951828e-06  1.67709269e-01  7.31417291e-01 
 2.44805764e-02  4.46536296e-01 -2.53351659e-06  1.68763797e-01  7.34417291e-01 
 2.45805764e-02  4.48155092e-01 -2.50748751e-06  1.69822615e-01  7.37417291e-01 
 2.46805764e-02  4.49777258e-01 -2.48140654e-06  1.70888626e-01  7.40417291e-01 
 2.47805764e-02  4.51405023e-01 -2.45529237e-06  1.71959310e-01  7.43417291e-01 
 2.48805764e-02  4.53036071e-01 -2.42912258e-06  1.73037383e-01  7.46417291e-01 
 2.49805764e-02  4.54672468e-01 -2.40291420e-06  1.74120490e-01  7.49417291e-01 
 2.50805764e-02  4.56312035e-01 -2.37664669e-06  1.75211175e-01  7.52417291e-01 
 2.51805764e-02  4.57956687e-01 -2.35033558e-06  1.76307230e-01  7.55417291e-01 
 2.52805764e-02  4.59604372e-01 -2.32396209e-06  1.77411038e-01  7.58417291e-01 
 2.53805764e-02  4.61256866e-01 -2.29754040e-06  1.78520531e-01  7.61417291e-01 
 2.54805764e-02  4.62912232e-01 -2.27105336e-06  1.79637942e-01  7.64417291e-01 
 2.55805764e-02  4.64572120e-01 -2.24451392e-06  1.80761326e-01  7.67417291e-01 
 2.56805764e-02  4.66234698e-01 -2.21790643e-06  1.81892780e-01  7.70417291e-01 
 2.57805764e-02  4.67901496e-01 -2.19124275e-06  1.83030472e-01  7.73417291e-01 
 2.58805764e-02  4.69570782e-01 -2.16450863e-06  1.84176370e-01  7.76417291e-01 
 2.59805764e-02  4.71243977e-01 -2.13771495e-06  1.85328746e-01  7.79417291e-01 
 2.60805764e-02  4.72919438e-01 -2.11084875e-06  1.86489450e-01  7.82417291e-01 
 2.61805764e-02  4.74598488e-01 -2.08392003e-06  1.87656847e-01  7.85417291e-01 
 2.62805764e-02  4.76279567e-01 -2.05691703e-06  1.88832675e-01  7.88417291e-01 
 2.63805764e-02  4.77963905e-01 -2.02984896e-06  1.90015388e-01  7.91417291e-01 
 2.64805764e-02  4.79650019e-01 -2.00270519e-06  1.91206620e-01  7.94417291e-01 
 2.65805764e-02  4.81339055e-01 -1.97549422e-06  1.92404903e-01  7.97417291e-01 
 2.66805764e-02  4.83029605e-01 -1.94820646e-06  1.93611774e-01  8.00417291e-01 
 2.67805764e-02  4.84722733e-01 -1.92084979e-06  1.94825839e-01  8.03417291e-01 
 2.68805764e-02  4.86417100e-01 -1.89341556e-06  1.96048543e-01  8.06417291e-01 
 2.69805764e-02  4.88113701e-01 -1.86591111e-06  1.97278558e-01  8.09417291e-01 
 2.70805764e-02  4.89811258e-01 -1.83832870e-06  1.98517246e-01  8.12417291e-01 
 2.71805764e-02  4.91510701e-01 -1.81067515e-06  1.99763341e-01  8.15417291e-01 
 2.72805764e-02  4.93210814e-01 -1.78294357e-06  2.01018122e-01  8.18417291e-01 
 2.73805764e-02  4.94912465e-01 -1.75514032e-06  2.02280382e-01  8.21417291e-01 
 2.74805764e-02  4.96614497e-01 -1.72725929e-06  2.03551326e-01  8.24417291e-01 
 2.75805764e-02  4.98317721e-01 -1.69930646e-06  2.04829797e-01  8.27417291e-01 
 2.76805764e-02  5.00021035e-01 -1.67127644e-06  2.06116931e-01  8.30417291e-01 
 2.77805764e-02  5.01725201e-01 -1.64317482e-06  2.07411620e-01  8.33417291e-01 
 2.78805764e-02  5.03429169e-01 -1.61499692e-06  2.08714933e-01  8.36417291e-01 
 2.79805764e-02  5.05133654e-01 -1.58674799e-06  2.10025808e-01  8.39417291e-01 
 2.80805764e-02  5.06837657e-01 -1.55842399e-06  2.11345252e-01  8.42417291e-01 
 2.81805764e-02  5.08541851e-01 -1.53002987e-06  2.12672244e-01  8.45417291e-01 
 2.82805764e-02  5.10245286e-01 -1.50156215e-06  2.14007734e-01  8.48417291e-01 
 2.83805764e-02  5.11948596e-01 -1.47302555e-06  2.15350740e-01  8.51417291e-01 
 2.84805764e-02  5.13650877e-01 -1.44441712e-06  2.16702157e-01  8.54417291e-01 
 2.85805764e-02  5.15352730e-01 -1.41574133e-06  2.18061039e-01  8.57417291e-01 
 2.86805764e-02  5.17053295e-01 -1.38699573e-06  2.19428233e-01  8.60417291e-01 
 2.87805764e-02  5.18753142e-01 -1.35818456e-06  2.20802824e-01  8.63417291e-01 
 2.88805764e-02  5.20451453e-01 -1.32930586e-06  2.22185611e-01  8.66417291e-01 
 2.89805764e-02  5.22148772e-01 -1.30036363e-06  2.23575714e-01  8.69417291e-01 
 2.90805764e-02  5.23844323e-01 -1.27135634e-06  2.24973887e-01  8.72417291e-01 
 2.91805764e-02  5.25538621e-01 -1.24228781e-06  2.26379279e-01  8.75417291e-01 
 2.92805764e-02  5.27230933e-01 -1.21315690e-06  2.27792602e-01  8.78417291e-01 
 2.93805764e-02  5.28921752e-01 -1.18396725e-06  2.29213035e-01  8.81417291e-01 
 2.94805764e-02  5.30610381e-01 -1.15471806e-06  2.30641251e-01  8.84417291e-01 
 2.95805764e-02  5.32297294e-01 -1.12541281e-06  2.32076456e-01  8.87417291e-01 
 2.96805764e-02  5.33981831e-01 -1.09605103e-06  2.33519288e-01  8.90417291e-01 
 2.97805764e-02  5.35664447e-01 -1.06663603e-06  2.34968977e-01  8.93417291e-01 
 2.98805764e-02  5.37344519e-01 -1.03716764e-06  2.36426129e-01  8.96417291e-01 
 2.99805764e-02  5.39022485e-01 -1.00764901e-06  2.37890000e-01  8.99417291e-01 
 3.00805764e-02  5.40697754e-01 -9.78080264e-07  2.39361162e-01  9.02417291e-01 
 3.01805764e-02  5.42370752e-01 -9.48464365e-07  2.40838897e-01  9.05417291e-01 
 3.02805764e-02  5.44040920e-01 -9.18801696e-07  2.42323748e-01  9.08417291e-01 
 3.03805764e-02  5.45708670e-01 -8.89095078e-07  2.43815019e-01  9.11417291e-01 
 3.04805764e-02  5.47373473e-01 -8.59345111e-07  2.45313228e-01  9.14417291e-01 
 3.05805764e-02  5.49035729e-01 -8.29554474e-07  2.46817701e-01  9.17417291e-01 
 3.06805764e-02  5.50694941e-01 -7.99723968e-07  2.48328931e-01  9.20417291e-01 
 3.07805764e-02  5.52351496e-01 -7.69856130e-07  2.49846265e-01  9.23417291e-01 
 3.08805764e-02  5.54004925e-01 -7.39951941e-07  2.51370176e-01  9.26417291e-01 
 3.09805764e-02  5.55655605e-01 -7.10013801e-07  2.52900030e-01  9.29417291e-01 
 3.10805764e-02  5.57303094e-01 -6.80042854e-07  2.54436280e-01  9.32417291e-01 
 3.11805764e-02  5.58947758e-01 -6.50041365e-07  2.55978312e-01  9.35417291e-01 
 3.12805764e-02  5.60589180e-01 -6.20010623e-07  2.57526562e-01  9.38417291e-01 
 3.13805764e-02  5.62227719e-01 -5.89952762e-07  2.59080435e-01  9.41417291e-01 
 3.14805764e-02  5.63862981e-01 -5.59869202e-07  2.60640350e-01  9.44417291e-01 
 3.15805764e-02  5.65495315e-01 -5.29761949e-07  2.62205732e-01  9.47417291e-01 
 3.16805764e-02  5.67124350e-01 -4.99632539e-07  2.63776983e-01  9.50417291e-01 
 3.17805764e-02  5.68750427e-01 -4.69482855e-07  2.65353549e-01  9.53417291e-01 
 3.18805764e-02  5.70373196e-01 -4.39314535e-07  2.66935817e-01  9.56417291e-01 
 3.19805764e-02  5.71992989e-01 -4.09129345e-07  2.68523253e-01  9.59417291e-01 
 3.20805764e-02  5.73609477e-01 -3.78929015e-07  2.70116232e-01  9.62417291e-01 
 3.21805764e-02  5.75222982e-01 -3.48715195e-07  2.71714236e-01  9.65417291e-01 
 3.22805764e-02  5.76833193e-01 -3.18489702e-07  2.73317629e-01  9.68417291e-01 
 3.23805764e-02  5.78440427e-01 -2.88254073e-07  2.74925912e-01  9.71417291e-01 
 3.24805764e-02  5.80044388e-01 -2.58010199e-07  2.76539440e-01  9.74417291e-01 
 3.25805764e-02  5.81645384e-01 -2.27759516e-07  2.78157730e-01  9.77417291e-01 
 3.26805764e-02  5.83243138e-01 -1.97503981e-07  2.79781127e-01  9.80417291e-01 
 3.27805764e-02  5.84837948e-01 -1.67244929e-07  2.81409166e-01  9.83417291e-01 
 3.28805764e-02  5.86429551e-01 -1.36984382e-07  2.83042184e-01  9.86417291e-01 
 3.29805764e-02  5.88018239e-01 -1.06723578e-07  2.84679733e-01  9.89417291e-01 
 3.30805764e-02  5.89603761e-01 -7.64645974e-08  2.86322142e-01  9.92417291e-01 
 3.31805764e-02  5.91186402e-01 -4.62085893e-08  2.87968979e-01  9.95417291e-01 
 3.32805764e-02  5.92765923e-01 -1.59576890e-08  2.89620566e-01  9.98417291e-01 
 3.33805764e-02  5.94342603e-01  1.42870379e-08  2.91276486e-01  1.00141729e+00 
 3.34805764e-02  5.95916213e-01  4.45234213e-08  2.92937055e-01  1.00441729e+00 
 3.35805764e-02  5.97487023e-01  7.47504772e-08  2.94601872e-01  1.00741729e+00 
 3.36805764e-02  5.99054817e-01  1.04965972e-07  2.96271245e-01  1.01041729e+00 
 3.37805764e-02  6.00619857e-01  1.35169001e-07  2.97944789e-01  1.01341729e+00 
 3.38805764e-02  6.02181936e-01  1.65357286e-07  2.99622806e-01  1.01641729e+00 
 3.39805764e-02  6.03741309e-01  1.95529994e-07  3.01304923e-01  1.01941729e+00 
 3.40805764e-02  6.05297778e-01  2.25684807e-07  3.02991439e-01  1.02241729e+00 
 3.41805764e-02  6.06851592e-01  2.55820959e-07  3.04681992e-01  1.02541729e+00 
 3.42805764e-02  6.08402559e-01  2.85936090e-07  3.06376876e-01  1.02841729e+00 
 3.43805764e-02  6.09950923e-01  3.16029498e-07  3.08075741e-01  1.03141729e+00 
 3.44805764e-02  6.11496499e-01  3.46098785e-07  3.09778876e-01  1.03441729e+00 
 3.45805764e-02  6.13039523e-01  3.76143307e-07  3.11485943e-01  1.03741729e+00 
 3.46805764e-02  6.14579820e-01  4.06160631e-07  3.13197225e-01  1.04041729e+00 
 3.47805764e-02  6.16117619e-01  4.36150168e-07  3.14912393e-01  1.04341729e+00 
 3.48805764e-02  6.17652749e-01  4.66109448e-07  3.16631727e-01  1.04641729e+00 
 3.49805764e-02  6.19185434e-01  4.96037937e-07  3.18354909e-01  1.04941729e+00 
 3.50805764e-02  6.20715512e-01  5.25933130e-07  3.20082210e-01  1.05241729e+00 
 3.51805764e-02  6.22243197e-01  5.55794545e-07  3.21813322e-01  1.05541729e+00 
 3.52805764e-02  6.23768336e-01  5.85619643e-07  3.23548512e-01  1.05841729e+00 
 3.53805764e-02  6.25291136e-01  6.15407990e-07  3.25287480e-01  1.06141729e+00 
 3.54805764e-02  6.26811449e-01  6.45157017e-07  3.27030488e-01  1.06441729e+00 
 3.55805764e-02  6.28329479e-01  6.74866338e-07  3.28777242e-01  1.06741729e+00 
 3.56805764e-02  6.29845081e-01  7.04533353e-07  3.30527999e-01  1.07041729e+00 
 3.57805764e-02  6.31358454e-01  7.34157723e-07  3.32282474e-01  1.07341729e+00 
 3.58805764e-02  6.32869458e-01  7.63736819e-07  3.34040917e-01  1.07641729e+00 
 3.59805764e-02  6.34378289e-01  7.93270347e-07  3.35803048e-01  1.07941729e+00 
 3.60805764e-02  6.35884811e-01  8.22755655e-07  3.37569115e-01  1.08241729e+00 
 3.61805764e-02  6.37389213e-01  8.52192489e-07  3.39338841e-01  1.08541729e+00 
 3.62805764e-02  6.38891366e-01  8.81578174e-07  3.41112469e-01  1.08841729e+00 
 3.63805764e-02  6.40391454e-01  9.10912501e-07  3.42889729e-01  1.09141729e+00 
 3.64805764e-02  6.41889353e-01  9.40192771e-07  3.44670858e-01  1.09441729e+00 
 3.65805764e-02  6.43385241e-01  9.69418820e-07  3.46455590e-01  1.09741729e+00 
 3.66805764e-02  6.44878999e-01  9.98587927e-07  3.48244157e-01  1.10041729e+00 
 3.67805764e-02  6.46370801e-01  1.02769997e-06  3.50036298e-01  1.10341729e+00 
 3.68805764e-02  6.47860531e-01  1.05675221e-06  3.51832241e-01  1.10641729e+00 
 3.69805764e-02  6.49348360e-01  1.08574457e-06  3.53631728e-01  1.10941729e+00 
 3.70805764e-02  6.50834176e-01  1.11467429e-06  3.55434981e-01  1.11241729e+00 
 3.71805764e-02  6.52318146e-01  1.14354133e-06  3.57241748e-01  1.11541729e+00 
 3.72805764e-02  6.53800161e-01  1.17234293e-06  3.59052245e-01  1.11841729e+00 
 3.73805764e-02  6.55280383e-01  1.20107908e-06  3.60866224e-01  1.12141729e+00 
 3.74805764e-02  6.56758708e-01  1.22974701e-06  3.62683896e-01  1.12441729e+00 
 3.75805764e-02  6.58235295e-01  1.25834674e-06  3.64505018e-01  1.12741729e+00 
 3.76805764e-02  6.59710041e-01  1.28687550e-06  3.66329796e-01  1.13041729e+00 
 3.77805764e-02  6.61183103e-01  1.31533335e-06  3.68157988e-01  1.13341729e+00 
 3.78805764e-02  6.62654381e-01  1.34371750e-06  3.69989798e-01  1.13641729e+00 
 3.79805764e-02  6.64124026e-01  1.37202806e-06  3.71824987e-01  1.13941729e+00 
 3.80805764e-02  6.65591944e-01  1.40026221e-06  3.73663754e-01  1.14241729e+00 
 3.81805764e-02  6.67058282e-01  1.42842012e-06  3.75505865e-01  1.14541729e+00 
 3.82805764e-02  6.68522947e-01  1.45649895e-06  3.77351512e-01  1.14841729e+00 
 3.83805764e-02  6.69986083e-01  1.48449891e-06  3.79200466e-01  1.15141729e+00 
 3.84805764e-02  6.71447600e-01  1.51241715e-06  3.81052917e-01  1.15441729e+00 
 3.85805764e-02  6.72907640e-01  1.54025391e-06  3.82908635e-01  1.15741729e+00 
 3.86805764e-02  6.74366113e-01  1.56800634e-06  3.84767808e-01  1.16041729e+00 
 3.87805764e-02  6.75823158e-01  1.59567472e-06  3.86630210e-01  1.16341729e+00 
 3.88805764e-02  6.77278690e-01  1.62325618e-06  3.88496024e-01  1.16641729e+00 
 3.89805764e-02  6.78732841e-01  1.65075103e-06  3.90365028e-01  1.16941729e+00 
 3.90805764e-02  6.80185529e-01  1.67815639e-06  3.92237402e-01  1.17241729e+00 
 3.91805764e-02  6.81636885e-01  1.70547261e-06  3.94112925e-01  1.17541729e+00 
 3.92805764e-02  6.83086827e-01  1.73269681e-06  3.95991775e-01  1.17841729e+00 
 3.93805764e-02  6.84535483e-01  1.75982936e-06  3.97873734e-01  1.18141729e+00 
 3.94805764e-02  6.85982774e-01  1.78686736e-06  3.99758976e-01  1.18441729e+00 
 3.95805764e-02  6.87428824e-01  1.81381122e-06  4.01647288e-01  1.18741729e+00 
 3.96805764e-02  6.88873556e-01  1.84065802e-06  4.03538838e-01  1.19041729e+00 
 3.97805764e-02  6.90317091e-01  1.86740822e-06  4.05433417e-01  1.19341729e+00 
 3.98805764e-02  6.91759353e-01  1.89405886e-06  4.07331192e-01  1.19641729e+00 
 3.99805764e-02  6.93200461e-01  1.92061043e-06  4.09231955e-01  1.19941729e+00 
 4.00805764e-02  6.94640340e-01  1.94705997e-06  4.11135870e-01  1.20241729e+00 
 4.01805764e-02  6.96079106e-01  1.97340798e-06  4.13042732e-01  1.20541729e+00 
 4.02805764e-02  6.97516687e-01  1.99965149e-06  4.14952703e-01  1.20841729e+00 
 4.03805764e-02  6.98953194e-01  2.02579103e-06  4.16865580e-01  1.21141729e+00 
 4.04805764e-02  7.00388558e-01  2.05182361e-06  4.18781523e-01  1.21441729e+00 
 4.05805764e-02  7.01822886e-01  2.07774977e-06  4.20700332e-01  1.21741729e+00 
 4.06805764e-02  7.03256111e-01  2.10356651e-06  4.22622165e-01  1.22041729e+00 
 4.07805764e-02  7.04688338e-01  2.12927438e-06  4.24546823e-01  1.22341729e+00 
 4.08805764e-02  7.06119501e-01  2.15487037e-06  4.26474463e-01  1.22641729e+00 
 4.09805764e-02  7.07549700e-01  2.18035506e-06  4.28404888e-01  1.22941729e+00 
 4.10805764e-02  7.08978873e-01  2.20572540e-06  4.30338253e-01  1.23241729e+00 
 4.11805764e-02  7.10407117e-01  2.23098199e-06  4.32274364e-01  1.23541729e+00 
 4.12805764e-02  7.11834371e-01  2.25612177e-06  4.34213374e-01  1.23841729e+00 
 4.13805764e-02  7.13260729e-01  2.28114535e-06  4.36155090e-01  1.24141729e+00 
 4.14805764e-02  7.14686131e-01  2.30604964e-06  4.38099665e-01  1.24441729e+00 
 4.15805764e-02  7.16110669e-01  2.33083529e-06  4.40046908e-01  1.24741729e+00 
 4.16805764e-02  7.17534284e-01  2.35549918e-06  4.41996970e-01  1.25041729e+00 
 4.17805764e-02  7.18957065e-01  2.38004198e-06  4.43949662e-01  1.25341729e+00 
 4.18805764e-02  7.20378956e-01  2.40446054e-06  4.45905132e-01  1.25641729e+00 
 4.19805764e-02  7.21800041e-01  2.42875556e-06  4.47863197e-01  1.25941729e+00 
 4.20805764e-02  7.23220266e-01  2.45292388e-06  4.49824001e-01  1.26241729e+00 
 4.21805764e-02  7.24639714e-01  2.47696623e-06  4.51787362e-01  1.26541729e+00 
 4.22805764e-02  7.26058330e-01  2.50087942e-06  4.53753425e-01  1.26841729e+00 
 4.23805764e-02  7.27476195e-01  2.52466422e-06  4.55722010e-01  1.27141729e+00 
 4.24805764e-02  7.28893257e-01  2.54831745e-06  4.57693259e-01  1.27441729e+00 
 4.25805764e-02  7.30309592e-01  2.57183989e-06  4.59666995e-01  1.27741729e+00 
 4.26805764e-02  7.31725150e-01  2.59522836e-06  4.61643360e-01  1.28041729e+00 
 4.27805764e-02  7.33140005e-01  2.61848371e-06  4.63622176e-01  1.28341729e+00 
 4.28805764e-02  7.34554107e-01  2.64160277e-06  4.65603586e-01  1.28641729e+00 
 4.29805764e-02  7.35967530e-01  2.66458642e-06  4.67587415e-01  1.28941729e+00 
 4.30805764e-02  7.37380222e-01  2.68743153e-06  4.69573802e-01  1.29241729e+00 
 4.31805764e-02  7.38792255e-01  2.71013906e-06  4.71562576e-01  1.29541729e+00 
 4.32805764e-02  7.40203580e-01  2.73270588e-06  4.73553875e-01  1.29841729e+00 
 4.33805764e-02  7.41614265e-01  2.75513306e-06  4.75547529e-01  1.30141729e+00 
 4.34805764e-02  7.43024262e-01  2.77741754e-06  4.77543676e-01  1.30441729e+00 
 4.35805764e-02  7.44433636e-01  2.79956045e-06  4.79542149e-01  1.30741729e+00 
 4.36805764e-02  7.45842341e-01  2.82155881e-06  4.81543083e-01  1.31041729e+00 
 4.37805764e-02  7.47250439e-01  2.84341389e-06  4.83546313e-01  1.31341729e+00 
 4.38805764e-02  7.48657883e-01  2.86512278e-06  4.85551975e-01  1.31641729e+00 
 4.39805764e-02  7.50064735e-01  2.88668690e-06  4.87559906e-01  1.31941729e+00 
 4.40805764e-02  7.51470947e-01  2.90810346e-06  4.89570241e-01  1.32241729e+00 
 4.41805764e-02  7.52876577e-01  2.92937403e-06  4.91582818e-01  1.32541729e+00 
 4.42805764e-02  7.54281580e-01  2.95049596e-06  4.93597773e-01  1.32841729e+00 
 4.43805764e-02  7.55686010e-01  2.97147100e-06  4.95614947e-01  1.33141729e+00 
 4.44805764e-02  7.57089820e-01  2.99229665e-06  4.97634474e-01  1.33441729e+00 
 4.45805764e-02  7.58493061e-01  3.01297488e-06  4.99656199e-01  1.33741729e+00 
 4.46805764e-02  7.59895688e-01  3.03350338e-06  5.01680256e-01  1.34041729e+00 
 4.47805764e-02  7.61297746e-01  3.05388432e-06  5.03706493e-01  1.34341729e+00 
 4.48805764e-02  7.62699188e-01  3.07411558e-06  5.05735044e-01  1.34641729e+00 
 4.49805764e-02  7.64100055e-01  3.09419960e-06  5.07765760e-01  1.34941729e+00 
 4.50805764e-02  7.65500297e-01  3.11413445e-06  5.09798780e-01  1.35241729e+00 
 4.51805764e-02  7.66899950e-01  3.13392279e-06  5.11833957e-01  1.35541729e+00 
 4.52805764e-02  7.68298956e-01  3.15356292e-06  5.13871433e-01  1.35841729e+00 
 4.53805764e-02  7.69697344e-01  3.17305772e-06  5.15911069e-01  1.36141729e+00 
 4.54805764e-02  7.71095048e-01  3.19240567e-06  5.17953010e-01  1.36441729e+00 
 4.55805764e-02  7.72492081e-01  3.21160985e-06  5.19997130e-01  1.36741729e+00 
 4.56805764e-02  7.73888362e-01  3.23066884e-06  5.22043583e-01  1.37041729e+00 
 4.57805764e-02  7.75283879e-01  3.24958579e-06  5.24092259e-01  1.37341729e+00 
 4.58805764e-02  7.76678519e-01  3.26835926e-06  5.26143334e-01  1.37641729e+00 
 4.59805764e-02  7.78072222e-01  3.28699225e-06  5.28196731e-01  1.37941729e+00 
 4.60805764e-02  7.79464807e-01  3.30548287e-06  5.30252673e-01  1.38241729e+00 
 4.61805764e-02  7.80856098e-01  3.32383329e-06  5.32311159e-01  1.38541729e+00 
 4.62805764e-02  7.82245736e-01  3.34204008e-06  5.34372532e-01  1.38841729e+00 
 4.63805764e-02  7.83633228e-01  3.36010252e-06  5.36437004e-01  1.39141729e+00 
 4.64805764e-02  7.85017613e-01  3.37801136e-06  5.38505324e-01  1.39441729e+00 
 4.65805764e-02  7.86397174e-01  3.39575379e-06  5.40578529e-01  1.39741729e+00 
 4.66805764e-02  7.87768285e-01  3.41329390e-06  5.42659158e-01  1.40041729e+00 
 4.67805764e-02  7.89124020e-01  3.43056653e-06  5.44751746e-01  1.40341729e+00 
 4.68805764e-02  7.90457043e-01  3.44749779e-06  5.46861280e-01  1.40641729e+00 
 4.69506060e-02  7.91378549e-01  3.45916895e-06  5.48347511e-01  1.40851818e+00 
 4.70149057e-02  7.92219716e-01  3.46978723e-06  5.49716144e-01  1.41044717e+00 
 4.70786835e-02  7.93051214e-01  3.48024774e-06  5.51076112e-01  1.41236051e+00 
 4.71761229e-02  7.94319015e-01  3.49611928e-06  5.53156769e-01  1.41528369e+00 
 4.72761229e-02  7.95618365e-01  3.51228963e-06  5.55294639e-01  1.41828369e+00 
 4.73761229e-02  7.96916978e-01  3.52835195e-06  5.57434469e-01  1.42128369e+00 
 4.74761229e-02  7.98214960e-01  3.54431268e-06  5.59576073e-01  1.42428369e+00 
 4.75761229e-02  7.99512636e-01  3.56017636e-06  5.61719336e-01  1.42728369e+00 
 4.76761229e-02  8.00809846e-01  3.57594677e-06  5.63864251e-01  1.43028369e+00 
 4.77761229e-02  8.02106813e-01  3.59162743e-06  5.66010769e-01  1.43328369e+00 
 4.78761229e-02  8.03403338e-01  3.60722168e-06  5.68158912e-01  1.43628369e+00 
 4.79761229e-02  8.04699627e-01  3.62273282e-06  5.70308639e-01  1.43928369e+00 
 4.80761229e-02  8.05995475e-01  3.63816403e-06  5.72459980e-01  1.44228369e+00 
 4.81761229e-02  8.07291082e-01  3.65351848e-06  5.74612895e-01  1.44528369e+00 
 4.82761229e-02  8.08586240e-01  3.66879921e-06  5.76767417e-01  1.44828369e+00 
 4.83761229e-02  8.09881148e-01  3.68400926e-06  5.78923507e-01  1.45128369e+00 
 4.84761229e-02  8.11175598e-01  3.69915153e-06  5.81081198e-01  1.45428369e+00 
 4.85761229e-02  8.12469785e-01  3.71422891e-06  5.83240452e-01  1.45728369e+00 
 4.86761229e-02  8.13763504e-01  3.72924415e-06  5.85401302e-01  1.46028369e+00 
 4.87761229e-02  8.15056947e-01  3.74419997e-06  5.87563710e-01  1.46328369e+00 
 4.88761229e-02  8.16349911e-01  3.75909895e-06  5.89727710e-01  1.46628369e+00 
 4.89761229e-02  8.17642586e-01  3.77394364e-06  5.91893264e-01  1.46928369e+00 
 4.90761229e-02  8.18934769e-01  3.78873644e-06  5.94060407e-01  1.47228369e+00 
 4.91761229e-02  8.20226650e-01  3.80347973e-06  5.96229099e-01  1.47528369e+00 
 4.92761229e-02  8.21518025e-01  3.81817571e-06  5.98399377e-01  1.47828369e+00 
 4.93761229e-02  8.22809083e-01  3.83282660e-06  6.00571201e-01  1.48128369e+00 
 4.94761229e-02  8.24099622e-01  3.84743442e-06  6.02744608e-01  1.48428369e+00 
 4.95761229e-02  8.25389829e-01  3.86200120e-06  6.04919558e-01  1.48728369e+00 
 4.96761229e-02  8.26679502e-01  3.87652879e-06  6.07096088e-01  1.49028369e+00 
 4.97761229e-02  8.27968828e-01  3.89101905e-06  6.09274158e-01  1.49328369e+00 
 4.98761229e-02  8.29257604e-01  3.90547364e-06  6.11453807e-01  1.49628369e+00 
 4.99761229e-02  8.30546017e-01  3.91989426e-06  6.13634993e-01  1.49928369e+00 
 5.00761229e-02  8.31833866e-01  3.93428242e-06  6.15817756e-01  1.50228369e+00 
 5.01761229e-02  8.33121334e-01  3.94863967e-06  6.18002055e-01  1.50528369e+00 
 5.02761229e-02  8.34408221e-01  3.96296734e-06  6.20187929e-01  1.50828369e+00 
 5.03761229e-02  8.35694710e-01  3.97726683e-06  6.22375336e-01  1.51128369e+00 
 5.04761229e-02  8.36980600e-01  3.99153934e-06  6.24564319e-01  1.51428369e+00 
 5.05761229e-02  8.38266075e-01  4.00578614e-06  6.26754833e-01  1.51728369e+00 
 5.06761229e-02  8.39550934e-01  4.02000827e-06  6.28946922e-01  1.52028369e+00 
 5.07761229e-02  8.40835359e-01  4.03420688e-06  6.31140542e-01  1.52328369e+00 
 5.08761229e-02  8.42119149e-01  4.04838289e-06  6.33335736e-01  1.52628369e+00 
 5.09761229e-02  8.43402485e-01  4.06253733e-06  6.35532461e-01  1.52928369e+00 
 5.10761229e-02  8.44685168e-01  4.07667100e-06  6.37730760e-01  1.53228369e+00 
 5.11761229e-02  8.45967377e-01  4.09078482e-06  6.39930590e-01  1.53528369e+00 
 5.12761229e-02  8.47248912e-01  4.10487949e-06  6.42131996e-01  1.53828369e+00 
 5.13761229e-02  8.48529953e-01  4.11895584e-06  6.44334932e-01  1.54128369e+00 
 5.14761229e-02  8.49810299e-01  4.13301445e-06  6.46539444e-01  1.54428369e+00 
 5.15761229e-02  8.51090129e-01  4.14705607e-06  6.48745489e-01  1.54728369e+00 
 5.16761229e-02  8.52369243e-01  4.16108119e-06  6.50953111e-01  1.55028369e+00 
 5.17761229e-02  8.53647819e-01  4.17509049e-06  6.53162266e-01  1.55328369e+00 
 5.18761229e-02  8.54925657e-01  4.18908436e-06  6.55373002e-01  1.55628369e+00 
 5.19761229e-02  8.56202933e-01  4.20306342e-06  6.57585272e-01  1.55928369e+00 
 5.20761229e-02  8.57479448e-01  4.21702797e-06  6.59799125e-01  1.56228369e+00 
 5.21761229e-02  8.58755377e-01  4.23097858e-06  6.62014515e-01  1.56528369e+00 
 5.22761229e-02  8.60030521e-01  4.24491546e-06  6.64231491e-01  1.56828369e+00 
 5.23761229e-02  8.61305054e-01  4.25883915e-06  6.66450006e-01  1.57128369e+00 
 5.24761229e-02  8.62578777e-01  4.27274978e-06  6.68670111e-01  1.57428369e+00 
 5.25761229e-02  8.63851864e-01  4.28664784e-06  6.70891759e-01  1.57728369e+00 
