 temp-sweep      v(vref)         iptat           itot            v(vbe)          v(dvbe)         v(pbias)        v(pcasc)       
-4.00000000e+01  1.04406183e+00  3.20669115e-06  1.71040405e-05  7.86767177e-01  4.23243895e-02  2.01061887e+00  1.60240583e+00 
-3.50000000e+01  1.04423443e+00  3.27580442e-06  1.74614566e-05  7.81236702e-01  4.32648617e-02  2.00977676e+00  1.59251758e+00 
-3.00000000e+01  1.04439237e+00  3.34486210e-06  1.78187567e-05  7.75683956e-01  4.42067125e-02  2.00896499e+00  1.58264769e+00 
-2.50000000e+01  1.04453591e+00  3.41386080e-06  1.81759262e-05  7.70109123e-01  4.51499467e-02  2.00818338e+00  1.57279592e+00 
-2.00000000e+01  1.04466526e+00  3.48279719e-06  1.85329507e-05  7.64512382e-01  4.60945694e-02  2.00743180e+00  1.56296203e+00 
-1.50000000e+01  1.04478066e+00  3.55166802e-06  1.88898161e-05  7.58893901e-01  4.70405862e-02  2.00671011e+00  1.55314577e+00 
-1.00000000e+01  1.04488233e+00  3.62047005e-06  1.92465086e-05  7.53253842e-01  4.79880024e-02  2.00601820e+00  1.54334694e+00 
-5.00000000e+00  1.04497049e+00  3.68920009e-06  1.96030143e-05  7.47592360e-01  4.89368236e-02  2.00535596e+00  1.53356533e+00 
 0.00000000e+00  1.04504535e+00  3.75785498e-06  1.99593199e-05  7.41909603e-01  4.98870553e-02  2.00472331e+00  1.52380075e+00 
 5.00000000e+00  1.04510712e+00  3.82643159e-06  2.03154119e-05  7.36205711e-01  5.08387034e-02  2.00412018e+00  1.51405303e+00 
 1.00000000e+01  1.04515601e+00  3.89492687e-06  2.06712771e-05  7.30480821e-01  5.17917736e-02  2.00354650e+00  1.50432198e+00 
 1.50000000e+01  1.04519220e+00  3.96333777e-06  2.10269026e-05  7.24735062e-01  5.27462722e-02  2.00300223e+00  1.49460745e+00 
 2.00000000e+01  1.04521590e+00  4.03166129e-06  2.13822756e-05  7.18968560e-01  5.37022051e-02  2.00248732e+00  1.48490927e+00 
 2.50000000e+01  1.04522730e+00  4.09989447e-06  2.17373833e-05  7.13181433e-01  5.46595787e-02  2.00200175e+00  1.47522731e+00 
 3.00000000e+01  1.04522658e+00  4.16803437e-06  2.20922134e-05  7.07373797e-01  5.56183993e-02  2.00154549e+00  1.46556141e+00 
 3.50000000e+01  1.04521393e+00  4.23607812e-06  2.24467535e-05  7.01545762e-01  5.65786733e-02  2.00111853e+00  1.45591145e+00 
 4.00000000e+01  1.04518954e+00  4.30402287e-06  2.28009914e-05  6.95697434e-01  5.75404073e-02  2.00072086e+00  1.44627730e+00 
 4.50000000e+01  1.04515358e+00  4.37186581e-06  2.31549152e-05  6.89828914e-01  5.85036080e-02  2.00035248e+00  1.43665882e+00 
