 temp-sweep      v(vref)         iptat           itot            v(vbe)          v(dvbe)         v(pbias)        v(pcasc)       
-4.00000000e+01  1.04156932e+00  2.82976775e-06  1.50035732e-05  7.84210531e-01  4.23118165e-02  2.32767717e+00  1.91934600e+00 
-3.50000000e+01  1.04168556e+00  2.89074779e-06  1.53179532e-05  7.78622987e-01  4.32520336e-02  2.32719770e+00  1.90981899e+00 
-3.00000000e+01  1.04178701e+00  2.95167821e-06  1.56322158e-05  7.73013073e-01  4.41936275e-02  2.32675153e+00  1.90031339e+00 
-2.50000000e+01  1.04187391e+00  3.01255605e-06  1.59463480e-05  7.67380973e-01  4.51366032e-02  2.32633847e+00  1.89082890e+00 
-2.00000000e+01  1.04194648e+00  3.07337838e-06  1.62603371e-05  7.61726866e-01  4.60809658e-02  2.32595833e+00  1.88136526e+00 
-1.50000000e+01  1.04200497e+00  3.13414232e-06  1.65741703e-05  7.56050921e-01  4.70267207e-02  2.32561095e+00  1.87192220e+00 
-1.00000000e+01  1.04204958e+00  3.19484501e-06  1.68878354e-05  7.50353299e-01  4.79738733e-02  2.32529618e+00  1.86249946e+00 
-5.00000000e+00  1.04208055e+00  3.25548365e-06  1.72013199e-05  7.44634154e-01  4.89224289e-02  2.32501389e+00  1.85309683e+00 
 0.00000000e+00  1.04209807e+00  3.31605545e-06  1.75146119e-05  7.38893635e-01  4.98723933e-02  2.32476397e+00  1.84371407e+00 
 5.00000000e+00  1.04210237e+00  3.37655767e-06  1.78276994e-05  7.33131883e-01  5.08237722e-02  2.32454632e+00  1.83435097e+00 
 1.00000000e+01  1.04209364e+00  3.43698761e-06  1.81405707e-05  7.27349033e-01  5.17765716e-02  2.32436084e+00  1.82500734e+00 
 1.50000000e+01  1.04207208e+00  3.49734259e-06  1.84532143e-05  7.21545215e-01  5.27307976e-02  2.32420746e+00  1.81568299e+00 
 2.00000000e+01  1.04203789e+00  3.55761998e-06  1.87656187e-05  7.15720555e-01  5.36864563e-02  2.32408611e+00  1.80637772e+00 
 2.50000000e+01  1.04199126e+00  3.61781717e-06  1.90777726e-05  7.09875172e-01  5.46435539e-02  2.32399674e+00  1.79709137e+00 
