 temp-sweep      v(vref)         iptat           itot            v(vbe)          v(dvbe)         v(pbias)        v(pcasc)       
-4.00000000e+01  1.04077383e+00  3.66948237e-06  1.99037046e-05  7.83397348e-01  4.23408294e-02  2.04806605e+00  1.63972221e+00 
-3.50000000e+01  1.04089645e+00  3.74886848e-06  2.03178146e-05  7.77795086e-01  4.32833454e-02  2.04685470e+00  1.62942878e+00 
-3.00000000e+01  1.04100548e+00  3.82820587e-06  2.07319122e-05  7.72170601e-01  4.42273262e-02  2.04567009e+00  1.61914843e+00 
-2.50000000e+01  1.04110116e+00  3.90749038e-06  2.11459799e-05  7.66524078e-01  4.51727753e-02  2.04451211e+00  1.60888098e+00 
-2.00000000e+01  1.04118369e+00  3.98671788e-06  2.15600002e-05  7.60855690e-01  4.61196965e-02  2.04338064e+00  1.59862625e+00 
-1.50000000e+01  1.04125328e+00  4.06588429e-06  2.19739560e-05  7.55165603e-01  4.70680934e-02  2.04227559e+00  1.58838409e+00 
-1.00000000e+01  1.04131013e+00  4.14498551e-06  2.23878301e-05  7.49453975e-01  4.80179698e-02  2.04119687e+00  1.57815436e+00 
-5.00000000e+00  1.04135442e+00  4.22401752e-06  2.28016056e-05  7.43720957e-01  4.89693294e-02  2.04014444e+00  1.56793692e+00 
 0.00000000e+00  1.04138635e+00  4.30297631e-06  2.32152657e-05  7.37966694e-01  4.99221759e-02  2.03911824e+00  1.55773167e+00 
 5.00000000e+00  1.04140609e+00  4.38185792e-06  2.36287937e-05  7.32191321e-01  5.08765132e-02  2.03811823e+00  1.54753850e+00 
 1.00000000e+01  1.04141382e+00  4.46065842e-06  2.40421732e-05  7.26394972e-01  5.18323455e-02  2.03714439e+00  1.53735730e+00 
 1.50000000e+01  1.04140970e+00  4.53937392e-06  2.44553877e-05  7.20577773e-01  5.27896766e-02  2.03619670e+00  1.52718800e+00 
 2.00000000e+01  1.04139392e+00  4.61800058e-06  2.48684213e-05  7.14739843e-01  5.37485108e-02  2.03527516e+00  1.51703050e+00 
 2.50000000e+01  1.04136662e+00  4.69653458e-06  2.52812579e-05  7.08881298e-01  5.47088524e-02  2.03437976e+00  1.50688475e+00 
 3.00000000e+01  1.04132797e+00  4.77497217e-06  2.56938817e-05  7.03002249e-01  5.56707056e-02  2.03351052e+00  1.49675067e+00 
 3.50000000e+01  1.04127813e+00  4.85330964e-06  2.61062773e-05  6.97102802e-01  5.66340750e-02  2.03266746e+00  1.48662820e+00 
 4.00000000e+01  1.04121725e+00  4.93154335e-06  2.65184294e-05  6.91183059e-01  5.75989652e-02  2.03185059e+00  1.47651729e+00 
 4.50000000e+01  1.04114548e+00  5.00966975e-06  2.69303230e-05  6.85243117e-01  5.85653809e-02  2.03105994e+00  1.46641788e+00 
 5.00000000e+01  1.04106300e+00  5.08768541e-06  2.73419440e-05  6.79283071e-01  5.95333275e-02  2.03029555e+00  1.45632992e+00 
 5.50000000e+01  1.04096996e+00  5.16558704e-06  2.77532785e-05  6.73303012e-01  6.05028104e-02  2.02955745e+00  1.44625334e+00 
 6.00000000e+01  1.04086654e+00  5.24337157e-06  2.81643141e-05  6.67303029e-01  6.14738362e-02  2.02884566e+00  1.43618806e+00 
 6.50000000e+01  1.04075293e+00  5.32103627e-06  2.85750393e-05  6.61283208e-01  6.24464121e-02  2.02816021e+00  1.42613399e+00 
 7.00000000e+01  1.04062937e+00  5.39857884e-06  2.89854452e-05  6.55243634e-01  6.34205471e-02  2.02750110e+00  1.41609100e+00 
 7.50000000e+01  1.04049611e+00  5.47599761e-06  2.93955255e-05  6.49184394e-01  6.43962522e-02  2.02686834e+00  1.40605890e+00 
 8.00000000e+01  1.04035350e+00  5.55329181e-06  2.98052782e-05  6.43105573e-01  6.53735416e-02  2.02626187e+00  1.39603740e+00 
 8.50000000e+01  1.04020194e+00  5.63046183e-06  3.02147066e-05  6.37007261e-01  6.63524334e-02  2.02568161e+00  1.38602612e+00 
 9.00000000e+01  1.04004197e+00  5.70750954e-06  3.06238215e-05  6.30889554e-01  6.73329509e-02  2.02512743e+00  1.37602449e+00 
 9.50000000e+01  1.03987425e+00  5.78443861e-06  3.10326421e-05  6.24752552e-01  6.83151230e-02  2.02459911e+00  1.36603170e+00 
 1.00000000e+02  1.03969961e+00  5.86125482e-06  3.14411983e-05  6.18596363e-01  6.92989858e-02  2.02409637e+00  1.35604668e+00 
 1.05000000e+02  1.03951906e+00  5.93796650e-06  3.18495335e-05  6.12421103e-01  7.02845829e-02  2.02361880e+00  1.34606790e+00 
 1.10000000e+02  1.03933389e+00  6.01458550e-06  3.22577094e-05  6.06226905e-01  7.12719684e-02  2.02316586e+00  1.33609326e+00 
 1.15000000e+02  1.03914580e+00  6.09112883e-06  3.26658148e-05  6.00013918e-01  7.22612123e-02  2.02273682e+00  1.32611980e+00 
 1.20000000e+02  1.03895709e+00  6.16762159e-06  3.30739803e-05  5.93782328e-01  7.32524090e-02  2.02233057e+00  1.31614316e+00 
 1.25000000e+02  1.03877106e+00  6.24410122e-06  3.34823996e-05  5.87532377e-01  7.42456918e-02  2.02194553e+00  1.30615704e+00 
 1.30000000e+02  1.03859241e+00  6.32062356e-06  3.38913600e-05  5.81264389e-01  7.52412522e-02  2.02157933e+00  1.29615216e+00 
 1.35000000e+02  1.03842797e+00  6.39727121e-06  3.43012837e-05  5.74978812e-01  7.62393669e-02  2.02122848e+00  1.28611501e+00 
 1.40000000e+02  1.03828754e+00  6.47416481e-06  3.47127853e-05  5.68676276e-01  7.72404344e-02  2.02088786e+00  1.27602604e+00 
 1.45000000e+02  1.03818514e+00  6.55147848e-06  3.51267482e-05  5.62357658e-01  7.82450250e-02  2.02055011e+00  1.26585724e+00 
 1.50000000e+02  1.03814062e+00  6.62946053e-06  3.55444293e-05  5.56024191e-01  7.92539475e-02  2.02020469e+00  1.25556878e+00 
 1.55000000e+02  1.03818194e+00  6.70846130e-06  3.59675980e-05  5.49677586e-01  8.02683388e-02  2.01983671e+00  1.24510462e+00 
 1.60000000e+02  1.03834802e+00  6.78897022e-06  3.63987221e-05  5.43320219e-01  8.12897833e-02  2.01942531e+00  1.23438650e+00 
 1.65000000e+02  1.03869275e+00  6.87166472e-06  3.68412134e-05  5.36955351e-01  8.23204687e-02  2.01894156e+00  1.22330611e+00 
 1.70000000e+02  1.03929000e+00  6.95747436e-06  3.72997479e-05  5.30587434e-01  8.33633894e-02  2.01834572e+00  1.21171478e+00 
 1.75000000e+02  1.04024036e+00  7.04766403e-06  3.77806834e-05  5.24222491e-01  8.44226057e-02  2.01758367e+00  1.19941008e+00 
