 temp-sweep      v(vref)         iptat           itot            v(vbe)          v(dvbe)         v(pbias)        v(pcasc)       
-4.00000000e+01  1.03807705e+00  3.20845441e-06  1.71126858e-05  7.80654338e-01  4.23200560e-02  1.95344992e+00  1.54501232e+00 
-3.50000000e+01  1.03813852e+00  3.27785308e-06  1.74715265e-05  7.74990811e-01  4.32621236e-02  1.95254353e+00  1.53502329e+00 
-3.00000000e+01  1.03818626e+00  3.34720839e-06  1.78303122e-05  7.69304954e-01  4.42056534e-02  1.95166661e+00  1.52505016e+00 
-2.50000000e+01  1.03822048e+00  3.41651670e-06  1.81890270e-05  7.63596950e-01  4.51506491e-02  1.95081900e+00  1.51509270e+00 
-2.00000000e+01  1.03824140e+00  3.48577438e-06  1.85476552e-05  7.57866974e-01  4.60971143e-02  1.95000058e+00  1.50515073e+00 
-1.50000000e+01  1.03824920e+00  3.55497784e-06  1.89061810e-05  7.52115192e-01  4.70450525e-02  1.94921122e+00  1.49522406e+00 
-1.00000000e+01  1.03824410e+00  3.62412353e-06  1.92645888e-05  7.46341760e-01  4.79944674e-02  1.94845083e+00  1.48531253e+00 
-5.00000000e+00  1.03822629e+00  3.69320791e-06  1.96228632e-05  7.40546829e-01  4.89453625e-02  1.94771932e+00  1.47541599e+00 
 0.00000000e+00  1.03819594e+00  3.76222747e-06  1.99809890e-05  7.34730545e-01  4.98977418e-02  1.94701661e+00  1.46553430e+00 
 5.00000000e+00  1.03815324e+00  3.83117876e-06  2.03389511e-05  7.28893043e-01  5.08516092e-02  1.94634267e+00  1.45566734e+00 
 1.00000000e+01  1.03809836e+00  3.90005833e-06  2.06967345e-05  7.23034457e-01  5.18069686e-02  1.94569743e+00  1.44581499e+00 
 1.50000000e+01  1.03803147e+00  3.96886278e-06  2.10543243e-05  7.17154911e-01  5.27638240e-02  1.94508086e+00  1.43597714e+00 
 2.00000000e+01  1.03795275e+00  4.03758872e-06  2.14117058e-05  7.11254526e-01  5.37221796e-02  1.94449295e+00  1.42615370e+00 
 2.50000000e+01  1.03786234e+00  4.10623281e-06  2.17688645e-05  7.05333417e-01  5.46820396e-02  1.94393367e+00  1.41634458e+00 
 3.00000000e+01  1.03776040e+00  4.17479172e-06  2.21257858e-05  6.99391694e-01  5.56434081e-02  1.94340302e+00  1.40654970e+00 
