 temp-sweep      v(vref)         iptat           itot            v(vbe)          v(dvbe)         v(pbias)        v(pcasc)       
-4.00000000e+01  1.04159724e+00  2.83005233e-06  1.49274457e-05  7.84212604e-01  4.23160602e-02  2.08382736e+00  1.67545524e+00 
-3.50000000e+01  1.04171409e+00  2.89103833e-06  1.52409959e-05  7.78625105e-01  4.32563687e-02  2.08338776e+00  1.66596723e+00 
-3.00000000e+01  1.04181615e+00  2.95197471e-06  1.55544169e-05  7.73015235e-01  4.41980539e-02  2.08298173e+00  1.65650089e+00 
-2.50000000e+01  1.04190364e+00  3.01285849e-06  1.58676956e-05  7.67383181e-01  4.51411208e-02  2.08260907e+00  1.64705592e+00 
-2.00000000e+01  1.04197682e+00  3.07368675e-06  1.61808190e-05  7.61729119e-01  4.60855746e-02  2.08226957e+00  1.63763204e+00 
-1.50000000e+01  1.04203591e+00  3.13445661e-06  1.64937743e-05  7.56053219e-01  4.70314206e-02  2.08196308e+00  1.62822899e+00 
-1.00000000e+01  1.04208113e+00  3.19516522e-06  1.68065489e-05  7.50355643e-01  4.79786643e-02  2.08168944e+00  1.61884650e+00 
-5.00000000e+00  1.04211270e+00  3.25580976e-06  1.71191304e-05  7.44636543e-01  4.89273110e-02  2.08144850e+00  1.60948435e+00 
 0.00000000e+00  1.04213083e+00  3.31638745e-06  1.74315066e-05  7.38896069e-01  4.98773664e-02  2.08124016e+00  1.60014229e+00 
 5.00000000e+00  1.04213573e+00  3.37689557e-06  1.77436654e-05  7.33134363e-01  5.08288363e-02  2.08106431e+00  1.59082013e+00 
 1.00000000e+01  1.04212761e+00  3.43733141e-06  1.80555950e-05  7.27351558e-01  5.17817266e-02  2.08092085e+00  1.58151764e+00 
 1.50000000e+01  1.04210666e+00  3.49769231e-06  1.83672837e-05  7.21547787e-01  5.27360435e-02  2.08080969e+00  1.57223463e+00 
 2.00000000e+01  1.04207309e+00  3.55797564e-06  1.86787201e-05  7.15723173e-01  5.36917932e-02  2.08073077e+00  1.56297091e+00 
 2.50000000e+01  1.04202709e+00  3.61817883e-06  1.89898927e-05  7.09877836e-01  5.46489821e-02  2.08068403e+00  1.55372631e+00 
 3.00000000e+01  1.04196884e+00  3.67829933e-06  1.93007905e-05  7.04011892e-01  5.56076166e-02  2.08066941e+00  1.54450065e+00 
