 temp-sweep      v(vref)         iptat           itot            v(vbe)          v(dvbe)         v(pbias)        v(pcasc)       
-4.00000000e+01  1.03607048e+00  3.66974399e-06  1.99050144e-05  7.78683627e-01  4.23273663e-02  2.04805570e+00  1.63968274e+00 
-3.50000000e+01  1.03610244e+00  3.74931456e-06  2.03200477e-05  7.72978387e-01  4.32707109e-02  2.04683705e+00  1.62936146e+00 
-3.00000000e+01  1.03612134e+00  3.82884487e-06  2.07351108e-05  7.67250854e-01  4.42155714e-02  2.04564481e+00  1.61905195e+00 
-2.50000000e+01  1.03612738e+00  3.90833056e-06  2.11501853e-05  7.61501209e-01  4.51619504e-02  2.04447887e+00  1.60875407e+00 
-2.00000000e+01  1.03612076e+00  3.98776729e-06  2.15652528e-05  7.55729625e-01  4.61098505e-02  2.04333911e+00  1.59846765e+00 
-1.50000000e+01  1.03610167e+00  4.06715073e-06  2.19802948e-05  7.49936265e-01  4.70592742e-02  2.04222545e+00  1.58819257e+00 
-1.00000000e+01  1.03607030e+00  4.14647658e-06  2.23952932e-05  7.44121284e-01  4.80102240e-02  2.04113781e+00  1.57792873e+00 
-5.00000000e+00  1.03602681e+00  4.22574057e-06  2.28102297e-05  7.38284831e-01  4.89627028e-02  2.04007615e+00  1.56767600e+00 
 0.00000000e+00  1.03597137e+00  4.30493847e-06  2.32250865e-05  7.32427048e-01  4.99167130e-02  2.03904040e+00  1.55743432e+00 
 5.00000000e+00  1.03590416e+00  4.38406607e-06  2.36398456e-05  7.26548070e-01  5.08722576e-02  2.03803056e+00  1.54720360e+00 
 1.00000000e+01  1.03582532e+00  4.46311919e-06  2.40544894e-05  7.20648026e-01  5.18293392e-02  2.03704659e+00  1.53698378e+00 
 1.50000000e+01  1.03573502e+00  4.54209369e-06  2.44690003e-05  7.14727040e-01  5.27879609e-02  2.03608848e+00  1.52677480e+00 
 2.00000000e+01  1.03563339e+00  4.62098546e-06  2.48833607e-05  7.08785229e-01  5.37481254e-02  2.03515624e+00  1.51657661e+00 
 2.50000000e+01  1.03552059e+00  4.69979043e-06  2.52975535e-05  7.02822707e-01  5.47098357e-02  2.03424987e+00  1.50638917e+00 
 3.00000000e+01  1.03539675e+00  4.77850457e-06  2.57115616e-05  6.96839581e-01  5.56730950e-02  2.03336939e+00  1.49621246e+00 
 3.50000000e+01  1.03526202e+00  4.85712391e-06  2.61253680e-05  6.90835954e-01  5.66379064e-02  2.03251483e+00  1.48604644e+00 
 4.00000000e+01  1.03511653e+00  4.93564456e-06  2.65389562e-05  6.84811926e-01  5.76042732e-02  2.03168622e+00  1.47589110e+00 
 4.50000000e+01  1.03496041e+00  5.01406268e-06  2.69523100e-05  6.78767591e-01  5.85721990e-02  2.03088358e+00  1.46574640e+00 
 5.00000000e+01  1.03479382e+00  5.09237456e-06  2.73654136e-05  6.72703042e-01  5.95416875e-02  2.03010697e+00  1.45561234e+00 
 5.50000000e+01  1.03461689e+00  5.17057667e-06  2.77782522e-05  6.66618367e-01  6.05127432e-02  2.02935641e+00  1.44548888e+00 
 6.00000000e+01  1.03442978e+00  5.24866567e-06  2.81908117e-05  6.60513651e-01  6.14853711e-02  2.02863195e+00  1.43537598e+00 
 6.50000000e+01  1.03423268e+00  5.32663857e-06  2.86030797e-05  6.54388978e-01  6.24595773e-02  2.02793362e+00  1.42527358e+00 
 7.00000000e+01  1.03402578e+00  5.40449282e-06  2.90150456e-05  6.48244431e-01  6.34353693e-02  2.02726143e+00  1.41518158e+00 
 7.50000000e+01  1.03380934e+00  5.48222651e-06  2.94267022e-05  6.42080093e-01  6.44127571e-02  2.02661537e+00  1.40509983e+00 
 8.00000000e+01  1.03358368e+00  5.55983865e-06  2.98380462e-05  6.35896048e-01  6.53917536e-02  2.02599543e+00  1.39502807e+00 
 8.50000000e+01  1.03334919e+00  5.63732940e-06  3.02490799e-05  6.29692383e-01  6.63723756e-02  2.02540151e+00  1.38496595e+00 
 9.00000000e+01  1.03310640e+00  5.71470043e-06  3.06598128e-05  6.23469190e-01  6.73546453e-02  2.02483349e+00  1.37491293e+00 
 9.50000000e+01  1.03285594e+00  5.79195518e-06  3.10702632e-05  6.17226568e-01  6.83385905e-02  2.02429117e+00  1.36486825e+00 
 1.00000000e+02  1.03259863e+00  5.86909919e-06  3.14804596e-05  6.10964621e-01  6.93242459e-02  2.02377425e+00  1.35483084e+00 
 1.05000000e+02  1.03233547e+00  5.94614056e-06  3.18904443e-05  6.04683464e-01  7.03116535e-02  2.02328235e+00  1.34479923e+00 
 1.10000000e+02  1.03206772e+00  6.02309080e-06  3.23002773e-05  5.98383225e-01  7.13008661e-02  2.02281495e+00  1.33477137e+00 
 1.15000000e+02  1.03179705e+00  6.09996665e-06  3.27100461e-05  5.92064050e-01  7.22919517e-02  2.02237131e+00  1.32474431e+00 
 1.20000000e+02  1.03152575e+00  6.17679287e-06  3.31198796e-05  5.85726123e-01  7.32850030e-02  2.02195034e+00  1.31471376e+00 
