22-Sep-2026 21:11:11 | INFO    | KLayout version detected: 0.30.9 (required >= 0.30.5)
22-Sep-2026 21:11:11 | INFO    | Using DRC JSON file: /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
22-Sep-2026 21:11:11 | INFO    | Running IHP-SG13G2 main checks on design /work/build/scratch/sense-resbank-20260922-r2/g1_sense_resistor_bank.gds, topcell: g1_sense_resistor_bank
2026-09-22 21:11:13 +0200: Memory Usage (408324K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/build/scratch/sense-resbank-20260922-r2/g1_sense_resistor_bank.gds
2026-09-22 21:11:13 +0200: Memory Usage (408324K) : Ruby Version for klayout: 3.2.3
2026-09-22 21:11:13 +0200: Memory Usage (408324K) : Loading database to memory is complete.
2026-09-22 21:11:13 +0200: Memory Usage (408324K) : IHP-SG13G2 KLayout DRC runset output at: /work/build/scratch/sense-resbank-stock-20260922-r1/drc/g1_sense_resistor_bank_g1_sense_resistor_bank_main.lyrdb
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : Evaluate switches.
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : tables selected: main
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : KLayout will use 128 thread(s) in tiling mode.
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : deep mode is enabled.
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : FEOL enabled: true
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : BEOL enabled: true
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : OFFGRID enabled: true
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : ANGLE enabled: true
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : PIN enabled: true
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : FORBIDDEN enabled: true
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : RECOMMENDED enabled: true
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : PreCheck DRC enabled: false
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : CONNECTIVITY_RULES enabled: true.
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : Read in polygons from layers.
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : activ_drw has 4 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : activ_pin has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : activ_mask has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : activ_filler has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : activ_nofill has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : activ_opc has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : activ_iopc has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : activ_noqrc has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : biwind_drw has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : biwind_opc has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : pemwind_drw has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : gatpoly_drw has 389 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : gatpoly_pin has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : gatpoly_filler has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (409580K) : gatpoly_nofill has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (410972K) : gatpoly_opc has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (410972K) : gatpoly_iopc has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (410972K) : gatpoly_noqrc has 0 polygons
2026-09-22 21:11:13 +0200: Memory Usage (410972K) : cont_drw has 1966 polygons
2026-09-22 21:11:13 +0200: Memory Usage (410972K) : cont_opc has 0 polygons
