 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  8.225623499001761e-09  1.044543272908467e+00 -4.361500920435401e-05 -4.321950608534318e-11  3.377197267556522e-11  3.337236193504194e-11  1.125693919074701e+00  2.547744089740100e-01  1.266861434624969e+00  1.125894637078863e+00  2.498768296818053e-01  1.264417613567875e+00 
 5.000000000000000e-11  8.225622410839842e-09  1.044543272908482e+00 -4.361500920383468e-05 -4.321956591535500e-11  3.377205192273648e-11  3.337238687442120e-11  1.125693919074752e+00  2.547744089740189e-01  1.266861434624953e+00  1.125894637078989e+00  2.498768296818266e-01  1.264417613568000e+00 
 1.000000000000000e-10  8.225622928148426e-09  1.044543272908496e+00 -4.361500920405627e-05 -4.321955635314743e-11  3.377214106333954e-11  3.337259455005343e-11  1.125693919074830e+00  2.547744089740279e-01  1.266861434624970e+00  1.125894637079140e+00  2.498768296818490e-01  1.264417613568176e+00 
 2.000000000000000e-10  8.225624177695658e-09  1.044543272908530e+00 -4.361500920443645e-05 -4.321956428308081e-11  3.377225290554203e-11  3.337285325922984e-11  1.125693919074964e+00  2.547744089740588e-01  1.266861434625117e+00  1.125894637079360e+00  2.498768296818815e-01  1.264417613568360e+00 
 4.000000000000000e-10  8.225625369534448e-09  1.044543272908586e+00 -4.361500920441791e-05 -4.321940993554371e-11  3.377220450257053e-11  3.337323911278244e-11  1.125693919075101e+00  2.547744089740859e-01  1.266861434625208e+00  1.125894637079584e+00  2.498768296819185e-01  1.264417613568537e+00 
 8.000000000000000e-10  8.225622415320329e-09  1.044543272908870e+00 -4.361500920390497e-05 -4.321950100871341e-11  3.377318694467207e-11  3.337379500065057e-11  1.125693919075974e+00  2.547744089743686e-01  1.266861434625715e+00  1.125894637080425e+00  2.498768296821838e-01  1.264417613569294e+00 
 1.600000000000000e-09  8.225623710332703e-09  1.044543272909320e+00 -4.361500920486402e-05 -4.321947028986932e-11  3.377325365585089e-11  3.337414908567750e-11  1.125693919077186e+00  2.547744089747971e-01  1.266861434627051e+00  1.125894637081581e+00  2.498768296826318e-01  1.264417613570872e+00 
 3.200000000000000e-09  8.225623361429208e-09  1.044543272909721e+00 -4.361500920432081e-05 -4.321951842730435e-11  3.377281529885720e-11  3.337323660102841e-11  1.125693919078242e+00  2.547744089752190e-01  1.266861434628257e+00  1.125894637082777e+00  2.498768296830597e-01  1.264417613572322e+00 
 6.400000000000000e-09  8.225623355160573e-09  1.044543272909190e+00 -4.361500920564955e-05 -4.321959307315460e-11  3.377145671053934e-11  3.337155240736115e-11  1.125693919077469e+00  2.547744089747705e-01  1.266861434628055e+00  1.125894637082134e+00  2.498768296825734e-01  1.264417613571719e+00 
 1.140000000000000e-08  8.225623647256914e-09  1.044543272909679e+00 -4.361500920458429e-05 -4.321948278804984e-11  3.377279531556979e-11  3.337327623762543e-11  1.125693919082743e+00  2.547744089752024e-01  1.266861434632564e+00  1.125894637087106e+00  2.498768296829879e-01  1.264417613575325e+00 
 1.640000000000000e-08  8.225623387659507e-09  1.044543272911056e+00 -4.361500920527286e-05 -4.321959997629553e-11  3.377300447040043e-11  3.337339951973330e-11  1.125693919086987e+00  2.547744089764880e-01  1.266861434637600e+00  1.125894637091175e+00  2.498768296843147e-01  1.264417613581080e+00 
 2.140000000000000e-08  8.225623645299479e-09  1.044543272912784e+00 -4.361500920527385e-05 -4.321952916080021e-11  3.377217686378715e-11  3.337260469288605e-11  1.125693919087321e+00  2.547744089781972e-01  1.266861434638519e+00  1.125894637091482e+00  2.498768296860007e-01  1.264417613582116e+00 
 2.640000000000000e-08  8.225623653929302e-09  1.044543272913085e+00 -4.361500920541250e-05 -4.321952266613320e-11  3.377185825766309e-11  3.337211156929584e-11  1.125693919086440e+00  2.547744089785099e-01  1.266861434637967e+00  1.125894637090604e+00  2.498768296863230e-01  1.264417613581441e+00 
 3.140000000000000e-08  8.225623482351570e-09  1.044543272913259e+00 -4.361500920534469e-05 -4.321947756455516e-11  3.377165505612443e-11  3.337209234015924e-11  1.125693919083940e+00  2.547744089787042e-01  1.266861434635215e+00  1.125894637087996e+00  2.498768296865126e-01  1.264417613578669e+00 
 3.640000000000000e-08  8.225623634709151e-09  1.044543272913891e+00 -4.361500920522497e-05 -4.321956167418792e-11  3.377242828939667e-11  3.337269080960039e-11  1.125693919085506e+00  2.547744089793609e-01  1.266861434636820e+00  1.125894637089621e+00  2.498768296871634e-01  1.264417613579909e+00 
 4.139999999999999e-08  8.225623705641399e-09  1.044543272914230e+00 -4.361500920514832e-05 -4.321947198437580e-11  3.377267224492171e-11  3.337296104135080e-11  1.125693919088854e+00  2.547744089796936e-01  1.266861434639995e+00  1.125894637093049e+00  2.498768296875218e-01  1.264417613583023e+00 
 4.639999999999999e-08  8.225623488712490e-09  1.044543272913820e+00 -4.361500920524989e-05 -4.321952744255564e-11  3.377188775317545e-11  3.337223113327237e-11  1.125693919089000e+00  2.547744089792862e-01  1.266861434640249e+00  1.125894637093191e+00  2.498768296871240e-01  1.264417613583626e+00 
 5.139999999999999e-08  8.225623479772983e-09  1.044543272912805e+00 -4.361500920509889e-05 -4.321951756394841e-11  3.377155868858802e-11  3.337197379989490e-11  1.125693919087191e+00  2.547744089782898e-01  1.266861434638445e+00  1.125894637091330e+00  2.498768296861047e-01  1.264417613582092e+00 
 5.639999999999999e-08  8.225623505025206e-09  1.044543272912172e+00 -4.361500920519538e-05 -4.321950336862457e-11  3.377200070608328e-11  3.337235530328620e-11  1.125693919087762e+00  2.547744089776670e-01  1.266861434638803e+00  1.125894637091903e+00  2.498768296854764e-01  1.264417613582647e+00 
 6.139999999999999e-08  8.225623726038838e-09  1.044543272912370e+00 -4.361500920525031e-05 -4.321947974397941e-11  3.377197600025273e-11  3.337220265959702e-11  1.125693919086602e+00  2.547744089778666e-01  1.266861434637636e+00  1.125894637090715e+00  2.498768296856881e-01  1.264417613581380e+00 
 6.640000000000000e-08  8.225623515963799e-09  1.044543272912664e+00 -4.361500920546557e-05 -4.321951081998663e-11  3.377217879158067e-11  3.337248427621091e-11  1.125693919087132e+00  2.547744089781614e-01  1.266861434637969e+00  1.125894637091275e+00  2.498768296859812e-01  1.264417613581672e+00 
 7.140000000000000e-08  8.225623544281823e-09  1.044543272912964e+00 -4.361500920518687e-05 -4.321952077947269e-11  3.377189564951302e-11  3.337228455102965e-11  1.125693919085369e+00  2.547744089784569e-01  1.266861434636649e+00  1.125894637089551e+00  2.498768296862807e-01  1.264417613580193e+00 
 7.640000000000001e-08  8.225623492280138e-09  1.044543272913254e+00 -4.361500920539414e-05 -4.321956364127571e-11  3.377209733471763e-11  3.337248822168553e-11  1.125693919085092e+00  2.547744089787425e-01  1.266861434636339e+00  1.125894637089272e+00  2.498768296865702e-01  1.264417613579717e+00 
 8.140000000000001e-08  8.225623558020269e-09  1.044543272913435e+00 -4.361500920522652e-05 -4.321951035981049e-11  3.377243653230987e-11  3.337272657864920e-11  1.125693919087295e+00  2.547744089789282e-01  1.266861434637930e+00  1.125894637091403e+00  2.498768296867501e-01  1.264417613581619e+00 
 8.640000000000002e-08  8.225623568532659e-09  1.044543272912962e+00 -4.361500920522435e-05 -4.321949114665756e-11  3.377187690704605e-11  3.337219403826477e-11  1.125693919087550e+00  2.547744089784647e-01  1.266861434638203e+00  1.125894637091766e+00  2.498768296862809e-01  1.264417613581934e+00 
 9.140000000000002e-08  8.225623554017560e-09  1.044543272912813e+00 -4.361500920539123e-05 -4.321952908978609e-11  3.377177485837235e-11  3.337218321543123e-11  1.125693919085588e+00  2.547744089783113e-01  1.266861434636661e+00  1.125894637089763e+00  2.498768296861348e-01  1.264417613580387e+00 
 9.640000000000003e-08  8.225623543438595e-09  1.044543272913038e+00 -4.361500920512021e-05 -4.321960368697018e-11  3.377252315676784e-11  3.337273125367895e-11  1.125693919087804e+00  2.547744089785322e-01  1.266861434638491e+00  1.125894637091911e+00  2.498768296863566e-01  1.264417613582216e+00 
 1.014000000000000e-07  8.225623598340169e-09  1.044543272912645e+00 -4.361500920531853e-05 -4.321950416836617e-11  3.377179293633779e-11  3.337211348920071e-11  1.125693919086568e+00  2.547744089781441e-01  1.266861434637509e+00  1.125894637090742e+00  2.498768296859675e-01  1.264417613581373e+00 
 1.064000000000000e-07  8.225623414886130e-09  1.044543272912255e+00 -4.361500920527681e-05 -4.321948347784211e-11  3.377196590344999e-11  3.337208302587847e-11  1.125693919085787e+00  2.547744089777499e-01  1.266861434636969e+00  1.125894637089990e+00  2.498768296855783e-01  1.264417613580465e+00 
 1.114000000000000e-07  8.225623399842496e-09  1.044543272912656e+00 -4.361500920533879e-05 -4.321954435469537e-11  3.377239035400795e-11  3.337269890756755e-11  1.125693919086592e+00  2.547744089781379e-01  1.266861434637475e+00  1.125894637090700e+00  2.498768296859653e-01  1.264417613581102e+00 
 1.164000000000000e-07  8.225623629475275e-09  1.044543272913793e+00 -4.361500920524166e-05 -4.321947808877850e-11  3.377242994978070e-11  3.337283952201562e-11  1.125693919087251e+00  2.547744089792410e-01  1.266861434638122e+00  1.125894637091416e+00  2.498768296870697e-01  1.264417613581995e+00 
 1.214000000000000e-07  8.225623420523758e-09  1.044543272913266e+00 -4.361500920526877e-05 -4.321950819400847e-11  3.377152764141207e-11  3.337190525295744e-11  1.125693919085023e+00  2.547744089787131e-01  1.266861434636196e+00  1.125894637089176e+00  2.498768296865481e-01  1.264417613579857e+00 
 1.264000000000000e-07  8.225623646254606e-09  1.044543272913947e+00 -4.361500920515082e-05 -4.321951555026560e-11  3.377265910228048e-11  3.337274213191534e-11  1.125693919086953e+00  2.547744089793590e-01  1.266861434637880e+00  1.125894637091097e+00  2.498768296871916e-01  1.264417613581375e+00 
 1.314000000000001e-07  8.225623440610835e-09  1.044543272914079e+00 -4.361500920532662e-05 -4.321949980417103e-11  3.377222555587695e-11  3.337273312097888e-11  1.125693919088635e+00  2.547744089795229e-01  1.266861434639334e+00  1.125894637092825e+00  2.498768296873527e-01  1.264417613583250e+00 
 1.364000000000001e-07  8.225623630895640e-09  1.044543272914235e+00 -4.361500920520604e-05 -4.321953134277877e-11  3.377208389565591e-11  3.337234236058277e-11  1.125693919087875e+00  2.547744089796844e-01  1.266861434639186e+00  1.125894637092029e+00  2.498768296875176e-01  1.264417613582619e+00 
 1.414000000000001e-07  8.225623461012659e-09  1.044543272912955e+00 -4.361500920521365e-05 -4.321952497943061e-11  3.377176303964399e-11  3.337203868609340e-11  1.125693919087592e+00  2.547744089784378e-01  1.266861434638990e+00  1.125894637091730e+00  2.498768296862499e-01  1.264417613582143e+00 
 1.464000000000001e-07  8.225623673020592e-09  1.044543272911584e+00 -4.361500920514217e-05 -4.321951483743099e-11  3.377143286922384e-11  3.337183452998135e-11  1.125693919085433e+00  2.547744089770802e-01  1.266861434636745e+00  1.125894637089585e+00  2.498768296848891e-01  1.264417613580398e+00 
 1.514000000000001e-07  8.225623504035974e-09  1.044543272911098e+00 -4.361500920519617e-05 -4.321946640773088e-11  3.377214884078284e-11  3.337239728839824e-11  1.125693919085513e+00  2.547744089765814e-01  1.266861434636744e+00  1.125894637089672e+00  2.498768296843849e-01  1.264417613580127e+00 
 1.564000000000001e-07  8.225623458058068e-09  1.044543272911581e+00 -4.361500920526162e-05 -4.321957381979024e-11  3.377248929714557e-11  3.337276791315425e-11  1.125693919086790e+00  2.547744089770561e-01  1.266861434637461e+00  1.125894637090898e+00  2.498768296848688e-01  1.264417613581298e+00 
