bit_index,time_ps,v_amp_diff_mV,bit_decision
328,65780.0,-95.8788,0
329,65980.0,53.0196,1
330,66180.0,3.8095,1
331,66380.0,-83.6988,0
332,66580.0,27.2014,1
333,66780.0,-36.9784,0
334,66980.0,39.9800,1
335,67180.0,100.9824,1
336,67380.0,-15.1627,0
337,67580.0,25.0775,1
338,67780.0,91.3791,1
339,67980.0,-8.7326,0
340,68180.0,-42.8507,0
341,68380.0,14.8983,1
342,68580.0,43.7660,1
343,68780.0,-71.7430,0
344,68980.0,-45.9374,0
345,69180.0,17.7468,1
346,69380.0,28.3740,1
347,69580.0,84.3468,1
348,69780.0,-52.7197,0
349,69980.0,-34.5437,0
350,70180.0,-4.8525,0
351,70380.0,20.3968,1
352,70580.0,75.4718,1
353,70780.0,22.3448,1
354,70980.0,72.6966,1
355,71180.0,-26.4391,0
356,71380.0,-7.9772,0
357,71580.0,-12.4836,0
358,71780.0,-29.6749,0
359,71980.0,-5.9326,0
360,72180.0,42.9524,1
361,72380.0,36.2231,1
362,72580.0,75.4362,1
363,72780.0,-4.2656,0
364,72980.0,-55.8109,0
365,73180.0,-136.9539,0
366,73380.0,-127.5587,0
367,73580.0,85.7697,1
368,73780.0,65.4011,1
369,73980.0,-17.7276,0
370,74180.0,-46.8994,0
371,74380.0,-6.3572,0
372,74580.0,0.5737,1
373,74780.0,-43.0053,0
374,74980.0,76.5498,1
375,75180.0,98.4774,1
376,75380.0,33.3402,1
377,75580.0,78.4374,1
378,75780.0,27.6242,1
379,75980.0,-0.5690,0
380,76180.0,-39.3046,0
381,76380.0,40.2520,1
382,76580.0,-7.8194,0
383,76780.0,-175.3110,0
384,76980.0,106.1615,1
385,77180.0,-40.4221,0
386,77380.0,-35.6377,0
387,77580.0,38.5025,1
388,77780.0,57.2338,1
389,77980.0,37.8000,1
390,78180.0,-76.4901,0
391,78380.0,-16.3723,0
392,78580.0,71.5852,1
393,78780.0,-115.6907,0
394,78980.0,-33.0040,0
395,79180.0,66.9024,1
396,79380.0,67.1865,1
397,79580.0,-87.7907,0
398,79780.0,23.2202,1
399,79980.0,-33.5622,0
400,80180.0,-2.0656,0
401,80380.0,13.4048,1
402,80580.0,69.6145,1
403,80780.0,15.6220,1
404,80980.0,-26.4504,0
405,81180.0,-65.9905,0
406,81380.0,10.6174,1
407,81580.0,-16.3217,0
408,81780.0,81.4433,1
409,81980.0,-46.2465,0
410,82180.0,15.2813,1
411,82380.0,39.9220,1
412,82580.0,21.6472,1
413,82780.0,-7.4378,0
414,82980.0,12.7325,1
415,83180.0,13.9392,1
416,83380.0,-37.3831,0
417,83580.0,-64.4234,0
418,83780.0,20.9251,1
419,83980.0,20.0913,1
420,84180.0,5.2526,1
421,84380.0,167.0407,1
422,84580.0,-2.6261,0
423,84780.0,-22.0716,0
424,84980.0,134.9996,1
425,85180.0,22.1619,1
426,85380.0,-6.1905,0
427,85580.0,53.3738,1
428,85780.0,-18.3252,0
429,85980.0,91.2624,1
430,86180.0,-72.4471,0
431,86380.0,-37.7540,0
432,86580.0,43.0073,1
433,86780.0,1.4872,1
434,86980.0,67.3043,1
435,87180.0,59.3754,1
436,87380.0,43.7265,1
437,87580.0,67.8218,1
438,87780.0,42.7206,1
439,87980.0,169.8739,1
440,88180.0,153.0831,1
441,88380.0,48.1570,1
442,88580.0,43.3138,1
443,88780.0,-46.1379,0
444,88980.0,-11.9566,0
445,89180.0,-45.1023,0
446,89380.0,-34.6554,0
447,89580.0,14.7355,1
448,89780.0,91.7220,1
449,89980.0,-113.1260,0
450,90180.0,-75.7152,0
451,90380.0,-105.5206,0
452,90580.0,-42.0934,0
453,90780.0,41.3664,1
454,90980.0,56.7171,1
455,91180.0,26.4849,1
456,91380.0,-4.5102,0
457,91580.0,-93.8516,0
458,91780.0,-35.4525,0
459,91980.0,-142.6286,0
460,92180.0,1.7649,1
461,92380.0,51.8912,1
462,92580.0,-46.7544,0
463,92780.0,-11.2351,0
464,92980.0,50.2339,1
465,93180.0,-33.8839,0
466,93380.0,47.6514,1
467,93580.0,-10.7565,0
468,93780.0,68.2244,1
469,93980.0,-42.3712,0
470,94180.0,-62.7083,0
471,94380.0,80.4795,1
472,94580.0,-27.3000,0
473,94780.0,-89.8538,0
474,94980.0,1.6525,1
475,95180.0,74.7406,1
476,95380.0,-19.0607,0
477,95580.0,-55.8266,0
478,95780.0,3.1037,1
479,95980.0,-44.5773,0
480,96180.0,-11.2506,0
481,96380.0,-54.9429,0
482,96580.0,107.7971,1
483,96780.0,-36.8341,0
484,96980.0,107.9964,1
485,97180.0,-44.6868,0
486,97380.0,50.4922,1
487,97580.0,-1.5311,0
488,97780.0,-34.3928,0
489,97980.0,103.1974,1
490,98180.0,76.9356,1
491,98380.0,57.8821,1
492,98580.0,63.2530,1
493,98780.0,82.2303,1
494,98980.0,67.2102,1
495,99180.0,-1.5865,0
496,99380.0,-47.5371,0
497,99580.0,35.7666,1
498,99780.0,9.2611,1
499,99980.0,38.7345,1
500,100180.0,38.1445,1
501,100380.0,32.7353,1
502,100580.0,74.7514,1
503,100780.0,-17.9493,0
504,100980.0,-64.8977,0
505,101180.0,10.0581,1
506,101380.0,-95.4459,0
507,101580.0,-7.4889,0
508,101780.0,-45.5587,0
509,101980.0,-34.7126,0
510,102180.0,43.4422,1
511,102380.0,-22.0629,0
512,102580.0,50.2661,1
513,102780.0,146.5614,1
514,102980.0,-56.0344,0
515,103180.0,-67.6496,0
516,103380.0,42.0498,1
517,103580.0,33.9483,1
518,103780.0,29.3626,1
519,103980.0,32.5873,1
520,104180.0,-34.3672,0
521,104380.0,124.0554,1
522,104580.0,-84.1026,0
523,104780.0,-51.2863,0
524,104980.0,12.7230,1
525,105180.0,102.1194,1
526,105380.0,26.3493,1
527,105580.0,-18.8343,0
528,105780.0,36.4107,1
529,105980.0,58.9539,1
530,106180.0,-14.0798,0
531,106380.0,36.0242,1
532,106580.0,6.4461,1
533,106780.0,-54.9284,0
534,106980.0,-13.2034,0
535,107180.0,-61.2865,0
536,107380.0,-55.8656,0
537,107580.0,75.2679,1
538,107780.0,1.5518,1
539,107980.0,58.9445,1
540,108180.0,-58.3627,0
541,108380.0,-105.6538,0
542,108580.0,24.0099,1
543,108780.0,-79.9370,0
544,108980.0,40.1559,1
545,109180.0,-42.1508,0
546,109380.0,100.4368,1
547,109580.0,136.9915,1
548,109780.0,42.4614,1
549,109980.0,-15.4989,0
550,110180.0,-63.2170,0
551,110380.0,-106.5412,0
552,110580.0,35.0079,1
553,110780.0,55.9845,1
554,110980.0,58.3931,1
555,111180.0,41.0000,1
556,111380.0,-26.8099,0
557,111580.0,-18.5829,0
558,111780.0,-51.3413,0
559,111980.0,63.7706,1
560,112180.0,54.1319,1
561,112380.0,-1.9012,0
562,112580.0,-106.5546,0
563,112780.0,56.0140,1
564,112980.0,45.5188,1
565,113180.0,-61.2604,0
566,113380.0,-27.4040,0
567,113580.0,-42.3611,0
568,113780.0,-129.7448,0
569,113980.0,104.5775,1
570,114180.0,-55.2576,0
571,114380.0,21.7154,1
572,114580.0,-68.3017,0
573,114780.0,50.2705,1
574,114980.0,-194.3673,0
575,115180.0,36.4577,1
576,115380.0,-128.3990,0
577,115580.0,-5.2901,0
578,115780.0,-5.4480,0
579,115980.0,-62.4098,0
580,116180.0,-66.7721,0
581,116380.0,-54.0787,0
582,116580.0,-0.3477,0
583,116780.0,-26.4706,0
584,116980.0,-164.2674,0
585,117180.0,-121.2171,0
586,117380.0,-0.0390,0
587,117580.0,41.2743,1
588,117780.0,102.5516,1
589,117980.0,-72.7402,0
590,118180.0,-105.6754,0
591,118380.0,53.9396,1
592,118580.0,-102.9591,0
593,118780.0,15.3645,1
594,118980.0,67.6753,1
595,119180.0,29.3855,1
596,119380.0,-56.3538,0
597,119580.0,70.1220,1
598,119780.0,-78.8173,0
599,119980.0,-7.8699,0
600,120180.0,-38.4638,0
601,120380.0,-68.2098,0
602,120580.0,-58.9145,0
603,120780.0,-135.3115,0
604,120980.0,-126.4820,0
605,121180.0,-103.3796,0
606,121380.0,-6.2765,0
607,121580.0,39.4003,1
608,121780.0,-0.2347,0
609,121980.0,-13.5234,0
610,122180.0,-52.0091,0
611,122380.0,6.1910,1
612,122580.0,137.6020,1
613,122780.0,83.6538,1
614,122980.0,-17.8803,0
615,123180.0,-79.2361,0
616,123380.0,2.9239,1
617,123580.0,103.0822,1
618,123780.0,-42.1931,0
619,123980.0,-67.8724,0
620,124180.0,11.6313,1
621,124380.0,-61.0691,0
622,124580.0,41.2963,1
623,124780.0,-43.5368,0
624,124980.0,-23.3878,0
625,125180.0,37.5666,1
626,125380.0,66.2419,1
627,125580.0,-45.1982,0
628,125780.0,20.1510,1
629,125980.0,-0.3706,0
630,126180.0,-78.0401,0
631,126380.0,33.6185,1
632,126580.0,-37.5260,0
633,126780.0,-45.8806,0
634,126980.0,7.9087,1
635,127180.0,6.3431,1
636,127380.0,18.1857,1
637,127580.0,54.4661,1
638,127780.0,48.9171,1
639,127980.0,-2.8281,0
640,128180.0,-20.7181,0
641,128380.0,1.8758,1
642,128580.0,-63.7939,0
643,128780.0,32.4058,1
644,128980.0,-118.1968,0
645,129180.0,63.3284,1
646,129380.0,-27.6166,0
647,129580.0,-7.9496,0
648,129780.0,-70.8892,0
649,129980.0,-19.3373,0
650,130180.0,-72.1113,0
651,130380.0,15.9849,1
652,130580.0,39.4450,1
653,130780.0,-102.6256,0
654,130980.0,25.1860,1
655,131180.0,24.4831,1
656,131380.0,-22.0360,0
657,131580.0,55.7852,1
658,131780.0,-96.2897,0
659,131980.0,-75.6123,0
660,132180.0,33.2150,1
661,132380.0,-18.5090,0
662,132580.0,-67.3142,0
663,132780.0,56.1139,1
664,132980.0,162.6800,1
665,133180.0,71.5436,1
666,133380.0,-37.0515,0
667,133580.0,29.0655,1
668,133780.0,34.1196,1
669,133980.0,-19.2951,0
670,134180.0,100.7364,1
671,134380.0,52.8684,1
672,134580.0,78.8731,1
673,134780.0,16.7397,1
674,134980.0,-54.0970,0
675,135180.0,-112.4971,0
676,135380.0,-88.2858,0
677,135580.0,15.6245,1
678,135780.0,14.2156,1
679,135980.0,35.1685,1
680,136180.0,1.7639,1
681,136380.0,-33.9440,0
682,136580.0,-19.5236,0
683,136780.0,-32.4551,0
684,136980.0,3.4510,1
685,137180.0,-109.9547,0
686,137380.0,91.0552,1
687,137580.0,53.0989,1
688,137780.0,141.4383,1
689,137980.0,-69.8689,0
690,138180.0,-75.0462,0
691,138380.0,-47.4348,0
692,138580.0,31.0800,1
693,138780.0,9.1726,1
694,138980.0,-52.3627,0
695,139180.0,11.8016,1
696,139380.0,-157.2212,0
697,139580.0,-50.3435,0
698,139780.0,-118.0643,0
699,139980.0,8.6854,1
700,140180.0,-62.7964,0
701,140380.0,-124.9961,0
702,140580.0,-9.1870,0
703,140780.0,-147.7245,0
704,140980.0,37.0472,1
705,141180.0,-35.0602,0
706,141380.0,26.7071,1
707,141580.0,3.1444,1
708,141780.0,71.0969,1
709,141980.0,2.9763,1
710,142180.0,-6.7610,0
711,142380.0,60.0765,1
712,142580.0,-18.7460,0
713,142780.0,-84.7493,0
714,142980.0,-17.6899,0
715,143180.0,-94.4841,0
716,143380.0,59.6328,1
717,143580.0,-60.4909,0
718,143780.0,-28.4572,0
719,143980.0,3.2922,1
720,144180.0,45.0815,1
721,144380.0,-4.9219,0
722,144580.0,12.9989,1
723,144780.0,67.2442,1
724,144980.0,38.1671,1
725,145180.0,37.6350,1
726,145380.0,-40.0382,0
727,145580.0,-27.7215,0
728,145780.0,-8.7507,0
729,145980.0,-83.7920,0
730,146180.0,4.5185,1
731,146380.0,-13.7323,0
732,146580.0,-71.5817,0
733,146780.0,25.7706,1
734,146980.0,-7.3543,0
735,147180.0,0.4346,1
736,147380.0,-73.4477,0
737,147580.0,28.6735,1
738,147780.0,16.6765,1
739,147980.0,-112.0814,0
740,148180.0,40.2971,1
741,148380.0,90.0078,1
742,148580.0,-61.9707,0
743,148780.0,-53.5095,0
744,148980.0,-39.3097,0
745,149180.0,-84.7293,0
746,149380.0,55.7059,1
747,149580.0,57.2725,1
748,149780.0,-31.0141,0
749,149980.0,31.4088,1
750,150180.0,-31.3190,0
751,150380.0,-61.2781,0
752,150580.0,-53.5619,0
753,150780.0,-15.5322,0
754,150980.0,-27.4503,0
755,151180.0,31.7264,1
756,151380.0,-28.9316,0
757,151580.0,-32.4475,0
758,151780.0,-35.8562,0
759,151980.0,-20.3766,0
760,152180.0,-56.5082,0
761,152380.0,11.2753,1
762,152580.0,-126.9651,0
763,152780.0,5.9010,1
764,152980.0,-70.6781,0
765,153180.0,-131.5281,0
766,153380.0,17.8915,1
767,153580.0,103.5542,1
768,153780.0,80.4657,1
769,153980.0,137.6395,1
770,154180.0,-32.1420,0
771,154380.0,50.9649,1
772,154580.0,-54.1149,0
773,154780.0,79.9381,1
774,154980.0,47.7467,1
775,155180.0,12.6258,1
776,155380.0,2.9789,1
777,155580.0,46.4851,1
778,155780.0,79.9066,1
779,155980.0,-114.0019,0
780,156180.0,-42.4680,0
781,156380.0,5.0792,1
782,156580.0,43.9881,1
783,156780.0,-139.6186,0
784,156980.0,-100.3445,0
785,157180.0,-74.5904,0
786,157380.0,56.4095,1
787,157580.0,7.3558,1
788,157780.0,26.0446,1
789,157980.0,-109.0284,0
790,158180.0,49.9727,1
791,158380.0,103.4104,1
792,158580.0,93.3582,1
793,158780.0,-47.1673,0
794,158980.0,-16.4468,0
795,159180.0,-68.4503,0
796,159380.0,-14.9406,0
797,159580.0,12.6926,1
798,159780.0,-5.1076,0
799,159980.0,63.6611,1
800,160180.0,-20.9399,0
801,160380.0,23.9302,1
802,160580.0,40.3998,1
803,160780.0,129.1153,1
804,160980.0,58.3826,1
805,161180.0,43.3004,1
806,161380.0,58.6446,1
807,161580.0,-46.2029,0
808,161780.0,-71.2902,0
809,161980.0,11.7663,1
810,162180.0,23.4882,1
811,162380.0,72.0967,1
812,162580.0,108.8592,1
813,162780.0,30.7297,1
814,162980.0,50.4292,1
815,163180.0,23.3440,1
816,163380.0,-220.4129,0
817,163580.0,43.2479,1
818,163780.0,141.6378,1
819,163980.0,90.0192,1
820,164180.0,44.1488,1
821,164380.0,30.8066,1
822,164580.0,71.1358,1
823,164780.0,127.7027,1
824,164980.0,-48.0263,0
825,165180.0,-62.7614,0
826,165380.0,62.4099,1
827,165580.0,32.8912,1
828,165780.0,-49.1245,0
829,165980.0,-48.3938,0
830,166180.0,-7.0139,0
831,166380.0,-9.5304,0
832,166580.0,0.7727,1
833,166780.0,-44.3096,0
834,166980.0,-135.5558,0
835,167180.0,66.4703,1
836,167380.0,-92.2498,0
837,167580.0,-39.0982,0
838,167780.0,156.3621,1
839,167980.0,47.0902,1
840,168180.0,-46.2084,0
841,168380.0,4.5496,1
842,168580.0,39.2653,1
843,168780.0,-102.2686,0
844,168980.0,44.8163,1
845,169180.0,-35.4524,0
846,169380.0,24.1422,1
847,169580.0,-50.7039,0
848,169780.0,38.1649,1
849,169980.0,-118.4086,0
850,170180.0,-167.5443,0
851,170380.0,-6.7135,0
852,170580.0,50.4385,1
853,170780.0,8.2142,1
854,170980.0,9.9833,1
855,171180.0,-81.2291,0
856,171380.0,72.6848,1
857,171580.0,98.3473,1
858,171780.0,-150.7883,0
859,171980.0,-1.5563,0
860,172180.0,85.7748,1
861,172380.0,31.3027,1
862,172580.0,45.4575,1
863,172780.0,39.9003,1
864,172980.0,17.2839,1
865,173180.0,38.9926,1
866,173380.0,15.4671,1
867,173580.0,-69.2467,0
868,173780.0,34.7075,1
869,173980.0,34.5873,1
870,174180.0,43.4630,1
871,174380.0,-48.2578,0
872,174580.0,12.8130,1
873,174780.0,-44.7615,0
874,174980.0,-7.3683,0
875,175180.0,-168.4928,0
876,175380.0,-31.4007,0
877,175580.0,47.5409,1
878,175780.0,63.1532,1
879,175980.0,5.7375,1
880,176180.0,17.1303,1
881,176380.0,-52.8640,0
882,176580.0,72.7016,1
883,176780.0,-94.3503,0
884,176980.0,20.5080,1
885,177180.0,36.9897,1
886,177380.0,-131.7469,0
887,177580.0,71.3585,1
888,177780.0,-2.2702,0
889,177980.0,-102.6307,0
890,178180.0,-24.8399,0
891,178380.0,94.7472,1
892,178580.0,-90.7428,0
893,178780.0,-56.0059,0
894,178980.0,-46.0748,0
895,179180.0,1.5676,1
896,179380.0,138.6115,1
897,179580.0,-66.1627,0
898,179780.0,75.7755,1
899,179980.0,40.7926,1
900,180180.0,-37.4417,0
901,180380.0,-47.1650,0
902,180580.0,-1.6974,0
903,180780.0,34.8475,1
904,180980.0,-36.7279,0
905,181180.0,68.6657,1
906,181380.0,-15.0587,0
907,181580.0,-58.7591,0
908,181780.0,-47.5806,0
909,181980.0,16.7207,1
910,182180.0,-35.9291,0
911,182380.0,76.4135,1
912,182580.0,85.0622,1
913,182780.0,-7.9388,0
914,182980.0,-136.9886,0
915,183180.0,2.2543,1
916,183380.0,-87.4941,0
917,183580.0,1.5199,1
918,183780.0,-52.5679,0
919,183980.0,36.2022,1
920,184180.0,120.3484,1
921,184380.0,4.6221,1
922,184580.0,-33.7948,0
923,184780.0,80.5451,1
924,184980.0,87.0251,1
925,185180.0,2.5379,1
926,185380.0,-32.1424,0
927,185580.0,38.3388,1
928,185780.0,4.5699,1
929,185980.0,79.9274,1
930,186180.0,-103.0299,0
931,186380.0,54.3678,1
932,186580.0,43.9998,1
933,186780.0,27.2473,1
934,186980.0,-31.2602,0
935,187180.0,38.7433,1
936,187380.0,100.3491,1
937,187580.0,56.6568,1
938,187780.0,-31.4510,0
939,187980.0,127.3212,1
940,188180.0,-73.8043,0
941,188380.0,-67.3988,0
942,188580.0,-44.6287,0
943,188780.0,-28.1265,0
944,188980.0,-84.7753,0
945,189180.0,-7.0068,0
946,189380.0,139.9369,1
947,189580.0,-99.5691,0
948,189780.0,32.4688,1
949,189980.0,-6.7248,0
950,190180.0,-142.0028,0
951,190380.0,-6.5786,0
952,190580.0,33.3817,1
953,190780.0,-29.6884,0
954,190980.0,90.4280,1
955,191180.0,-168.0170,0
956,191380.0,-34.8485,0
957,191580.0,-1.5574,0
958,191780.0,65.5419,1
959,191980.0,33.9966,1
960,192180.0,23.8751,1
961,192380.0,-81.3757,0
