bit_index,time_ps,v_latch_diff_mV,v_amp_diff_mV,bit_decision
693,138780.0,-279.8842,41.6803,0
694,138980.0,296.4451,117.4051,1
695,139180.0,-289.5017,-8.3607,0
696,139380.0,298.4923,128.3814,1
697,139580.0,279.0500,-52.5343,1
698,139780.0,-299.2976,-99.0966,0
699,139980.0,-294.8394,-55.6063,0
700,140180.0,282.0723,-30.9074,1
701,140380.0,-298.2245,-145.9114,0
702,140580.0,-284.3987,18.3496,0
703,140780.0,-290.6940,-14.6629,0
704,140980.0,300.4240,175.7184,1
705,141180.0,294.4992,53.6452,1
706,141380.0,288.5782,3.3646,1
707,141580.0,-299.8194,-101.6545,0
708,141780.0,-283.8177,21.4954,0
709,141980.0,294.7297,54.5493,1
710,142180.0,-299.4411,-138.3538,0
711,142380.0,-281.1618,36.6719,0
712,142580.0,-301.1547,-121.8400,0
713,142780.0,-270.9503,125.7859,0
714,142980.0,293.0437,53.8150,1
715,143180.0,-297.1722,-107.5994,0
716,143380.0,285.3701,-13.4267,1
717,143580.0,-296.3999,-73.7518,0
718,143780.0,300.6598,138.3169,1
719,143980.0,290.7647,17.6610,1
720,144180.0,-291.9066,-23.0955,0
721,144380.0,296.6002,68.6739,1
722,144580.0,-301.6099,-185.5546,0
723,144780.0,-293.9623,-60.3117,0
724,144980.0,298.4850,82.7297,1
725,145180.0,297.8254,108.1712,1
726,145380.0,-302.4802,-199.8081,0
727,145580.0,-293.3963,-65.6304,0
728,145780.0,293.2749,35.4894,1
729,145980.0,-292.9218,-29.1384,0
730,146180.0,-294.2096,-36.1102,0
731,146380.0,297.8925,64.1421,1
732,146580.0,279.7144,-44.4709,1
733,146780.0,303.4284,132.7209,1
734,146980.0,293.4728,55.3405,1
735,147180.0,-278.4358,49.4870,0
736,147380.0,295.3455,91.1387,1
737,147580.0,-299.0494,-142.5959,0
738,147780.0,302.3690,110.7133,1
739,147980.0,299.6194,216.8625,1
740,148180.0,295.9173,117.9627,1
741,148380.0,-294.6642,-40.5745,0
742,148580.0,-290.8542,-16.8453,0
743,148780.0,-290.8871,-16.8605,0
744,148980.0,-285.2064,15.3023,0
745,149180.0,292.2977,24.6867,1
746,149380.0,-292.2320,-24.7929,0
747,149580.0,293.8069,36.9014,1
748,149780.0,-300.2746,-232.9039,0
749,149980.0,-284.3814,24.8606,0
750,150180.0,290.9885,20.8758,1
751,150380.0,-293.3188,-38.9070,0
752,150580.0,287.1868,-5.0191,1
753,150780.0,-299.2540,-177.4070,0
754,150980.0,-294.3854,-45.5979,0
755,151180.0,-296.2186,-52.4953,0
756,151380.0,-297.9762,-76.6254,0
757,151580.0,-293.8728,-38.7466,0
758,151780.0,300.8146,144.3851,1
759,151980.0,289.7324,11.3924,1
760,152180.0,-290.4843,-14.0987,0
761,152380.0,298.0948,106.9951,1
762,152580.0,297.3823,62.1909,1
763,152780.0,295.1876,67.1097,1
764,152980.0,-299.5285,-163.9831,0
765,153180.0,-282.2216,30.4549,0
766,153380.0,-301.0564,-131.0307,0
767,153580.0,-288.5324,-3.2671,0
768,153780.0,284.0389,-19.6205,1
769,153980.0,-288.6316,-3.4877,0
770,154180.0,297.5737,62.5119,1
771,154380.0,299.0492,149.8579,1
772,154580.0,287.3349,-2.6925,1
773,154780.0,-291.5396,-20.1857,0
774,154980.0,302.6311,123.2187,1
775,155180.0,298.9225,220.2667,1
776,155380.0,276.0442,-67.3267,1
777,155580.0,-294.0370,-41.2294,0
778,155780.0,-294.6966,-41.9692,0
779,155980.0,299.5764,98.6736,1
780,156180.0,-302.7197,-115.6732,0
781,156380.0,-296.3880,-108.3471,0
782,156580.0,293.6653,33.0156,1
783,156780.0,290.8929,16.5811,1
784,156980.0,288.6592,4.1814,1
785,157180.0,-288.3898,-2.5536,0
786,157380.0,299.0025,94.9494,1
787,157580.0,281.1323,-36.1842,1
788,157780.0,-275.0952,77.6944,0
789,157980.0,285.3223,-17.4704,1
790,158180.0,-299.3334,-225.5576,0
791,158380.0,-296.9459,-115.0203,0
792,158580.0,-284.6857,17.4558,0
793,158780.0,298.2926,126.9134,1
794,158980.0,279.4838,-49.8312,1
795,159180.0,-279.3067,48.7186,0
796,159380.0,283.1706,-24.8744,1
797,159580.0,-297.9758,-127.6988,0
798,159780.0,302.2504,159.6217,1
799,159980.0,284.1684,-21.2529,1
800,160180.0,-285.6017,13.7768,0
801,160380.0,296.2057,94.6884,1
802,160580.0,-300.6264,-133.9189,0
803,160780.0,-299.7293,-177.2329,0
804,160980.0,-295.9484,-91.6426,0
805,161180.0,-289.0311,-5.7702,0
806,161380.0,301.7049,124.9249,1
807,161580.0,295.2056,72.4095,1
808,161780.0,302.6733,126.1665,1
809,161980.0,295.8913,120.9609,1
810,162180.0,-297.7708,-79.6300,0
811,162380.0,-295.6215,-47.2230,0
812,162580.0,-285.8927,10.8167,0
813,162780.0,291.3669,20.4206,1
814,162980.0,-276.5693,64.1804,0
815,163180.0,296.6307,103.8022,1
816,163380.0,295.1664,42.0085,1
817,163580.0,284.6667,-18.1534,1
818,163780.0,-295.5234,-72.4935,0
819,163980.0,277.9391,-53.3008,1
820,164180.0,-296.0966,-119.8842,0
821,164380.0,299.6846,167.4491,1
822,164580.0,288.8291,5.5163,1
823,164780.0,296.6991,63.2224,1
824,164980.0,-300.4479,-109.1262,0
825,165180.0,-298.8751,-115.7086,0
826,165380.0,-297.4331,-102.9281,0
827,165580.0,-284.8237,16.1574,0
828,165780.0,-288.5839,-3.1542,0
829,165980.0,300.5422,146.5316,1
830,166180.0,294.9419,59.2374,1
831,166380.0,-295.7061,-48.4142,0
832,166580.0,-284.2453,19.1089,0
833,166780.0,300.0402,148.2792,1
834,166980.0,294.4740,52.0568,1
835,167180.0,-296.2930,-54.6106,0
836,167380.0,-301.0247,-132.5064,0
837,167580.0,-297.2073,-141.4896,0
838,167780.0,301.5814,137.9244,1
839,167980.0,294.6113,52.9525,1
840,168180.0,293.3187,30.4119,1
841,168380.0,287.1768,-4.1843,1
842,168580.0,-299.6556,-100.2801,0
843,168780.0,-296.9497,-90.4680,0
844,168980.0,290.4658,13.6944,1
845,169180.0,-301.4723,-160.6390,0
846,169380.0,-297.6326,-147.1965,0
847,169580.0,-273.9378,90.4152,0
848,169780.0,296.5549,114.8867,1
849,169980.0,-295.6853,-51.2445,0
850,170180.0,296.8158,67.3424,1
851,170380.0,-298.9945,-103.1924,0
852,170580.0,301.2830,125.2720,1
853,170780.0,282.6411,-27.0385,1
854,170980.0,-289.1888,-7.1534,0
855,171180.0,-298.3481,-74.0704,0
856,171380.0,-279.8896,43.5048,0
857,171580.0,299.6637,130.6203,1
858,171780.0,295.6833,77.9050,1
859,171980.0,-299.6277,-129.8365,0
860,172180.0,-278.0091,57.7619,0
861,172380.0,294.4476,40.5125,1
862,172580.0,300.3664,159.6119,1
863,172780.0,295.1065,58.9354,1
864,172980.0,291.8816,21.5527,1
865,173180.0,-296.9551,-61.0968,0
866,173380.0,297.1960,56.6313,1
867,173580.0,295.9470,56.4257,1
868,173780.0,286.6464,-7.3022,1
869,173980.0,-293.7418,-36.6738,0
870,174180.0,287.9889,-0.4035,1
871,174380.0,-295.8888,-60.1369,0
872,174580.0,291.5706,19.8156,1
873,174780.0,-294.3719,-44.8861,0
874,174980.0,297.4706,101.8692,1
875,175180.0,-300.4539,-173.0253,0
876,175380.0,-279.6936,44.3710,0
877,175580.0,-300.2243,-95.3554,0
878,175780.0,-280.6104,39.3145,0
879,175980.0,-301.0846,-100.0990,0
880,176180.0,-294.4027,-48.8798,0
881,176380.0,293.7485,33.7464,1
882,176580.0,297.0821,80.8221,1
883,176780.0,-301.6478,-168.4049,0
884,176980.0,-296.3182,-87.1150,0
885,177180.0,-301.1085,-176.3819,0
886,177380.0,-293.6561,-52.4135,0
887,177580.0,277.2397,-58.5110,1
888,177780.0,-293.5840,-47.1185,0
889,177980.0,299.6639,191.8082,1
890,178180.0,289.4211,9.9946,1
891,178380.0,301.4510,103.0409,1
892,178580.0,299.4868,200.7402,1
893,178780.0,295.8989,105.7880,1
894,178980.0,-298.6151,-93.2698,0
895,179180.0,301.4592,130.5009,1
896,179380.0,279.3231,-45.4049,1
897,179580.0,303.3273,118.2603,1
898,179780.0,290.4971,17.4179,1
899,179980.0,-277.0155,56.3365,0
900,180180.0,293.4169,55.9577,1
901,180380.0,-296.5203,-109.5853,0
902,180580.0,297.5345,90.0417,1
903,180780.0,-300.1516,-123.8454,0
904,180980.0,-298.0334,-85.6893,0
905,181180.0,-295.6503,-61.8197,0
906,181380.0,286.7653,-5.9712,1
907,181580.0,-293.4192,-35.1373,0
908,181780.0,296.3054,64.6670,1
909,181980.0,-294.9090,-44.2483,0
910,182180.0,300.3136,130.3911,1
911,182380.0,294.9099,50.1273,1
912,182580.0,290.3660,13.0933,1
913,182780.0,-298.9512,-89.0381,0
914,182980.0,-292.7839,-29.5357,0
915,183180.0,-301.3835,-115.7619,0
916,183380.0,-298.0256,-161.2455,0
917,183580.0,-279.4618,48.5109,0
918,183780.0,285.2599,-12.8869,1
919,183980.0,301.5595,158.4984,1
920,184180.0,276.9239,-57.0187,1
921,184380.0,-296.6818,-129.1956,0
922,184580.0,289.6342,9.6420,1
923,184780.0,-285.1965,15.2390,0
924,184980.0,299.8046,192.8023,1
925,185180.0,285.3438,-14.7568,1
926,185380.0,-295.5070,-68.1316,0
927,185580.0,298.8356,108.6938,1
928,185780.0,-301.9682,-122.2423,0
929,185980.0,-294.8817,-60.5173,0
930,186180.0,296.2832,53.5612,1
931,186380.0,280.6797,-37.7000,1
932,186580.0,-299.6526,-218.6480,0
933,186780.0,-287.9544,0.5660,0
934,186980.0,286.8412,-5.0747,1
935,187180.0,-291.6168,-20.6505,0
936,187380.0,301.2257,118.7859,1
937,187580.0,298.5852,185.8623,1
938,187780.0,286.2044,-7.9404,1
939,187980.0,301.0865,193.1298,1
940,188180.0,287.5377,-2.2029,1
941,188380.0,303.6835,145.2657,1
942,188580.0,290.9188,22.6922,1
943,188780.0,-298.7666,-183.8130,0
944,188980.0,-281.3540,33.8962,0
945,189180.0,299.1416,148.7624,1
946,189380.0,286.9354,-5.5319,1
947,189580.0,-294.0751,-37.7316,0
948,189780.0,-297.1254,-66.1977,0
949,189980.0,-295.6644,-48.1054,0
950,190180.0,-298.8934,-138.7967,0
951,190380.0,-277.6601,63.1257,0
952,190580.0,281.1715,-37.0111,1
953,190780.0,296.6658,57.0949,1
954,190980.0,-301.8061,-205.2810,0
955,191180.0,-289.0175,-6.0151,0
956,191380.0,286.7025,-7.0481,1
957,191580.0,-292.3454,-28.9491,0
958,191780.0,287.3543,-3.1116,1
959,191980.0,-296.1943,-72.3341,0
960,192180.0,299.6229,103.0664,1
961,192380.0,296.9134,71.3219,1
962,192580.0,294.9023,45.1899,1
963,192780.0,286.7140,-5.7699,1
964,192980.0,293.8838,34.2790,1
965,193180.0,282.4068,-29.1618,1
966,193380.0,-284.8849,16.0736,0
967,193580.0,297.9236,104.3368,1
968,193780.0,293.6641,33.3925,1
969,193980.0,278.7196,-48.6795,1
970,194180.0,-298.6758,-194.7843,0
971,194380.0,-276.0442,82.7275,0
972,194580.0,-301.3112,-103.6545,0
973,194780.0,-280.3719,39.2478,0
974,194980.0,292.4841,29.8150,1
975,195180.0,-289.6609,-9.2374,0
976,195380.0,299.5955,120.9126,1
977,195580.0,292.6690,29.9498,1
978,195780.0,-292.9097,-28.8328,0
979,195980.0,-299.1048,-92.0787,0
980,196180.0,-270.5946,122.0481,0
981,196380.0,298.5988,215.6849,1
982,196580.0,274.1970,-89.6321,1
983,196780.0,-298.7558,-130.9467,0
984,196980.0,-293.6948,-42.1222,0
985,197180.0,298.1007,94.2405,1
986,197380.0,-300.8096,-104.1294,0
987,197580.0,-293.5793,-40.2218,0
988,197780.0,299.3305,98.2438,1
989,197980.0,289.0958,6.3126,1
990,198180.0,-297.9023,-86.5411,0
991,198380.0,-282.8978,26.3965,0
992,198580.0,295.6649,54.9385,1
993,198780.0,-300.3428,-109.4601,0
994,198980.0,-281.5502,33.0619,0
995,199180.0,275.0281,-71.5589,1
996,199380.0,-297.0157,-132.4716,0
997,199580.0,-286.8464,5.5770,0
998,199780.0,-289.8434,-9.8525,0
999,199980.0,297.7810,80.7664,1
