bit_index,time_ps,v_amp_diff_mV,bit_decision
411,82380.0,-46.8585,0
412,82580.0,23.8008,1
413,82780.0,-25.0780,0
414,82980.0,-34.5773,0
415,83180.0,-10.9586,0
416,83380.0,-37.6390,0
417,83580.0,25.6310,1
418,83780.0,-19.5993,0
419,83980.0,-12.4760,0
420,84180.0,-90.0812,0
421,84380.0,-23.7068,0
422,84580.0,-4.3054,0
423,84780.0,61.2149,1
424,84980.0,-2.5363,0
425,85180.0,-42.2835,0
426,85380.0,34.7599,1
427,85580.0,-51.5835,0
428,85780.0,21.9822,1
429,85980.0,36.5533,1
430,86180.0,-28.2507,0
431,86380.0,17.5359,1
432,86580.0,15.1368,1
433,86780.0,6.9635,1
434,86980.0,11.1436,1
435,87180.0,13.6544,1
436,87380.0,32.3660,1
437,87580.0,-2.7076,0
438,87780.0,19.5039,1
439,87980.0,43.9468,1
440,88180.0,32.7291,1
441,88380.0,-53.2543,0
442,88580.0,7.4653,1
443,88780.0,61.2615,1
444,88980.0,58.0331,1
445,89180.0,11.3919,1
446,89380.0,-34.3794,0
447,89580.0,21.1337,1
448,89780.0,18.5788,1
449,89980.0,38.1158,1
450,90180.0,-29.1418,0
451,90380.0,19.6497,1
452,90580.0,-1.4420,0
453,90780.0,53.9823,1
454,90980.0,8.7977,1
455,91180.0,-16.3279,0
456,91380.0,47.4171,1
457,91580.0,-22.3456,0
458,91780.0,30.7175,1
459,91980.0,-25.7445,0
460,92180.0,-23.5769,0
461,92380.0,0.0192,1
462,92580.0,-65.0899,0
463,92780.0,25.0310,1
464,92980.0,-31.3310,0
465,93180.0,-30.7401,0
466,93380.0,25.6050,1
467,93580.0,31.0992,1
468,93780.0,-17.4207,0
469,93980.0,19.3698,1
470,94180.0,-10.4455,0
471,94380.0,-0.8986,0
472,94580.0,-11.4719,0
473,94780.0,14.6037,1
474,94980.0,-35.2227,0
475,95180.0,13.9826,1
476,95380.0,12.0201,1
477,95580.0,-9.1584,0
478,95780.0,84.4161,1
479,95980.0,-41.9499,0
480,96180.0,-34.6481,0
481,96380.0,-3.1093,0
482,96580.0,-38.9493,0
483,96780.0,42.6572,1
484,96980.0,-20.9463,0
485,97180.0,-17.6038,0
486,97380.0,-2.2719,0
487,97580.0,-0.6535,0
488,97780.0,-8.3609,0
489,97980.0,48.0849,1
490,98180.0,-40.0914,0
491,98380.0,22.5622,1
492,98580.0,-39.6342,0
493,98780.0,67.8019,1
494,98980.0,67.6236,1
495,99180.0,-35.8183,0
496,99380.0,-12.5029,0
497,99580.0,25.2674,1
498,99780.0,-21.3807,0
499,99980.0,25.0113,1
500,100180.0,-68.3212,0
501,100380.0,18.0740,1
502,100580.0,12.3115,1
503,100780.0,38.8786,1
504,100980.0,-4.5226,0
505,101180.0,15.2254,1
506,101380.0,27.9856,1
507,101580.0,62.6711,1
508,101780.0,10.3394,1
509,101980.0,-78.7234,0
510,102180.0,-52.8875,0
511,102380.0,31.0030,1
512,102580.0,7.4304,1
513,102780.0,15.5426,1
514,102980.0,39.9177,1
515,103180.0,56.8892,1
516,103380.0,-49.5790,0
517,103580.0,-6.7460,0
518,103780.0,16.4139,1
519,103980.0,-4.9314,0
520,104180.0,-11.6146,0
521,104380.0,1.4949,1
522,104580.0,24.5397,1
523,104780.0,60.6397,1
524,104980.0,40.6092,1
525,105180.0,26.4176,1
526,105380.0,12.1736,1
527,105580.0,-27.1345,0
528,105780.0,34.2429,1
529,105980.0,-26.8344,0
530,106180.0,-20.0068,0
531,106380.0,-4.7618,0
532,106580.0,17.0040,1
533,106780.0,-11.1505,0
534,106980.0,14.9685,1
535,107180.0,-56.2149,0
536,107380.0,-5.8244,0
537,107580.0,47.5585,1
538,107780.0,1.1433,1
539,107980.0,6.3479,1
540,108180.0,-68.0386,0
541,108380.0,0.1331,1
542,108580.0,24.4906,1
543,108780.0,1.8922,1
544,108980.0,-46.9663,0
545,109180.0,-36.5176,0
546,109380.0,1.9513,1
547,109580.0,5.8191,1
548,109780.0,20.9683,1
549,109980.0,-95.7406,0
550,110180.0,-32.6703,0
551,110380.0,6.0802,1
552,110580.0,39.6815,1
553,110780.0,32.7699,1
554,110980.0,112.6850,1
555,111180.0,5.2186,1
556,111380.0,85.5972,1
557,111580.0,-32.4179,0
558,111780.0,-48.0771,0
559,111980.0,-0.3292,0
560,112180.0,10.7880,1
561,112380.0,-22.1137,0
562,112580.0,-18.8589,0
563,112780.0,-65.7028,0
564,112980.0,-3.0828,0
565,113180.0,25.6909,1
566,113380.0,24.3874,1
567,113580.0,30.8482,1
568,113780.0,-10.1225,0
569,113980.0,-20.2842,0
570,114180.0,69.6432,1
571,114380.0,2.0267,1
572,114580.0,68.4070,1
573,114780.0,21.3714,1
574,114980.0,2.8557,1
575,115180.0,-1.3811,0
576,115380.0,-65.1654,0
577,115580.0,-8.9495,0
578,115780.0,-44.3606,0
579,115980.0,30.7852,1
580,116180.0,28.6360,1
581,116380.0,7.2481,1
582,116580.0,42.7599,1
583,116780.0,23.7757,1
584,116980.0,-10.0168,0
585,117180.0,10.9252,1
586,117380.0,-13.9377,0
587,117580.0,-54.9497,0
588,117780.0,-29.0707,0
589,117980.0,44.3227,1
590,118180.0,-24.0467,0
591,118380.0,49.0002,1
592,118580.0,7.1196,1
593,118780.0,-20.9447,0
594,118980.0,7.6617,1
595,119180.0,43.2244,1
596,119380.0,1.6524,1
597,119580.0,-48.0259,0
598,119780.0,39.6188,1
599,119980.0,-41.9706,0
600,120180.0,33.1786,1
601,120380.0,81.3383,1
602,120580.0,9.1146,1
603,120780.0,-54.1454,0
604,120980.0,21.4533,1
605,121180.0,-35.1490,0
606,121380.0,42.7065,1
607,121580.0,10.4734,1
608,121780.0,-43.1691,0
609,121980.0,-12.7913,0
610,122180.0,53.7716,1
611,122380.0,-11.5630,0
612,122580.0,-11.1137,0
613,122780.0,-61.2557,0
614,122980.0,57.5137,1
615,123180.0,-86.1583,0
616,123380.0,12.0913,1
617,123580.0,56.4129,1
618,123780.0,-43.8312,0
619,123980.0,4.8867,1
620,124180.0,45.8988,1
621,124380.0,-104.0732,0
622,124580.0,0.2148,1
623,124780.0,3.8373,1
624,124980.0,23.2531,1
625,125180.0,-44.6950,0
626,125380.0,-14.5988,0
627,125580.0,-8.2575,0
628,125780.0,10.9786,1
629,125980.0,-1.0844,0
630,126180.0,20.3647,1
631,126380.0,45.7406,1
632,126580.0,89.5259,1
633,126780.0,47.7261,1
634,126980.0,-42.5876,0
635,127180.0,-5.4139,0
636,127380.0,40.9542,1
637,127580.0,44.9354,1
638,127780.0,12.7828,1
639,127980.0,26.6724,1
640,128180.0,28.9261,1
641,128380.0,14.5595,1
642,128580.0,1.3779,1
643,128780.0,45.1383,1
644,128980.0,38.1634,1
645,129180.0,-38.7525,0
646,129380.0,6.3045,1
647,129580.0,16.5032,1
648,129780.0,29.1485,1
649,129980.0,-28.6349,0
650,130180.0,-6.9549,0
651,130380.0,18.3089,1
652,130580.0,24.5328,1
653,130780.0,59.5766,1
654,130980.0,-24.9544,0
655,131180.0,-15.5345,0
656,131380.0,46.8915,1
657,131580.0,24.8420,1
658,131780.0,-36.1946,0
659,131980.0,99.5466,1
660,132180.0,21.5486,1
661,132380.0,3.0848,1
662,132580.0,-34.6067,0
663,132780.0,-82.9847,0
664,132980.0,-44.8937,0
665,133180.0,55.7795,1
666,133380.0,-0.8575,0
667,133580.0,-48.2211,0
668,133780.0,3.1649,1
669,133980.0,-15.5554,0
670,134180.0,-6.1323,0
671,134380.0,-1.1944,0
672,134580.0,-30.1627,0
673,134780.0,14.2134,1
674,134980.0,24.7296,1
675,135180.0,-70.2779,0
676,135380.0,-30.9598,0
677,135580.0,42.5994,1
678,135780.0,11.9504,1
679,135980.0,-7.0679,0
680,136180.0,-8.6715,0
681,136380.0,33.0941,1
682,136580.0,83.0585,1
683,136780.0,-23.8973,0
684,136980.0,11.3605,1
685,137180.0,-72.2437,0
686,137380.0,0.3295,1
687,137580.0,8.1230,1
688,137780.0,47.5804,1
689,137980.0,-26.3310,0
690,138180.0,84.4403,1
691,138380.0,-23.9275,0
692,138580.0,-33.3803,0
693,138780.0,39.8956,1
694,138980.0,7.6109,1
695,139180.0,33.6633,1
696,139380.0,8.6652,1
697,139580.0,29.6407,1
698,139780.0,-14.3897,0
699,139980.0,-45.2882,0
700,140180.0,42.7334,1
701,140380.0,-56.5414,0
702,140580.0,-36.4583,0
703,140780.0,14.4129,1
704,140980.0,-14.5543,0
705,141180.0,-18.5483,0
706,141380.0,-19.2027,0
707,141580.0,50.2670,1
708,141780.0,14.5881,1
709,141980.0,-78.6836,0
710,142180.0,-1.3813,0
711,142380.0,68.0150,1
712,142580.0,-15.6092,0
713,142780.0,25.3682,1
714,142980.0,84.0007,1
715,143180.0,16.1637,1
716,143380.0,-7.9706,0
717,143580.0,17.7111,1
718,143780.0,-12.0620,0
719,143980.0,-22.4535,0
720,144180.0,38.6948,1
721,144380.0,-14.9246,0
722,144580.0,37.1391,1
723,144780.0,38.2918,1
724,144980.0,-16.8829,0
725,145180.0,-17.9956,0
726,145380.0,-16.0279,0
727,145580.0,-90.7559,0
728,145780.0,38.2711,1
729,145980.0,-13.7600,0
730,146180.0,-18.2045,0
731,146380.0,31.2593,1
732,146580.0,46.1896,1
733,146780.0,1.1538,1
734,146980.0,-30.7738,0
735,147180.0,34.1657,1
736,147380.0,3.0971,1
737,147580.0,-22.9529,0
738,147780.0,71.7207,1
739,147980.0,65.4437,1
740,148180.0,-20.0240,0
741,148380.0,5.0010,1
742,148580.0,68.3845,1
743,148780.0,-48.1518,0
744,148980.0,-33.7468,0
745,149180.0,56.2370,1
746,149380.0,5.3710,1
747,149580.0,-14.8889,0
748,149780.0,4.8179,1
749,149980.0,44.1553,1
750,150180.0,5.1556,1
751,150380.0,-54.6764,0
752,150580.0,13.3440,1
753,150780.0,-70.5672,0
754,150980.0,1.5778,1
755,151180.0,-51.8841,0
756,151380.0,3.9325,1
757,151580.0,-30.6395,0
758,151780.0,50.5270,1
759,151980.0,-53.0976,0
760,152180.0,-12.0151,0
761,152380.0,-61.3685,0
762,152580.0,6.2283,1
763,152780.0,-13.0279,0
764,152980.0,-13.6373,0
765,153180.0,2.0819,1
766,153380.0,-14.6378,0
767,153580.0,-71.3645,0
768,153780.0,-16.2293,0
769,153980.0,-27.1370,0
770,154180.0,-5.2383,0
771,154380.0,23.5191,1
772,154580.0,61.7601,1
773,154780.0,12.4419,1
774,154980.0,-61.2090,0
775,155180.0,37.8056,1
776,155380.0,-2.9539,0
777,155580.0,15.5690,1
778,155780.0,31.4603,1
779,155980.0,-26.7163,0
780,156180.0,15.7369,1
781,156380.0,-37.2700,0
782,156580.0,17.8633,1
783,156780.0,20.1480,1
784,156980.0,-25.4969,0
785,157180.0,68.5126,1
786,157380.0,-9.2672,0
787,157580.0,-11.4591,0
788,157780.0,-70.8430,0
789,157980.0,-18.3192,0
790,158180.0,28.7509,1
791,158380.0,-57.2739,0
792,158580.0,-32.9952,0
793,158780.0,-58.2671,0
794,158980.0,33.4342,1
795,159180.0,19.4639,1
796,159380.0,80.0133,1
797,159580.0,16.1582,1
798,159780.0,46.2250,1
799,159980.0,-43.0011,0
800,160180.0,-41.9803,0
801,160380.0,0.7140,1
802,160580.0,-15.4253,0
803,160780.0,-35.2860,0
804,160980.0,-20.7271,0
805,161180.0,-36.6177,0
806,161380.0,-8.7211,0
807,161580.0,-15.9793,0
808,161780.0,-31.9677,0
809,161980.0,45.7323,1
810,162180.0,17.5024,1
811,162380.0,-15.1995,0
812,162580.0,37.3320,1
813,162780.0,9.4568,1
814,162980.0,-12.2936,0
815,163180.0,37.4949,1
816,163380.0,-6.1133,0
817,163580.0,8.9879,1
818,163780.0,27.5962,1
819,163980.0,-25.0804,0
820,164180.0,-98.0037,0
821,164380.0,41.4118,1
822,164580.0,-20.8216,0
823,164780.0,-70.6702,0
824,164980.0,42.6949,1
825,165180.0,-31.7048,0
826,165380.0,-30.1903,0
827,165580.0,-32.7282,0
828,165780.0,104.4953,1
829,165980.0,-18.1392,0
830,166180.0,30.3526,1
831,166380.0,23.1981,1
832,166580.0,17.7703,1
833,166780.0,-22.0358,0
834,166980.0,-57.4790,0
835,167180.0,20.6662,1
836,167380.0,-0.4627,0
837,167580.0,35.4296,1
838,167780.0,22.5227,1
839,167980.0,61.1030,1
840,168180.0,-16.7503,0
841,168380.0,49.0327,1
842,168580.0,20.1951,1
843,168780.0,52.3391,1
844,168980.0,-3.7258,0
845,169180.0,39.5364,1
846,169380.0,49.2441,1
847,169580.0,-38.5160,0
848,169780.0,-38.1618,0
849,169980.0,52.5928,1
850,170180.0,-57.5911,0
851,170380.0,-97.8875,0
852,170580.0,23.4987,1
853,170780.0,0.2271,1
854,170980.0,-5.6846,0
855,171180.0,-12.8740,0
856,171380.0,8.4819,1
857,171580.0,-27.6984,0
858,171780.0,10.3656,1
859,171980.0,43.9452,1
860,172180.0,-21.2995,0
861,172380.0,-44.2725,0
862,172580.0,-15.0081,0
863,172780.0,-36.2861,0
864,172980.0,29.9505,1
865,173180.0,12.3317,1
866,173380.0,11.9042,1
867,173580.0,-14.0290,0
868,173780.0,9.6084,1
869,173980.0,59.6087,1
870,174180.0,-5.1190,0
871,174380.0,47.4567,1
872,174580.0,-12.3989,0
873,174780.0,-44.7655,0
874,174980.0,6.2614,1
875,175180.0,28.6650,1
876,175380.0,-58.6264,0
877,175580.0,-56.4642,0
878,175780.0,2.0973,1
879,175980.0,-14.0407,0
880,176180.0,20.2368,1
881,176380.0,40.8494,1
882,176580.0,-41.5652,0
883,176780.0,64.2571,1
884,176980.0,-45.3102,0
885,177180.0,-24.4401,0
886,177380.0,48.1015,1
887,177580.0,5.2919,1
888,177780.0,-0.4793,0
889,177980.0,-98.5700,0
890,178180.0,-86.7513,0
891,178380.0,29.4264,1
892,178580.0,-18.4979,0
893,178780.0,15.0617,1
894,178980.0,-10.6604,0
895,179180.0,-74.4927,0
896,179380.0,8.4036,1
897,179580.0,36.6363,1
898,179780.0,2.7784,1
899,179980.0,-30.3484,0
900,180180.0,-20.7767,0
901,180380.0,29.4123,1
902,180580.0,47.4510,1
903,180780.0,54.0246,1
904,180980.0,36.9831,1
905,181180.0,-12.8416,0
906,181380.0,9.2433,1
907,181580.0,29.4195,1
908,181780.0,-21.1792,0
909,181980.0,40.1208,1
910,182180.0,-49.0969,0
911,182380.0,71.6641,1
912,182580.0,-11.9906,0
913,182780.0,-19.2464,0
914,182980.0,1.7906,1
915,183180.0,-44.2727,0
916,183380.0,27.2243,1
917,183580.0,-11.1095,0
918,183780.0,28.6170,1
919,183980.0,41.4828,1
920,184180.0,6.8000,1
921,184380.0,21.4304,1
922,184580.0,-114.6068,0
923,184780.0,-18.7039,0
924,184980.0,26.2531,1
925,185180.0,26.7485,1
926,185380.0,-51.8450,0
927,185580.0,-47.8659,0
928,185780.0,57.7151,1
929,185980.0,-1.0508,0
930,186180.0,35.7498,1
931,186380.0,-7.0170,0
932,186580.0,-0.4802,0
933,186780.0,-32.0014,0
934,186980.0,-9.1018,0
935,187180.0,-69.6565,0
936,187380.0,13.3916,1
937,187580.0,23.0784,1
938,187780.0,-13.1723,0
939,187980.0,-4.4774,0
940,188180.0,-12.7302,0
941,188380.0,40.2252,1
942,188580.0,-15.3453,0
943,188780.0,6.6344,1
944,188980.0,7.7142,1
945,189180.0,-19.4267,0
946,189380.0,6.3273,1
947,189580.0,-40.3489,0
948,189780.0,70.0099,1
949,189980.0,-5.9244,0
950,190180.0,-43.6625,0
951,190380.0,23.5180,1
952,190580.0,24.3884,1
953,190780.0,-26.8610,0
954,190980.0,5.4585,1
955,191180.0,17.9604,1
956,191380.0,-38.6428,0
957,191580.0,53.3329,1
958,191780.0,41.0517,1
959,191980.0,-37.8477,0
960,192180.0,31.4417,1
961,192380.0,7.1448,1
