bit_index,time_ps,v_amp_diff_mV,bit_decision
944,188980.0,22.2013,1
945,189180.0,-32.6236,0
946,189380.0,82.0747,1
947,189580.0,-30.5580,0
948,189780.0,5.8733,1
949,189980.0,-63.2389,0
950,190180.0,-58.0665,0
951,190380.0,90.8157,1
952,190580.0,11.0529,1
953,190780.0,77.3611,1
954,190980.0,-37.4185,0
955,191180.0,119.6211,1
956,191380.0,75.8739,1
957,191580.0,59.6650,1
958,191780.0,-60.5227,0
959,191980.0,9.1655,1
960,192180.0,118.8387,1
961,192380.0,115.7774,1
962,192580.0,-93.1211,0
963,192780.0,97.1162,1
964,192980.0,9.3561,1
965,193180.0,127.6499,1
966,193380.0,-30.7565,0
967,193580.0,2.4350,1
968,193780.0,-221.3337,0
969,193980.0,-186.5130,0
970,194180.0,-42.8265,0
971,194380.0,94.8036,1
972,194580.0,119.3396,1
973,194780.0,26.8920,1
974,194980.0,44.2303,1
975,195180.0,-13.0091,0
976,195380.0,97.4919,1
977,195580.0,55.6818,1
978,195780.0,-161.7343,0
979,195980.0,-54.3296,0
980,196180.0,27.0467,1
981,196380.0,-4.2288,0
982,196580.0,-19.5018,0
983,196780.0,81.5687,1
984,196980.0,128.5265,1
985,197180.0,101.4377,1
986,197380.0,-75.5995,0
987,197580.0,-126.3948,0
988,197780.0,92.7112,1
989,197980.0,-2.9234,0
990,198180.0,-102.4086,0
991,198380.0,40.5370,1
992,198580.0,-16.5412,0
993,198780.0,-234.6434,0
994,198980.0,-82.7176,0
995,199180.0,-106.7550,0
996,199380.0,-58.1817,0
997,199580.0,-129.6530,0
998,199780.0,-9.9831,0
999,199980.0,83.0557,1
