 frequency              onoise_spectrum        inoise_spectrum       
 3.349654391578281e+06  4.973458996834550e-07  3.147450349170858e-08 
 3.548133892335759e+06  4.840198688802923e-07  3.148173130882028e-08 
 3.758374042884447e+06  4.698480170970325e-07  3.149464757970979e-08 
 3.981071705534978e+06  4.548606292217080e-07  3.151364173198830e-08 
 4.216965034285828e+06  4.391072308897463e-07  3.153916000862246e-08 
 4.466835921509637e+06  4.226569534602264e-07  3.157171020012283e-08 
 4.731512589614811e+06  4.055979184609173e-07  3.161186668336322e-08 
 5.011872336272730e+06  3.880355689896419e-07  3.166027575231155e-08 
 5.308844442309891e+06  3.700899740942385e-07  3.171766122004014e-08 
 5.623413251903499e+06  3.518922385377265e-07  3.178483026342532e-08 
 5.956621435290113e+06  3.335802477820453e-07  3.186267947634745e-08 
 6.309573444801942e+06  3.152940497777548e-07  3.195220109130201e-08 
 6.683439175686155e+06  2.971712089643085e-07  3.205448932816789e-08 
 7.079457843841389e+06  2.793424590068602e-07  3.217074683098648e-08 
 7.498942093324569e+06  2.619279326744541e-07  3.230229116384264e-08 
 7.943282347242827e+06  2.450341706927670e-07  3.245056135655773e-08 
 8.413951416451963e+06  2.287520207941024e-07  3.261712452242456e-08 
 8.912509381337468e+06  2.131554484720386e-07  3.280368261710806e-08 
 9.440608762859248e+06  1.983012040229193e-07  3.301207947096533e-08 
 1.000000000000001e+07  1.842292337352849e-07  3.324430830749129e-08 
