 frequency              onoise_spectrum        inoise_spectrum       
 7.413102413009372e+01  2.584333973204982e-05  1.293015503448927e-06 
 7.498942093324759e+01  2.569068580302692e-05  1.285377794900150e-06 
 7.585775750292041e+01  2.553894075626901e-05  1.277785560306025e-06 
 7.673614893618395e+01  2.538809914384147e-05  1.270238527091140e-06 
 7.762471166287126e+01  2.523815555079087e-05  1.262736424329775e-06 
 7.852356346100930e+01  2.508910459494485e-05  1.255278982736706e-06 
 7.943282347243030e+01  2.494094092671038e-05  1.247865934656641e-06 
 8.035261221856391e+01  2.479365922887487e-05  1.240497014054407e-06 
 8.128305161641214e+01  2.464725421641057e-05  1.233171956505055e-06 
 8.222426499470936e+01  2.450172063627553e-05  1.225890499184038e-06 
 8.317637711026937e+01  2.435705326721987e-05  1.218652380857428e-06 
 8.413951416452181e+01  2.421324691961308e-05  1.211457341872221e-06 
 8.511380382023998e+01  2.407029643516434e-05  1.204305124146680e-06 
 8.609937521846243e+01  2.392819668686058e-05  1.197195471160748e-06 
 8.709635899561046e+01  2.378694257869026e-05  1.190128127946519e-06 
 8.810488730080384e+01  2.364652904547463e-05  1.183102841078760e-06 
 8.912509381337702e+01  2.350695105268070e-05  1.176119358665507e-06 
 9.015711376059819e+01  2.336820359624933e-05  1.169177430338702e-06 
 9.120108393559352e+01  2.323028170234496e-05  1.162276807244956e-06 
 9.225714271547889e+01  2.309318042726958e-05  1.155417242036093e-06 
 9.332543007970172e+01  2.295689485721151e-05  1.148598488860283e-06 
