# Logfile created on 2026-09-23 06:20:32 +0200 by logger.rb/v1.5.3
2026-09-23 06:20:32 +0200: Memory Usage (407760K) : Starting running IHP-SG13G2 KLayout DRC runset on ${BULK}/sense-dual-gate-build-20260923-r1/g1_sense_physical.gds
2026-09-23 06:20:32 +0200: Memory Usage (407760K) : Ruby Version for klayout: 3.2.3
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : Loading database to memory is complete.
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : IHP-SG13G2 KLayout DRC runset output at: ${BULK}/sense-dual-gate-drc-20260923-r1/reports/g1_sense_physical_g1_sense_physical_main.lyrdb
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : Evaluate switches.
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : tables selected: main
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : KLayout will use 1 thread(s) in tiling mode.
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : deep mode is enabled.
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : FEOL enabled: true
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : BEOL enabled: true
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : OFFGRID enabled: true
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : ANGLE enabled: true
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : PIN enabled: true
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : FORBIDDEN enabled: true
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : RECOMMENDED enabled: true
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : PreCheck DRC enabled: false
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : CONNECTIVITY_RULES enabled: true.
2026-09-23 06:20:32 +0200: Memory Usage (409256K) : Read in polygons from layers.
2026-09-23 06:20:32 +0200: Memory Usage (409612K) : activ_drw has 1011 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411196K) : activ_pin has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411196K) : activ_mask has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411196K) : activ_filler has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411196K) : activ_nofill has 4 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411196K) : activ_opc has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : activ_iopc has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : activ_noqrc has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : biwind_drw has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : biwind_opc has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : pemwind_drw has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : gatpoly_drw has 2401 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : gatpoly_pin has 50 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : gatpoly_filler has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411460K) : gatpoly_nofill has 4 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411548K) : gatpoly_opc has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411548K) : gatpoly_iopc has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (411548K) : gatpoly_noqrc has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (412336K) : cont_drw has 42219 polygons
2026-09-23 06:20:32 +0200: Memory Usage (412336K) : cont_opc has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (412600K) : nsd_drw has 0 polygons
2026-09-23 06:20:32 +0200: Memory Usage (412600K) : nsd_block has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (412600K) : metal1_drw has 5136 polygons
2026-09-23 06:20:33 +0200: Memory Usage (412600K) : metal1_pin has 106 polygons
2026-09-23 06:20:33 +0200: Memory Usage (412600K) : metal1_mask has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (412864K) : metal1_filler has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (412864K) : metal1_nofill has 4 polygons
2026-09-23 06:20:33 +0200: Memory Usage (412864K) : metal1_slit has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (412864K) : metal1_text has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (412864K) : metal1_opc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413196K) : metal1_noqrc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413196K) : metal1_res has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413196K) : metal1_iprobe has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413196K) : metal1_diffprb has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413196K) : passiv_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413460K) : passiv_pin has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413460K) : passiv_sbump has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413460K) : passiv_pillar has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413460K) : passiv_pdl has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413724K) : metal2_drw has 1151 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413800K) : metal2_pin has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413800K) : metal2_mask has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413800K) : metal2_filler has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (413800K) : metal2_nofill has 4 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414060K) : metal2_slit has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414060K) : metal2_text has 8 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414060K) : metal2_opc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414060K) : metal2_noqrc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414428K) : metal2_res has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414428K) : metal2_iprobe has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414428K) : metal2_diffprb has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414428K) : baspoly_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414428K) : baspoly_pin has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414692K) : psd_drw has 371 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414692K) : nldb_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414692K) : digibnd_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414692K) : via1_drw has 1174 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414956K) : backmetal1_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414956K) : backmetal1_pin has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414956K) : backmetal1_mask has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414956K) : backmetal1_filler has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (414956K) : backmetal1_nofill has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415220K) : backmetal1_slit has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415220K) : backmetal1_text has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415220K) : backmetal1_opc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415220K) : backmetal1_noqrc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415468K) : backmetal1_res has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415468K) : backmetal1_iprobe has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415576K) : backmetal1_diffprb has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415576K) : backpassiv_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415576K) : res_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415836K) : sram_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415836K) : trans_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415836K) : ind_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415836K) : ind_pin has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (415836K) : ind_text has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416100K) : salblock_drw has 100 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416100K) : via2_drw has 419 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416100K) : metal3_drw has 869 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416100K) : metal3_pin has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416364K) : metal3_mask has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416364K) : metal3_filler has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416364K) : metal3_nofill has 4 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416364K) : metal3_slit has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416364K) : metal3_text has 4 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416628K) : metal3_opc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416672K) : metal3_noqrc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416672K) : metal3_res has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416672K) : metal3_iprobe has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416932K) : metal3_diffprb has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416932K) : nwell_drw has 49 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416932K) : nwell_pin has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416932K) : nbulay_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416932K) : nbulay_pin has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (416932K) : nbulay_block has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417196K) : emwind_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417196K) : emwind_opc has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417196K) : deepco_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417196K) : deepco_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417196K) : mim_drw has 3 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417196K) : edgeseal_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417196K) : edgeseal_bound has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417460K) : substrate_drw has 33 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417460K) : substrate_text has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417460K) : dfpad_drw has 0 polygons
2026-09-23 06:20:33 +0200: Memory Usage (417460K) : dfpad_pillar has 0 polygons
