 v-sweep                v(b)                   v(c)                   v(e)                   i(vm_b)                i(vm_c)                i(vm_e)                i(vb)                  i(vc)                  i(ve)                  i(vdd)                 i(vdda)               
 3.000000000000000e-01  2.999999999999856e-01  9.999999999999535e-01  5.072436578365381e-14  1.439820485060747e-16  4.649058915617843e-16 -5.072436578365380e-16  1.164621918191543e-10 -5.243387116517986e-12  2.546991011290253e-10  0.000000000000000e+00 -3.945231491598884e-10 
 3.010000000000000e-01  3.009999999999850e-01  9.999999999999525e-01  5.238921721915726e-14  1.500535806719935e-16  4.753142324176451e-16 -5.238921721915719e-16  1.161333433980924e-10 -5.243397991878967e-12  2.546991177775399e-10  0.000000000000000e+00 -3.942039808569904e-10 
 3.020000000000000e-01  3.019999999999844e-01  9.999999999999518e-01  5.419226475920886e-14  1.556914319689181e-16  4.813857645835640e-16 -5.419226475920887e-16  1.158054292525511e-10 -5.243404463752746e-12  2.546991358080153e-10  0.000000000000000e+00 -3.938856174657852e-10 
 3.030000000000000e-01  3.029999999999837e-01  9.999999999999506e-01  5.603456095935107e-14  1.630640067418195e-16  4.935288289154016e-16 -5.603456095935111e-16  1.154781445664166e-10 -5.243417073837203e-12  2.546991542309770e-10  0.000000000000000e+00 -3.935680520473790e-10 
 3.040000000000000e-01  3.039999999999829e-01  9.999999999999487e-01  5.795346464199033e-14  1.708702623837151e-16  5.126107871511465e-16 -5.795346464199036e-16  1.151514900920590e-10 -5.243435688775314e-12  2.546991734200142e-10  0.000000000000000e+00 -3.932510903127424e-10 
 3.050000000000000e-01  3.049999999999823e-01  9.999999999999470e-01  5.995245364824128e-14  1.769417945496339e-16  5.290906601729262e-16 -5.995245364824127e-16  1.148254613233694e-10 -5.243451768306723e-12  2.546991934099042e-10  0.000000000000000e+00 -3.929346281784669e-10 
 3.060000000000000e-01  3.059999999999816e-01  9.999999999999464e-01  6.203517148523995e-14  1.847480501915295e-16  5.360295540768334e-16 -6.203517148523994e-16  1.145000569121137e-10 -5.243458240180502e-12  2.546992142370823e-10  0.000000000000000e+00 -3.926186587056586e-10 
 3.070000000000000e-01  3.069999999999810e-01  9.999999999999449e-01  6.420543543531211e-14  1.899522206194599e-16  5.507747036226363e-16 -6.420543543531217e-16  1.141752749193444e-10 -5.243472584988434e-12  2.546992359397220e-10  0.000000000000000e+00 -3.923037370058298e-10 
 3.080000000000000e-01  3.079999999999803e-01  9.999999999999430e-01  6.646724506788550e-14  1.968911145233671e-16  5.698566618583811e-16 -6.646724506788556e-16  1.138511157650207e-10 -5.243491199926545e-12  2.546992585578184e-10  0.000000000000000e+00 -3.919892177618474e-10 
 3.090000000000000e-01  3.089999999999798e-01  9.999999999999412e-01  6.882479117429458e-14  2.016616040823033e-16  5.880712583561376e-16 -6.882479117429464e-16  1.135275771823509e-10 -5.243510748904906e-12  2.546992821332792e-10  0.000000000000000e+00 -3.916753577127858e-10 
 3.100000000000000e-01  3.099999999999787e-01  9.999999999999389e-01  7.128246514664772e-14  2.129373066761525e-16  6.106226635438361e-16 -7.128246514664770e-16  1.132046546032733e-10 -5.243532833289969e-12  2.546993067100191e-10  0.000000000000000e+00 -3.913620180807671e-10 
 3.110000000000000e-01  3.109999999999780e-01  9.999999999999369e-01  7.384486882298704e-14  2.203098814490538e-16  6.305719835175694e-16 -7.384486882298701e-16  1.128823576142676e-10 -5.243554116991805e-12  2.546993323340560e-10  0.000000000000000e+00 -3.910496360161071e-10 
