 v-sweep                v(b)                   v(c)                   v(e)                   i(vm_b)                i(vm_c)                i(vm_e)                i(vb)                  i(vc)                  i(ve)                  i(vdd)                 i(vdda)               
 3.000000000000000e-01  2.999999999999856e-01  9.999999999999535e-01  5.072436578365381e-14  1.439820485060747e-16  4.649058915617843e-16 -5.072436578365380e-16  2.623548767711144e-10  2.514470101675830e-11  4.959382921486577e-10  0.000000000000000e+00 -8.120432503729601e-10 
 3.010000000000000e-01  3.009999999999850e-01  9.999999999999525e-01  5.238921721915726e-14  1.500535806719935e-16  4.753142324176451e-16 -5.238921721915719e-16  2.617618590445018e-10  2.514469009001299e-11  4.959383087971707e-10  0.000000000000000e+00 -8.114598249616461e-10 
 3.020000000000000e-01  3.019999999999844e-01  9.999999999999518e-01  5.419226475920886e-14  1.556914319689181e-16  4.813857645835640e-16 -5.419226475920887e-16  2.611702824416262e-10  2.514468366952354e-11  4.959383268276473e-10  0.000000000000000e+00 -8.108777382417087e-10 
 3.030000000000000e-01  3.029999999999837e-01  9.999999999999506e-01  5.603456095935107e-14  1.630640067418195e-16  4.935288289154016e-16 -5.603456095935111e-16  2.605796720907753e-10  2.514467100805475e-11  4.959383452506083e-10  0.000000000000000e+00 -8.102968385877756e-10 
 3.040000000000000e-01  3.039999999999829e-01  9.999999999999487e-01  5.795346464199033e-14  1.708702623837151e-16  5.126107871511465e-16 -5.795346464199036e-16  2.599900242802250e-10  2.514465244450097e-11  4.959383644396461e-10  0.000000000000000e+00 -8.097166670025557e-10 
 3.050000000000000e-01  3.049999999999823e-01  9.999999999999470e-01  5.995245364824128e-14  1.769417945496339e-16  5.290906601729262e-16 -5.995245364824127e-16  2.594013379930288e-10  2.514463631358523e-11  4.959383844295350e-10  0.000000000000000e+00 -8.091376963611279e-10 
 3.060000000000000e-01  3.059999999999816e-01  9.999999999999464e-01  6.203517148523995e-14  1.847480501915295e-16  5.360295540768334e-16 -6.203517148523994e-16  2.588136091638742e-10  2.514462989309579e-11  4.959384052567146e-10  0.000000000000000e+00 -8.085595925662913e-10 
 3.070000000000000e-01  3.069999999999810e-01  9.999999999999449e-01  6.420543543531211e-14  1.899522206194599e-16  5.507747036226363e-16 -6.420543543531217e-16  2.582268409555482e-10  2.514461549690352e-11  4.959384269593529e-10  0.000000000000000e+00 -8.079825231817932e-10 
 3.080000000000000e-01  3.079999999999803e-01  9.999999999999430e-01  6.646724506788550e-14  1.968911145233671e-16  5.698566618583811e-16 -6.646724506788556e-16  2.576410309538407e-10  2.514459693334974e-11  4.959384495774502e-10  0.000000000000000e+00 -8.074063483994620e-10 
 3.090000000000000e-01  3.089999999999798e-01  9.999999999999412e-01  6.882479117429458e-14  2.016616040823033e-16  5.880712583561376e-16 -6.882479117429464e-16  2.570561733648185e-10  2.514457733298705e-11  4.959384731529105e-10  0.000000000000000e+00 -8.068312496608326e-10 
 3.100000000000000e-01  3.099999999999787e-01  9.999999999999389e-01  7.128246514664772e-14  2.129373066761525e-16  6.106226635438361e-16 -7.128246514664770e-16  2.564722668404174e-10  2.514455529998632e-11  4.959384977296511e-10  0.000000000000000e+00 -8.062568512353407e-10 
 3.110000000000000e-01  3.109999999999780e-01  9.999999999999369e-01  7.384486882298704e-14  2.203098814490538e-16  6.305719835175694e-16 -7.384486882298701e-16  2.558893177082274e-10  2.514453396490015e-11  4.959385233536867e-10  0.000000000000000e+00 -8.056837508981556e-10 
 3.120000000000000e-01  3.119999999999768e-01  9.999999999999358e-01  7.651682482207435e-14  2.320192649118972e-16  6.418476861114186e-16 -7.651682482207436e-16  2.553073148081225e-10  2.514452407496375e-11  4.959385500732478e-10  0.000000000000000e+00 -8.051114341408349e-10 
 3.130000000000000e-01  3.129999999999765e-01  9.999999999999339e-01  7.930338739234290e-14  2.354887118638508e-16  6.609296443471635e-16 -7.930338739234288e-16  2.547262734297018e-10  2.514450447460106e-11  4.959385779388725e-10  0.000000000000000e+00 -8.045400268937624e-10 
 3.140000000000000e-01  3.139999999999754e-01  9.999999999999314e-01  8.220985380072884e-14  2.458970527197116e-16  6.860831347488272e-16 -8.220985380072880e-16  2.541461746748258e-10  2.514447897215338e-11  4.959386070035378e-10  0.000000000000000e+00 -8.039696252711592e-10 
 3.150000000000000e-01  3.149999999999745e-01  9.999999999999301e-01  8.524177628848674e-14  2.550043509685897e-16  6.999609225566417e-16 -8.524177628848676e-16  2.535670263656265e-10  2.514446631068459e-11  4.959386373227614e-10  0.000000000000000e+00 -8.034002719366822e-10 
 3.160000000000000e-01  3.159999999999739e-01  9.999999999999273e-01  8.840497462232062e-14  2.606422022655142e-16  7.268491364342822e-16 -8.840497462232052e-16  2.529888254849776e-10  2.514443907351343e-11  4.959386689547458e-10  0.000000000000000e+00 -8.028317993265843e-10 
 3.170000000000000e-01  3.169999999999731e-01  9.999999999999249e-01  9.170554927071262e-14  2.693158196453982e-16  7.502679033599691e-16 -9.170554927071253e-16  2.524115724926976e-10  2.514441426898031e-11  4.959387019604912e-10  0.000000000000000e+00 -8.022642917378857e-10 
 3.180000000000000e-01  3.179999999999719e-01  9.999999999999217e-01  9.514989523676884e-14  2.810252031082416e-16  7.823602876655400e-16 -9.514989523676871e-16  2.518352645224270e-10  2.514438356236220e-11  4.959387364039521e-10  0.000000000000000e+00 -8.016978036514443e-10 
 3.190000000000000e-01  3.189999999999716e-01  9.999999999999197e-01  9.874471658047701e-14  2.844946500601951e-16  8.023096076392733e-16 -9.874471658047703e-16  2.512599055879433e-10  2.514436222727603e-11  4.959387723521642e-10  0.000000000000000e+00 -8.011321834418877e-10 
 3.200000000000000e-01  3.199999999999700e-01  9.999999999999172e-01  1.024970416649302e-13  3.001071613439862e-16  8.283304597789254e-16 -1.024970416649302e-15  2.506854788857751e-10  2.514433845955182e-11  4.959388098754163e-10  0.000000000000000e+00 -8.005676937568906e-10 
 3.210000000000000e-01  3.209999999999688e-01  9.999999999999137e-01  1.064142391628544e-13  3.122502256758238e-16  8.630249292984615e-16 -1.064142391628545e-15  2.501119997581470e-10  2.514430324667785e-11  4.959388490473903e-10  0.000000000000000e+00 -8.000039886820514e-10 
 3.220000000000000e-01  3.219999999999683e-01  9.999999999999107e-01  1.105040348615124e-13  3.174543961037541e-16  8.925152283900673e-16 -1.105040348615125e-15  2.495394633872833e-10  2.514427254005973e-11  4.959388899453481e-10  0.000000000000000e+00 -7.994411920871668e-10 
 3.230000000000000e-01  3.229999999999667e-01  9.999999999999075e-01  1.147745293060247e-13  3.330669073875452e-16  9.246076126956382e-16 -1.147745293060247e-15  2.489678621287314e-10  2.514424079663271e-11  4.959389326502916e-10  0.000000000000000e+00 -7.988794299026208e-10 
 3.240000000000000e-01  3.239999999999660e-01  9.999999999999050e-01  1.192342163232458e-13  3.404394821604465e-16  9.506284648352903e-16 -1.192342163232457e-15  2.483972050335297e-10  2.514421529418503e-11  4.959389772471629e-10  0.000000000000000e+00 -7.983184512979390e-10 
 3.250000000000000e-01  3.249999999999647e-01  9.999999999999011e-01  1.238920024702068e-13  3.530162273612782e-16  9.887923813067800e-16 -1.238920024702069e-15  2.478274831587076e-10  2.514417661186410e-11  4.959390238250235e-10  0.000000000000000e+00 -7.977586597592617e-10 
 3.260000000000000e-01  3.259999999999639e-01  9.999999999998966e-01  1.287572274536823e-13  3.612561638721679e-16  1.033895191682177e-15 -1.287572274536823e-15  2.472587008652824e-10  2.514413202745818e-11  4.959390724772743e-10  0.000000000000000e+00 -7.971996795560243e-10 
 3.270000000000000e-01  3.269999999999628e-01  9.999999999998930e-01  1.338396855694734e-13  3.725318664660170e-16  1.070324384677690e-15 -1.338396855694735e-15  2.466908492331952e-10  2.514409507986073e-11  4.959391233018541e-10  0.000000000000000e+00 -7.966417337631253e-10 
 3.280000000000000e-01  3.279999999999612e-01  9.999999999998890e-01  1.391496482126534e-13  3.885780586188022e-16  1.110223024625157e-15 -1.391496482126534e-15  2.461239298078170e-10  2.514405569962524e-11  4.959391764014817e-10  0.000000000000000e+00 -7.960847103279688e-10 
 3.290000000000000e-01  3.289999999999606e-01  9.999999999998846e-01  1.446978875125011e-13  3.942159099157266e-16  1.153591111524577e-15 -1.446978875125011e-15  2.455579503316982e-10  2.514401181313388e-11  4.959392318838737e-10  0.000000000000000e+00 -7.955286796697874e-10 
 3.300000000000000e-01  3.299999999999587e-01  9.999999999998801e-01  1.504957011485316e-13  4.128641872824771e-16  1.198693921899974e-15 -1.504957011485315e-15  2.449928949556868e-10  2.514396722872796e-11  4.959392898620111e-10  0.000000000000000e+00 -7.949733770803191e-10 
 3.310000000000000e-01  3.309999999999578e-01  9.999999999998753e-01  1.565549384070369e-13  4.228388472693435e-16  1.247266179227324e-15 -1.565549384070368e-15  2.444287772686862e-10  2.514391813806618e-11  4.959393504543829e-10  0.000000000000000e+00 -7.944192893124307e-10 
 3.320000000000000e-01  3.319999999999569e-01  9.999999999998710e-01  1.628880275402201e-13  4.310787837802331e-16  1.290634266126744e-15 -1.628880275402201e-15  2.438655891443129e-10  2.514387528838374e-11  4.959394137852751e-10  0.000000000000000e+00 -7.938658463465286e-10 
 3.330000000000000e-01  3.329999999999554e-01  9.999999999998654e-01  1.695080044935140e-13  4.458239333260357e-16  1.346145417358002e-15 -1.695080044935140e-15  2.433033259916074e-10  2.514381925882805e-11  4.959394799850434e-10  0.000000000000000e+00 -7.933134794243284e-10 
 3.340000000000000e-01  3.339999999999537e-01  9.999999999998596e-01  1.764285430696825e-13  4.636048489547977e-16  1.404258653803225e-15 -1.764285430696825e-15  2.427419869375551e-10  2.514376079663432e-11  4.959395491904305e-10  0.000000000000000e+00 -7.927620626154463e-10 
