 v-sweep                v(b)                   v(c)                   v(e)                   i(vm_b)                i(vm_c)                i(vm_e)                i(vb)                  i(vc)                  i(ve)                  i(vdd)                 i(vdda)               
 3.000000000000000e-01  2.999999993289774e-01  9.999998444203771e-01  1.477759493557949e-07  6.710226485482741e-12  1.555796228826234e-09 -1.477759493557948e-09  2.415269069082684e-09 -2.182067757237318e-10  5.540425130583499e-09  0.000000000000000e+00 -1.133658779237255e-08 
 3.010000000000000e-01  3.009999993076922e-01  9.999998402459549e-01  1.519716564958088e-07  6.923078352724513e-12  1.597540450620771e-09 -1.519716564958089e-09  2.413580134182351e-09 -2.599509982305312e-10  5.582382201984867e-09  0.000000000000000e+00 -1.133591214593596e-08 
 3.020000000000000e-01  3.019999992858540e-01  9.999998359529128e-01  1.562865348175788e-07  7.141460086922061e-12  1.640470872858735e-09 -1.562865348175788e-09  2.411885475191092e-09 -3.028814196004976e-10  5.625530985202567e-09  0.000000000000000e+00 -1.133523676951450e-08 
 3.030000000000000e-01  3.029999992634475e-01  9.999998315378842e-01  1.607239698131522e-07  7.365524772627477e-12  1.684621157849175e-09 -1.607239698131524e-09  2.410185450675058e-09 -3.470317054576913e-10  5.669905335158309e-09  0.000000000000000e+00 -1.133456239229377e-08 
 3.040000000000000e-01  3.039999992404582e-01  9.999998269974006e-01  1.652874431591652e-07  7.595418128944129e-12  1.730025993122719e-09 -1.652874431591652e-09  2.408479661614667e-09 -3.924365428336369e-10  5.715540068618427e-09  0.000000000000000e+00 -1.133388794568410e-08 
 3.050000000000000e-01  3.049999992168692e-01  9.999998223278970e-01  1.699805354494521e-07  7.831308424034144e-12  1.776721030716244e-09 -1.699805354494521e-09  2.406767926064277e-09 -4.391315788454071e-10  5.762470991521291e-09  0.000000000000000e+00 -1.133321449133625e-08 
 3.060000000000000e-01  3.059999991926657e-01  9.999998175257065e-01  1.748069290053668e-07  8.073343109376976e-12  1.824742934010415e-09 -1.748069290053667e-09  2.405050105607059e-09 -4.871534824919702e-10  5.810734927080434e-09  0.000000000000000e+00 -1.133254096759947e-08 
 3.070000000000000e-01  3.069999991678303e-01  9.999998125870606e-01  1.797704107658849e-07  8.321697392026965e-12  1.874129394209556e-09 -1.797704107658849e-09  2.403326016416149e-09 -5.365399409554085e-10  5.860369744685630e-09  0.000000000000000e+00 -1.133186806836314e-08 
 3.080000000000000e-01  3.079999991423461e-01  9.999998075080789e-01  1.848748752598605e-07  8.576538672781659e-12  1.924919211006293e-09 -1.848748752598604e-09  2.401595490602062e-09 -5.873297577517219e-10  5.911414389625389e-09  0.000000000000000e+00 -1.133119587689399e-08 
 3.090000000000000e-01  3.089999991161956e-01  9.999998022847765e-01  1.901243276626707e-07  8.838043893416892e-12  1.977152235335677e-09 -1.901243276626706e-09  2.399858351753430e-09 -6.395627834572570e-10  5.963908913653490e-09  0.000000000000000e+00 -1.133052402543063e-08 
