Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_0;CTX_L134_0;0.012;
C2;CTX_L10_0,CTX_L30_0;CTX_L30_1,CTX_L50_1;0.323;
C3;CTX_L10_0,CTX_L30_0;CTX_L30_3;0.019;
C4;CTX_L10_0,CTX_L30_0;CTX_L8_0;0.047;
C5;CTX_L10_0,CTX_L30_0;FILL_L10_0;0.007;
C6;CTX_L10_0,CTX_L30_0;FILL_L10_10;0.063;
C7;CTX_L10_0,CTX_L30_0;FILL_L10_11;0.02;
C8;CTX_L10_0,CTX_L30_0;FILL_L10_12;0.003;
C9;CTX_L10_0,CTX_L30_0;FILL_L10_13;0.012;
C10;CTX_L10_0,CTX_L30_0;FILL_L10_14;0.057;
C11;CTX_L10_0,CTX_L30_0;FILL_L10_2;0.014;
C12;CTX_L10_0,CTX_L30_0;FILL_L10_3;0.063;
C13;CTX_L10_0,CTX_L30_0;FILL_L10_4;0.065;
C14;CTX_L10_0,CTX_L30_0;FILL_L10_5;0.002;
C15;CTX_L10_0,CTX_L30_0;FILL_L10_6;0.013;
C16;CTX_L10_0,CTX_L30_0;FILL_L10_7;0.063;
C17;CTX_L10_0,CTX_L30_0;FILL_L10_8;0.028;
C18;CTX_L10_0,CTX_L30_0;FILL_L10_9;0.013;
C19;CTX_L10_0,CTX_L30_0;FILL_L126_0;0.062;
C20;CTX_L10_0,CTX_L30_0;FILL_L126_1;0.057;
C21;CTX_L10_0,CTX_L30_0;FILL_L126_2;0.021;
C22;CTX_L10_0,CTX_L30_0;FILL_L134_0;0.002;
C23;CTX_L10_0,CTX_L30_0;FILL_L30_1;0.002;
C24;CTX_L10_0,CTX_L30_0;FILL_L30_3;0.002;
C25;CTX_L10_0,CTX_L30_0;FILL_L30_4;0.065;
C26;CTX_L10_0,CTX_L30_0;FILL_L30_5;0.002;
C27;CTX_L10_0,CTX_L30_0;FILL_L30_6;0.003;
C28;CTX_L10_0,CTX_L30_0;FILL_L50_0;0.007;
C29;CTX_L10_0,CTX_L30_0;FILL_L50_1;0.019;
C30;CTX_L10_0,CTX_L30_0;FILL_L50_2;0.001;
C31;CTX_L10_0,CTX_L30_0;FILL_L50_3;0.01;
C32;CTX_L10_0,CTX_L30_0;FILL_L50_4;0.017;
C33;CTX_L10_0,CTX_L30_0;FILL_L8_1;0.001;
C34;CTX_L10_0,CTX_L30_0;FILL_L8_10;0.002;
C35;CTX_L10_0,CTX_L30_0;FILL_L8_2;0.003;
C36;CTX_L10_0,CTX_L30_0;FILL_L8_3;0.0;
