Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L126_0,CTX_L134_0;P,PSEG_L50_0;0.543;
C2;CTX_L126_0,CTX_L134_0;VSUBS;3.587;
C3;P,PSEG_L50_0;VSUBS;0.823;
