 time                   v(clk)                 v(xt.icmp)             v(xt.vth_soft)         v(xt.vth_hard)         v(cmp_soft)            v(cmp_hard)            v(isense)              v(shp)                
 7.024000000000000e-09  0.000000000000000e+00  7.494389495960526e-01  8.005235440817710e-01  9.986912474648050e-01  6.169513004083671e-01  6.166595164345695e-01  1.498887966025140e+00  2.500000000000000e-02 
 8.024000000000000e-09  0.000000000000000e+00  7.494389495958240e-01  8.005235440816830e-01  9.986912474648166e-01  6.169513001487544e-01  6.166595167217509e-01  1.498887966024751e+00  2.500000000000000e-02 
 9.024000000000000e-09  0.000000000000000e+00  7.494389495956354e-01  8.005235440815964e-01  9.986912474648058e-01  6.169513004532707e-01  6.166595163849253e-01  1.498887966024377e+00  2.500000000000000e-02 
 1.002400000000000e-08  0.000000000000000e+00  7.494389495953969e-01  8.005235440815287e-01  9.986912474648231e-01  6.169513000964775e-01  6.166595167799572e-01  1.498887966024007e+00  2.500000000000000e-02 
 1.102400000000000e-08  0.000000000000000e+00  7.494389495952160e-01  8.005235440814720e-01  9.986912474648149e-01  6.169513005146056e-01  6.166595163168839e-01  1.498887966023641e+00  2.500000000000000e-02 
 1.202400000000000e-08  0.000000000000000e+00  7.494389495949686e-01  8.005235440814180e-01  9.986912474648382e-01  6.169513000241496e-01  6.166595168597087e-01  1.498887966023274e+00  2.500000000000000e-02 
 1.302400000000000e-08  0.000000000000000e+00  7.494389495948003e-01  8.005235440813675e-01  9.986912474648242e-01  6.169513005991781e-01  6.166595162232104e-01  1.498887966022894e+00  2.500000000000000e-02 
 1.402400000000000e-08  0.000000000000000e+00  7.494389495945368e-01  8.005235440813244e-01  9.986912474648549e-01  6.169512999253982e-01  6.166595169695251e-01  1.498887966022514e+00  2.500000000000000e-02 
 1.502400000000000e-08  0.000000000000000e+00  7.494389495943851e-01  8.005235440812896e-01  9.986912474648313e-01  6.169513007152646e-01  6.166595160947338e-01  1.498887966022153e+00  2.500000000000000e-02 
 1.602400000000000e-08  0.000000000000000e+00  7.494389495941065e-01  8.005235440812609e-01  9.986912474648764e-01  6.169512997893304e-01  6.166595171204513e-01  1.498887966021768e+00  2.500000000000000e-02 
 1.702400000000000e-08  0.000000000000000e+00  7.494389495939758e-01  8.005235440812405e-01  9.986912474648386e-01  6.169513008746064e-01  6.166595159175481e-01  1.498887966021382e+00  2.500000000000000e-02 
 1.802400000000000e-08  0.000000000000000e+00  7.494389495936586e-01  8.005235440812231e-01  9.986912474648765e-01  6.169512996024364e-01  6.166595173277672e-01  1.498887966021016e+00  2.500000000000000e-02 
 1.902400000000000e-08  0.000000000000000e+00  7.494389495935645e-01  8.005235440812046e-01  9.986912474648140e-01  6.169513010937919e-01  6.166595156746348e-01  1.498887966020655e+00  2.500000000000000e-02 
 2.000000000000000e-08  0.000000000000000e+00  7.494389495931354e-01  8.005235440810209e-01  9.986912474645324e-01  6.169512993417122e-01  6.166595176168493e-01  1.498887966021150e+00  2.500000000000000e-02 
 2.002000000000000e-08  1.199999999999971e-01  7.495110003138566e-01  8.005962731531172e-01  9.986922258371820e-01  6.169600351405825e-01  6.166589278455489e-01  1.498887966047533e+00  2.500000000000000e-02 
 2.006000000000000e-08  3.599999999999914e-01  7.496227479972029e-01  8.007100857936469e-01  9.986926105344562e-01  6.169311788633814e-01  6.166580269134010e-01  1.498887966309388e+00  2.500000000000000e-02 
 2.009950202178014e-08  5.970121306808180e-01  7.492483050106635e-01  8.003292952149754e-01  9.986899558610041e-01  6.169400254713089e-01  6.166677935331173e-01  1.498887967391747e+00  2.500000000000000e-02 
 2.013988765324781e-08  8.393259194868613e-01  7.464637016116983e-01  7.972311239518695e-01  9.986776174623333e-01  6.168754275468663e-01  6.166977120845030e-01  1.498887969031369e+00  2.500000000000000e-02 
 2.016994382662391e-08  1.019662959743436e+00  7.436465814412329e-01  7.942201969288463e-01  9.986638586484848e-01  6.164376976120166e-01  6.167421177962509e-01  1.498887967425977e+00  2.500000000000000e-02 
 2.020000000000000e-08  1.199999999999991e+00  7.415184149994553e-01  7.921109710588742e-01  9.986483110471088e-01  6.156892941323000e-01  6.168032399779320e-01  1.498887953022634e+00  2.500000000000000e-02 
 2.020309805059019e-08  1.200000000000000e+00  7.413680647512583e-01  7.919902749305754e-01  9.986467093503648e-01  6.155363888232195e-01  6.168100621922643e-01  1.498887950146958e+00  2.500000000000000e-02 
 2.020929415177058e-08  1.200000000000000e+00  7.411223445281941e-01  7.917880664540599e-01  9.986444844328725e-01  6.153426020468610e-01  6.168258820179162e-01  1.498887943615374e+00  2.500000000000000e-02 
 2.022168635413136e-08  1.200000000000000e+00  7.408438237012728e-01  7.915475267256959e-01  9.986434113353067e-01  6.155821178034074e-01  6.168543963027638e-01  1.498887924953381e+00  2.500000000000000e-02 
 2.024647075885291e-08  1.200000000000000e+00  7.406473359489645e-01  7.913347875368749e-01  9.986468080920589e-01  6.208206227936750e-01  6.168808403754391e-01  1.498887854446032e+00  2.500000000000000e-02 
 2.027972209657134e-08  1.200000000000000e+00  7.405539157757820e-01  7.911097264553060e-01  9.986697096841997e-01  6.338103022080164e-01  6.169486397994184e-01  1.498887650990697e+00  2.500000000000000e-02 
 2.032793335461884e-08  1.200000000000000e+00  7.406311985188829e-01  7.909459735089612e-01  9.988571490644929e-01  3.684631713049641e-01  6.176072064044882e-01  1.498886993064215e+00  2.500000000000000e-02 
 2.037501474901726e-08  1.200000000000000e+00  7.412840175284169e-01  7.909409857960935e-01  9.995338744320482e-01  3.758975197015568e-02  6.216195204462958e-01  1.498885764412951e+00  2.500000000000000e-02 
 2.042866845166799e-08  1.200000000000000e+00  7.431037947603051e-01  7.909275929432892e-01  1.001453024602802e+00 -6.725227407027638e-03  6.449407442217490e-01  1.498883456835391e+00  2.500000000000000e-02 
 2.048350204042233e-08  1.200000000000000e+00  7.455512329406010e-01  7.909534758410748e-01  1.004358124543982e+00  3.201387600743834e-03  7.549077764174345e-01  1.498880002854500e+00  2.500000000000000e-02 
 2.055101660986429e-08  1.200000000000000e+00  7.475571589164076e-01  7.909626187261466e-01  1.007720892314020e+00 -2.103945294382713e-03  1.017132532150955e+00  1.498874334241509e+00  2.500000000000000e-02 
 2.061609474324489e-08  1.200000000000000e+00  7.487475827200818e-01  7.909872637296647e-01  1.009379942370369e+00  1.526562936417533e-03  1.190327332963069e+00  1.498867748216904e+00  2.500000000000000e-02 
 2.070230327109906e-08  1.200000000000000e+00  7.491718667000222e-01  7.910030276620492e-01  1.009932549319855e+00 -1.217145472621211e-03  1.204205487316731e+00  1.498858326595212e+00  2.500000000000000e-02 
 2.080166198255455e-08  1.200000000000000e+00  7.491827048597032e-01  7.910347438087066e-01  1.009960664160544e+00  1.028567405277229e-03  1.197209766621125e+00  1.498847980858221e+00  2.500000000000000e-02 
 2.089401891246203e-08  1.200000000000000e+00  7.492375193121564e-01  7.910536028717976e-01  1.010019292296319e+00 -8.441716676803673e-04  1.201998991746894e+00  1.498840014977342e+00  2.500000000000000e-02 
 2.101518288879406e-08  1.200000000000000e+00  7.492568324360250e-01  7.910886301472683e-01  1.010012693078778e+00  7.438163331496143e-04  1.198354138083690e+00  1.498832838613727e+00  2.500000000000000e-02 
 2.125751084145811e-08  1.200000000000000e+00  7.492920402642779e-01  7.911442060679696e-01  1.009998664905613e+00 -6.852770500990372e-04  1.201474491903940e+00  1.498828161849491e+00  2.500000000000000e-02 
 2.160492794647868e-08  1.200000000000000e+00  7.493150138384490e-01  7.912303640535308e-01  1.009926586938121e+00  6.622437094517012e-04  1.198606362786720e+00  1.498834819980561e+00  2.500000000000000e-02 
 2.229976215651982e-08  1.200000000000000e+00  7.493454580281645e-01  7.913820465543274e-01  1.009780146874292e+00 -6.381753391552748e-04  1.201331932021113e+00  1.498857122314452e+00  2.500000000000000e-02 
 2.329976215651982e-08  1.200000000000000e+00  7.493696676163818e-01  7.915933577632751e-01  1.009539678307587e+00  6.356656355165900e-04  1.198683863749762e+00  1.498877210673060e+00  2.500000000000000e-02 
 2.429976215651982e-08  1.200000000000000e+00  7.493864637251453e-01  7.917825303933531e-01  1.009310212292353e+00 -6.179754759107235e-04  1.201270938925822e+00  1.498883674374710e+00  2.500000000000000e-02 
 2.529976215651982e-08  1.200000000000000e+00  7.493983551619007e-01  7.919674722102706e-01  1.009069791566105e+00  6.146824574803089e-04  1.198744023442176e+00  1.498886252444859e+00  2.500000000000000e-02 
 2.629976215651981e-08  1.200000000000000e+00  7.494078844359394e-01  7.921352893776171e-01  1.008842620663142e+00 -5.983364472768992e-04  1.201212839582842e+00  1.498887510007155e+00  2.500000000000000e-02 
 2.729976215651981e-08  1.200000000000000e+00  7.494160652395578e-01  7.923016452151703e-01  1.008606217642959e+00  5.945477437584499e-04  1.198801361926587e+00  1.498887876703013e+00  2.500000000000000e-02 
 2.829976215651981e-08  1.200000000000000e+00  7.494222692155452e-01  7.924530540160452e-01  1.008382430105699e+00 -5.792917463772228e-04  1.201157447287647e+00  1.498887693020715e+00  2.500000000000000e-02 
 2.929976215651981e-08  1.200000000000000e+00  7.494287537363762e-01  7.926043497019348e-01  1.008151092040125e+00  5.751884668816062e-04  1.198856055189377e+00  1.498887252500215e+00  2.500000000000000e-02 
 3.029976215651981e-08  1.200000000000000e+00  7.494329517463296e-01  7.927421150010031e-01  1.007932493418184e+00 -5.608495691203424e-04  1.201104596732418e+00  1.498886782884609e+00  2.500000000000000e-02 
 3.129976215651982e-08  1.200000000000000e+00  7.494385105870380e-01  7.928807259006485e-01  1.007708345890467e+00  5.565519528343044e-04  1.198908259770148e+00  1.498886448894071e+00  2.500000000000000e-02 
 3.229976215651982e-08  1.200000000000000e+00  7.494413321847500e-01  7.930070211009539e-01  1.007497268134888e+00 -5.430058172304212e-04  1.201054140342647e+00  1.498886343194582e+00  2.500000000000000e-02 
 3.329976215651982e-08  1.200000000000000e+00  7.494463362132614e-01  7.931350103747221e-01  1.007282329125641e+00  5.385968430496367e-04  1.198958116066360e+00  1.498886496388430e+00  2.500000000000000e-02 
 3.429976215651982e-08  1.200000000000000e+00  7.494481449678122e-01  7.932517970891756e-01  1.007080494127433e+00 -5.257500653263157e-04  1.201005945314098e+00  1.498886893561868e+00  2.500000000000000e-02 
 3.529976215651983e-08  1.200000000000000e+00  7.494527967348918e-01  7.933710154971407e-01  1.006875899330989e+00  5.212886684144345e-04  1.199005750987014e+00  1.498887496590291e+00  2.500000000000000e-02 
 3.629976215651983e-08  1.200000000000000e+00  7.494538271636325e-01  7.934799995875733e-01  1.006684027648116e+00 -5.090685492977095e-04  1.200959891229219e+00  1.498888260875815e+00  2.500000000000000e-02 
 3.729976215651983e-08  1.200000000000000e+00  7.494582449739272e-01  7.935919918764156e-01  1.006489956520156e+00  5.045974894244379e-04  1.199051280086008e+00  1.498889148912700e+00  2.500000000000000e-02 
 3.829976215651983e-08  1.200000000000000e+00  7.494586589241207e-01  7.936945361304796e-01  1.006307928056940e+00 -4.929457645945561e-04  1.200915868131418e+00  1.498890136105622e+00  2.500000000000000e-02 
 3.929976215651983e-08  1.200000000000000e+00  7.494629145704435e-01  7.938004878680959e-01  1.006123908166773e+00  4.884965472304074e-04  1.199094809289354e+00  1.498891212726664e+00  2.500000000000000e-02 
 4.029976215651984e-08  1.200000000000000e+00  7.494628295183760e-01  7.938976019860619e-01  1.005951134212587e+00 -4.773653647002017e-04  1.200873774972818e+00  1.498892380506432e+00  2.500000000000000e-02 
 4.129976215651984e-08  1.200000000000000e+00  7.494669681620605e-01  7.939983699818893e-01  1.005776416193989e+00  4.729614458090829e-04  1.199136436287302e+00  1.498893648004632e+00  2.500000000000000e-02 
 4.229976215651984e-08  1.200000000000000e+00  7.494664732747310e-01  7.940907722641368e-01  1.005612176909218e+00 -4.623106853811578e-04  1.200833518351603e+00  1.498895024175325e+00  2.500000000000000e-02 
 4.329976215651984e-08  1.200000000000000e+00  7.494705246139870e-01  7.941869659448416e-01  1.005446007168996e+00  4.579696301017771e-04  1.199176251669714e+00  1.498896513408247e+00  2.500000000000000e-02 
 4.429976215651985e-08  1.200000000000000e+00  7.494696900939221e-01  7.942751729817090e-01  1.005289652185248e+00 -4.477650587068406e-04  1.200795011485505e+00  1.498898111195288e+00  2.500000000000000e-02 
 4.529976215651985e-08  1.200000000000000e+00  7.494736744169719e-01  7.943672428967288e-01  1.005131401027771e+00  4.435000375312364e-04  1.199214339849212e+00  1.498899802478031e+00  2.500000000000000e-02 
 4.629976215651985e-08  1.200000000000000e+00  7.494725567248232e-01  7.944516499616681e-01  1.004982416516623e+00 -4.337120041399943e-04  1.200758173375626e+00  1.498901561283403e+00  2.500000000000000e-02 
 4.729976215651985e-08  1.200000000000000e+00  7.494764878976350e-01  7.945399558808706e-01  1.004831595603469e+00  4.295328556643563e-04  1.199250779817862e+00  1.498903352701638e+00  2.500000000000000e-02 
 4.829976215651986e-08  1.200000000000000e+00  7.494751325979871e-01  7.946208909619022e-01  1.004689588447730e+00 -4.201353453844584e-04  1.200722928114296e+00  1.498905135527687e+00  2.500000000000000e-02 
 4.929976215651986e-08  1.200000000000000e+00  7.494790194852378e-01  7.947057420118057e-01  1.004545813599865e+00  4.160493473549803e-04  1.199285645769530e+00  1.498906866101926e+00  2.500000000000000e-02 
 5.029976215651986e-08  1.200000000000000e+00  7.494774630039641e-01  7.947834935393815e-01  1.004410465791017e+00 -4.070192810812587e-04  1.200689204318073e+00  1.498908501778978e+00  2.500000000000000e-02 
 5.129976215651986e-08  1.200000000000000e+00  7.494813103631557e-01  7.948651657809855e-01  1.004273410089304e+00  4.030317202664349e-04  1.199319007615634e+00  1.498910004470043e+00  2.500000000000000e-02 
 5.229976215651987e-08  1.200000000000000e+00  7.494795814597959e-01  7.949399925733290e-01  1.004144437591141e+00 -3.943484262646026e-04  1.200656934657335e+00  1.498911343061314e+00  2.500000000000000e-02 
 5.329976215651987e-08  1.200000000000000e+00  7.494833908531580e-01  7.950187337545561e-01  1.004013797822438e+00  3.904630265723164e-04  1.199350931413044e+00  1.498912495281122e+00  2.500000000000000e-02 
 5.429976215651987e-08  1.200000000000000e+00  7.494815121364051e-01  7.950908666750782e-01  1.003890926799708e+00 -3.821078349327373e-04  1.200626055460239e+00  1.498913448250526e+00  2.500000000000000e-02 
 5.529976215651987e-08  1.200000000000000e+00  7.494852829828227e-01  7.951668964479037e-01  1.003766407864511e+00  3.783270836904136e-04  1.199381479724529e+00  1.498914198428529e+00  2.500000000000000e-02 
 5.629976215651987e-08  1.200000000000000e+00  7.494832724507990e-01  7.952365383480587e-01  1.003649366902476e+00 -3.702830102719641e-04  1.200596506381531e+00  1.498914750522545e+00  2.500000000000000e-02 
 5.729976215651988e-08  1.200000000000000e+00  7.494870030884752e-01  7.953100486604195e-01  1.003530679059576e+00  3.666084100827211e-04  1.199410711922252e+00  1.498915116107976e+00  2.500000000000000e-02 
 5.829976215651988e-08  1.200000000000000e+00  7.494848755206013e-01  7.953773755566924e-01  1.003419200462719e+00 -3.588599067401844e-04  1.200568230120541e+00  1.498915311708042e+00  2.500000000000000e-02 
 5.929976215651988e-08  1.200000000000000e+00  7.494885640869459e-01  7.954485326867726e-01  1.003306062181913e+00  3.552921721589573e-04  1.199438684446159e+00  1.498915356990031e+00  2.500000000000000e-02 
 6.029976215651988e-08  1.200000000000000e+00  7.494863321233733e-01  7.955136965384424e-01  1.003199885859578e+00 -3.478249268214552e-04  1.200541172183462e+00  1.498915272877883e+00  2.500000000000000e-02 
 6.129976215651988e-08  1.200000000000000e+00  7.494899771239445e-01  7.955826444025982e-01  1.003092027113162e+00  3.443641394752542e-04  1.199465451025697e+00  1.498915080073827e+00  2.500000000000000e-02 
 6.229976215651988e-08  1.200000000000000e+00  7.494876519659215e-01  7.956457767024759e-01  1.002990903436237e+00 -3.371649142061445e-04  1.200515280673496e+00  1.498914797769708e+00  2.500000000000000e-02 
 6.329976215651987e-08  1.200000000000000e+00  7.494912525153226e-01  7.957126405126060e-01  1.002888067289398e+00  3.338106462823129e-04  1.199491062871689e+00  1.498914442864259e+00  2.500000000000000e-02 
 6.429976215651987e-08  1.200000000000000e+00  7.494888442866902e-01  7.957738558293178e-01  1.002791758033174e+00 -3.268671447116615e-04  1.200490506112316e+00  1.498914029441103e+00  2.500000000000000e-02 
 6.529976215651986e-08  1.200000000000000e+00  7.494924000962498e-01  7.958387453946068e-01  1.002693700561658e+00  3.236185580669964e-04  1.199515568844705e+00  1.498913568679654e+00  2.500000000000000e-02 
 6.629976215651986e-08  1.200000000000000e+00  7.494899179735269e-01  7.958981443622660e-01  1.002601978541930e+00 -3.169193157286600e-04  1.200466801282943e+00  1.498913068955048e+00  2.500000000000000e-02 
 6.729976215651985e-08  1.200000000000000e+00  7.494934292016647e-01  7.959611567516066e-01  1.002508467950721e+00  3.137752420146359e-04  1.199539015600491e+00  1.498912536208990e+00  2.500000000000000e-02 
 6.829976215651985e-08  1.200000000000000e+00  7.494908814340417e-01  7.960188284180971e-01  1.002421116276330e+00 -3.073095348157536e-04  1.200444121088408e+00  1.498911974383625e+00  2.500000000000000e-02 
 6.929976215651985e-08  1.200000000000000e+00  7.494943485067541e-01  7.960800500301679e-01  1.002331932020941e+00  3.042685406722755e-04  1.199561447725202e+00  1.498911385956891e+00  2.500000000000000e-02 
 7.020000000000001e-08  1.200000000000000e+00  7.494917015211207e-01  7.961303069198736e-01  1.002257146226784e+00 -2.975188743613173e-04  1.200421247004046e+00  1.498910834722353e+00  2.500000000000000e-02 
 7.022000000000000e-08  1.080000000000023e+00  7.494374981843887e-01  7.960729159518792e-01  1.002253411422179e+00 -5.975282530259580e-05  1.200101990689583e+00  1.498910822224125e+00  2.500000000000000e-02 
 7.026000000000001e-08  8.399999999999890e-01  7.493691560975476e-01  7.960046322166828e-01  1.002248380597194e+00  4.305263831507233e-05  1.199941605350108e+00  1.498910797053381e+00  2.500000000000000e-02 
 7.033000000000001e-08  4.199999999999892e-01  7.504300844608746e-01  7.971641883481266e-01  1.002261559801711e+00  1.138770939995657e-04  1.200042250341432e+00  1.498910753781353e+00  2.500000000000000e-02 
 7.040000000000001e-08  0.000000000000000e+00  7.547752509177177e-01  8.015569177977521e-01  1.002354349405185e+00 -1.387133309604348e-02  1.199972750454717e+00  1.498910741408271e+00  2.500000000000000e-02 
 7.040797322576457e-08  0.000000000000000e+00  7.553947221047780e-01  8.021808168398004e-01  1.002371052020155e+00 -9.653471281187733e-03  1.199986969978705e+00  1.498910745205670e+00  2.500000000000000e-02 
 7.042391967729369e-08  0.000000000000000e+00  7.564641274140788e-01  8.032667553135067e-01  1.002401493448366e+00 -1.625571212416383e-03  1.199999632017190e+00  1.498910757224661e+00  2.500000000000000e-02 
 7.045214345201567e-08  0.000000000000000e+00  7.576204139742371e-01  8.044819469008482e-01  1.002408019280796e+00  3.348709672876725e-05  1.199997778661286e+00  1.498910809062399e+00  2.500000000000000e-02 
 7.048171261754669e-08  0.000000000000000e+00  7.579631836682373e-01  8.050156742347373e-01  1.002255479835434e+00 -4.113965749472723e-04  1.199997302342102e+00  1.498910929099174e+00  2.500000000000000e-02 
 7.051760673511534e-08  0.000000000000000e+00  7.576738389278058e-01  8.052082491597204e-01  1.001589043582265e+00  3.447059446220701e-04  1.199999142155693e+00  1.498911223118393e+00  2.500000000000000e-02 
 7.055931624736975e-08  0.000000000000000e+00  7.566083321960551e-01  8.052755936468843e-01  9.995509758037636e-01 -3.270047757023023e-04  1.199998745447526e+00  1.498911869493090e+00  2.500000000000000e-02 
 7.060156014768037e-08  0.000000000000000e+00  7.545910730239707e-01  8.053076567111438e-01  9.967073061289426e-01  2.995955622560645e-04  1.199755950645005e+00  1.498912970039506e+00  2.500000000000000e-02 
 7.064007648884220e-08  0.000000000000000e+00  7.525366202698541e-01  8.053232324839815e-01  9.940208156817206e-01 -2.670812823165036e-04  1.199039464490527e+00  1.498914437935996e+00  2.500000000000000e-02 
 7.068207750765507e-08  0.000000000000000e+00  7.502973531228726e-01  8.053340152085441e-01  9.919584843392124e-01  2.373423471809124e-04  1.207010748421862e+00  1.498916572304269e+00  2.500000000000000e-02 
 7.072980036465989e-08  0.000000000000000e+00  7.490849469406120e-01  8.053411238672435e-01  9.907216124551963e-01 -2.121408083237920e-04  1.216936245401629e+00  1.498919621561124e+00  2.500000000000000e-02 
 7.077347011481267e-08  0.000000000000000e+00  7.489621870162180e-01  8.053454225261498e-01  9.905389671491910e-01  1.866879256487858e-04  9.889781679109156e-01  1.498922876506725e+00  2.500000000000000e-02 
 7.084141796423280e-08  0.000000000000000e+00  7.489217994812530e-01  8.053469273506981e-01  9.905004551193575e-01 -1.713032732166602e-04  2.327664072188761e-01  1.498928380660628e+00  2.500000000000000e-02 
 7.088749977234272e-08  0.000000000000000e+00  7.489226482371009e-01  8.053466493592173e-01  9.904909591260699e-01  1.507625204690445e-04  1.690557203081297e-02  1.498932160686032e+00  2.500000000000000e-02 
 7.093874549261483e-08  0.000000000000000e+00  7.489320201937960e-01  8.053444419896888e-01  9.905076350676141e-01 -1.338108931240310e-04  9.248734004086500e-03  1.498936119519300e+00  2.500000000000000e-02 
 7.100450633674545e-08  0.000000000000000e+00  7.489338078358209e-01  8.053409714711578e-01  9.905090287010547e-01  1.220565430037710e-04 -8.781077760839789e-03  1.498940543760932e+00  2.500000000000000e-02 
 7.107061968476247e-08  0.000000000000000e+00  7.489476934836481e-01  8.053357457935409e-01  9.905307566530203e-01 -1.109660299866714e-04  7.208444809110178e-03  1.498944069481555e+00  2.500000000000000e-02 
 7.116499967155611e-08  0.000000000000000e+00  7.489525004544468e-01  8.053276407520883e-01  9.905427161618935e-01  1.040539122136978e-04 -6.172180789363696e-03  1.498947412721659e+00  2.500000000000000e-02 
 7.134373687660157e-08  0.000000000000000e+00  7.489748766219363e-01  8.053086978544399e-01  9.905867058746594e-01 -1.002871361806371e-04  5.642287405779671e-03  1.498949122990324e+00  2.500000000000000e-02 
 7.156865691958276e-08  0.000000000000000e+00  7.489862458852169e-01  8.052825740231216e-01  9.906271279713950e-01  9.772075935183641e-05 -5.270971381251064e-03  1.498945445366815e+00  2.500000000000000e-02 
 7.199053199150845e-08  0.000000000000000e+00  7.490137802014651e-01  8.052292632163425e-01  9.907170724906404e-01 -9.608537791438723e-05  5.064602004864079e-03  1.498932566752259e+00  2.500000000000000e-02 
 7.263411121595972e-08  0.000000000000000e+00  7.490315285806577e-01  8.051466540240919e-01  9.908345155567034e-01  9.534570407368659e-05 -4.950609655785958e-03  1.498914743375624e+00  2.500000000000000e-02 
 7.363411121595972e-08  0.000000000000000e+00  7.490605619190579e-01  8.050206650424857e-01  9.910227520360493e-01 -9.455434262701740e-05  4.861788659424383e-03  1.498901015475727e+00  2.500000000000000e-02 
 7.463411121595972e-08  0.000000000000000e+00  7.490730023295784e-01  8.049016804720537e-01  9.911937242322016e-01  9.415632828740297e-05 -4.794141585100282e-03  1.498896583284882e+00  2.500000000000000e-02 
 7.563411121595971e-08  0.000000000000000e+00  7.490921278808560e-01  8.047889433206012e-01  9.913714229145016e-01 -9.337145410488831e-05  4.708070602308792e-03  1.498894570698553e+00  2.500000000000000e-02 
 7.663411121595971e-08  0.000000000000000e+00  7.490991729524902e-01  8.046833189083590e-01  9.915361212499630e-01  9.298102343636240e-05 -4.642184205763020e-03  1.498893554601494e+00  2.500000000000000e-02 
 7.763411121595970e-08  0.000000000000000e+00  7.491146466213856e-01  8.045833092671534e-01  9.917092454598667e-01 -9.220258271107210e-05  4.558782443921423e-03  1.498893226549293e+00  2.500000000000000e-02 
 7.863411121595970e-08  0.000000000000000e+00  7.491191845842644e-01  8.044896881987289e-01  9.918705321183955e-01  9.181965744490160e-05 -4.494664693224994e-03  1.498893286257957e+00  2.500000000000000e-02 
 7.963411121595969e-08  0.000000000000000e+00  7.491326635322804e-01  8.044009605617084e-01  9.920398098714044e-01 -9.104759614213031e-05  4.413854356346381e-03  1.498893479551670e+00  2.500000000000000e-02 
 8.063411121595969e-08  0.000000000000000e+00  7.491357411168554e-01  8.043178869322378e-01  9.921969282838007e-01  9.067209825556277e-05 -4.351502806033134e-03  1.498893607803467e+00  2.500000000000000e-02 
 8.163411121595969e-08  0.000000000000000e+00  7.491479308652337e-01  8.042389427218404e-01  9.923607855177473e-01 -8.990636214828243e-05  4.273208751681938e-03  1.498893533331349e+00  2.500000000000000e-02 
