 time                   v(clk)                 v(xt.icmp)             v(xt.vth_soft)         v(xt.vth_hard)         v(cmp_soft)            v(cmp_hard)            v(isense)              v(shp)                
 1.825542727958986e-07  0.000000000000000e+00  7.492190207627477e-01  8.051473880559096e-01  9.919686146645733e-01 -1.262572073549370e-04 -7.206817629242104e-05  1.498899108519445e+00  2.500000000000000e-02 
 1.835542727958986e-07  0.000000000000000e+00  7.492197996980843e-01  8.050641542152204e-01  9.921249013252545e-01  1.258267895306640e-04  7.431360474954493e-05  1.498898595138954e+00  2.500000000000000e-02 
 1.845542727958986e-07  0.000000000000000e+00  7.492305880648416e-01  8.049839774766988e-01  9.922941699986181e-01 -1.247152109331780e-04 -6.840068289477988e-05  1.498897815502591e+00  2.500000000000000e-02 
 1.855542727958986e-07  0.000000000000000e+00  7.492307451524379e-01  8.049077425636549e-01  9.924421965455834e-01  1.242904860810768e-04  7.037272840512101e-05  1.498896817375805e+00  2.500000000000000e-02 
 1.865542727958986e-07  0.000000000000000e+00  7.492409332630413e-01  8.048338521418411e-01  9.926025166871432e-01 -1.231900361601850e-04 -6.497180258136125e-05  1.498895651126243e+00  2.500000000000000e-02 
 1.875542727958986e-07  0.000000000000000e+00  7.492406069229844e-01  8.047632613647263e-01  9.927421801408510e-01  1.227710034434968e-04  6.673075104907622e-05  1.498894357878052e+00  2.500000000000000e-02 
 1.885542727958986e-07  0.000000000000000e+00  7.492503051641785e-01  8.046944577857039e-01  9.928938083222156e-01 -1.216815748658480e-04 -6.176130257991084e-05  1.498892963296419e+00  2.500000000000000e-02 
 1.895542727958986e-07  0.000000000000000e+00  7.492495911044091e-01  8.046284742139134e-01  9.930255980224112e-01  1.212682317195743e-04  6.335030355090904e-05  1.498891477504829e+00  2.500000000000000e-02 
 1.905542727958986e-07  0.000000000000000e+00  7.492588771301677e-01  8.045638778732692e-01  9.931691955390143e-01 -1.201897168461340e-04 -5.874963864453206e-05  1.498889898363210e+00  2.500000000000000e-02 
 1.915542727958986e-07  0.000000000000000e+00  7.492578444949993e-01  8.045017649254502e-01  9.932938309465876e-01  1.197820590118391e-04  6.020038156403874e-05  1.498888217545994e+00  2.500000000000000e-02 
 1.925542727958986e-07  0.000000000000000e+00  7.492667747308888e-01  8.044407624982522e-01  9.934301421599684e-01 -1.187143499472007e-04 -5.591861352068748e-05  1.498886426578184e+00  2.500000000000000e-02 
 1.935542727958986e-07  0.000000000000000e+00  7.492654747812092e-01  8.043820081675794e-01  9.935483160534221e-01  1.183123715343854e-04  5.725490342864645e-05  1.498884522642455e+00  2.500000000000000e-02 
 1.945542727958986e-07  0.000000000000000e+00  7.492740911412786e-01  8.043241674021315e-01  9.936779848620857e-01 -1.172553601917479e-04 -5.325162118078450e-05  1.498882512201676e+00  2.500000000000000e-02 
 1.955542727958986e-07  0.000000000000000e+00  7.492725628247882e-01  8.042683998734204e-01  9.937902502330320e-01  1.168590537139434e-04  5.449170587407705e-05  1.498880413059799e+00  2.500000000000000e-02 
 1.965542727958986e-07  0.000000000000000e+00  7.492808974099925e-01  8.042133932742016e-01  9.939137671841920e-01 -1.158126318832909e-04 -5.073368350655187e-05  1.498878253898181e+00  2.500000000000000e-02 
 1.975542727958986e-07  0.000000000000000e+00  7.492791714894788e-01  8.041603169335237e-01  9.940205306993652e-01  1.154219883148226e-04  5.189181026166870e-05  1.498876072523132e+00  2.500000000000000e-02 
 1.985542727958986e-07  0.000000000000000e+00  7.492872501465208e-01  8.041078717869987e-01  9.941382581028159e-01 -1.143860477048520e-04 -4.835138435890267e-05  1.498873912491613e+00  2.500000000000000e-02 
 1.995542727958986e-07  0.000000000000000e+00  7.492853522764938e-01  8.040572309676414e-01  9.942398233447790e-01  1.140010565287709e-04  4.943886601762253e-05  1.498871819511733e+00  2.500000000000000e-02 
 2.005542727958986e-07  0.000000000000000e+00  7.492931971223753e-01  8.040071051848586e-01  9.943520455667195e-01 -1.129754888427925e-04 -4.609275599578039e-05  1.498869837455338e+00  2.500000000000000e-02 
 2.015542727958986e-07  0.000000000000000e+00  7.492911498689299e-01  8.039586697573152e-01  9.944486621657814e-01  1.125961381101730e-04  4.711871602399126e-05  1.498868005150263e+00  2.500000000000000e-02 
 2.025542727958986e-07  0.000000000000000e+00  7.492987807714570e-01  8.039106446366575e-01  9.945556283791310e-01 -1.115808350908183e-04 -4.394714705095026e-05  1.498866353661033e+00  2.500000000000000e-02 
 2.035542727958986e-07  0.000000000000000e+00  7.492966046345502e-01  8.038642074983660e-01  9.946475256681355e-01  1.112071114641791e-04  4.491904964629589e-05  1.498864904825747e+00  2.500000000000000e-02 
 2.045542727958985e-07  0.000000000000000e+00  7.493040398005394e-01  8.038180878606311e-01  9.947494738116085e-01 -1.102019649413057e-04 -4.190508767238380e-05  1.498863670551449e+00  2.500000000000000e-02 
 2.055542727958985e-07  0.000000000000000e+00  7.493017534838042e-01  8.037734661127574e-01  9.948368758127502e-01  1.098338537301745e-04  4.282912098986848e-05  1.498862653270580e+00  2.500000000000000e-02 
 2.065542727958985e-07  0.000000000000000e+00  7.493090094689694e-01  8.037290814170387e-01  9.949340402594326e-01 -1.088387556754330e-04 -3.995815988474446e-05  1.498861846938383e+00  2.500000000000000e-02 
 2.075542727958985e-07  0.000000000000000e+00  7.493066297504571e-01  8.036861167742769e-01  9.950171679373967e-01  1.084762409136338e-04  4.083951711474676e-05  1.498861238748005e+00  2.500000000000000e-02 
 2.085542727958985e-07  0.000000000000000e+00  7.493137212472456e-01  8.036433205507721e-01  9.951097783102580e-01 -1.074910834969970e-04 -3.809887718466000e-05  1.498860810959459e+00  2.500000000000000e-02 
 2.095542727958985e-07  0.000000000000000e+00  7.493112627803501e-01  8.036018777883416e-01  9.951888465675834e-01  1.071341479748911e-04  3.894196545268174e-05  1.498860542940532e+00  2.500000000000000e-02 
 2.105542727958985e-07  0.000000000000000e+00  7.493182024598242e-01  8.035605452554939e-01  9.952771242350554e-01 -1.061588235994831e-04 -3.632057496874245e-05  1.498860412939689e+00  2.500000000000000e-02 
 2.115542727958985e-07  0.000000000000000e+00  7.493156777130036e-01  8.035205092404135e-01  9.953523387182203e-01  1.058074489109590e-04  3.712917252157613e-05  1.498860399707126e+00  2.500000000000000e-02 
 2.125542727958985e-07  0.000000000000000e+00  7.493224762561032e-01  8.034805340190556e-01  9.954364944337787e-01 -1.048418502635111e-04 -3.461731216792699e-05  1.498860483652328e+00  2.500000000000000e-02 
 2.135542727958985e-07  0.000000000000000e+00  7.493198956565202e-01  8.034418063471538e-01  9.955080501200058e-01  1.044960168591701e-04  3.539468804096503e-05  1.498860647698152e+00  2.500000000000000e-02 
 2.145542727958985e-07  0.000000000000000e+00  7.493265619778129e-01  8.034030972042220e-01  9.955882835358192e-01 -1.035400369508770e-04 -3.298378373812821e-05  1.498860877675697e+00  2.500000000000000e-02 
 2.155542727958985e-07  0.000000000000000e+00  7.493239342145933e-01  8.033655931704190e-01  9.956563649376364e-01  1.031997241772592e-04  3.373278986928675e-05  1.498861162443744e+00  2.500000000000000e-02 
 2.165542727958985e-07  0.000000000000000e+00  7.493304758015150e-01  8.033280712811809e-01  9.957328652974398e-01 -1.022532563803106e-04 -3.141524329216973e-05  1.498861493684850e+00  2.500000000000000e-02 
 2.175542727958985e-07  0.000000000000000e+00  7.493278081935958e-01  8.032917174550166e-01  9.957976473583641e-01  1.019184425334342e-04  3.213838620274570e-05  1.498861865547637e+00  2.500000000000000e-02 
 2.185542727958985e-07  0.000000000000000e+00  7.493342314629443e-01  8.032553142758774e-01  9.958705944368587e-01 -1.009813806245518e-04 -2.990743499501560e-05  1.498862274144582e+00  2.500000000000000e-02 
 2.192771363979492e-07  0.000000000000000e+00  7.493310307214065e-01  8.032298510912409e-01  9.959140054953923e-01  1.004110413569268e-04  3.032864713185739e-05  1.498862590994166e+00  2.500000000000000e-02 
 2.200000000000000e-07  0.000000000000000e+00  7.493368433039460e-01  8.032040641881705e-01  9.959660232198655e-01 -9.924614915981375e-05 -2.789823060860264e-05  1.498862925126633e+00  2.500000000000000e-02 
 2.200200000000000e-07  1.199999999999773e-01  7.494071925938515e-01  8.032765986840353e-01  9.959665598225083e-01 -1.259543658216872e-06 -6.370719968768016e-06  1.498862934645444e+00  2.500000000000000e-02 
 2.200600000000000e-07  3.599999999999318e-01  7.495210701489017e-01  8.033912199830695e-01  9.959690047161111e-01 -3.101782315356539e-06  5.277472616877919e-06  1.498862953921808e+00  2.500000000000000e-02 
 2.201003302446189e-07  6.019814677135196e-01  7.491411990139941e-01  8.029947240327172e-01  9.959693152401651e-01  5.481807008956236e-06 -3.099022320080039e-06  1.498862974276974e+00  2.500000000000000e-02 
 2.201408961915437e-07  8.453771492619454e-01  7.463008053073572e-01  7.998284936492404e-01  9.959573281439080e-01 -1.045534976789462e-05  1.283451389533842e-06  1.498862995344017e+00  2.500000000000000e-02 
 2.201704480957718e-07  1.022688574630859e+00  7.435798227185075e-01  7.968893631764491e-01  9.959428479063661e-01 -2.052529775329357e-04 -2.043411405573232e-06  1.498863007972279e+00  2.500000000000000e-02 
 2.202000000000000e-07  1.199999999999931e+00  7.415056676039925e-01  7.948677308114463e-01  9.959230177422309e-01 -1.576144371715612e-04  8.789604700906656e-07  1.498863008395681e+00  2.500000000000000e-02 
 2.202032974993291e-07  1.200000000000000e+00  7.413541924866641e-01  7.947453279065495e-01  9.959206770558996e-01 -1.973584644542848e-04  6.410203207282387e-07  1.498863006979289e+00  2.500000000000000e-02 
 2.202098924979872e-07  1.200000000000000e+00  7.411075482447800e-01  7.945418039569115e-01  9.959169089287639e-01 -1.438710248660041e-04  1.874598535549094e-06  1.498863003268323e+00  2.500000000000000e-02 
 2.202230824953035e-07  1.200000000000000e+00  7.408392329796596e-01  7.943120175969469e-01  9.959123821399498e-01  5.022593344435645e-04  4.005577898348960e-06  1.498862989471563e+00  2.500000000000000e-02 
 2.202494624899360e-07  1.200000000000000e+00  7.406465002669224e-01  7.940963712846267e-01  9.959066482503944e-01  2.981250406461588e-03  2.253169770924116e-06  1.498862923313155e+00  2.500000000000000e-02 
 2.202851158909121e-07  1.200000000000000e+00  7.405346012476587e-01  7.938635324780570e-01  9.959198336116433e-01  5.551933674446292e-03  9.310182578385559e-06  1.498862703752609e+00  2.500000000000000e-02 
 2.203355246487663e-07  1.200000000000000e+00  7.406281461637815e-01  7.937300098256564e-01  9.961365118098195e-01  3.791307054668951e-03  3.287424490569656e-05  1.498861975581484e+00  2.500000000000000e-02 
 2.203844827929028e-07  1.200000000000000e+00  7.413561996329502e-01  7.937253760228457e-01  9.969470725656491e-01 -3.499806436736306e-04  5.904239282363210e-05  1.498860610850315e+00  2.500000000000000e-02 
 2.204620885702195e-07  1.200000000000000e+00  7.443300994169931e-01  7.937191298773287e-01  1.000280331665102e+00  2.465880807368620e-04 -6.418264944316483e-05  1.498856756489528e+00  2.500000000000000e-02 
 2.205282096299893e-07  1.200000000000000e+00  7.470425731627025e-01  7.937492109565413e-01  1.004066182006468e+00 -1.620685890625131e-04 -1.439545953475475e-02  1.498851785748489e+00  2.500000000000000e-02 
 2.205812787424734e-07  1.200000000000000e+00  7.483816359225273e-01  7.937514797785346e-01  1.006121791531577e+00  1.181398406628159e-04  5.389594297503675e-03  1.498846822572292e+00  2.500000000000000e-02 
 2.206344995451046e-07  1.200000000000000e+00  7.490956185403208e-01  7.937699004366658e-01  1.007013951419260e+00 -7.554801841567221e-05 -2.517131976542587e-03  1.498841263215223e+00  2.500000000000000e-02 
 2.206864778659815e-07  1.200000000000000e+00  7.492717306632836e-01  7.937760258472886e-01  1.007259307568417e+00  6.094600863513069e-05  7.859438123221292e-04  1.498835587314982e+00  2.500000000000000e-02 
 2.207467637140889e-07  1.200000000000000e+00  7.493216877625273e-01  7.937936951460509e-01  1.007341183629872e+00 -3.618531219832970e-05  5.216767928778261e-05  1.498829121840353e+00  2.500000000000000e-02 
 2.208307226704472e-07  1.200000000000000e+00  7.493638466034844e-01  7.938088344579171e-01  1.007399252747315e+00  3.648262902480113e-05 -4.339976727457140e-04  1.498821042607980e+00  2.500000000000000e-02 
 2.209287799045628e-07  1.200000000000000e+00  7.493963769325775e-01  7.938331812138449e-01  1.007430109266609e+00 -2.094010970765290e-05  6.588888784286376e-04  1.498813691841883e+00  2.500000000000000e-02 
 2.210695349447504e-07  1.200000000000000e+00  7.494216297804268e-01  7.938603774602474e-01  1.007438587298517e+00  2.595172744252981e-05 -7.739678049840213e-04  1.498807520701835e+00  2.500000000000000e-02 
 2.212561552403092e-07  1.200000000000000e+00  7.494455637269754e-01  7.939014913530089e-01  1.007430773961642e+00 -1.443760644025942e-05  8.421669719828964e-04  1.498806027667266e+00  2.500000000000000e-02 
 2.215152538284200e-07  1.200000000000000e+00  7.494628083407558e-01  7.939508778947708e-01  1.007398367080341e+00  2.118498042787153e-05 -8.835550949211022e-04  1.498811656963551e+00  2.500000000000000e-02 
 2.219215137887236e-07  1.200000000000000e+00  7.494848534615024e-01  7.940308541766949e-01  1.007339203944668e+00 -1.179703693354575e-05  9.059567363012553e-04  1.498826454814128e+00  2.500000000000000e-02 
 2.224938339660351e-07  1.200000000000000e+00  7.495015723903871e-01  7.941320195277637e-01  1.007240916087645e+00  1.889306917668250e-05 -9.213329628479568e-04  1.498845155826999e+00  2.500000000000000e-02 
 2.234300566684905e-07  1.200000000000000e+00  7.495240894179083e-01  7.942915587494173e-01  1.007078839547246e+00 -1.112313546497473e-05  9.292395992521256e-04  1.498861921997013e+00  2.500000000000000e-02 
 2.244300566684905e-07  1.200000000000000e+00  7.495364249438983e-01  7.944445059480063e-01  1.006898946621801e+00  1.739507517110094e-05 -9.374722825175507e-04  1.498868574808879e+00  2.500000000000000e-02 
 2.254300566684905e-07  1.200000000000000e+00  7.495489151681893e-01  7.945911109567755e-01  1.006723154868861e+00 -1.081653869307028e-05  9.440541266987927e-04  1.498871565274023e+00  2.500000000000000e-02 
 2.264300566684905e-07  1.200000000000000e+00  7.495548258155070e-01  7.947243844068311e-01  1.006543390920868e+00  1.610987900423596e-05 -9.516747804606902e-04  1.498873263106808e+00  2.500000000000000e-02 
 2.274300566684905e-07  1.200000000000000e+00  7.495632855974660e-01  7.948539395246876e-01  1.006368393097965e+00 -1.039117212333908e-05  9.575277292259154e-04  1.498874128838812e+00  2.500000000000000e-02 
 2.284300566684905e-07  1.200000000000000e+00  7.495664268784866e-01  7.949721344626407e-01  1.006189916188315e+00  1.496278449445148e-05 -9.645704776376317e-04  1.498874497693057e+00  2.500000000000000e-02 
 2.294300566684905e-07  1.200000000000000e+00  7.495728458435343e-01  7.950879302579841e-01  1.006017066000133e+00 -9.896854027915398e-06  9.697328173786304e-04  1.498874653158230e+00  2.500000000000000e-02 
 2.304300566684905e-07  1.200000000000000e+00  7.495744341826660e-01  7.951936497567610e-01  1.005841838589871e+00  1.391490405616899e-05 -9.762297205042612e-04  1.498874815303324e+00  2.500000000000000e-02 
 2.314300566684905e-07  1.200000000000000e+00  7.495796132980245e-01  7.952979440453040e-01  1.005673487472143e+00 -9.362110589923557e-06  9.807380040540718e-04  1.498875136157679e+00  2.500000000000000e-02 
 2.324300566684905e-07  1.200000000000000e+00  7.495802119603642e-01  7.953932723642855e-01  1.005503910006333e+00  1.294267080862977e-05 -9.867191959096989e-04  1.498875696939809e+00  2.500000000000000e-02 
 2.334300566684905e-07  1.200000000000000e+00  7.495845601624941e-01  7.954880515528329e-01  1.005342217060677e+00 -8.804341784907279e-06  9.906083117076352e-04  1.498876518076656e+00  2.500000000000000e-02 
 2.344300566684905e-07  1.200000000000000e+00  7.495844812664563e-01  7.955748816640761e-01  1.005180034513092e+00  1.203087290400947e-05 -9.961021280482192e-04  1.498877578269020e+00  2.500000000000000e-02 
 2.354300566684905e-07  1.200000000000000e+00  7.495882376584547e-01  7.956619293642679e-01  1.005026239535667e+00 -8.234674140151662e-06  9.994053672791130e-04  1.498878835203035e+00  2.500000000000000e-02 
 2.364300566684905e-07  1.200000000000000e+00  7.495876730878591e-01  7.957419030860535e-01  1.004872189493355e+00  1.116917565121387e-05 -1.004438464328654e-03  1.498880242869920e+00  2.500000000000000e-02 
 2.374300566684905e-07  1.200000000000000e+00  7.495909889536562e-01  7.958227002053939e-01  1.004726571345508e+00 -7.660480705765767e-06  1.007187586164001e-03  1.498881763456680e+00  2.500000000000000e-02 
 2.384300566684905e-07  1.200000000000000e+00  7.495900644096606e-01  7.958971200669308e-01  1.004580565725706e+00  1.035025059493884e-05 -1.011785050917434e-03  1.498883373217840e+00  2.500000000000000e-02 
 2.394300566684905e-07  1.200000000000000e+00  7.495930407014310e-01  7.959727935058705e-01  1.004442759951258e+00 -7.086779513581736e-06  1.014010345843232e-03  1.498885063101862e+00  2.500000000000000e-02 
 2.404300566684905e-07  1.200000000000000e+00  7.495918427452924e-01  7.960426154651907e-01  1.004304261072102e+00  9.568707081244481e-06 -1.018195798583342e-03  1.498886835494139e+00  2.500000000000000e-02 
 2.414300566684905e-07  1.200000000000000e+00  7.495945501756097e-01  7.961139709935856e-01  1.004173634429535e+00 -6.517052537577531e-06  1.019926149756216e-03  1.498888698788039e+00  2.500000000000000e-02 
 2.424300566684906e-07  1.200000000000000e+00  7.495931414011362e-01  7.961798677493788e-01  1.004041987018254e+00  8.820451403727091e-06 -1.023721839332874e-03  1.498890661365463e+00  2.500000000000000e-02 
 2.434300566684906e-07  1.200000000000000e+00  7.495956319158076e-01  7.962474719711139e-01  1.003917903948006e+00 -5.953747135357780e-06  1.024984781967079e-03  1.498892726271074e+00  2.500000000000000e-02 
 2.444300566684906e-07  1.200000000000000e+00  7.495940595803726e-01  7.963099222808327e-01  1.003792527888626e+00  8.102286295658712e-06 -1.028411674396030e-03  1.498894887454292e+00  2.500000000000000e-02 
 2.454300566684906e-07  1.200000000000000e+00  7.495963727268093e-01  7.963741899983050e-01  1.003674472375671e+00 -5.398594814887425e-06  1.029233453159042e-03  1.498897127967018e+00  2.500000000000000e-02 
 2.464300566684906e-07  1.200000000000000e+00  7.495946733934141e-01  7.964335574365443e-01  1.003554923706620e+00  7.411651725601314e-06 -1.032311314036839e-03  1.498899420159568e+00  2.500000000000000e-02 
 2.474300566684907e-07  1.200000000000000e+00  7.495968396283837e-01  7.964948178669240e-01  1.003442513062098e+00 -4.852820422449727e-06  1.032716938467226e-03  1.498901727535223e+00  2.500000000000000e-02 
 2.484300566684907e-07  1.200000000000000e+00  7.495950415518652e-01  7.965514029555004e-01  1.003328465112996e+00  6.746451990648966e-06 -1.035464409648801e-03  1.498904007814836e+00  2.500000000000000e-02 
 2.494300566684907e-07  1.200000000000000e+00  7.495970839867159e-01  7.966099381050793e-01  1.003221411865584e+00 -4.317283298484011e-06  1.035477707601991e-03  1.498906216584112e+00  2.500000000000000e-02 
 2.504300566684907e-07  1.200000000000000e+00  7.495952085125622e-01  7.966640045254320e-01  1.003112609064885e+00  6.104937311133685e-06 -1.037912378577973e-03  1.498908311019221e+00  2.500000000000000e-02 
 2.514300566684908e-07  1.200000000000000e+00  7.495971441237819e-01  7.967200655426987e-01  1.003010674921501e+00 -3.792574798083240e-06  1.037556047719539e-03  1.498910253162557e+00  2.500000000000000e-02 
 2.524300566684908e-07  1.200000000000000e+00  7.495952068760200e-01  7.967718491594834e-01  1.002906892328067e+00  5.485620828746650e-06 -1.039694522071705e-03  1.498912012472831e+00  2.500000000000000e-02 
 2.534300566684908e-07  1.200000000000000e+00  7.495970477097933e-01  7.968256604331886e-01  1.002809856087897e+00 -3.279087123659685e-06  1.038990179457851e-03  1.498913567400178e+00  2.500000000000000e-02 
 2.544300566684908e-07  1.200000000000000e+00  7.495950598681158e-01  7.968753705192023e-01  1.002710876533970e+00  4.887219202083419e-06 -1.040848136762047e-03  1.498914906009657e+00  2.500000000000000e-02 
 2.554300566684908e-07  1.200000000000000e+00  7.495968143466060e-01  7.969271296332802e-01  1.002618519811516e+00 -2.777062798300127e-06  1.039816366537096e-03  1.498916025664849e+00  2.500000000000000e-02 
 2.564300566684909e-07  1.200000000000000e+00  7.495947839750587e-01  7.969749486661901e-01  1.002524126762277e+00  4.308609307830350e-06 -1.041408620027138e-03  1.498916932005964e+00  2.500000000000000e-02 
 2.574300566684909e-07  1.200000000000000e+00  7.495964581710456e-01  7.970248267089486e-01  1.002436232103137e+00 -2.286630838330661e-06  1.040069019247288e-03  1.498917637371767e+00  2.500000000000000e-02 
 2.584300566684909e-07  1.200000000000000e+00  7.495943914157602e-01  7.970709114999457e-01  1.002346211194801e+00  3.748796126277746e-06 -1.041409569575541e-03  1.498918158968567e+00  2.500000000000000e-02 
 2.594300566684909e-07  1.200000000000000e+00  7.495959901054804e-01  7.971190550547024e-01  1.002262565390750e+00 -1.807833556388184e-06  1.039780792252150e-03  1.498918516937699e+00  2.500000000000000e-02 
 2.604300566684909e-07  1.200000000000000e+00  7.495938920966264e-01  7.971635394698713e-01  1.002176708290322e+00  3.206888563370711e-06 -1.040882877588835e-03  1.498918732577824e+00  2.500000000000000e-02 
 2.614300566684910e-07  1.200000000000000e+00  7.495954194711353e-01  7.972100738525690e-01  1.002097105900572e+00 -1.340646706741478e-06  1.038982676955454e-03  1.498918826791459e+00  2.500000000000000e-02 
 2.624300566684910e-07  1.200000000000000e+00  7.495932948643842e-01  7.972530723193963e-01  1.002015213036662e+00  2.682080971697323e-06 -1.039858819735766e-03  1.498918818911711e+00  2.500000000000000e-02 
 2.634300566684910e-07  1.200000000000000e+00  7.495947548915208e-01  7.972981051323476e-01  1.001939458137161e+00 -8.849947884124353e-07  1.037704088804360e-03  1.498918725875678e+00  2.500000000000000e-02 
 2.644300566684910e-07  1.200000000000000e+00  7.495926080920056e-01  7.973397160654687e-01  1.001861339535336e+00  2.173638872914663e-06 -1.038366139329729e-03  1.498918561805489e+00  2.500000000000000e-02 
 2.654300566684911e-07  1.200000000000000e+00  7.495940046108254e-01  7.973833403802402e-01  1.001789245806346e+00 -4.407628153411423e-07  1.035972949777017e-03  1.498918337887015e+00  2.500000000000000e-02 
 2.664300566684911e-07  1.200000000000000e+00  7.495918397872811e-01  7.974236490602350e-01  1.001714720691248e+00  1.680887761197692e-06 -1.036432126907361e-03  1.498918062549403e+00  2.500000000000000e-02 
 2.674300566684911e-07  1.200000000000000e+00  7.495931764547632e-01  7.974659459763754e-01  1.001646110747549e+00 -7.805420536589973e-09  1.033815766351078e-03  1.498917741804062e+00  2.500000000000000e-02 
 2.684300566684911e-07  1.200000000000000e+00  7.495909974632340e-01  7.975050267980031e-01  1.001575006818019e+00  1.203204241209808e-06 -1.034082695490828e-03  1.498917379731724e+00  2.500000000000000e-02 
 2.693150283342455e-07  1.200000000000000e+00  7.495923297787614e-01  7.975415222010093e-01  1.001517379566171e+00  4.439394015140118e-07  1.031077954457454e-03  1.498917026965001e+00  2.500000000000000e-02 
 2.702000000000000e-07  1.200000000000000e+00  7.495901984941052e-01  7.975750255342773e-01  1.001456858182232e+00  6.863647643918607e-07 -1.030958954618152e-03  1.498916645155836e+00  2.500000000000000e-02 
 2.702200000000000e-07  1.079999999999983e+00  7.495352686456738e-01  7.975168608877287e-01  1.001455424780166e+00 -1.055618291857592e-05 -3.019762518724247e-05  1.498916636169152e+00  2.500000000000000e-02 
 2.702600000000000e-07  8.400000000000287e-01  7.494669727418886e-01  7.974477210425041e-01  1.001451290712130e+00  1.120175179301893e-05  4.340397825919993e-05  1.498916618011867e+00  2.500000000000000e-02 
 2.703300000000001e-07  4.199999999998700e-01  7.505280162547576e-01  7.986062491556641e-01  1.001465694449978e+00  1.385354475254012e-04 -4.549512933819156e-05  1.498916586969179e+00  2.500000000000000e-02 
 2.704000000000000e-07  2.886579864025407e-14  7.548754193093196e-01  8.030048316279874e-01  1.001559909659041e+00 -1.390328419216500e-02  4.730711555207329e-05  1.498916586782598e+00  2.500000000000000e-02 
 2.704079967037777e-07  0.000000000000000e+00  7.554965904764690e-01  8.036315511036216e-01  1.001576769523830e+00 -9.663467106378644e-03  2.198399801258129e-06  1.498916591988158e+00  2.500000000000000e-02 
 2.704239901113330e-07  0.000000000000000e+00  7.565685136211624e-01  8.047212231875130e-01  1.001607566489976e+00 -1.611556809312151e-03 -6.956394626738801e-06  1.498916606855457e+00  2.500000000000000e-02 
 2.704522284171711e-07  0.000000000000000e+00  7.577230566522440e-01  8.059362450331110e-01  1.001614419003407e+00  3.100236425220271e-05  5.591734479788413e-06  1.498916663773359e+00  2.500000000000000e-02 
 2.704818396026574e-07  0.000000000000000e+00  7.580638894972891e-01  8.064696494302369e-01  1.001461561804666e+00 -4.099498144112546e-04 -5.299802238651901e-06  1.498916789481494e+00  2.500000000000000e-02 
 2.705177598804543e-07  0.000000000000000e+00  7.577727588324483e-01  8.066614995866049e-01  1.000791111175569e+00  3.445677692871155e-04  4.457634952192221e-06  1.498917090830394e+00  2.500000000000000e-02 
 2.705595148397029e-07  0.000000000000000e+00  7.566983054156509e-01  8.067282428593709e-01  9.987496925757836e-01 -3.272000502552486e-04 -5.811138745628524e-06  1.498917747018997e+00  2.500000000000000e-02 
 2.706017868861883e-07  0.000000000000000e+00  7.546766052300208e-01  8.067596560884773e-01  9.959025233021720e-01  2.999874721447100e-04 -7.110492427439269e-05  1.498918858527080e+00  2.500000000000000e-02 
 2.706403192214891e-07  0.000000000000000e+00  7.526204207080385e-01  8.067745738646668e-01  9.932203500492758e-01 -2.675692331930560e-04 -2.260469095040111e-04  1.498920337019481e+00  2.500000000000000e-02 
 2.706823519345736e-07  0.000000000000000e+00  7.503810063903011e-01  8.067846419498776e-01  9.911648356633094e-01  2.378646136092043e-04  2.006450038369160e-03  1.498922484302743e+00  2.500000000000000e-02 
 2.707297154607541e-07  0.000000000000000e+00  7.491886308326373e-01  8.067908595083088e-01  9.899445617900510e-01 -2.124636778380626e-04  5.133058445048770e-03  1.498925521173694e+00  2.500000000000000e-02 
 2.707736328405219e-07  0.000000000000000e+00  7.490644886757192e-01  8.067944037900759e-01  9.897640600719400e-01  1.871294377392511e-04  4.220378078845963e-03  1.498928803132773e+00  2.500000000000000e-02 
 2.708408026564547e-07  0.000000000000000e+00  7.490240863554836e-01  8.067946617464892e-01  9.897250460575172e-01 -1.715500845799019e-04 -7.666907394992453e-04  1.498934257968369e+00  2.500000000000000e-02 
 2.709048612413523e-07  0.000000000000000e+00  7.490230947616597e-01  8.067927209936773e-01  9.897135313239147e-01  1.565856221477459e-04  2.907649258877878e-04  1.498939465886377e+00  2.500000000000000e-02 
 2.710034819181472e-07  0.000000000000000e+00  7.490406842408832e-01  8.067855198337305e-01  9.897471971616447e-01 -1.472042206037598e-04 -1.674639333776289e-04  1.498946411316406e+00  2.500000000000000e-02 
 2.711335962334468e-07  0.000000000000000e+00  7.490501248328589e-01  8.067730039511563e-01  9.897626160750462e-01  1.406896607498678e-04  1.359154018328990e-04  1.498952540936640e+00  2.500000000000000e-02 
 2.713938248640458e-07  0.000000000000000e+00  7.490800083607436e-01  8.067406495596584e-01  9.898333571824407e-01 -1.372786059835884e-04 -1.069711313110018e-04  1.498955160766622e+00  2.500000000000000e-02 
 2.718140884586707e-07  0.000000000000000e+00  7.491010882557089e-01  8.066818548145483e-01  9.899156238149324e-01  1.354757021310382e-04  1.107956764619176e-04  1.498944978243660e+00  2.500000000000000e-02 
 2.725470039757182e-07  0.000000000000000e+00  7.491343635588716e-01  8.065736156052121e-01  9.900807019092057e-01 -1.341822790556495e-04 -9.519114687529909e-05  1.498922981805215e+00  2.500000000000000e-02 
 2.735470039757183e-07  0.000000000000000e+00  7.491526895704843e-01  8.064290610510426e-01  9.902712224216076e-01  1.335390078320077e-04  1.021310258625811e-04  1.498907846587383e+00  2.500000000000000e-02 
