 frequency                ir                       ii                       vr                       vi                      
 1.00000000000000000e+00  2.51114775674798896e-15  1.27607752913389099e-14  1.25584308672310740e-03  5.37632266548240373e-07 
 1.02329299228075410e+00  2.51366852679901776e-15  1.30580119308165466e-14  1.25584308673243328e-03  5.50155330782829542e-07 
 1.04712854805089939e+00  2.50962987370650925e-15  1.33621721117259215e-14  1.25584308674175915e-03  5.62970094655970784e-07 
 1.07151930523760619e+00  2.51215064375753805e-15  1.36734170879643683e-14  1.25584308675119605e-03  5.76083352725082269e-07 
 1.09647819614318465e+00  2.50357189406774649e-15  1.39919118721379238e-14  1.25584308676185419e-03  5.89502057813176063e-07 
 1.12201845430196312e+00  2.50885737965861333e-15  1.43178253745276713e-14  1.25584308677251233e-03  6.03233324695307294e-07 
 1.14815362149688238e+00  2.51037526270009304e-15  1.46513303766199611e-14  1.25584308678428069e-03  6.17284433870930148e-07 
 1.17489755493952908e+00  2.50457478107729559e-15  1.49926036965425323e-14  1.25584308679604906e-03  6.31662835424103249e-07 
 1.20226443461741250e+00  2.51187959321441667e-15  1.53418263081785219e-14  1.25584308680826151e-03  6.46376152973674814e-07 
 1.23026877081238117e+00  2.49346170880931917e-15  1.56991833345490191e-14  1.25584308682169521e-03  6.61432187715346965e-07 
 1.25892541179416684e+00  2.51011776468412773e-15  1.60648642992759721e-14  1.25584308683523993e-03  6.76838922558039783e-07 
 1.28824955169313360e+00  2.50910132514742257e-15  1.64390630537902940e-14  1.25584308684978385e-03  6.92604526356498117e-07 
 1.31825673855640679e+00  2.49496603932364280e-15  1.68219780287947689e-14  1.25584308686399471e-03  7.08737358242531662e-07 
 1.34896288259165331e+00  2.50254190200388527e-15  1.72138122276466070e-14  1.25584308688009294e-03  7.25245972057152660e-07 
 1.38038426460288455e+00  2.50632305708042846e-15  1.76147734248807919e-14  1.25584308689730140e-03  7.42139120885920214e-07 
 1.41253754462275394e+00  2.50504911952775799e-15  1.80250742059147498e-14  1.25584308691406576e-03  7.59425761699959593e-07 
 1.44543977074592700e+00  2.49848969638422069e-15  1.84449321258670269e-14  1.25584308693216240e-03  7.77115060105034666e-07 
 1.47910838816820678e+00  2.50353123648627829e-15  1.88745697823491838e-14  1.25584308695103619e-03  7.95216395201313151e-07 
 1.51356124843620754e+00  2.49975008140973509e-15  1.93142149809019175e-14  1.25584308697046509e-03  8.13739364556254797e-07 
 1.54881661891248057e+00  2.49065633568801292e-15  1.97641008541090700e-14  1.25584308699133729e-03  8.32693789293396762e-07 
 1.58489319246111271e+00  2.48661768259550442e-15  2.02244659079197424e-14  1.25584308701287561e-03  8.52089719299634135e-07 
 1.62181009735892911e+00  2.50503556700060193e-15  2.06955542267890869e-14  1.25584308703607928e-03  8.71937438553786046e-07 
 1.65958690743755977e+00  2.49190316818637125e-15  2.11776156126446495e-14  1.25584308706017111e-03  8.92247470579311607e-07 
 1.69824365246174347e+00  2.50502201447344586e-15  2.16709056510608193e-14  1.25584308708492909e-03  9.13030584024030078e-07 
 1.73780082874937447e+00  2.50628239949896026e-15  2.21756858965472856e-14  1.25584308711101933e-03  9.34297798369776099e-07 
 1.77827941003892165e+00  2.48987028911296093e-15  2.26922239784281562e-14  1.25584308713810877e-03  9.56060389775118614e-07 
 1.81970085860998210e+00  2.49516932723098384e-15  2.32207937795129700e-14  1.25584308716708559e-03  9.78329897054078550e-07 
 1.86208713666286596e+00  2.49591471622456762e-15  2.37616755221234803e-14  1.25584308719739468e-03  1.00111812779417835e-06 
 1.90546071796324568e+00  2.48556058547733105e-15  2.43151560857310102e-14  1.25584308722881399e-03  1.02443716461699004e-06 
 1.94984459975804381e+00  2.49918087526918020e-15  2.48815288216679956e-14  1.25584308726156557e-03  1.04829937158452381e-06 
 1.99526231496887796e+00  2.48630597447091484e-15  2.54610940825235769e-14  1.25584308729587146e-03  1.07271740075474376e-06 
 2.04173794466952740e+00  2.48126443436885724e-15  2.60541591559691502e-14  1.25584308733184269e-03  1.09770419888993736e-06 
 2.08929613085403743e+00  2.49058857305223258e-15  2.66610384632817143e-14  1.25584308736981232e-03  1.12327301432120998e-06 
 2.13796208950222999e+00  2.48957213351552742e-15  2.72820538372765565e-14  1.25584308740878114e-03  1.14943740397295054e-06 
 2.18776162394955032e+00  2.48603492392779346e-15  2.79175345090723625e-14  1.25584308745063655e-03  1.17621124055088838e-06 
 2.23872113856833721e+00  2.49031752250911120e-15  2.85678174389634621e-14  1.25584308749404627e-03  1.20360871989756055e-06 
 2.29086765276777049e+00  2.46734598897957458e-15  2.92332473825942775e-14  1.25584308753923235e-03  1.23164436851915412e-06 
 2.34422881531991933e+00  2.47187253304970156e-15  2.99141771821268994e-14  1.25584308758686092e-03  1.26033305128767755e-06 
 2.39883291901948770e+00  2.47389185959595581e-15  3.06109678721202050e-14  1.25584308763715402e-03  1.28968997932247209e-06 
 2.45470891568502747e+00  2.47791696016130825e-15  3.13239889309927647e-14  1.25584308768889041e-03  1.31973071805537360e-06 
 2.51188643150957702e+00  2.47942129067563188e-15  3.20536183471972907e-14  1.25584308774351339e-03  1.35047119548366581e-06 
 2.57039578276886038e+00  2.46527245232469605e-15  3.28002430427371108e-14  1.25584308780035681e-03  1.38192771061542237e-06 
 2.63026799189537819e+00  2.46829466588049939e-15  3.35642588599312786e-14  1.25584308786053089e-03  1.41411694211131091e-06 
 2.69153480392691202e+00  2.46298207523532042e-15  3.43460708790519287e-14  1.25584308792303645e-03  1.44705595712795988e-06 
