 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  1.452568500900340e-06  9.839187267930554e-01 -6.139175544831626e-05 -2.395625379588712e-09  1.794679141140836e-08  1.945314317998521e-08  1.129754182283309e+00  3.468314307365345e-01  1.349488762594386e+00  1.129500950241563e+00  3.479010001945868e-01  1.351980529775517e+00 
 5.000000000000000e-11  1.452568500936776e-06  9.839187267930604e-01 -6.139175544809584e-05 -2.395625365043903e-09  1.794679130374878e-08  1.945314267631964e-08  1.129754182283374e+00  3.468314307365368e-01  1.349488762594367e+00  1.129500950241505e+00  3.479010001945862e-01  1.351980529775429e+00 
 1.000000000000000e-10  1.452568500855447e-06  9.839187267930654e-01 -6.139175544797389e-05 -2.395625354288917e-09  1.794679113644018e-08  1.945314215107222e-08  1.129754182283410e+00  3.468314307365166e-01  1.349488762594359e+00  1.129500950241510e+00  3.479010001945740e-01  1.351980529775392e+00 
 2.000000000000000e-10  1.452568501581031e-06  9.839187267930402e-01 -6.139175544843723e-05 -2.395625341387719e-09  1.794679069288151e-08  1.945314157269258e-08  1.129754182283365e+00  3.468314307364169e-01  1.349488762594166e+00  1.129500950241406e+00  3.479010001944924e-01  1.351980529775099e+00 
 4.000000000000000e-10  1.452568502307156e-06  9.839187267929425e-01 -6.139175544777257e-05 -2.395625259515040e-09  1.794679039880876e-08  1.945314113626261e-08  1.129754182283237e+00  3.468314307361571e-01  1.349488762593906e+00  1.129500950241215e+00  3.479010001942018e-01  1.351980529774627e+00 
 8.000000000000000e-10  1.452568498066374e-06  9.839187267928529e-01 -6.139175544795221e-05 -2.395625475067063e-09  1.794679062684348e-08  1.945314046274244e-08  1.129754182282867e+00  3.468314307356614e-01  1.349488762593864e+00  1.129500950241039e+00  3.479010001937681e-01  1.351980529774096e+00 
 1.600000000000000e-09  1.452568502721243e-06  9.839187267926514e-01 -6.139175544854557e-05 -2.395625209502454e-09  1.794678910105260e-08  1.945313900370421e-08  1.129754182281883e+00  3.468314307347777e-01  1.349488762592800e+00  1.129500950240224e+00  3.479010001929014e-01  1.351980529773068e+00 
 3.200000000000000e-09  1.452568500837147e-06  9.839187267925272e-01 -6.139175544764209e-05 -2.395625208601014e-09  1.794678914750953e-08  1.945314043210510e-08  1.129754182280188e+00  3.468314307333792e-01  1.349488762591773e+00  1.129500950238267e+00  3.479010001915087e-01  1.351980529771540e+00 
 6.400000000000000e-09  1.452568500517945e-06  9.839187267926879e-01 -6.139175544860688e-05 -2.395625208310042e-09  1.794679087742598e-08  1.945314246496805e-08  1.129754182280345e+00  3.468314307314427e-01  1.349488762591901e+00  1.129500950238676e+00  3.479010001896644e-01  1.351980529771033e+00 
 1.140000000000000e-08  1.452568500883589e-06  9.839187267938990e-01 -6.139175544830718e-05 -2.395625195959762e-09  1.794679206798658e-08  1.945314341184934e-08  1.129754182281574e+00  3.468314307302891e-01  1.349488762592985e+00  1.129500950239704e+00  3.479010001885323e-01  1.351980529771947e+00 
 1.640000000000000e-08  1.452568500878209e-06  9.839187267945004e-01 -6.139175544798673e-05 -2.395625357987070e-09  1.794679108446012e-08  1.945314283088946e-08  1.129754182281882e+00  3.468314307294262e-01  1.349488762592393e+00  1.129500950239903e+00  3.479010001876505e-01  1.351980529770989e+00 
 2.140000000000000e-08  1.452568500918470e-06  9.839187267946541e-01 -6.139175544781126e-05 -2.395625352528598e-09  1.794679110674683e-08  1.945314265927350e-08  1.129754182281985e+00  3.468314307286408e-01  1.349488762592274e+00  1.129500950239746e+00  3.479010001868738e-01  1.351980529770836e+00 
 2.640000000000000e-08  1.452568500863041e-06  9.839187267951305e-01 -6.139175544832297e-05 -2.395625429402299e-09  1.794679134760005e-08  1.945314276686614e-08  1.129754182281250e+00  3.468314307285335e-01  1.349488762591660e+00  1.129500950239191e+00  3.479010001867960e-01  1.351980529770180e+00 
 3.140000000000000e-08  1.452568501062242e-06  9.839187267956082e-01 -6.139175544811445e-05 -2.395625355905757e-09  1.794679157017179e-08  1.945314334948886e-08  1.129754182280989e+00  3.468314307286716e-01  1.349488762591783e+00  1.129500950238823e+00  3.479010001869483e-01  1.351980529770162e+00 
