Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L134_1;CTX_L50_0;0.016;
C2;CTX_L134_1;CTX_L8_0;0.003;
C3;CTX_L134_1;CTX_L8_1;0.003;
C4;CTX_L134_1;CTX_L8_2;0.009;
C5;CTX_L134_1;P,PSEG_L134_0;0.613;
C6;CTX_L134_1;VSUBS;0.607;
C7;CTX_L50_0;CTX_L8_0;0.009;
C8;CTX_L50_0;CTX_L8_1;0.003;
C9;CTX_L50_0;P,PSEG_L134_0;0.092;
C10;CTX_L50_0;VSUBS;0.725;
C11;CTX_L8_0;CTX_L8_1;0.01;
C12;CTX_L8_0;P,PSEG_L134_0;0.007;
C13;CTX_L8_0;VSUBS;0.184;
C14;CTX_L8_1;CTX_L8_2;0.001;
C15;CTX_L8_1;P,PSEG_L134_0;0.011;
C16;CTX_L8_1;VSUBS;0.183;
C17;CTX_L8_2;P,PSEG_L134_0;0.05;
C18;CTX_L8_2;VSUBS;1.1;
C19;P,PSEG_L134_0;VSUBS;1.737;
