 time                   v(q)                   v(qb)                  v(inp)                 v(inn)                 v(clk)                
 0.000000000000000e+00  6.190214247338192e-01  6.225625131388430e-01  7.450000009591095e-01  7.550000009024592e-01  0.000000000000000e+00 
 2.000000000000000e-12  6.190214247338124e-01  6.225625131388450e-01  7.450000009591099e-01  7.550000009024590e-01  0.000000000000000e+00 
 4.000000000000001e-12  6.190214247338061e-01  6.225625131388528e-01  7.450000009591102e-01  7.550000009024590e-01  0.000000000000000e+00 
 8.000000000000001e-12  6.190214247337928e-01  6.225625131388669e-01  7.450000009591109e-01  7.550000009024588e-01  0.000000000000000e+00 
 1.600000000000000e-11  6.190214247337434e-01  6.225625131388651e-01  7.450000009591113e-01  7.550000009024582e-01  0.000000000000000e+00 
 3.200000000000001e-11  6.190214247336869e-01  6.225625131389133e-01  7.450000009591110e-01  7.550000009024581e-01  0.000000000000000e+00 
 6.400000000000001e-11  6.190214247335204e-01  6.225625131391145e-01  7.450000009591120e-01  7.550000009024588e-01  0.000000000000000e+00 
 1.280000000000000e-10  6.190214247326138e-01  6.225625131397216e-01  7.450000009591129e-01  7.550000009024579e-01  0.000000000000000e+00 
 2.560000000000000e-10  6.190214247210091e-01  6.225625131515974e-01  7.450000009591152e-01  7.550000009024571e-01  0.000000000000000e+00 
 4.560000000000001e-10  6.190214248451108e-01  6.225625130261143e-01  7.450000009591125e-01  7.550000009024431e-01  0.000000000000000e+00 
 6.560000000000001e-10  6.190214237854790e-01  6.225625140965166e-01  7.450000009591997e-01  7.550000009025490e-01  0.000000000000000e+00 
 8.560000000000001e-10  6.190214328225262e-01  6.225625049668607e-01  7.450000009585129e-01  7.550000009016188e-01  0.000000000000000e+00 
 1.056000000000000e-09  6.190213557497982e-01  6.225625828313254e-01  7.450000009644043e-01  7.550000009096016e-01  0.000000000000000e+00 
 1.256000000000000e-09  6.190220130657897e-01  6.225619187643916e-01  7.450000009142095e-01  7.550000008415988e-01  0.000000000000000e+00 
 1.456000000000000e-09  6.190164071467535e-01  6.225675822666336e-01  7.450000013423396e-01  7.550000014215877e-01  0.000000000000000e+00 
 1.656000000000000e-09  6.190642174999544e-01  6.225192813183982e-01  7.449999976910638e-01  7.549999964752161e-01  0.000000000000000e+00 
 1.856000000000000e-09  6.186564077291872e-01  6.229311452812918e-01  7.450000288203511e-01  7.550000386504752e-01  0.000000000000000e+00 
 2.056000000000000e-09  6.221295846092804e-01  6.194125970381296e-01  7.449997624512483e-01  7.549996781321183e-01  0.000000000000000e+00 
 2.129420995852113e-09  6.275091118979113e-01  6.139314056603783e-01  7.449993454883523e-01  7.549991151419727e-01  0.000000000000000e+00 
