LVSDB input file passed, bypassing LVS
(19, 0) -> (via1_drw)
(46, 0) -> (pwell pwell_sub)
(8, 0) -> (metal1_con)
(10, 0) -> (metal2_con)
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L8_0,CTX_L8_1,CTX_L8_2,CTX_L8_3,CTX_L8_4;CTX_L8_5;0.716;
C2;CTX_L10_0,CTX_L8_0,CTX_L8_1,CTX_L8_2,CTX_L8_3,CTX_L8_4;CTX_L8_6;0.017;
C3;CTX_L10_0,CTX_L8_0,CTX_L8_1,CTX_L8_2,CTX_L8_3,CTX_L8_4;VSUBS;1.607;
C4;CTX_L10_1;CTX_L10_2,CTX_L8_10,CTX_L8_11,CTX_L8_12,CTX_L8_8,CTX_L8_9;0.221;
C5;CTX_L10_1;CTX_L8_5;0.007;
C6;CTX_L10_1;CTX_L8_6;0.643;
C7;CTX_L10_1;CTX_L8_7;0.035;
C8;CTX_L10_1;N;0.023;
C9;CTX_L10_1;VSUBS;1.13;
C10;CTX_L10_2,CTX_L8_10,CTX_L8_11,CTX_L8_12,CTX_L8_8,CTX_L8_9;CTX_L8_6;0.002;
C11;CTX_L10_2,CTX_L8_10,CTX_L8_11,CTX_L8_12,CTX_L8_8,CTX_L8_9;CTX_L8_7;0.029;
C12;CTX_L10_2,CTX_L8_10,CTX_L8_11,CTX_L8_12,CTX_L8_8,CTX_L8_9;N;0.716;
C13;CTX_L10_2,CTX_L8_10,CTX_L8_11,CTX_L8_12,CTX_L8_8,CTX_L8_9;PSEG_L8_14;0.017;
C14;CTX_L10_2,CTX_L8_10,CTX_L8_11,CTX_L8_12,CTX_L8_8,CTX_L8_9;VSUBS;1.399;
C15;CTX_L10_5,CTX_L8_16,CTX_L8_17,CTX_L8_18,CTX_L8_19,CTX_L8_20;CTX_L8_21;0.716;
C16;CTX_L10_5,CTX_L8_16,CTX_L8_17,CTX_L8_18,CTX_L8_19,CTX_L8_20;NSEG_L8_22;0.017;
C17;CTX_L10_5,CTX_L8_16,CTX_L8_17,CTX_L8_18,CTX_L8_19,CTX_L8_20;PSEG_L10_4;0.41;
C18;CTX_L10_5,CTX_L8_16,CTX_L8_17,CTX_L8_18,CTX_L8_19,CTX_L8_20;VSUBS;1.268;
C19;CTX_L10_7,CTX_L8_24,CTX_L8_25,CTX_L8_26,CTX_L8_27,CTX_L8_28;CTX_L8_29;0.008;
C20;CTX_L10_7,CTX_L8_24,CTX_L8_25,CTX_L8_26,CTX_L8_27,CTX_L8_28;CTX_L8_30;0.716;
C21;CTX_L10_7,CTX_L8_24,CTX_L8_25,CTX_L8_26,CTX_L8_27,CTX_L8_28;CTX_L8_31;0.008;
C22;CTX_L10_7,CTX_L8_24,CTX_L8_25,CTX_L8_26,CTX_L8_27,CTX_L8_28;PSEG_L10_6;0.41;
C23;CTX_L10_7,CTX_L8_24,CTX_L8_25,CTX_L8_26,CTX_L8_27,CTX_L8_28;VSUBS;1.269;
C24;CTX_L8_21;NSEG_L8_22;0.191;
C25;CTX_L8_21;PSEG_L10_4;0.098;
C26;CTX_L8_21;PSEG_L10_6;0.002;
C27;CTX_L8_21;PSEG_L8_15;0.448;
C28;CTX_L8_21;VSUBS;2.914;
C29;CTX_L8_29;CTX_L8_30;0.09;
C30;CTX_L8_29;VSUBS;0.469;
C31;CTX_L8_30;CTX_L8_31;0.048;
C32;CTX_L8_30;PSEG_L10_6;0.098;
C33;CTX_L8_30;PSEG_L8_23;0.448;
C34;CTX_L8_30;VSUBS;2.613;
C35;CTX_L8_31;VSUBS;0.494;
C36;CTX_L8_5;CTX_L8_6;0.191;
C37;CTX_L8_5;VSUBS;3.278;
C38;CTX_L8_6;CTX_L8_7;0.375;
C39;CTX_L8_6;VSUBS;3.028;
C40;CTX_L8_7;N;0.556;
C41;CTX_L8_7;VSUBS;1.049;
C42;N;P;0.007;
C43;N;PSEG_L8_14;0.191;
C44;N;VSUBS;2.856;
C45;NSEG_L8_22;PSEG_L10_6;0.101;
C46;NSEG_L8_22;PSEG_L8_23;0.448;
C47;NSEG_L8_22;VSUBS;2.98;
C48;P;PSEG_L10_4;0.637;
C49;P;PSEG_L8_14;0.643;
C50;P;VSUBS;0.935;
C51;PSEG_L10_4;PSEG_L8_14;0.02;
C52;PSEG_L10_4;PSEG_L8_15;0.428;
C53;PSEG_L10_4;VSUBS;0.6;
C54;PSEG_L10_6;PSEG_L8_23;0.428;
C55;PSEG_L10_6;VSUBS;0.964;
C56;PSEG_L8_14;PSEG_L8_15;0.448;
C57;PSEG_L8_14;VSUBS;2.98;
C58;PSEG_L8_15;VSUBS;1.059;
C59;PSEG_L8_23;VSUBS;1.059;
${BULK}/sense-feed-field-pilot-20260923-r1/before48/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.csv
Wrote expanded netlist to: ${BULK}/sense-feed-field-pilot-20260923-r1/before48/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.spice
