 v-sweep                v(b)                   v(c)                   v(e)                   i(vm_b)                i(vm_c)                i(vm_e)                i(vb)                  i(vc)                  i(ve)                  i(vdd)                 i(vdda)               
 3.000000000000000e-01  2.999999999778947e-01  9.999999867419100e-01  1.021449420438220e-08  6.158233645248146e-13  1.472929624855350e-10 -1.462035185677242e-10 -1.381351057381777e-11 -5.888770756551314e-10  8.323826310070066e-10  0.000000000000000e+00 -1.831158750626651e-09 
 3.010000000000000e-01  3.009999999772097e-01  9.999999863251985e-01  1.053926854299227e-08  6.349053227605594e-13  1.519224892781545e-10 -1.508521237845079e-10 -1.442304573075941e-11 -5.935066015511058e-10  8.370312361756789e-10  0.000000000000000e+00 -1.830969058821093e-09 
 3.020000000000000e-01  3.019999999765080e-01  9.999999858952127e-01  1.087437855504007e-08  6.544530542496041e-13  1.566994883847788e-10 -1.556486669993095e-10 -1.503312151536993e-11 -5.982836015335306e-10  8.418277793905045e-10  0.000000000000000e+00 -1.830779543750809e-09 
 3.030000000000000e-01  3.029999999757891e-01  9.999999854515309e-01  1.122015332156063e-08  6.744813041414943e-13  1.616286452893570e-10 -1.605978584605521e-10 -1.564336381274920e-11 -6.032127572019186e-10  8.467769708517170e-10  0.000000000000000e+00 -1.830590271541773e-09 
 3.040000000000000e-01  3.039999999750528e-01  9.999999849937151e-01  1.157693240382121e-08  6.949961439683960e-13  1.667148258932476e-10 -1.657045584237752e-10 -1.625397529350997e-11 -6.082989390448972e-10  8.518836708149719e-10  0.000000000000000e+00 -1.830401623833227e-09 
 3.050000000000000e-01  3.049999999742983e-01  9.999999845213147e-01  1.194506617712363e-08  7.160131862415930e-13  1.719630374757453e-10 -1.709737819294615e-10 -1.686497241447074e-11 -6.135471516206172e-10  8.571528943206347e-10  0.000000000000000e+00 -1.830213170413671e-09 
 3.060000000000000e-01  3.059999999735252e-01  9.999999840338668e-01  1.232491617523774e-08  7.375489108341071e-13  1.773784208898517e-10 -1.764107037330295e-10 -1.747637299261650e-11 -6.189625340519883e-10  8.625898161242266e-10  0.000000000000000e+00 -1.830025029244380e-09 
 3.070000000000000e-01  3.069999999727331e-01  9.999999835308907e-01  1.271685544580716e-08  7.596171955337461e-13  1.829663173491284e-10 -1.820206633918773e-10 -1.808819296026035e-11 -6.245504305168677e-10  8.681997757830433e-10  0.000000000000000e+00 -1.829837526453289e-09 
 3.080000000000000e-01  3.079999999719216e-01  9.999999830118913e-01  1.312126891707486e-08  7.822258465961518e-13  1.887322276616953e-10 -1.878091705144479e-10 -1.870043634703827e-11 -6.303163408418486e-10  8.739882829056414e-10  0.000000000000000e+00 -1.829650169379009e-09 
 3.090000000000000e-01  3.089999999710898e-01  9.999999824763612e-01  1.353855377628884e-08  8.053991501499880e-13  1.946817888114639e-10 -1.937819101764811e-10 -1.931313724885957e-11 -6.362659011245091e-10  8.799610225676478e-10  0.000000000000000e+00 -1.829463089860446e-09 
