 v-sweep                v(b)                   v(c)                   v(e)                   i(vm_b)                i(vm_c)                i(vm_e)                i(vb)                  i(vc)                  i(ve)                  i(vdd)                 i(vdda)               
 3.000000000000000e-01  2.999999998301093e-01  9.999998134986303e-01  1.391676672016064e-07  4.732924989425680e-12  2.071968085620175e-09 -1.991954002676686e-09  5.012444469822844e-09  1.593844091828332e-09  9.053471539924650e-09  0.000000000000000e+00 -1.978830013180557e-08 
 3.010000000000000e-01  3.009999998243624e-01  9.999998084209667e-01  1.431200111754398e-07  4.893024353747055e-12  2.128379235915335e-09 -2.048525241937509e-09  5.010287937111839e-09  1.537432940851439e-09  9.110042779165867e-09  0.000000000000000e+00 -1.978717453718129e-08 
 3.020000000000000e-01  3.019999998184679e-01  9.999998031990205e-01  1.471846324568598e-07  5.057235880068234e-12  2.186393319568887e-09 -2.106703544367198e-09  5.008127407157467e-09  1.479418857736982e-09  9.168221081665655e-09  0.000000000000000e+00 -1.978604947207466e-08 
 3.030000000000000e-01  3.029999998124219e-01  9.999997978286882e-01  1.513647210375893e-07  5.225672325415154e-12  2.246055921864171e-09 -2.166534569398787e-09  5.005963938903906e-09  1.419756256488744e-09  9.228052106555067e-09  0.000000000000000e+00 -1.978492592247807e-08 
 3.040000000000000e-01  3.039999998062200e-01  9.999997923057554e-01  1.556635575468737e-07  5.398448181537230e-12  2.307413865036870e-09 -2.228065273790898e-09  5.003796811611757e-09  1.358398313450341e-09  9.289582811090107e-09  0.000000000000000e+00 -1.978380335884560e-08 
 3.050000000000000e-01  3.049999997998583e-01  9.999997866258872e-01  1.600845158266347e-07  5.575676205460400e-12  2.370515308477908e-09 -2.291343948486791e-09  5.001625925994773e-09  1.295296869247933e-09  9.352861485713939e-09  0.000000000000000e+00 -1.978268167970502e-08 
 3.060000000000000e-01  3.059999997933321e-01  9.999997807846219e-01  1.646310655798887e-07  5.757485634083626e-12  2.435409820173544e-09 -2.356420256522068e-09  4.999451141811524e-09  1.230402357608659e-09  9.417937793821358e-09  0.000000000000000e+00 -1.978156119405843e-08 
 3.070000000000000e-01  3.069999997866376e-01  9.999997747773757e-01  1.693067750943890e-07  5.943988357071106e-12  2.502148324663660e-09 -2.423345272009106e-09  4.997272345866212e-09  1.163663853989842e-09  9.484862809235891e-09  0.000000000000000e+00 -1.978044115943544e-08 
 3.080000000000000e-01  3.079999997797697e-01  9.999997685994289e-01  1.741153140436386e-07  6.135317948130492e-12  2.570783254830060e-09 -2.492171520228878e-09  4.995089397826958e-09  1.095028922924270e-09  9.553689057457099e-09  0.000000000000000e+00 -1.977932257504488e-08 
 3.090000000000000e-01  3.089999997727240e-01  9.999997622459335e-01  1.790604563674874e-07  6.331600174713792e-12  2.641368472099177e-09 -2.562953018861937e-09  4.992902160283458e-09  1.024443704698482e-09  9.624470556160136e-09  0.000000000000000e+00 -1.977820477453651e-08 
 3.100000000000000e-01  3.099999997654956e-01  9.999997557118991e-01  1.841460832345556e-07  6.532972947337345e-12  2.713959416495653e-09 -2.635745320390578e-09  4.990710504754870e-09  9.518527610193155e-10  9.697262857618781e-09  0.000000000000000e+00 -1.977708814018552e-08 
 3.110000000000000e-01  3.109999997580798e-01  9.999997489921982e-01  1.893761860888373e-07  6.739568104985327e-12  2.788613055467976e-09 -2.710605555705905e-09  4.988514291179766e-09  8.771991218523918e-10  9.772123093004076e-09  0.000000000000000e+00 -1.977597197031722e-08 
 3.120000000000000e-01  3.119999997504713e-01  9.999997420815535e-01  1.947548697828210e-07  6.951531364429719e-12  2.865388015727468e-09 -2.787592478953254e-09  4.986313369252753e-09  8.004241621988617e-10  9.849110016181431e-09  0.000000000000000e+00 -1.977485737600104e-08 
 3.130000000000000e-01  3.129999997426648e-01  9.999997349745389e-01  2.002863557996459e-07  7.169008442442504e-12  2.944344580646178e-09 -2.866766513652006e-09  4.984107585126607e-09  7.214675969481703e-10  9.928284050950181e-09  0.000000000000000e+00 -1.977374326698423e-08 
 3.140000000000000e-01  3.139999997346553e-01  9.999997276655731e-01  2.059749855667893e-07  7.392145055795663e-12  3.025544756176368e-09 -2.948189800125518e-09  4.981896795364210e-09  6.402674218984124e-10  1.000970733735374e-08  0.000000000000000e+00 -1.977263045596377e-08 
 3.150000000000000e-01  3.149999997264371e-01  9.999997201489227e-01  2.118252238638819e-07  7.621093860155082e-12  3.109052237890757e-09 -3.031926244278341e-09  4.979680838922575e-09  5.567599397192946e-10  1.009344378157655e-08  0.000000000000000e+00 -1.977151833147062e-08 
 3.160000000000000e-01  3.159999997180045e-01  9.999997124186791e-01  2.178416623273380e-07  7.856013582718813e-12  3.194932668588942e-09 -3.118041567759175e-09  4.977459558441647e-09  4.708795084741684e-10  1.017955910498737e-08  0.000000000000000e+00 -1.977040727599033e-08 
 3.170000000000000e-01  3.169999997093517e-01  9.999997044687794e-01  2.240290230545396e-07  8.097066420131860e-12  3.283253405844443e-09 -3.206603359548780e-09  4.975232779928707e-09  3.825587723392050e-10  1.026812089684694e-08  0.000000000000000e+00 -1.976929699030406e-08 
 3.180000000000000e-01  3.179999997004730e-01  9.999996962929777e-01  2.303921623104313e-07  8.344415436400965e-12  3.374083839459082e-09 -3.297681129013731e-09  4.973000348165140e-09  2.917283388869396e-10  1.035919866624195e-08  0.000000000000000e+00 -1.976818804424751e-08 
 3.190000000000000e-01  3.189999996913621e-01  9.999996878848568e-01  2.369360743393590e-07  8.598234103873725e-12  3.467495261358707e-09 -3.391346360466540e-09  4.970762073642098e-09  1.983169161863623e-10  1.045286389776475e-08  0.000000000000000e+00 -1.976707977777936e-08 
 3.200000000000000e-01  3.199999996820128e-01  9.999996792378157e-01  2.436658952852532e-07  8.858694160174263e-12  3.563561006973148e-09 -3.487672569276607e-09  4.968517788150682e-09  1.022511705565461e-10  1.054919010650481e-08  0.000000000000000e+00 -1.976597279542979e-08 
 3.210000000000000e-01  3.209999996724183e-01  9.999996703450632e-01  2.505869072231292e-07  9.125980353352769e-12  3.662356524625129e-09 -3.586735359574396e-09  4.966267294710005e-09  3.455653650371582e-12  1.064825289687257e-08  0.000000000000000e+00 -1.976486620817397e-08 
 3.220000000000000e-01  3.219999996625724e-01  9.999996611996187e-01  2.577045423051209e-07  9.400277431459436e-12  3.763959365989281e-09 -3.688612483595063e-09  4.964010420247389e-09 -9.814718881491944e-11  1.075013002082329e-08  0.000000000000000e+00 -1.976376098136456e-08 
 3.230000000000000e-01  3.229999996524680e-01  9.999996517943031e-01  2.650243870243088e-07  9.681771877267931e-12  3.868449290175530e-09 -3.793383902708066e-09  4.961746963652310e-09 -2.026371124665620e-10  1.085490144000624e-08  0.000000000000000e+00 -1.976265659373811e-08 
 3.240000000000000e-01  3.239999996420981e-01  9.999996421217300e-01  2.725521865996243e-07  9.970661449254514e-12  3.975908354802056e-09 -3.901131850179767e-09  4.959476723746225e-09 -3.100961766828425e-10  1.096264938740798e-08  0.000000000000000e+00 -1.976155326818562e-08 
 3.250000000000000e-01  3.249999996314556e-01  9.999996321743050e-01  2.802938494853609e-07  1.026714564061892e-11  4.086420932475153e-09 -4.011940895719609e-09  4.957199501052361e-09 -4.206087549445032e-10  1.107345843301778e-08  0.000000000000000e+00 -1.976045046956587e-08 
 3.260000000000000e-01  3.259999996205331e-01  9.999996219442204e-01  2.882554520087474e-07  1.057143348554002e-11  4.200073762830906e-09 -4.125898011859281e-09  4.954915082260699e-09 -5.342615851407699e-10  1.118741554908747e-08  0.000000000000000e+00 -1.975934896894249e-08 
 3.270000000000000e-01  3.269999996093231e-01  9.999996114234410e-01  2.964432431392736e-07  1.088373054874969e-11  4.316956118201267e-09 -4.243092642217674e-09  4.952623258207992e-09 -6.511439413648657e-10  1.130461017951585e-08  0.000000000000000e+00 -1.975824818260197e-08 
 3.280000000000000e-01  3.279999995978173e-01  9.999996006037105e-01  3.048636493934509e-07  1.120426494638505e-11  4.437159718612575e-09 -4.363616771704402e-09  4.950323797691625e-09 -7.713475419167299e-10  1.142513430893261e-08  0.000000000000000e+00 -1.975714868731892e-08 
 3.290000000000000e-01  3.289999995860081e-01  9.999995894765311e-01  3.135232798789585e-07  1.153325351888057e-11  4.560778974646823e-09 -4.487564998718362e-09  4.948016473124378e-09 -8.949667973675228e-10  1.154908253601654e-08  0.000000000000000e+00 -1.975604978141865e-08 
 3.300000000000000e-01  3.299999995738872e-01  9.999995780331679e-01  3.224289314820097e-07  1.187092611709684e-11  4.687910928461023e-09 -4.615034609396275e-09  4.945701064344030e-09 -1.022098751636916e-09  1.167655214662450e-08  0.000000000000000e+00 -1.975495215963696e-08 
 3.310000000000000e-01  3.309999995614460e-01  9.999995662646385e-01  3.315875942020758e-07  1.221752126551179e-11  4.818655370013668e-09 -4.746125653970392e-09  4.943377320879877e-09 -1.152843191223736e-09  1.180764319126857e-08  0.000000000000000e+00 -1.975385506478800e-08 
 3.320000000000000e-01  3.319999995486759e-01  9.999995541616977e-01  3.410064566381631e-07  1.257327575387990e-11  4.953115009669672e-09 -4.880941025295433e-09  4.941045001124042e-09 -1.287302830820423e-09  1.194245856252362e-08  0.000000000000000e+00 -1.975275940671328e-08 
 3.330000000000000e-01  3.329999995355678e-01  9.999995417148486e-01  3.506929116308682e-07  1.293845239280778e-11  5.091395356769703e-09 -5.019586539605274e-09  4.938703853531990e-09 -1.425583178062487e-09  1.208110407690344e-08  0.000000000000000e+00 -1.975166404658779e-08 
