2026-09-21 17:37:42 +0200: Memory Usage (805652K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/build/scratch/io-recognition-20260921/sg13g2_io_annotation_only.gds
2026-09-21 17:37:42 +0200: Memory Usage (805780K) : Ruby Version for klayout: 3.2.3
2026-09-21 17:37:42 +0200: Memory Usage (835656K) : Loading database to memory is complete.
2026-09-21 17:37:42 +0200: Memory Usage (835656K) : IHP-SG13G2 KLayout DRC runset output at: /work/designs/g1-guardian/review/audits/io-annotation-drc-20260921/annotation.lyrdb
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : Evaluate switches.
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : tables selected: main
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : KLayout will use 1 thread(s) in tiling mode.
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : deep mode is enabled.
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : FEOL enabled: true
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : BEOL enabled: true
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : OFFGRID enabled: true
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : ANGLE enabled: true
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : PIN enabled: true
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : FORBIDDEN enabled: true
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : RECOMMENDED enabled: true
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : PreCheck DRC enabled: false
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : CONNECTIVITY_RULES enabled: true.
2026-09-21 17:37:42 +0200: Memory Usage (835912K) : Read in polygons from layers.
2026-09-21 17:37:42 +0200: Memory Usage (838728K) : activ_drw has 51 polygons
2026-09-21 17:37:42 +0200: Memory Usage (838856K) : activ_pin has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (838984K) : activ_mask has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (838984K) : activ_filler has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (838984K) : activ_nofill has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839112K) : activ_opc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839112K) : activ_iopc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839240K) : activ_noqrc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839240K) : biwind_drw has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839368K) : biwind_opc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839368K) : pemwind_drw has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839496K) : gatpoly_drw has 49 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839496K) : gatpoly_pin has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839496K) : gatpoly_filler has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839624K) : gatpoly_nofill has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839624K) : gatpoly_opc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839752K) : gatpoly_iopc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (839752K) : gatpoly_noqrc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841288K) : cont_drw has 46288 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : cont_opc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : nsd_drw has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : nsd_block has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : metal1_drw has 344 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : metal1_pin has 22 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : metal1_mask has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : metal1_filler has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : metal1_nofill has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841416K) : metal1_slit has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841800K) : metal1_text has 18 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841800K) : metal1_opc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841928K) : metal1_noqrc has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841928K) : metal1_res has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841928K) : metal1_iprobe has 0 polygons
2026-09-21 17:37:42 +0200: Memory Usage (841928K) : metal1_diffprb has 0 polygons
