t_ns,asdrawn_out,asdrawn_core,taper_out,taper_core
0.960200,0.033795,1.145476,-0.005430,1.156952
0.960500,0.035195,1.144846,-0.005695,1.156601
0.960800,0.036594,1.144216,-0.005959,1.156251
0.961100,0.038048,1.143539,-0.006233,1.155842
0.961400,0.039611,1.142769,-0.006526,1.155318
0.961700,0.041174,1.141998,-0.006819,1.154793
0.962000,0.042737,1.141227,-0.007112,1.154269
0.962300,0.044300,1.140456,-0.007405,1.153744
0.962600,0.045863,1.139686,-0.007698,1.153220
0.962900,0.047426,1.138915,-0.007991,1.152695
0.963200,0.049098,1.138039,-0.008296,1.152046
0.963500,0.050824,1.137110,-0.008607,1.151334
0.963800,0.052551,1.136181,-0.008919,1.150622
0.964100,0.054278,1.135252,-0.009230,1.149910
0.964400,0.056004,1.134324,-0.009541,1.149198
0.964700,0.057731,1.133395,-0.009852,1.148486
0.965000,0.059457,1.132466,-0.010164,1.147775
0.965300,0.061344,1.131361,-0.010492,1.146863
0.965600,0.063231,1.130256,-0.010820,1.145951
0.965900,0.065118,1.129151,-0.011148,1.145039
0.966200,0.067005,1.128045,-0.011476,1.144127
0.966500,0.068892,1.126940,-0.011805,1.143215
0.966800,0.070779,1.125835,-0.012133,1.142303
0.967100,0.072718,1.124665,-0.012467,1.141318
0.967400,0.074759,1.123365,-0.012814,1.140188
0.967700,0.076801,1.122065,-0.013160,1.139057
0.968000,0.078842,1.120765,-0.013507,1.137927
0.968300,0.080884,1.119464,-0.013853,1.136797
0.968600,0.082926,1.118164,-0.014200,1.135667
0.968900,0.084967,1.116864,-0.014546,1.134536
0.969200,0.087106,1.115421,-0.014904,1.133249
0.969500,0.089295,1.113907,-0.015267,1.131883
0.969800,0.091483,1.112393,-0.015630,1.130517
0.970100,0.093671,1.110878,-0.015992,1.129151
0.970400,0.095859,1.109364,-0.016355,1.127785
0.970700,0.098048,1.107850,-0.016718,1.126419
0.971000,0.100236,1.106335,-0.017081,1.125053
0.971300,0.102562,1.104588,-0.017463,1.123433
0.971600,0.104888,1.102841,-0.017845,1.121813
0.971900,0.107214,1.101093,-0.018227,1.120194
0.972200,0.109540,1.099346,-0.018609,1.118574
0.972500,0.111866,1.097598,-0.018991,1.116954
0.972800,0.114192,1.095851,-0.019373,1.115334
0.973100,0.116561,1.094020,-0.019762,1.113623
0.973400,0.119015,1.092022,-0.020167,1.111731
0.973700,0.121469,1.090024,-0.020571,1.109840
0.974000,0.123923,1.088026,-0.020976,1.107948
0.974300,0.126377,1.086027,-0.021380,1.106056
0.974600,0.128831,1.084029,-0.021785,1.104164
0.974900,0.131285,1.082031,-0.022189,1.102272
0.975200,0.133817,1.079856,-0.022611,1.100188
0.975500,0.136388,1.077592,-0.023042,1.098007
0.975800,0.138959,1.075329,-0.023473,1.095827
0.976100,0.141531,1.073065,-0.023904,1.093647
0.976400,0.144102,1.070801,-0.024335,1.091466
0.976700,0.146673,1.068537,-0.024766,1.089286
0.977000,0.149244,1.066274,-0.025197,1.087105
0.977300,0.151922,1.063734,-0.025653,1.084625
0.977600,0.154599,1.061194,-0.026109,1.082144
0.977900,0.157276,1.058653,-0.026565,1.079663
0.978200,0.159953,1.056113,-0.027021,1.077183
0.978500,0.162631,1.053573,-0.027477,1.074702
0.978800,0.165308,1.051033,-0.027933,1.072221
0.979100,0.168016,1.048399,-0.028388,1.069635
0.979400,0.170787,1.045576,-0.028844,1.066840
0.979700,0.173558,1.042753,-0.029299,1.064045
0.980000,0.176329,1.039930,-0.029754,1.061249
0.980300,0.179100,1.037107,-0.030209,1.058454
0.980600,0.181872,1.034284,-0.030665,1.055658
0.980900,0.184643,1.031461,-0.031120,1.052863
0.981200,0.187468,1.028448,-0.031542,1.049855
0.981500,0.190320,1.025339,-0.031949,1.046741
0.981800,0.193172,1.022230,-0.032355,1.043626
0.982100,0.196024,1.019122,-0.032761,1.040512
0.982400,0.198877,1.016013,-0.033167,1.037398
0.982700,0.201729,1.012905,-0.033573,1.034283
0.983000,0.204581,1.009796,-0.033979,1.031169
0.983300,0.207501,1.006402,-0.034283,1.027740
0.983600,0.210421,1.003008,-0.034588,1.024312
0.983900,0.213341,0.999615,-0.034892,1.020883
0.984200,0.216262,0.996221,-0.035196,1.017455
0.984500,0.219182,0.992827,-0.035501,1.014026
0.984800,0.222102,0.989433,-0.035805,1.010597
0.985100,0.225040,0.985944,-0.036054,1.007065
0.985400,0.228015,0.982267,-0.036193,1.003324
0.985700,0.230989,0.978590,-0.036332,0.999584
0.986000,0.233964,0.974913,-0.036471,0.995843
0.986300,0.236938,0.971236,-0.036609,0.992103
0.986600,0.239913,0.967559,-0.036748,0.988362
0.986900,0.242888,0.963882,-0.036887,0.984622
0.987200,0.245889,0.960018,-0.036867,0.980677
0.987500,0.248904,0.956062,-0.036767,0.976631
0.987800,0.251920,0.952106,-0.036667,0.972584
0.988100,0.254935,0.948150,-0.036567,0.968538
0.988400,0.257950,0.944193,-0.036467,0.964491
0.988700,0.260965,0.940237,-0.036367,0.960445
0.989000,0.263980,0.936281,-0.036267,0.956399
0.989300,0.267022,0.932052,-0.035845,0.952056
0.989600,0.270064,0.927823,-0.035423,0.947713
0.989900,0.273106,0.923594,-0.035002,0.943370
0.990200,0.276148,0.919365,-0.034580,0.939027
0.990500,0.279190,0.915136,-0.034158,0.934684
0.990800,0.282232,0.910907,-0.033737,0.930340
0.991100,0.285279,0.906590,-0.033177,0.925904
0.991400,0.288334,0.902099,-0.032341,0.921279
0.991700,0.291389,0.897607,-0.031506,0.916655
0.992000,0.294444,0.893115,-0.030671,0.912030
0.992300,0.297499,0.888623,-0.029835,0.907406
0.992600,0.300554,0.884131,-0.029000,0.902781
0.992900,0.303609,0.879639,-0.028164,0.898157
0.993200,0.306664,0.874982,-0.026989,0.893360
0.993500,0.309718,0.870243,-0.025645,0.888477
0.993800,0.312773,0.865503,-0.024300,0.883595
0.994100,0.315827,0.860764,-0.022955,0.878712
0.994400,0.318881,0.856025,-0.021610,0.873829
0.994700,0.321936,0.851285,-0.020265,0.868946
0.995000,0.324990,0.846546,-0.018921,0.864064
0.995300,0.328030,0.841602,-0.016980,0.858954
0.995600,0.331070,0.836658,-0.015039,0.853843
0.995900,0.334111,0.831715,-0.013097,0.848733
0.996200,0.337151,0.826771,-0.011156,0.843623
0.996500,0.340191,0.821827,-0.009215,0.838513
0.996800,0.343231,0.816884,-0.007274,0.833403
0.997100,0.346264,0.811881,-0.005147,0.828234
0.997400,0.349282,0.806759,-0.002647,0.822949
0.997700,0.352301,0.801637,-0.000147,0.817664
0.998000,0.355320,0.796515,0.002353,0.812378
0.998300,0.358339,0.791393,0.004853,0.807093
0.998600,0.361349,0.786226,0.007513,0.801762
0.998900,0.364341,0.780969,0.010494,0.796340
0.999200,0.367334,0.775713,0.013475,0.790919
0.999500,0.370326,0.770456,0.016455,0.785497
0.999800,0.373319,0.765199,0.019436,0.780075
1.000100,0.376305,0.759919,0.022516,0.774625
1.000400,0.379275,0.754577,0.025838,0.769102
1.000700,0.382239,0.749206,0.029241,0.763553
1.001000,0.385193,0.743791,0.032766,0.757964
1.001300,0.388148,0.738376,0.036291,0.752374
1.001600,0.391081,0.732892,0.040053,0.746723
1.001900,0.394004,0.727373,0.043935,0.741041
1.002200,0.396927,0.721854,0.047817,0.735360
1.002500,0.399849,0.716335,0.051699,0.729678
1.002800,0.402772,0.710816,0.055581,0.723996
1.003100,0.405677,0.705243,0.059631,0.718269
1.003400,0.408546,0.699561,0.064015,0.712448
1.003700,0.411415,0.693879,0.068399,0.706628
1.004000,0.414284,0.688197,0.072783,0.700807
1.004300,0.417154,0.682514,0.077167,0.694987
1.004600,0.420023,0.676832,0.081551,0.689166
1.004900,0.422892,0.671150,0.085935,0.683346
1.005200,0.425716,0.665343,0.090651,0.677421
1.005500,0.428517,0.659474,0.095534,0.671445
1.005800,0.431319,0.653605,0.100416,0.665469
1.006100,0.434120,0.647736,0.105299,0.659492
1.006400,0.436922,0.641867,0.110181,0.653516
1.006700,0.439723,0.635998,0.115063,0.647540
1.007000,0.442525,0.630129,0.119946,0.641563
1.007300,0.445251,0.624079,0.125255,0.635445
1.007600,0.447976,0.618029,0.130565,0.629327
1.007900,0.450702,0.611979,0.135875,0.623209
1.008200,0.453427,0.605929,0.141184,0.617091
1.008500,0.456153,0.599879,0.146494,0.610973
1.008800,0.458878,0.593829,0.151804,0.604854
1.009100,0.461576,0.587721,0.157230,0.598694
1.009400,0.464219,0.581497,0.162889,0.592449
1.009700,0.466861,0.575274,0.168547,0.586203
1.010000,0.469503,0.569050,0.174206,0.579958
1.010300,0.472146,0.562827,0.179865,0.573713
1.010600,0.474788,0.556603,0.185523,0.567468
1.010900,0.477430,0.550380,0.191182,0.561223
1.011200,0.480013,0.544047,0.197021,0.554903
1.011500,0.482565,0.537660,0.202951,0.548546
1.011800,0.485118,0.531273,0.208881,0.542189
1.012100,0.487671,0.524886,0.214810,0.535832
1.012400,0.490224,0.518499,0.220740,0.529475
1.012700,0.492776,0.512112,0.226670,0.523118
1.013000,0.495329,0.505725,0.232599,0.516761
1.013300,0.497787,0.499185,0.238725,0.510300
1.013600,0.500244,0.492646,0.244852,0.503838
1.013900,0.502702,0.486106,0.250978,0.497377
1.014200,0.505159,0.479567,0.257104,0.490915
1.014500,0.507617,0.473027,0.263231,0.484454
1.014800,0.510074,0.466488,0.269357,0.477992
1.015100,0.512499,0.459906,0.275526,0.471497
1.015400,0.514856,0.453240,0.281782,0.464933
1.015700,0.517214,0.446573,0.288038,0.458369
1.016000,0.519571,0.439907,0.294293,0.451805
1.016300,0.521929,0.433240,0.300549,0.445241
1.016600,0.524286,0.426574,0.306805,0.438677
1.016900,0.526644,0.419908,0.313060,0.432113
1.017200,0.528941,0.413198,0.319361,0.425505
1.017500,0.531207,0.406466,0.325683,0.418873
1.017800,0.533473,0.399734,0.332006,0.412242
1.018100,0.535740,0.393002,0.338328,0.405611
1.018400,0.538006,0.386270,0.344651,0.398979
1.018700,0.540218,0.379542,0.350989,0.392359
1.019000,0.542403,0.372816,0.357334,0.385744
1.019300,0.544589,0.366090,0.363679,0.379128
1.019600,0.546774,0.359365,0.370025,0.372513
1.019900,0.548959,0.352639,0.376370,0.365898
1.020200,0.551109,0.345930,0.382718,0.359316
1.020500,0.553230,0.339241,0.389067,0.352768
1.020800,0.555328,0.332579,0.395411,0.346260
1.021100,0.557415,0.325931,0.401753,0.339772
1.021400,0.559502,0.319282,0.408094,0.333284
1.021700,0.561550,0.312684,0.414411,0.326946
1.022000,0.563590,0.306097,0.420728,0.320607
1.022300,0.565609,0.299548,0.427045,0.314269
1.022600,0.567607,0.293036,0.433362,0.307931
1.022900,0.569593,0.286546,0.439679,0.301593
1.023200,0.571558,0.280100,0.445958,0.295452
1.023500,0.573505,0.273693,0.452218,0.289410
1.023800,0.575433,0.267329,0.458477,0.283368
1.024100,0.577343,0.261011,0.464737,0.277326
1.024400,0.579235,0.254741,0.470997,0.271284
1.024700,0.581107,0.248522,0.477256,0.265242
1.025000,0.582961,0.242358,0.483516,0.259200
1.025300,0.584796,0.236252,0.489684,0.253582
1.025600,0.586611,0.230205,0.495852,0.247964
1.025900,0.588407,0.224222,0.502020,0.242346
1.026200,0.590183,0.218306,0.508188,0.236727
1.026500,0.591940,0.212459,0.514356,0.231109
1.026800,0.593677,0.206685,0.520524,0.225491
1.027100,0.595393,0.200987,0.526653,0.220046
1.027400,0.597090,0.195368,0.532702,0.214950
1.027700,0.598766,0.189830,0.538751,0.209853
1.028000,0.600421,0.184378,0.544800,0.204756
1.028300,0.602056,0.179013,0.550849,0.199659
1.028600,0.603670,0.173738,0.556898,0.194563
1.028900,0.605263,0.168557,0.562948,0.189466
1.029200,0.606835,0.163470,0.568901,0.184773
1.029500,0.608385,0.158482,0.574808,0.180281
1.029800,0.609914,0.153593,0.580714,0.175790
1.030100,0.611421,0.148806,0.586620,0.171299
1.030400,0.612907,0.144123,0.592526,0.166807
1.030700,0.614370,0.139545,0.598432,0.162316
1.031000,0.615812,0.135074,0.604338,0.157824
1.031300,0.617231,0.130711,0.610091,0.153935
1.031600,0.618628,0.126456,0.615844,0.150045
1.031900,0.620002,0.122311,0.621598,0.146156
1.032200,0.621354,0.118276,0.627351,0.142266
1.032500,0.622683,0.114351,0.633104,0.138377
1.032800,0.623989,0.110537,0.638857,0.134487
1.033100,0.625272,0.106832,0.644551,0.130808
1.033400,0.626532,0.103238,0.650128,0.127549
1.033700,0.627768,0.099752,0.655705,0.124291
1.034000,0.628982,0.096375,0.661281,0.121032
1.034300,0.630172,0.093105,0.666858,0.117773
1.034600,0.631338,0.089941,0.672435,0.114515
1.034900,0.632481,0.086882,0.678012,0.111256
1.035200,0.633601,0.083926,0.683443,0.108455
1.035500,0.634696,0.081072,0.688802,0.105883
1.035800,0.635768,0.078317,0.694161,0.103311
1.036100,0.636816,0.075661,0.699520,0.100739
1.036400,0.637840,0.073100,0.704879,0.098167
1.036700,0.638840,0.070633,0.710238,0.095595
1.037000,0.639816,0.068258,0.715598,0.093024
1.037300,0.640768,0.065971,0.720743,0.091008
1.037600,0.641696,0.063772,0.725889,0.088993
1.037900,0.642600,0.061657,0.731034,0.086977
1.038200,0.643480,0.059625,0.736180,0.084962
1.038500,0.644336,0.057672,0.741325,0.082946
1.038800,0.645168,0.055797,0.746471,0.080931
1.039100,0.645975,0.053997,0.751542,0.079057
1.039400,0.646759,0.052269,0.756464,0.077467
1.039700,0.647518,0.050611,0.761386,0.075877
1.040000,0.648254,0.049021,0.766308,0.074287
1.040300,0.648965,0.047496,0.771230,0.072697
1.040600,0.649652,0.046035,0.776152,0.071107
1.040900,0.650315,0.044633,0.781074,0.069517
1.041200,0.650954,0.043291,0.785828,0.068165
1.041500,0.651570,0.042004,0.790498,0.066931
1.041800,0.652161,0.040772,0.795168,0.065698
1.042100,0.652728,0.039591,0.799838,0.064465
1.042400,0.653272,0.038460,0.804508,0.063232
1.042700,0.653792,0.037376,0.809178,0.061998
1.043000,0.654288,0.036339,0.813848,0.060765
1.043300,0.654760,0.035345,0.818260,0.059789
1.043600,0.655209,0.034393,0.822671,0.058814
1.043900,0.655634,0.033481,0.827083,0.057838
1.044200,0.656036,0.032608,0.831495,0.056862
1.044500,0.656414,0.031771,0.835907,0.055887
1.044800,0.656769,0.030970,0.840319,0.054911
1.045100,0.657101,0.030202,0.844642,0.053997
1.045400,0.657409,0.029466,0.848786,0.053206
1.045700,0.657694,0.028761,0.852930,0.052415
1.046000,0.657956,0.028085,0.857074,0.051624
1.046300,0.658195,0.027437,0.861218,0.050833
1.046600,0.658411,0.026815,0.865362,0.050042
1.046900,0.658604,0.026218,0.869507,0.049251
1.047200,0.658774,0.025646,0.873470,0.048549
1.047500,0.658921,0.025097,0.877343,0.047892
1.047800,0.659046,0.024569,0.881216,0.047234
1.048100,0.659148,0.024063,0.885089,0.046577
1.048400,0.659228,0.023576,0.888962,0.045920
1.048700,0.659285,0.023108,0.892835,0.045262
1.049000,0.659320,0.022658,0.896708,0.044605
1.049300,0.659333,0.022226,0.900309,0.044046
1.049600,0.659323,0.021809,0.903909,0.043487
1.049900,0.659292,0.021408,0.907510,0.042928
1.050200,0.659238,0.021022,0.911110,0.042369
1.050500,0.659162,0.020650,0.914711,0.041810
1.050800,0.659065,0.020291,0.918311,0.041251
1.051100,0.658946,0.019945,0.921822,0.040716
1.051400,0.658805,0.019611,0.925153,0.040227
1.051700,0.658642,0.019289,0.928484,0.039738
1.052000,0.658458,0.018977,0.931815,0.039250
1.052300,0.658252,0.018676,0.935146,0.038761
1.052600,0.658026,0.018385,0.938477,0.038273
1.052900,0.657777,0.018103,0.941808,0.037784
1.053200,0.657508,0.017830,0.944963,0.037329
1.053500,0.657218,0.017566,0.948031,0.036892
1.053800,0.656906,0.017310,0.951099,0.036454
1.054100,0.656574,0.017061,0.954167,0.036016
1.054400,0.656221,0.016820,0.957234,0.035578
1.054700,0.655847,0.016586,0.960302,0.035140
1.055000,0.655452,0.016359,0.963370,0.034702
1.055300,0.655037,0.016138,0.966184,0.034303
1.055600,0.654601,0.015923,0.968998,0.033903
1.055900,0.654145,0.015714,0.971812,0.033504
1.056200,0.653669,0.015511,0.974626,0.033104
1.056500,0.653172,0.015313,0.977439,0.032705
1.056800,0.652655,0.015119,0.980253,0.032305
1.057100,0.652118,0.014931,0.982986,0.031917
1.057400,0.651561,0.014747,0.985558,0.031552
1.057700,0.650985,0.014568,0.988129,0.031187
1.058000,0.650388,0.014393,0.990701,0.030822
1.058300,0.649772,0.014221,0.993272,0.030456
1.058600,0.649136,0.014054,0.995844,0.030091
1.058900,0.648480,0.013890,0.998415,0.029726
1.059200,0.647805,0.013730,1.000834,0.029383
1.059500,0.647111,0.013574,1.003176,0.029051
1.059800,0.646397,0.013420,1.005518,0.028719
1.060100,0.645665,0.013269,1.007860,0.028388
1.060400,0.644913,0.013122,1.010202,0.028056
1.060700,0.644142,0.012977,1.012545,0.027724
1.061000,0.643352,0.012836,1.014887,0.027392
1.061300,0.642543,0.012696,1.017015,0.027085
1.061600,0.641715,0.012560,1.019143,0.026778
1.061900,0.640869,0.012425,1.021271,0.026472
1.062200,0.640004,0.012293,1.023399,0.026165
1.062500,0.639121,0.012164,1.025527,0.025858
1.062800,0.638219,0.012036,1.027655,0.025551
1.063100,0.637298,0.011911,1.029717,0.025247
1.063400,0.636360,0.011788,1.031646,0.024947
1.063700,0.635403,0.011666,1.033575,0.024648
1.064000,0.634428,0.011547,1.035505,0.024348
1.064300,0.633436,0.011429,1.037434,0.024048
1.064600,0.632425,0.011313,1.039364,0.023749
1.064900,0.631396,0.011199,1.041293,0.023449
1.065200,0.630350,0.011087,1.043101,0.023146
1.065500,0.629286,0.010976,1.044847,0.022840
1.065800,0.628205,0.010867,1.046594,0.022535
1.066100,0.627106,0.010759,1.048340,0.022230
1.066400,0.625989,0.010653,1.050087,0.021924
1.066700,0.624855,0.010548,1.051833,0.021619
1.067000,0.623704,0.010444,1.053579,0.021314
1.067300,0.622536,0.010342,1.055158,0.021004
1.067600,0.621351,0.010241,1.056736,0.020695
1.067900,0.620149,0.010142,1.058315,0.020386
1.068200,0.618930,0.010044,1.059893,0.020077
1.068500,0.617694,0.009947,1.061472,0.019767
1.068800,0.616441,0.009851,1.063050,0.019458
1.069100,0.615172,0.009756,1.064578,0.019151
1.069400,0.613886,0.009663,1.066002,0.018847
1.069700,0.612584,0.009570,1.067427,0.018543
1.070000,0.611265,0.009479,1.068851,0.018239
1.070300,0.609930,0.009388,1.070276,0.017935
1.070600,0.608579,0.009299,1.071701,0.017631
1.070900,0.607212,0.009211,1.073125,0.017327
1.071200,0.605829,0.009123,1.074456,0.017033
1.071500,0.604429,0.009037,1.075740,0.016743
1.071800,0.603014,0.008952,1.077023,0.016453
1.072100,0.601584,0.008867,1.078307,0.016163
1.072400,0.600137,0.008783,1.079591,0.015873
1.072700,0.598675,0.008701,1.080875,0.015583
1.073000,0.597197,0.008619,1.082158,0.015294
1.073300,0.595705,0.008538,1.083314,0.015024
1.073600,0.594196,0.008458,1.084469,0.014754
1.073900,0.592673,0.008378,1.085625,0.014484
1.074200,0.591134,0.008300,1.086780,0.014214
1.074500,0.589580,0.008222,1.087936,0.013944
1.074800,0.588012,0.008145,1.089092,0.013674
1.075100,0.586428,0.008068,1.090208,0.013412
1.075400,0.584830,0.007993,1.091247,0.013167
1.075700,0.583217,0.007918,1.092286,0.012921
1.076000,0.581589,0.007844,1.093325,0.012675
1.076300,0.579947,0.007770,1.094364,0.012430
1.076600,0.578290,0.007698,1.095403,0.012184
1.076900,0.576619,0.007626,1.096442,0.011939
1.077200,0.574934,0.007554,1.097418,0.011710
1.077500,0.573234,0.007484,1.098363,0.011490
1.077800,0.571521,0.007413,1.099308,0.011271
1.078100,0.569793,0.007344,1.100254,0.011051
1.078400,0.568052,0.007275,1.101199,0.010831
1.078700,0.566297,0.007207,1.102097,0.010627
1.079000,0.564528,0.007139,1.102972,0.010430
1.079300,0.562745,0.007072,1.103846,0.010234
1.079600,0.560949,0.007006,1.104721,0.010037
1.079900,0.559139,0.006940,1.105596,0.009841
1.080200,0.557317,0.006874,1.106442,0.009662
1.080500,0.555480,0.006810,1.107268,0.009492
1.080800,0.553631,0.006745,1.108079,0.009323
1.081100,0.551769,0.006682,1.108883,0.009154
1.081400,0.549893,0.006618,1.109687,0.008985
1.081700,0.548005,0.006556,1.110449,0.008825
1.082000,0.546104,0.006494,1.111211,0.008665
1.082300,0.544190,0.006432,1.111974,0.008505
1.082600,0.542263,0.006371,1.112736,0.008345
1.082900,0.540324,0.006310,1.113499,0.008185
1.083200,0.538373,0.006250,1.114226,0.008034
1.083500,0.536409,0.006190,1.114937,0.007889
1.083800,0.534433,0.006131,1.115647,0.007743
1.084100,0.532445,0.006072,1.116357,0.007598
1.084400,0.530444,0.006013,1.117067,0.007452
1.084700,0.528432,0.005955,1.117778,0.007306
1.085000,0.526408,0.005898,1.118488,0.007161
1.085300,0.524372,0.005841,1.119154,0.007032
1.085600,0.522324,0.005784,1.119821,0.006904
1.085900,0.520265,0.005727,1.120487,0.006775
1.086200,0.518194,0.005672,1.121153,0.006647
1.086500,0.516112,0.005616,1.121819,0.006518
1.086800,0.514018,0.005561,1.122485,0.006390
1.087100,0.511913,0.005506,1.123142,0.006266
1.087400,0.509798,0.005452,1.123779,0.006152
1.087700,0.507671,0.005398,1.124416,0.006039
1.088000,0.505533,0.005344,1.125054,0.005925
1.088300,0.503384,0.005291,1.125691,0.005812
1.088600,0.501225,0.005238,1.126328,0.005698
1.088900,0.499055,0.005185,1.126965,0.005585
1.089200,0.496874,0.005133,1.127592,0.005480
1.089500,0.494683,0.005081,1.128215,0.005379
1.089800,0.492481,0.005029,1.128837,0.005279
1.090100,0.490270,0.004978,1.129459,0.005179
1.090400,0.488048,0.004927,1.130081,0.005078
1.090700,0.485816,0.004876,1.130703,0.004978
1.091000,0.483574,0.004826,1.131326,0.004877
1.091300,0.481322,0.004776,1.131947,0.004788
1.091600,0.479061,0.004726,1.132568,0.004699
1.091900,0.476790,0.004676,1.133189,0.004610
1.092200,0.474509,0.004627,1.133810,0.004521
1.092500,0.472219,0.004578,1.134432,0.004432
1.092800,0.469919,0.004529,1.135053,0.004343
1.093100,0.467611,0.004481,1.135678,0.004257
1.093400,0.465293,0.004432,1.136310,0.004177
1.093700,0.462966,0.004384,1.136942,0.004097
1.094000,0.460630,0.004337,1.137574,0.004017
1.094300,0.458286,0.004289,1.138206,0.003937
1.094600,0.455932,0.004242,1.138838,0.003857
1.094900,0.453570,0.004195,1.139471,0.003777
1.095200,0.451200,0.004148,1.140114,0.003704
1.095500,0.448821,0.004101,1.140764,0.003634
1.095800,0.446434,0.004055,1.141413,0.003564
1.096100,0.444039,0.004009,1.142063,0.003494
1.096400,0.441635,0.003963,1.142713,0.003425
1.096700,0.439224,0.003917,1.143362,0.003355
1.097000,0.436805,0.003871,1.144012,0.003285
1.097300,0.434378,0.003826,1.144678,0.003228
1.097600,0.431944,0.003781,1.145345,0.003171
1.097900,0.429502,0.003736,1.146012,0.003113
1.098200,0.427052,0.003691,1.146679,0.003056
1.098500,0.424596,0.003646,1.147346,0.002999
1.098800,0.422132,0.003602,1.148021,0.002958
1.099100,0.419661,0.003557,1.148697,0.002916
1.099400,0.417184,0.003513,1.149373,0.002875
1.099700,0.414699,0.003469,1.150049,0.002834
1.100000,0.412208,0.003425,1.150724,0.002792
1.100300,0.409711,0.003382,1.151408,0.002765
1.100600,0.407207,0.003338,1.152090,0.002737
1.100900,0.404696,0.003295,1.152771,0.002714
1.101200,0.402180,0.003251,1.153451,0.002691
1.101500,0.399658,0.003208,1.154130,0.002673
1.101800,0.397129,0.003165,1.154807,0.002663
1.102100,0.394595,0.003123,1.155483,0.002654
1.102400,0.392056,0.003080,1.156160,0.002644
1.102700,0.389510,0.003038,1.156836,0.002634
1.103000,0.386960,0.002995,1.157513,0.002625
1.103300,0.384404,0.002953,1.158179,0.002628
1.103600,0.381843,0.002911,1.158845,0.002632
1.103900,0.379278,0.002869,1.159511,0.002636
1.104200,0.376707,0.002827,1.160177,0.002640
1.104500,0.374132,0.002785,1.160843,0.002644
1.104800,0.371553,0.002743,1.161509,0.002648
1.105100,0.368969,0.002701,1.162168,0.002654
1.105400,0.366381,0.002659,1.162815,0.002667
1.105700,0.363789,0.002617,1.163462,0.002679
1.106000,0.361193,0.002575,1.164108,0.002691
1.106300,0.358593,0.002534,1.164755,0.002703
1.106600,0.355990,0.002492,1.165402,0.002715
1.106900,0.353383,0.002450,1.166048,0.002728
1.107200,0.350773,0.002409,1.166677,0.002741
1.107500,0.348161,0.002368,1.167296,0.002754
1.107800,0.345545,0.002326,1.167915,0.002767
1.108100,0.342926,0.002285,1.168535,0.002780
1.108400,0.340305,0.002244,1.169154,0.002793
1.108700,0.337682,0.002203,1.169774,0.002807
1.109000,0.335057,0.002162,1.170393,0.002820
1.109300,0.332429,0.002121,1.170979,0.002828
1.109600,0.329800,0.002080,1.171565,0.002836
1.109900,0.327169,0.002039,1.172150,0.002844
1.110200,0.324537,0.001998,1.172736,0.002852
1.110500,0.321903,0.001958,1.173322,0.002860
1.110800,0.319269,0.001917,1.173908,0.002868
1.111100,0.316633,0.001877,1.174481,0.002872
1.111400,0.313997,0.001836,1.175029,0.002870
1.111700,0.311361,0.001796,1.175577,0.002868
1.112000,0.308724,0.001756,1.176124,0.002865
1.112300,0.306088,0.001716,1.176672,0.002863
1.112600,0.303451,0.001676,1.177220,0.002861
1.112900,0.300816,0.001636,1.177768,0.002858
1.113200,0.298180,0.001596,1.178287,0.002847
1.113500,0.295546,0.001557,1.178793,0.002832
1.113800,0.292913,0.001517,1.179299,0.002816
1.114100,0.290281,0.001478,1.179804,0.002801
1.114400,0.287651,0.001438,1.180310,0.002785
1.114700,0.285023,0.001399,1.180816,0.002769
1.115000,0.282397,0.001360,1.181321,0.002754
1.115300,0.279773,0.001321,1.181779,0.002724
1.115600,0.277152,0.001282,1.182236,0.002694
1.115900,0.274533,0.001243,1.182694,0.002663
1.116200,0.271918,0.001204,1.183151,0.002633
1.116500,0.269306,0.001165,1.183609,0.002603
1.116800,0.266698,0.001126,1.184066,0.002573
1.117100,0.264094,0.001087,1.184506,0.002538
1.117400,0.261494,0.001049,1.184911,0.002495
1.117700,0.258898,0.001010,1.185316,0.002453
1.118000,0.256307,0.000972,1.185721,0.002410
1.118300,0.253721,0.000933,1.186126,0.002367
1.118600,0.251140,0.000895,1.186510,0.002321
1.118900,0.248565,0.000857,1.186855,0.002268
1.119200,0.245996,0.000819,1.187199,0.002215
1.119500,0.243433,0.000781,1.187544,0.002161
1.119800,0.240876,0.000743,1.187888,0.002108
1.120100,0.238326,0.000705,1.188218,0.002053
1.120400,0.235784,0.000667,1.188511,0.001994
1.120700,0.233248,0.000630,1.188790,0.001933
1.121000,0.230721,0.000592,1.189044,0.001869
1.121300,0.228201,0.000555,1.189299,0.001806
1.121600,0.225690,0.000517,1.189501,0.001739
1.121900,0.223187,0.000480,1.189677,0.001670
1.122200,0.220693,0.000443,1.189853,0.001600
1.122500,0.218208,0.000406,1.190029,0.001531
1.122800,0.215733,0.000369,1.190205,0.001462
1.123100,0.213268,0.000331,1.190335,0.001391
1.123400,0.210813,0.000294,1.190373,0.001314
1.123700,0.208368,0.000257,1.190411,0.001238
1.124000,0.205934,0.000220,1.190448,0.001162
1.124300,0.203512,0.000183,1.190486,0.001086
1.124600,0.201100,0.000146,1.190524,0.001010
1.124900,0.198700,0.000110,1.190562,0.000934
1.125200,0.196313,0.000073,1.190471,0.000854
1.125500,0.193938,0.000036,1.190316,0.000773
1.125800,0.191575,-0.000001,1.190161,0.000691
