 time                   v(gfet,source)         v(dfet,source)         i(vfet)                i(Lload)               i(vdrive)             
 1.562911764705919e-06  2.842243850114786e+00  2.035775167258116e-02  3.875207056387852e+00  3.875207085943362e+00 -6.680997728381044e-07 
 1.563205882352978e-06  2.842245765253853e+00  2.035795921503969e-02  3.875207082048610e+00  3.875207089057154e+00 -8.539354325876047e-07 
 1.563500000000036e-06  2.842247680392920e+00  2.035807300343001e-02  3.875207088022782e+00  3.875207091691753e+00 -1.298162700891226e-06 
 1.563558823529448e-06  2.842247379164292e+00  2.035805309179139e-02  3.875207099843215e+00  3.875207092181863e+00 -1.391236949643826e-06 
 1.563676470588271e-06  2.842246776707038e+00  2.035792919655802e-02  3.875207125494407e+00  3.875207093247963e+00 -1.531168067003819e-06 
 1.563911764705918e-06  2.842245571792529e+00  2.035762209942776e-02  3.875207127595150e+00  3.875207095877673e+00 -1.621470502755074e-06 
 1.564205882352977e-06  2.842244065649393e+00  2.035741250905534e-02  3.875207108951670e+00  3.875207099819535e+00 -1.430196576279741e-06 
 1.564500000000036e-06  2.842242559506257e+00  2.035729684213963e-02  3.875207110007278e+00  3.875207104219828e+00 -9.805566349996298e-07 
 1.564558823529447e-06  2.842242942186484e+00  2.035731636836074e-02  3.875207099600085e+00  3.875207105133786e+00 -8.863980980322594e-07 
 1.564676470588271e-06  2.842243707546936e+00  2.035743944176063e-02  3.875207076770109e+00  3.875207106873855e+00 -7.442953773306726e-07 
 1.564911764705918e-06  2.842245238267842e+00  2.035774491856554e-02  3.875207080263348e+00  3.875207109847035e+00 -6.496777587017277e-07 
 1.565205882352977e-06  2.842247151668975e+00  2.035795266278345e-02  3.875207105873587e+00  3.875207112890244e+00 -8.356997085456896e-07 
 1.565500000000037e-06  2.842249065070108e+00  2.035806656907846e-02  3.875207111779954e+00  3.875207115454061e+00 -1.280343582266141e-06 
 1.565558823529449e-06  2.842248763041962e+00  2.035804665213067e-02  3.875207123593190e+00  3.875207115930008e+00 -1.373511196334221e-06 
 1.565676470588273e-06  2.842248158985671e+00  2.035792269051062e-02  3.875207149232421e+00  3.875207116967855e+00 -1.513601361580186e-06 
 1.565911764705920e-06  2.842246950873089e+00  2.035761541577250e-02  3.875207151277514e+00  3.875207119541468e+00 -1.604106628860791e-06 
 1.566205882352978e-06  2.842245440732361e+00  2.035740570909539e-02  3.875207132550306e+00  3.875207123413819e+00 -1.412896352803727e-06 
 1.566500000000037e-06  2.842243930591633e+00  2.035728998076541e-02  3.875207133535102e+00  3.875207127745120e+00 -9.631528996578709e-07 
 1.566558823529448e-06  2.842244312557983e+00  2.035730950118672e-02  3.875207123113868e+00  3.875207128645346e+00 -8.689562207564450e-07 
 1.566676470588272e-06  2.842245076490683e+00  2.035743257298842e-02  3.875207100253560e+00  3.875207130357976e+00 -7.267756103601641e-07 
 1.566911764705918e-06  2.842246604356082e+00  2.035773806257246e-02  3.875207103690792e+00  3.875207133276380e+00 -6.319973238078092e-07 
 1.567205882352978e-06  2.842248514187831e+00  2.035794582454722e-02  3.875207129233486e+00  3.875207136251307e+00 -8.178167547612247e-07 
 1.567500000000037e-06  2.842250424019580e+00  2.035805975033475e-02  3.875207135071677e+00  3.875207138747044e+00 -1.262264206047803e-06 
 1.567558823529449e-06  2.842250121792285e+00  2.035803986658330e-02  3.875207146861363e+00  3.875207139209386e+00 -1.355414511294839e-06 
 1.567676470588273e-06  2.842249517337694e+00  2.035791603953407e-02  3.875207172453337e+00  3.875207140219953e+00 -1.495515391525259e-06 
 1.567911764705921e-06  2.842248308428514e+00  2.035760906374595e-02  3.875207174446579e+00  3.875207142738630e+00 -1.586225494065729e-06 
 1.568205882352979e-06  2.842246797292038e+00  2.035739955996732e-02  3.875207155670777e+00  3.875207146541889e+00 -1.395556026295708e-06 
 1.568500000000037e-06  2.842245286155562e+00  2.035728394530345e-02  3.875207156589225e+00  3.875207150803895e+00 -9.465825030474662e-07 
 1.568558823529448e-06  2.842245666665206e+00  2.035730341364667e-02  3.875207146176609e+00  3.875207151690282e+00 -8.525165782202748e-07 
 1.568676470588272e-06  2.842246427684493e+00  2.035742621876627e-02  3.875207123336402e+00  3.875207153375445e+00 -7.104989379058679e-07 
 1.568911764705918e-06  2.842247949723069e+00  2.035773108589028e-02  3.875207126715107e+00  3.875207156240064e+00 -6.156447653893338e-07 
 1.569205882352977e-06  2.842249852271287e+00  2.035793843505035e-02  3.875207152146818e+00  3.875207159149317e+00 -8.007344121097049e-07 
 1.569500000000037e-06  2.842251754819506e+00  2.035805214375597e-02  3.875207157913646e+00  3.875207161580546e+00 -1.243925254357237e-06 
 1.569558823529449e-06  2.842251453253174e+00  2.035803234602282e-02  3.875207169653064e+00  3.875207162030064e+00 -1.336845429023015e-06 
 1.569676470588272e-06  2.842250850120509e+00  2.035790895695860e-02  3.875207195141271e+00  3.875207163014698e+00 -1.476643873843386e-06 
 1.569911764705920e-06  2.842249643855181e+00  2.035760301754677e-02  3.875207197086682e+00  3.875207165479912e+00 -1.567393780987913e-06 
 1.570205882352979e-06  2.842248136023520e+00  2.035739422203298e-02  3.875207178315842e+00  3.875207169214313e+00 -1.377795896928546e-06 
 1.570500000000037e-06  2.842246628191859e+00  2.035727899720119e-02  3.875207179175529e+00  3.875207173406122e+00 -9.307469071018204e-07 
 1.570558823529449e-06  2.842247006377769e+00  2.035729836014694e-02  3.875207168800427e+00  3.875207174278406e+00 -8.370496971110697e-07 
 1.570676470588272e-06  2.842247762749587e+00  2.035742058233497e-02  3.875207146041334e+00  3.875207175935801e+00 -6.955524298746241e-07 
 1.570911764705919e-06  2.842249275493225e+00  2.035772404447017e-02  3.875207149361186e+00  3.875207178747309e+00 -6.008510240462783e-07 
 1.571205882352978e-06  2.842251166422773e+00  2.035793044578313e-02  3.875207174627080e+00  3.875207181593423e+00 -7.847175993447308e-07 
 1.571500000000037e-06  2.842253057352320e+00  2.035804364324517e-02  3.875207180317553e+00  3.875207183963874e+00 -1.225496845336238e-06 
 1.571558823529449e-06  2.842252757287114e+00  2.035802397801439e-02  3.875207191979915e+00  3.875207184401405e+00 -1.317943343792649e-06 
 1.571676470588272e-06  2.842252157156701e+00  2.035790133292120e-02  3.875207217303541e+00  3.875207185361566e+00 -1.457066858279177e-06 
 1.571911764705919e-06  2.842250956895876e+00  2.035759719248637e-02  3.875207219204082e+00  3.875207187774988e+00 -1.547581902627826e-06 
 1.572205882352978e-06  2.842249456569845e+00  2.035738962332348e-02  3.875207200495184e+00  3.875207191440963e+00 -1.359468924988505e-06 
 1.572500000000037e-06  2.842247956243813e+00  2.035727507620128e-02  3.875207201303262e+00  3.875207195561829e+00 -9.154024382951320e-07 
 1.572558823529448e-06  2.842248331398593e+00  2.035729429384561e-02  3.875207190990761e+00  3.875207196419769e+00 -8.223025957931895e-07 
 1.572676470588272e-06  2.842249081708151e+00  2.035741566345761e-02  3.875207168367987e+00  3.875207198049097e+00 -6.816816551236116e-07 
 1.572911764705919e-06  2.842250582327269e+00  2.035771704330697e-02  3.875207171628893e+00  3.875207200808004e+00 -5.874283317552909e-07 
 1.573205882352978e-06  2.842252458101165e+00  2.035792203432521e-02  3.875207196680865e+00  3.875207203593087e+00 -7.697687749441684e-07 
 1.573500000000037e-06  2.842254333875061e+00  2.035803446314716e-02  3.875207202290963e+00  3.875207205905908e+00 -1.207258407021072e-06 
 1.573558823529449e-06  2.842254035866520e+00  2.035801496009373e-02  3.875207213856350e+00  3.875207206332167e+00 -1.299035503166124e-06 
 1.573676470588273e-06  2.842253439849439e+00  2.035789326798657e-02  3.875207238972920e+00  3.875207207269137e+00 -1.437172741702852e-06 
 1.573911764705920e-06  2.842252247815275e+00  2.035759146434615e-02  3.875207240829146e+00  3.875207209632454e+00 -1.527159824377122e-06 
 1.574205882352978e-06  2.842250757772570e+00  2.035738549138238e-02  3.875207222223279e+00  3.875207213230937e+00 -1.340698915441862e-06 
 1.574500000000037e-06  2.842249267729865e+00  2.035727182685557e-02  3.875207222985875e+00  3.875207217280957e+00 -9.002412610925603e-07 
 1.574558823529448e-06  2.842249639529862e+00  2.035729088396709e-02  3.875207212749408e+00  3.875207218124495e+00 -8.078855273652152e-07 
 1.574676470588272e-06  2.842250383129857e+00  2.035741126425680e-02  3.875207190293987e+00  3.875207219725737e+00 -6.683818725150559e-07 
 1.574911764705919e-06  2.842251870329846e+00  2.035771020490512e-02  3.875207193497044e+00  3.875207222432587e+00 -5.748417351014723e-07 
 1.575205882352978e-06  2.842253729329832e+00  2.035791353906685e-02  3.875207218309783e+00  3.875207225158093e+00 -7.556340904102399e-07 
 1.575500000000037e-06  2.842255588329819e+00  2.035802506119710e-02  3.875207223837565e+00  3.875207227415292e+00 -1.189504729381952e-06 
 1.575558823529449e-06  2.842255292482978e+00  2.035800572012283e-02  3.875207235300834e+00  3.875207227830737e+00 -1.280525594893334e-06 
 1.575676470588273e-06  2.842254700789295e+00  2.035788503215080e-02  3.875207260196200e+00  3.875207228745396e+00 -1.417523904478912e-06 
 1.575911764705920e-06  2.842253517401930e+00  2.035758571666194e-02  3.875207262008094e+00  3.875207231060120e+00 -1.506765229919438e-06 
 1.576205882352979e-06  2.842252038167724e+00  2.035738144433785e-02  3.875207243518971e+00  3.875207234592666e+00 -1.321831035738796e-06 
 1.576500000000037e-06  2.842250558933518e+00  2.035726872150709e-02  3.875207244239010e+00  3.875207238573149e+00 -8.849896602214358e-07 
 1.576558823529449e-06  2.842250927533919e+00  2.035728763222547e-02  3.875207234076438e+00  3.875207239402514e+00 -7.933982573149478e-07 
 1.576676470588272e-06  2.842251664734720e+00  2.035740706173486e-02  3.875207211785758e+00  3.875207240976104e+00 -6.550640705427213e-07 
 1.576911764705919e-06  2.842253139136323e+00  2.035770362699241e-02  3.875207214934784e+00  3.875207243631650e+00 -5.623885073191559e-07 
 1.577205882352978e-06  2.842254982138327e+00  2.035790534656176e-02  3.875207239512449e+00  3.875207246298376e+00 -7.418906733391850e-07 
 1.577500000000037e-06  2.842256825140331e+00  2.035801598352449e-02  3.875207244959360e+00  3.875207248500651e+00 -1.172450609487896e-06 
 1.577558823529448e-06  2.842256531092083e+00  2.035799678001718e-02  3.875207256329732e+00  3.875207248905426e+00 -1.262761699649673e-06 
 1.577676470588272e-06  2.842255942995585e+00  2.035787697624811e-02  3.875207281025052e+00  3.875207249798144e+00 -1.398670946173297e-06 
 1.577911764705919e-06  2.842254766802591e+00  2.035757987046347e-02  3.875207282791698e+00  3.875207252065470e+00 -1.487091211060942e-06 
 1.578205882352978e-06  2.842253296561347e+00  2.035737711375540e-02  3.875207264401252e+00  3.875207255534168e+00 -1.303314235201469e-06 
 1.578500000000037e-06  2.842251826320104e+00  2.035726523449996e-02  3.875207265078222e+00  3.875207259447613e+00 -8.694926663110891e-07 
 1.578558823529449e-06  2.842252192294856e+00  2.035728403565082e-02  3.875207254973794e+00  3.875207260263326e+00 -7.785564974938097e-07 
 1.578676470588272e-06  2.842252924244358e+00  2.035740270600792e-02  3.875207232814242e+00  3.875207261810167e+00 -6.412441990732987e-07 
 1.578911764705920e-06  2.842254388143363e+00  2.035769735360846e-02  3.875207235912288e+00  3.875207264415455e+00 -5.494256072324788e-07 
 1.579205882352979e-06  2.842256218017119e+00  2.035789776855174e-02  3.875207260288318e+00  3.875207267023714e+00 -7.280849416702040e-07 
 1.579500000000038e-06  2.842258047890875e+00  2.035800768923288e-02  3.875207265658966e+00  3.875207269170681e+00 -1.156163733639914e-06 
 1.579558823529449e-06  2.842257754941611e+00  2.035798857760521e-02  3.875207276958589e+00  3.875207269564666e+00 -1.245926384285667e-06 
 1.579676470588273e-06  2.842257169043082e+00  2.035786940825443e-02  3.875207301500162e+00  3.875207270435377e+00 -1.380977607823297e-06 
 1.579911764705920e-06  2.842255997246025e+00  2.035757391397697e-02  3.875207303219496e+00  3.875207272656163e+00 -1.468663583636953e-06 
 1.580205882352979e-06  2.842254532499703e+00  2.035737226618820e-02  3.875207284886891e+00  3.875207276063373e+00 -1.285553821617214e-06 
 1.580500000000038e-06  2.842253067753381e+00  2.035726100578741e-02  3.875207285517728e+00  3.875207279913050e+00 -8.537581379641779e-07 
 1.580558823529450e-06  2.842253431903969e+00  2.035727974518395e-02  3.875207275446779e+00  3.875207280715826e+00 -7.632772280885547e-07 
 1.580676470588273e-06  2.842254160205143e+00  2.035739793909760e-02  3.875207253364866e+00  3.875207282237150e+00 -6.266917864650168e-07 
 1.580911764705921e-06  2.842255616807493e+00  2.035769136153084e-02  3.875207256415155e+00  3.875207284793512e+00 -5.355706633736190e-07 
 1.581205882352979e-06  2.842257437560430e+00  2.035789094226878e-02  3.875207280640496e+00  3.875207287343464e+00 -7.138767443848337e-07 
 1.581500000000038e-06  2.842259258313367e+00  2.035800040506683e-02  3.875207285941453e+00  3.875207289434221e+00 -1.140546956435173e-06 
 1.581558823529450e-06  2.842258965661213e+00  2.035798133587291e-02  3.875207297197286e+00  3.875207289817157e+00 -1.229982714789912e-06 
 1.581676470588273e-06  2.842258380356906e+00  2.035786250888599e-02  3.875207321641311e+00  3.875207290665555e+00 -1.364509159884619e-06 
 1.581911764705920e-06  2.842257209748291e+00  2.035756790108303e-02  3.875207323313370e+00  3.875207292840366e+00 -1.451677192676470e-06 
 1.582205882352979e-06  2.842255746487523e+00  2.035736686489131e-02  3.875207304987804e+00  3.875207296188370e+00 -1.268782980901051e-06 
 1.582500000000038e-06  2.842254283226754e+00  2.035725595076182e-02  3.875207305567588e+00  3.875207299977670e+00 -8.379481215570195e-07 
 1.582558823529450e-06  2.842254646324690e+00  2.035727467142320e-02  3.875207295505349e+00  3.875207300768273e+00 -7.476974701603467e-07 
 1.582676470588273e-06  2.842255372520561e+00  2.035739267106185e-02  3.875207273445067e+00  3.875207302265410e+00 -6.114941299983911e-07 
 1.582911764705920e-06  2.842256824912304e+00  2.035768556905054e-02  3.875207276450626e+00  3.875207304774348e+00 -5.208137991985495e-07 
 1.583205882352979e-06  2.842258640401982e+00  2.035788479281800e-02  3.875207300577351e+00  3.875207307266351e+00 -6.991420207214105e-07 
 1.583500000000038e-06  2.842260455891660e+00  2.035799406149355e-02  3.875207305815404e+00  3.875207309300175e+00 -1.125372591559426e-06 
 1.583558823529450e-06  2.842260162891895e+00  2.035797500042621e-02  3.875207317049545e+00  3.875207309671830e+00 -1.214691238260457e-06 
 1.583676470588274e-06  2.842259576892366e+00  2.035785626859093e-02  3.875207341447919e+00  3.875207310497620e+00 -1.349020010366075e-06 
 1.583911764705921e-06  2.842258404893306e+00  2.035756192794080e-02  3.875207343071839e+00  3.875207312626885e+00 -1.435943588035116e-06 
 1.584205882352980e-06  2.842256939894482e+00  2.035736108175501e-02  3.875207324709194e+00  3.875207315917556e+00 -1.252992802847075e-06 
 1.584500000000038e-06  2.842255474895658e+00  2.035725027806690e-02  3.875207325234433e+00  3.875207319649305e+00 -8.223212546454306e-07 
 1.584558823529450e-06  2.842255837442448e+00  2.035726900684889e-02  3.875207315162680e+00  3.875207320428379e+00 -7.321225581335966e-07 
 1.584676470588273e-06  2.842256562536026e+00  2.035738700138456e-02  3.875207293085571e+00  3.875207321902481e+00 -5.960173865560137e-07 
 1.584911764705920e-06  2.842258012723184e+00  2.035767986205397e-02  3.875207296046833e+00  3.875207324365507e+00 -5.055083107663449e-07 
 1.585205882352979e-06  2.842259825457130e+00  2.035787906416162e-02  3.875207320112116e+00  3.875207326800384e+00 -6.840047177547603e-07 
 1.585500000000038e-06  2.842261638191077e+00  2.035798832432101e-02  3.875207325292837e+00  3.875207328777341e+00 -1.110357757738711e-06 
 1.585558823529449e-06  2.842261344557420e+00  2.035796925625688e-02  3.875207336517915e+00  3.875207329137660e+00 -1.199691539000014e-06 
 1.585676470588273e-06  2.842260757290105e+00  2.035785050004091e-02  3.875207360896716e+00  3.875207329940816e+00 -1.334040248934798e-06 
 1.585911764705920e-06  2.842259582755475e+00  2.035755610778647e-02  3.875207362474840e+00  3.875207332025000e+00 -1.420961510234520e-06 
 1.586205882352979e-06  2.842258114587188e+00  2.035735523057844e-02  3.875207344052298e+00  3.875207335259616e+00 -1.237941560816580e-06 
 1.586500000000038e-06  2.842256646418901e+00  2.035724441448081e-02  3.875207344521059e+00  3.875207338935581e+00 -8.071461365943833e-07 
 1.586558823529450e-06  2.842257008499395e+00  2.035726315294434e-02  3.875207334434653e+00  3.875207339703529e+00 -7.169227131953448e-07 
 1.586676470588273e-06  2.842257732660380e+00  2.035738118477337e-02  3.875207312330020e+00  3.875207341155374e+00 -5.807800818047326e-07 
 1.586911764705921e-06  2.842259180982353e+00  2.035767413247982e-02  3.875207315246865e+00  3.875207343573837e+00 -4.902452417354652e-07 
 1.587205882352979e-06  2.842260991384817e+00  2.035787340245923e-02  3.875207339261639e+00  3.875207345952992e+00 -6.687883598033295e-07 
 1.587500000000038e-06  2.842262801787282e+00  2.035798270697153e-02  3.875207344387621e+00  3.875207347874272e+00 -1.095255228733549e-06 
 1.587558823529449e-06  2.842262507672852e+00  2.035796364569073e-02  3.875207355601475e+00  3.875207348223466e+00 -1.184619478067361e-06 
 1.587676470588273e-06  2.842261919443990e+00  2.035784490196610e-02  3.875207379958340e+00  3.875207349004381e+00 -1.319031099455970e-06 
 1.587911764705920e-06  2.842260742986269e+00  2.035755052851621e-02  3.875207381492820e+00  3.875207351044144e+00 -1.406084948030184e-06 
 1.588205882352979e-06  2.842259272414116e+00  2.035734966594821e-02  3.875207363015509e+00  3.875207354223376e+00 -1.223237489966778e-06 
 1.588500000000038e-06  2.842257801841963e+00  2.035723886074839e-02  3.875207363429106e+00  3.875207357844127e+00 -7.926146565750969e-07 
 1.588558823529450e-06  2.842258163114568e+00  2.035725758156742e-02  3.875207353338344e+00  3.875207358601069e+00 -7.024123078736011e-07 
 1.588676470588273e-06  2.842258885659779e+00  2.035737553767036e-02  3.875207331223630e+00  3.875207360030972e+00 -5.662828925778740e-07 
 1.588911764705920e-06  2.842260330750201e+00  2.035766831562580e-02  3.875207334095228e+00  3.875207362405930e+00 -4.756574867315067e-07 
 1.589205882352979e-06  2.842262137113228e+00  2.035786747662791e-02  3.875207358043761e+00  3.875207364731242e+00 -6.539052606058249e-07 
 1.589500000000038e-06  2.842263943476254e+00  2.035797672954134e-02  3.875207363114188e+00  3.875207366599116e+00 -1.079928850344913e-06 
 1.589558823529450e-06  2.842263649412455e+00  2.035795771032053e-02  3.875207374301473e+00  3.875207366937655e+00 -1.169221206964721e-06 
 1.589676470588274e-06  2.842263061284856e+00  2.035783915815503e-02  3.875207398605444e+00  3.875207367697147e+00 -1.303556388165816e-06 
 1.589911764705921e-06  2.842261885029657e+00  2.035754522588035e-02  3.875207400099702e+00  3.875207369693428e+00 -1.390731611650153e-06 
 1.590205882352979e-06  2.842260414710660e+00  2.035734466728098e-02  3.875207381597813e+00  3.875207372817523e+00 -1.208466954949472e-06 
 1.590500000000038e-06  2.842258944391661e+00  2.035723402979883e-02  3.875207381960821e+00  3.875207376382660e+00 -7.787822795535249e-07 
 1.590558823529450e-06  2.842259304214320e+00  2.035725269308042e-02  3.875207371885324e+00  3.875207377128472e+00 -6.887501626806625e-07 
 1.590676470588273e-06  2.842260023859638e+00  2.035737034480872e-02  3.875207349803988e+00  3.875207378536352e+00 -5.528481636929428e-07 
 1.590911764705920e-06  2.842261463150273e+00  2.035766240001546e-02  3.875207352628788e+00  3.875207380868547e+00 -4.622156666300725e-07 
 1.591205882352979e-06  2.842263262263566e+00  2.035786107677259e-02  3.875207376472931e+00  3.875207383142136e+00 -6.397221028464628e-07 
 1.591500000000038e-06  2.842265061376860e+00  2.035797007275850e-02  3.875207381484745e+00  3.875207384959559e+00 -1.064392705529826e-06 
 1.591558823529449e-06  2.842264768093927e+00  2.035795113786312e-02  3.875207392623541e+00  3.875207385288095e+00 -1.153429693090402e-06 
 1.591676470588273e-06  2.842264181528062e+00  2.035783303554795e-02  3.875207416824941e+00  3.875207386027283e+00 -1.287417404682856e-06 
 1.591911764705920e-06  2.842263008396331e+00  2.035754017844188e-02  3.875207418282008e+00  3.875207387981275e+00 -1.374564703837677e-06 
 1.592205882352980e-06  2.842261541981667e+00  2.035734035237780e-02  3.875207399802457e+00  3.875207391050353e+00 -1.193325147141877e-06 
 1.592500000000039e-06  2.842260075567004e+00  2.035723011848978e-02  3.875207400120636e+00  3.875207394559023e+00 -7.655534233208527e-07 
 1.592558823529451e-06  2.842260433214603e+00  2.035724868129962e-02  3.875207390084270e+00  3.875207395293463e+00 -6.758932329375966e-07 
 1.592676470588275e-06  2.842261148509802e+00  2.035736576143421e-02  3.875207368089035e+00  3.875207396679020e+00 -5.405226772836613e-07 
 1.592911764705922e-06  2.842262579100201e+00  2.035765643587589e-02  3.875207370865743e+00  3.875207398968933e+00 -4.500831209952594e-07 
 1.593205882352980e-06  2.842264367338198e+00  2.035785418029742e-02  3.875207394559213e+00  3.875207401192826e+00 -6.264437075742535e-07 
 1.593500000000039e-06  2.842266155576195e+00  2.035796267128001e-02  3.875207399508455e+00  3.875207402962834e+00 -1.048800655212290e-06 
 1.593558823529450e-06  2.842265863766219e+00  2.035794386021383e-02  3.875207410575926e+00  3.875207403282049e+00 -1.137378859539240e-06 
 1.593676470588274e-06  2.842265280146267e+00  2.035782646022352e-02  3.875207434625211e+00  3.875207404002121e+00 -1.270706931677523e-06 
 1.593911764705920e-06  2.842264112906363e+00  2.035753530797166e-02  3.875207436047182e+00  3.875207405915171e+00 -1.357591060013874e-06 
 1.594205882352980e-06  2.842262653856484e+00  2.035733664355557e-02  3.875207417636847e+00  3.875207408929547e+00 -1.177708753630213e-06 
 1.594500000000039e-06  2.842261194806604e+00  2.035722705173396e-02  3.875207417916172e+00  3.875207412381092e+00 -7.527157350750713e-07 
 1.594558823529451e-06  2.842261549707824e+00  2.035724548149043e-02  3.875207407939554e+00  3.875207413103951e+00 -6.636155376327224e-07 
 1.594676470588275e-06  2.842262259510264e+00  2.035736177226410e-02  3.875207386074782e+00  3.875207414466918e+00 -5.290701352578253e-07 
 1.594911764705923e-06  2.842263679115144e+00  2.035765051488703e-02  3.875207388803948e+00  3.875207416714915e+00 -4.390724228642284e-07 
 1.595205882352981e-06  2.842265453621243e+00  2.035784695108744e-02  3.875207412307323e+00  3.875207418890763e+00 -6.140517001540502e-07 
 1.595500000000039e-06  2.842267228127343e+00  2.035795472750596e-02  3.875207417190720e+00  3.875207420615851e+00 -1.033391768601177e-06 
 1.595558823529450e-06  2.842266938226835e+00  2.035793606190422e-02  3.875207428171490e+00  3.875207420926318e+00 -1.121353378152889e-06 
 1.595676470588274e-06  2.842266358425820e+00  2.035781952999174e-02  3.875207452033893e+00  3.875207421628300e+00 -1.253769596587517e-06 
 1.595911764705920e-06  2.842265198823790e+00  2.035753051001257e-02  3.875207453421504e+00  3.875207423501757e+00 -1.340147164796690e-06 
 1.596205882352980e-06  2.842263749321252e+00  2.035733330102454e-02  3.875207435113114e+00  3.875207426462184e+00 -1.161740655675203e-06 
 1.596500000000039e-06  2.842262299818714e+00  2.035722451325911e-02  3.875207435358537e+00  3.875207429856695e+00 -7.400096535548073e-07 
 1.596558823529451e-06  2.842262651736608e+00  2.035724279945025e-02  3.875207425451719e+00  3.875207430567930e+00 -6.515841732834815e-07 
 1.596676470588275e-06  2.842263355572395e+00  2.035735819946194e-02  3.875207403740871e+00  3.875207431908295e+00 -5.180537527849083e-07 
 1.596911764705923e-06  2.842264763243969e+00  2.035764473969165e-02  3.875207406424017e+00  3.875207434114788e+00 -4.287144292902667e-07 
 1.597205882352981e-06  2.842266522833437e+00  2.035783968056232e-02  3.875207429717872e+00  3.875207436243689e+00 -6.023164331736552e-07 
 1.597500000000039e-06  2.842268282422904e+00  2.035794663795990e-02  3.875207434533892e+00  3.875207437925376e+00 -1.018410713982121e-06 
 1.597558823529451e-06  2.842267994483350e+00  2.035792811795442e-02  3.875207445423973e+00  3.875207438227439e+00 -1.105692462033403e-06 
 1.597676470588274e-06  2.842267418604240e+00  2.035781248344309e-02  3.875207469091670e+00  3.875207438912001e+00 -1.237083139926654e-06 
 1.597911764705920e-06  2.842266266846020e+00  2.035752568693192e-02  3.875207470444546e+00  3.875207440747058e+00 -1.322780235568644e-06 
 1.598205882352980e-06  2.842264827148246e+00  2.035732999925660e-02  3.875207452246549e+00  3.875207443654816e+00 -1.145723246054331e-06 
 1.598500000000039e-06  2.842263387450471e+00  2.035722205452942e-02  3.875207452460237e+00  3.875207446993417e+00 -7.272117272805190e-07 
 1.598558823529450e-06  2.842263736551029e+00  2.035724021056354e-02  3.875207442620573e+00  3.875207447693229e+00 -6.394677285470607e-07 
 1.598676470588274e-06  2.842264434752146e+00  2.035735476397690e-02  3.875207421058921e+00  3.875207449011362e+00 -5.069806547908229e-07 
 1.598911764705921e-06  2.842265831154381e+00  2.035763918988784e-02  3.875207423698562e+00  3.875207451176942e+00 -4.184156807696127e-07 
 1.599205882352980e-06  2.842267576657174e+00  2.035783269231048e-02  3.875207446789282e+00  3.875207453259444e+00 -5.908753877292838e-07 
 1.599500000000039e-06  2.842269322159967e+00  2.035793886133952e-02  3.875207451539083e+00  3.875207454898145e+00 -1.004028717943584e-06 
 1.599558823529451e-06  2.842269035844721e+00  2.035792046193222e-02  3.875207462348291e+00  3.875207455191890e+00 -1.090679589310639e-06 
 1.599676470588274e-06  2.842268463214229e+00  2.035780561170239e-02  3.875207485840031e+00  3.875207455859280e+00 -1.221101982196160e-06 
 1.599911764705922e-06  2.842267317953244e+00  2.035752077906075e-02  3.875207487157076e+00  3.875207457656863e+00 -1.306067602513394e-06 
 1.600205882352980e-06  2.842265886377013e+00  2.035732643763921e-02  3.875207469052830e+00  3.875207460513669e+00 -1.130035343521740e-06 
 1.600500000000039e-06  2.842264454800783e+00  2.035721924055595e-02  3.875207469234132e+00  3.875207463798463e+00 -7.142029119222570e-07 
 1.600558823529450e-06  2.842264801591344e+00  2.035723729782718e-02  3.875207459447589e+00  3.875207464487294e+00 -6.270402082009241e-07 
 1.600676470588274e-06  2.842265495172466e+00  2.035735117612292e-02  3.875207438004105e+00  3.875207465783958e+00 -4.954588206373955e-07 
 1.600911764705921e-06  2.842266882334709e+00  2.035763389778178e-02  3.875207440603159e+00  3.875207467909469e+00 -4.076494946048115e-07 
 1.601205882352980e-06  2.842268616287514e+00  2.035782623801458e-02  3.875207463520775e+00  3.875207469945744e+00 -5.793514787910681e-07 
 1.601500000000039e-06  2.842270350240318e+00  2.035793176902179e-02  3.875207468208274e+00  3.875207471541006e+00 -9.902903315150979e-07 
 1.601558823529451e-06  2.842270064944862e+00  2.035791345222354e-02  3.875207478955366e+00  3.875207471826301e+00 -1.076452619486190e-06 
 1.601676470588274e-06  2.842269494353950e+00  2.035779917099684e-02  3.875207502311780e+00  3.875207472476409e+00 -1.206111747364957e-06 
 1.601911764705921e-06  2.842268353172126e+00  2.035751578110770e-02  3.875207503591628e+00  3.875207474237150e+00 -1.290430191147607e-06 
 1.602205882352980e-06  2.842266926694846e+00  2.035732243035893e-02  3.875207485545302e+00  3.875207477044923e+00 -1.115008288365971e-06 
 1.602500000000039e-06  2.842265500217565e+00  2.035721578665095e-02  3.875207485691062e+00  3.875207480278624e+00 -7.010023495013229e-07 
 1.602558823529451e-06  2.842265845378668e+00  2.035723378712975e-02  3.875207475936199e+00  3.875207480957069e+00 -6.142483783833086e-07 
 1.602676470588275e-06  2.842266535700873e+00  2.035734723062724e-02  3.875207454566153e+00  3.875207482233287e+00 -4.833172368989835e-07 
 1.602911764705922e-06  2.842267916345283e+00  2.035762883565567e-02  3.875207457127174e+00  3.875207484319811e+00 -3.961199439572738e-07 
 1.603205882352980e-06  2.842269642150795e+00  2.035782041744130e-02  3.875207479914289e+00  3.875207486309927e+00 -5.674722984849723e-07 
