 time                   v(clk)                 v(xt.icmp)             v(xt.vth_soft)         v(xt.vth_hard)         v(cmp_soft)            v(cmp_hard)            v(isense)             
 0.000000000000000e+00  0.000000000000000e+00  9.377362630060112e-01  8.005235443629888e-01  9.986912396350703e-01  6.169513002890376e-01  6.166607694139427e-01  1.875502020564781e+00 
 2.000000000000000e-12  0.000000000000000e+00  9.377362630060115e-01  8.005235443629903e-01  9.986912396350616e-01  6.169513002890311e-01  6.166607694139532e-01  1.875502020564821e+00 
 4.000000000000001e-12  0.000000000000000e+00  9.377362630060120e-01  8.005235443629919e-01  9.986912396350531e-01  6.169513002890201e-01  6.166607694139625e-01  1.875502020564864e+00 
 8.000000000000001e-12  0.000000000000000e+00  9.377362630060173e-01  8.005235443629946e-01  9.986912396350512e-01  6.169513002890153e-01  6.166607694139723e-01  1.875502020564877e+00 
 1.600000000000000e-11  0.000000000000000e+00  9.377362630060149e-01  8.005235443629848e-01  9.986912396350227e-01  6.169513002890107e-01  6.166607694140031e-01  1.875502020564922e+00 
 3.200000000000001e-11  0.000000000000000e+00  9.377362630060064e-01  8.005235443629564e-01  9.986912396349661e-01  6.169513002890373e-01  6.166607694140093e-01  1.875502020564784e+00 
 6.400000000000001e-11  0.000000000000000e+00  9.377362630060289e-01  8.005235443629306e-01  9.986912396349167e-01  6.169513002890503e-01  6.166607694140772e-01  1.875502020564929e+00 
 1.280000000000000e-10  0.000000000000000e+00  9.377362630061022e-01  8.005235443629031e-01  9.986912396347535e-01  6.169513002945862e-01  6.166607694188716e-01  1.875502020565907e+00 
 2.560000000000000e-10  0.000000000000000e+00  9.377362630063004e-01  8.005235443628861e-01  9.986912396346649e-01  6.169513002781839e-01  6.166607694045934e-01  1.875502020566042e+00 
 4.560000000000001e-10  0.000000000000000e+00  9.377362630063060e-01  8.005235443628576e-01  9.986912396340788e-01  6.169513002989069e-01  6.166607694222107e-01  1.875502020566898e+00 
 6.560000000000001e-10  0.000000000000000e+00  9.377362630061873e-01  8.005235443624441e-01  9.986912396333258e-01  6.169513002820183e-01  6.166607694082726e-01  1.875502020565222e+00 
 8.560000000000001e-10  0.000000000000000e+00  9.377362630060272e-01  8.005235443619317e-01  9.986912396325872e-01  6.169513002944743e-01  6.166607694183376e-01  1.875502020563318e+00 
 1.056000000000000e-09  0.000000000000000e+00  9.377362630058599e-01  8.005235443614163e-01  9.986912396318867e-01  6.169513002848663e-01  6.166607694106282e-01  1.875502020561862e+00 
 1.256000000000000e-09  0.000000000000000e+00  9.377362630056719e-01  8.005235443609291e-01  9.986912396312396e-01  6.169513002919798e-01  6.166607694166377e-01  1.875502020560979e+00 
 1.456000000000000e-09  0.000000000000000e+00  9.377362630054907e-01  8.005235443604835e-01  9.986912396306517e-01  6.169513002867324e-01  6.166607694121752e-01  1.875502020560612e+00 
 1.656000000000000e-09  0.000000000000000e+00  9.377362630053023e-01  8.005235443597255e-01  9.986912396301296e-01  6.169513002905717e-01  6.166607694155708e-01  1.875502020560651e+00 
 1.856000000000000e-09  0.000000000000000e+00  9.377362630051145e-01  8.005235443589094e-01  9.986912396296591e-01  6.169513002879302e-01  6.166607694128841e-01  1.875502020560999e+00 
 2.056000000000000e-09  0.000000000000000e+00  9.377362630049220e-01  8.005235443581225e-01  9.986912396292486e-01  6.169513002896739e-01  6.166607694147762e-01  1.875502020561576e+00 
 2.256000000000000e-09  0.000000000000000e+00  9.377362630047288e-01  8.005235443573918e-01  9.986912396288856e-01  6.169513002884693e-01  6.166607694134687e-01  1.875502020562315e+00 
 2.456000000000000e-09  0.000000000000000e+00  9.377362630045338e-01  8.005235443567206e-01  9.986912396285682e-01  6.169513002892345e-01  6.166607694143392e-01  1.875502020563163e+00 
 2.656000000000000e-09  0.000000000000000e+00  9.377362630043411e-01  8.005235443561083e-01  9.986912396282891e-01  6.169513002887553e-01  6.166607694138060e-01  1.875502020564087e+00 
 2.856000000000000e-09  0.000000000000000e+00  9.377362630041608e-01  8.005235443555563e-01  9.986912396280546e-01  6.169513002891445e-01  6.166607694141237e-01  1.875502020565065e+00 
 3.056000000000001e-09  0.000000000000000e+00  9.377362630039803e-01  8.005235443550490e-01  9.986912396278466e-01  6.169513002888752e-01  6.166607694138857e-01  1.875502020566078e+00 
 3.256000000000001e-09  0.000000000000000e+00  9.377362630038132e-01  8.005235443545841e-01  9.986912396276807e-01  6.169513002891350e-01  6.166607694141828e-01  1.875502020567114e+00 
 3.456000000000001e-09  0.000000000000000e+00  9.377362630036469e-01  8.005235443541576e-01  9.986912396275499e-01  6.169513002889628e-01  6.166607694139455e-01  1.875502020568163e+00 
 3.656000000000001e-09  0.000000000000000e+00  9.377362630034765e-01  8.005235443537680e-01  9.986912396274411e-01  6.169513002890752e-01  6.166607694139250e-01  1.875502020569227e+00 
 3.856000000000001e-09  0.000000000000000e+00  9.377362630033050e-01  8.005235443534130e-01  9.986912396273594e-01  6.169513002888913e-01  6.166607694139228e-01  1.875502020570295e+00 
 4.056000000000001e-09  0.000000000000000e+00  9.377362630031501e-01  8.005235443530876e-01  9.986912396272908e-01  6.169513002889915e-01  6.166607694141079e-01  1.875502020571367e+00 
 4.256000000000001e-09  0.000000000000000e+00  9.377362630030011e-01  8.005235443527954e-01  9.986912396272427e-01  6.169513002889888e-01  6.166607694140767e-01  1.875502020572438e+00 
 4.456000000000001e-09  0.000000000000000e+00  9.377362630028421e-01  8.005235443521781e-01  9.986912396267829e-01  6.169513002890682e-01  6.166607694140099e-01  1.875502020573509e+00 
 4.656000000000001e-09  0.000000000000000e+00  9.377362630026963e-01  8.005235443514900e-01  9.986912396262350e-01  6.169513002889749e-01  6.166607694140146e-01  1.875502020574582e+00 
 4.856000000000001e-09  0.000000000000000e+00  9.377362630025630e-01  8.005235443508195e-01  9.986912396257037e-01  6.169513002889820e-01  6.166607694140933e-01  1.875502020575658e+00 
 5.056000000000002e-09  0.000000000000000e+00  9.377362630024294e-01  8.005235443502008e-01  9.986912396252187e-01  6.169513002889194e-01  6.166607694139901e-01  1.875502020576740e+00 
 5.256000000000002e-09  0.000000000000000e+00  9.377362630022921e-01  8.005235443496328e-01  9.986912396247977e-01  6.169513002890663e-01  6.166607694141115e-01  1.875502020577825e+00 
 5.456000000000002e-09  0.000000000000000e+00  9.377362630021623e-01  8.005235443491137e-01  9.986912396244269e-01  6.169513002889738e-01  6.166607694139976e-01  1.875502020578911e+00 
 5.656000000000002e-09  0.000000000000000e+00  9.377362630020365e-01  8.005235443486474e-01  9.986912396241029e-01  6.169513002889854e-01  6.166607694140341e-01  1.875502020580000e+00 
 5.856000000000002e-09  0.000000000000000e+00  9.377362630019208e-01  8.005235443482259e-01  9.986912396238246e-01  6.169513002890232e-01  6.166607694139994e-01  1.875502020581101e+00 
 6.056000000000002e-09  0.000000000000000e+00  9.377362630018040e-01  8.005235443478348e-01  9.986912396235931e-01  6.169513002890266e-01  6.166607694141276e-01  1.875502020582206e+00 
 6.256000000000002e-09  0.000000000000000e+00  9.377362630016892e-01  8.005235443474777e-01  9.986912396233916e-01  6.169513002890314e-01  6.166607694139715e-01  1.875502020583312e+00 
 6.456000000000003e-09  0.000000000000000e+00  9.377362630015788e-01  8.005235443471590e-01  9.986912396232390e-01  6.169513002889251e-01  6.166607694139292e-01  1.875502020584412e+00 
 6.656000000000003e-09  0.000000000000000e+00  9.377362630014772e-01  8.005235443468716e-01  9.986912396231127e-01  6.169513002890676e-01  6.166607694140300e-01  1.875502020585513e+00 
 6.856000000000003e-09  0.000000000000000e+00  9.377362630013819e-01  8.005235443466113e-01  9.986912396230194e-01  6.169513002889968e-01  6.166607694139989e-01  1.875502020586616e+00 
 7.056000000000003e-09  0.000000000000000e+00  9.377362630012894e-01  8.005235443463741e-01  9.986912396229420e-01  6.169513002890552e-01  6.166607694140294e-01  1.875502020587716e+00 
 7.256000000000003e-09  0.000000000000000e+00  9.377362630012004e-01  8.005235443461508e-01  9.986912396228785e-01  6.169513002888868e-01  6.166607694139831e-01  1.875502020588814e+00 
 7.456000000000002e-09  0.000000000000000e+00  9.377362630011146e-01  8.005235443459477e-01  9.986912396228292e-01  6.169513002890897e-01  6.166607694140352e-01  1.875502020589917e+00 
 7.656000000000003e-09  0.000000000000000e+00  9.377362630010255e-01  8.005235443457691e-01  9.986912396227998e-01  6.169513002888916e-01  6.166607694139922e-01  1.875502020591023e+00 
 7.856000000000003e-09  0.000000000000000e+00  9.377362630009447e-01  8.005235443456018e-01  9.986912396227835e-01  6.169513002890660e-01  6.166607694141105e-01  1.875502020592124e+00 
 8.056000000000003e-09  0.000000000000000e+00  9.377362630008689e-01  8.005235443454501e-01  9.986912396227772e-01  6.169513002889881e-01  6.166607694140799e-01  1.875502020593225e+00 
 8.256000000000003e-09  0.000000000000000e+00  9.377362630007915e-01  8.005235443453136e-01  9.986912396227724e-01  6.169513002890753e-01  6.166607694139823e-01  1.875502020594326e+00 
 8.456000000000003e-09  0.000000000000000e+00  9.377362630007460e-01  8.005235443451881e-01  9.986912396227728e-01  6.169513002888657e-01  6.166607694139049e-01  1.875502020595427e+00 
 8.656000000000003e-09  0.000000000000000e+00  9.377362630007134e-01  8.005235443450810e-01  9.986912396227855e-01  6.169513002889998e-01  6.166607694139377e-01  1.875502020596527e+00 
 8.856000000000003e-09  0.000000000000000e+00  9.377362630006927e-01  8.005235443446280e-01  9.986912396227975e-01  6.169513002889169e-01  6.166607694140173e-01  1.875502020597636e+00 
 9.056000000000003e-09  0.000000000000000e+00  9.377362630006659e-01  8.005235443440964e-01  9.986912396228123e-01  6.169513002889652e-01  6.166607694139847e-01  1.875502020598751e+00 
 9.256000000000004e-09  0.000000000000000e+00  9.377362630006520e-01  8.005235443435728e-01  9.986912396228289e-01  6.169513002890040e-01  6.166607694140318e-01  1.875502020599864e+00 
 9.456000000000004e-09  0.000000000000000e+00  9.377362630006407e-01  8.005235443430756e-01  9.986912396228481e-01  6.169513002890608e-01  6.166607694139700e-01  1.875502020600976e+00 
 9.656000000000004e-09  0.000000000000000e+00  9.377362630006256e-01  8.005235443426176e-01  9.986912396228756e-01  6.169513002889806e-01  6.166607694139158e-01  1.875502020602090e+00 
 9.856000000000004e-09  0.000000000000000e+00  9.377362630006196e-01  8.005235443421980e-01  9.986912396229003e-01  6.169513002889798e-01  6.166607694140086e-01  1.875502020603211e+00 
 1.005600000000000e-08  0.000000000000000e+00  9.377362630006184e-01  8.005235443418154e-01  9.986912396229244e-01  6.169513002888999e-01  6.166607694141215e-01  1.875502020604333e+00 
 1.025600000000000e-08  0.000000000000000e+00  9.377362630006200e-01  8.005235443414750e-01  9.986912396229489e-01  6.169513002889698e-01  6.166607694139756e-01  1.875502020605460e+00 
 1.045600000000000e-08  0.000000000000000e+00  9.377362630006257e-01  8.005235443411616e-01  9.986912396229735e-01  6.169513002889218e-01  6.166607694141522e-01  1.875502020606594e+00 
 1.065600000000000e-08  0.000000000000000e+00  9.377362630006358e-01  8.005235443408734e-01  9.986912396229969e-01  6.169513002890799e-01  6.166607694139286e-01  1.875502020607723e+00 
 1.085600000000000e-08  0.000000000000000e+00  9.377362630006512e-01  8.005235443406119e-01  9.986912396230281e-01  6.169513002888845e-01  6.166607694140797e-01  1.875502020608851e+00 
 1.105600000000000e-08  0.000000000000000e+00  9.377362630006748e-01  8.005235443403731e-01  9.986912396230608e-01  6.169513002890979e-01  6.166607694139570e-01  1.875502020609982e+00 
 1.125600000000000e-08  0.000000000000000e+00  9.377362630007046e-01  8.005235443401548e-01  9.986912396230841e-01  6.169513002888477e-01  6.166607694140365e-01  1.875502020611107e+00 
 1.145600000000001e-08  0.000000000000000e+00  9.377362630007258e-01  8.005235443399552e-01  9.986912396231097e-01  6.169513002891420e-01  6.166607694140721e-01  1.875502020612235e+00 
