 time                   v(vdd)                 v(vdda)                i(vcored)              i(vcorea)              i(vpadd)               i(vpada)              
 1.552799999999997e-07  1.079999996069148e+00  2.999999994705252e+00  2.908594598461864e-09  1.088322657027012e-09  4.953110022175647e-09  9.501174622029546e-09 
 1.562799999999996e-07  1.079999996069148e+00  2.999999994705251e+00  2.908594836877922e-09  1.088322651488688e-09  4.953110227848799e-09  9.501176403924711e-09 
 1.572799999999996e-07  1.079999996069148e+00  2.999999994705251e+00  2.908594818446485e-09  1.088322626710009e-09  4.953110246280236e-09  9.501176428703389e-09 
 1.582799999999996e-07  1.079999996069148e+00  2.999999994705251e+00  2.908594931854032e-09  1.088322614032891e-09  4.953110132872689e-09  9.501176441380508e-09 
 1.592799999999996e-07  1.079999996069148e+00  2.999999994705252e+00  2.908595000917710e-09  1.088322631746467e-09  4.953110063809010e-09  9.501174647310092e-09 
 1.602799999999996e-07  1.079999996069148e+00  2.999999994705251e+00  2.908594631204769e-09  1.088322652559337e-09  4.953109989432741e-09  9.501176402854061e-09 
 1.612799999999996e-07  1.079999996069148e+00  2.999999994705251e+00  2.908594545661218e-09  1.088322594378338e-09  4.953110074976293e-09  9.501176461035060e-09 
 1.622799999999996e-07  1.079999996069148e+00  2.999999994705252e+00  2.908594842624193e-09  1.088322677106776e-09  4.953110222102527e-09  9.501174601949783e-09 
 1.632799999999996e-07  1.079999996069148e+00  2.999999994705251e+00  2.908594901387951e-09  1.088322586534813e-09  4.953110163338770e-09  9.501176468878585e-09 
 1.642799999999996e-07  1.079999996069148e+00  2.999999994705251e+00  2.908594617435402e-09  1.088322554836723e-09  4.953110003202109e-09  9.501176500576676e-09 
